# _root_ A new specialty court was sought by patent experts , who believed that the generalists had botched too many important , multimillion-dollar cases .
#goldHeads=4,4,4,5,0,5,6,9,7,9,12,9,16,15,16,12,16,19,23,23,23,23,17,5,
#predictedHeads=4,4,4,5,0,5,6,9,7,9,12,9,16,15,16,12,16,20,20,23,23,23,17,5,
(7,16),(16,17),(16,22),-0.0424777 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,17),(16,23),-0.0455084 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,17),(16,24),-0.0431227 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,17),(16,25),-0.0647272 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,16),(16,18),(16,19),-0.0330129 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,18),(16,20),-0.0451349 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,18),(16,21),-0.051805 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,18),(16,22),-0.0451349 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,18),(16,23),-0.0525028 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,18),(16,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,18),(16,25),-0.0446428 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,16),(16,19),(16,20),-0.0451349 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,19),(16,21),-0.051805 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,19),(16,22),-0.0451349 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,19),(16,23),-0.0525028 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,19),(16,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,19),(16,25),-0.0431735 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,16),(16,20),(16,21),-0.0460607 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,20),(16,22),-0.0420028 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,20),(16,23),-0.0460112 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,20),(16,24),-0.0427869 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,20),(16,25),-0.0400788 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,16),(16,21),(16,22),-0.0428587 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,21),(16,23),-0.0543586 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,21),(16,24),-0.0420085 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,21),(16,25),-0.0301833 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,16),(16,22),(16,23),-0.0460112 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,22),(16,24),-0.0427869 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,22),(16,25),-0.0394278 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,16),(16,23),(16,24),-0.0447633 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,23),(16,25),-0.0647615 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,16),(16,24),(16,25),-0.0454046 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,16),(16,16),(16,15),0.122575 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,16),(16,16),(16,14),0.0926917 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,16),(16,16),(16,13),0.108669 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,16),(16,16),(16,12),0.104414 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,16),(16,16),(16,11),0.131058 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,16),(16,16),(16,10),0.103619 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,16),(16,16),(16,9),0.118341 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,16),(16,16),(16,7),0.112807 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,16),(16,16),(16,5),-0.102084 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,16),(16,16),(16,4),-0.130554 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,16),(16,16),(16,-1),-0.156492 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,16),(16,15),(16,14),0.110247 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,15),(16,13),0.119899 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,15),(16,12),0.118711 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,15),(16,11),0.116036 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,15),(16,10),0.103785 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,15),(16,9),0.105938 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,15),(16,7),0.1268 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,16),(16,15),(16,5),-0.125081 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,15),(16,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,15),(16,-1),-0.13001 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,16),(16,14),(16,13),0.11831 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,14),(16,12),0.119164 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,14),(16,11),0.119146 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,14),(16,10),0.119164 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,14),(16,9),0.119164 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,14),(16,7),0.11831 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,16),(16,14),(16,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,14),(16,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,14),(16,-1),-0.174072 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,16),(16,13),(16,12),0.119163 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,13),(16,11),0.120391 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,13),(16,10),0.117112 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,13),(16,9),0.118905 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,13),(16,7),0.118179 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,16),(16,13),(16,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,13),(16,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,13),(16,-1),-0.144698 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,16),(16,12),(16,11),0.118522 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,12),(16,10),0.118987 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,12),(16,9),0.121849 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,12),(16,7),0.118448 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,16),(16,12),(16,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,12),(16,4),-0.124913 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,12),(16,-1),-0.12631 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,16),(16,11),(16,10),0.119056 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,11),(16,9),0.119152 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,11),(16,7),0.119164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,16),(16,11),(16,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,11),(16,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,11),(16,-1),-0.068824 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,16),(16,10),(16,9),0.0962615 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,10),(16,7),0.119188 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,16),(16,10),(16,5),-0.125619 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,10),(16,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,10),(16,-1),-0.143302 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,16),(16,9),(16,7),0.12256 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,16),(16,9),(16,5),-0.125081 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,9),(16,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,9),(16,-1),-0.130013 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,16),(16,7),(16,5),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,16),(16,7),(16,4),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,16),(16,7),(16,-1),-0.126692 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,16),(16,5),(16,4),-0.124913 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,5),(16,-1),-0.122848 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,16),(16,4),(16,-1),-0.130103 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,23),(23,23),(23,24),-0.0674484 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,23),(23,23),(23,25),0.17047 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,23),(23,24),(23,25),-0.0612188 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,23),(23,23),(23,22),0.174694 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,23),(23,23),(23,21),-0.00415054 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,23),(23,23),(23,20),0.172994 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,23),(23,23),(23,19),0.136371 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,23),(23,23),(23,18),0.169523 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,23),(23,23),(23,17),0.0816663 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,23),(23,23),(23,14),0.106071 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,23),(23,23),(23,-1),-0.132015 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,23),(23,22),(23,21),0.132742 # DEPENDENCYPART_GRANDSIBL
(7,23),(23,22),(23,20),0.11275 # DEPENDENCYPART_GRANDSIBL
(7,23),(23,22),(23,19),0.0842151 # DEPENDENCYPART_GRANDSIBL
(7,23),(23,22),(23,18),0.0866686 # DEPENDENCYPART_GRANDSIBL
(7,23),(23,22),(23,17),0.131708 # DEPENDENCYPART_GRANDSIBL
(7,23),(23,22),(23,14),0.145975 # DEPENDENCYPART_GRANDSIBL
(7,23),(23,22),(23,-1),-0.0762378 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,23),(23,21),(23,20),0.12692 # DEPENDENCYPART_GRANDSIBL
(7,23),(23,21),(23,19),0.110725 # DEPENDENCYPART_GRANDSIBL
(7,23),(23,21),(23,18),0.111241 # DEPENDENCYPART_GRANDSIBL
(7,23),(23,21),(23,17),0.156929 # DEPENDENCYPART_GRANDSIBL
(7,23),(23,21),(23,14),0.106896 # DEPENDENCYPART_GRANDSIBL
(7,23),(23,21),(23,-1),-0.140729 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,23),(23,20),(23,19),0.0807454 # DEPENDENCYPART_GRANDSIBL
(7,23),(23,20),(23,18),0.0831989 # DEPENDENCYPART_GRANDSIBL
(7,23),(23,20),(23,17),0.131255 # DEPENDENCYPART_GRANDSIBL
(7,23),(23,20),(23,14),0.148269 # DEPENDENCYPART_GRANDSIBL
(7,23),(23,20),(23,-1),-0.0751105 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,23),(23,19),(23,18),0.115147 # DEPENDENCYPART_GRANDSIBL
(7,23),(23,19),(23,17),0.118744 # DEPENDENCYPART_GRANDSIBL
(7,23),(23,19),(23,14),0.131535 # DEPENDENCYPART_GRANDSIBL
(7,23),(23,19),(23,-1),-0.196042 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,23),(23,18),(23,17),0.11876 # DEPENDENCYPART_GRANDSIBL
(7,23),(23,18),(23,14),0.132662 # DEPENDENCYPART_GRANDSIBL
(7,23),(23,18),(23,-1),-0.162579 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,23),(23,17),(23,14),0.110591 # DEPENDENCYPART_GRANDSIBL
(7,23),(23,17),(23,-1),-0.105959 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,23),(23,14),(23,-1),-0.0672027 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,9),(9,10),0.138961 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,12),0.0464102 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,15),-0.183074 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,16),0.0538307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,17),0.0468501 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,18),-0.0717604 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,19),-0.0661625 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,20),-0.0650298 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,21),0.138961 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,23),-0.183091 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,24),0.0853674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,25),0.0962356 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,9),(9,10),(9,12),-0.117532 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,10),(9,15),0.13421 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,10),(9,16),-0.120975 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,10),(9,17),-0.117144 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,10),(9,18),-0.0503814 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,10),(9,19),-0.0503684 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,10),(9,20),-0.0511053 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,10),(9,21),-0.0496519 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,10),(9,23),0.13421 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,10),(9,24),-0.0439761 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,10),(9,25),-0.0437622 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,12),(9,15),-0.0484081 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,12),(9,16),-0.0454196 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,12),(9,17),-0.0450603 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,12),(9,18),-0.042131 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,12),(9,19),-0.0422202 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,12),(9,20),-0.0438367 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,12),(9,21),-0.0559401 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,12),(9,23),-0.0484081 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,12),(9,24),-0.0421587 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,12),(9,25),-0.0134744 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,15),(9,16),-0.0429983 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,15),(9,17),-0.0429856 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,15),(9,18),-0.0370397 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,15),(9,19),-0.0396987 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,15),(9,20),-0.0479565 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,15),(9,21),-0.0517423 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,15),(9,23),-0.0133061 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,15),(9,24),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,15),(9,25),0.00280176 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,16),(9,17),-0.0452442 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,16),(9,18),-0.042131 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,16),(9,19),-0.0422202 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,16),(9,20),-0.0438367 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,16),(9,21),-0.0561522 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,16),(9,23),-0.048459 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,16),(9,24),-0.0421587 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,16),(9,25),-0.00952469 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,17),(9,18),-0.042131 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,17),(9,19),-0.0422202 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,17),(9,20),-0.0438367 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,17),(9,21),-0.0559388 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,17),(9,23),-0.0484081 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,17),(9,24),-0.0421587 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,17),(9,25),-0.0126478 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,18),(9,19),-0.0428443 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,18),(9,20),-0.0421065 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,18),(9,21),-0.0458307 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,18),(9,23),-0.043893 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,18),(9,24),-0.0425367 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,18),(9,25),-0.0821265 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,19),(9,20),-0.042925 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,19),(9,21),-0.0458307 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,19),(9,23),-0.043893 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,19),(9,24),-0.0425367 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,19),(9,25),-0.0787997 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,20),(9,21),-0.0325485 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,20),(9,23),-0.0605796 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,20),(9,24),-0.0421103 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,20),(9,25),-0.0496738 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,21),(9,23),0.13421 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,21),(9,24),-0.0439761 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,21),(9,25),-0.0437622 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,23),(9,24),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,23),(9,25),0.00278509 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,24),(9,25),0.0957853 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,9),(9,8),0.153024 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,9),(9,9),(9,7),-0.143886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,6),-0.15429 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,5),-0.154371 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,4),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,3),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,2),-0.126124 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,1),-0.125504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,-1),0.0210172 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,9),(9,8),(9,7),-0.125035 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,8),(9,6),-0.125545 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,8),(9,5),-0.125545 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,8),(9,4),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,8),(9,3),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,8),(9,2),-0.125126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,8),(9,1),-0.125509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,8),(9,-1),-0.143255 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,9),(9,7),(9,6),-0.125119 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,7),(9,5),-0.125137 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,7),(9,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,7),(9,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,7),(9,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,7),(9,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,7),(9,-1),-0.100459 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,6),(9,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,6),(9,4),-0.124957 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,6),(9,3),-0.124957 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,6),(9,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,6),(9,1),-0.124981 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,6),(9,-1),-0.173808 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,5),(9,4),-0.124957 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,5),(9,3),-0.124957 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,5),(9,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,5),(9,1),-0.124981 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,5),(9,-1),-0.174431 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,4),(9,3),-0.125449 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,4),(9,2),-0.125126 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,4),(9,1),-0.125509 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,4),(9,-1),-0.141651 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,3),(9,2),-0.125126 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,3),(9,1),-0.125509 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,3),(9,-1),-0.143216 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,2),(9,1),-0.124895 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,2),(9,-1),-0.145696 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,1),(9,-1),-0.10041 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,10),(10,25),-0.00625752 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,10),(10,10),(10,-1),-0.091128 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,12),(12,12),(12,13),-0.0719501 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,14),-0.0388569 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,15),-0.0286934 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,16),-0.0377889 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,17),-0.0434194 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,18),0.00572413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,19),-0.00108117 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,20),-0.0126446 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,21),-0.0734388 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,22),-0.00750853 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,23),-0.0248803 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,24),-0.048883 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,25),0.0650294 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,12),(12,13),(12,14),-0.0436929 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,13),(12,15),-0.0432984 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,13),(12,16),-0.0281604 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,13),(12,17),-0.0309649 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,13),(12,18),-0.0316374 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,13),(12,19),-0.0315511 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,13),(12,20),-0.0460715 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,13),(12,21),-0.0232696 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,13),(12,22),-0.0460715 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,13),(12,23),-0.0433016 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,13),(12,24),-0.0529863 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,13),(12,25),-0.0494256 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,14),(12,15),-0.0440846 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,14),(12,16),-0.038842 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,14),(12,17),-0.038842 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,14),(12,18),-0.043454 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,14),(12,19),-0.043454 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,14),(12,20),-0.0405312 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,14),(12,21),-0.042167 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,14),(12,22),-0.0405312 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,14),(12,23),-0.0440846 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,14),(12,24),-0.0430447 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,14),(12,25),-0.0355693 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,15),(12,16),-0.0553503 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,15),(12,17),-0.0538397 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,15),(12,18),-0.0303678 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,15),(12,19),-0.0327614 # DEPENDENCYPART_GRANDSIBL
