# _root_ But Mr. Schulte , the bondholders ' adviser , said Revco was dragging its feet in responding to the proposal .
#goldHeads=10,3,10,3,6,8,6,3,3,0,12,10,12,15,13,13,16,17,20,18,10,
#predictedHeads=10,3,10,3,6,8,6,3,3,0,12,10,12,15,13,13,16,17,20,18,10,
(10,12),(12,12),(12,1),-0.157833 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,-1),-0.33649 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,12),(12,11),(12,10),0.100222 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,11),(12,9),-0.149742 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,11),(12,8),-0.149774 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,11),(12,6),-0.149774 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,11),(12,4),-0.149742 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,11),(12,3),-0.149774 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,11),(12,2),-0.149774 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,11),(12,1),-0.145611 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,11),(12,-1),-0.104877 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,10),(12,9),-0.146355 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,10),(12,8),-0.145212 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,10),(12,6),-0.145212 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,10),(12,4),-0.146355 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,10),(12,3),-0.145212 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,10),(12,2),-0.145222 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,10),(12,1),-0.144729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,10),(12,-1),-0.133591 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,12),(12,9),(12,8),-0.148681 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,9),(12,6),-0.148681 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,9),(12,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,9),(12,3),-0.148681 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,9),(12,2),-0.148681 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,9),(12,1),-0.14979 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,9),(12,-1),-0.154804 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,8),(12,6),-0.149774 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,8),(12,4),-0.149742 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,8),(12,3),-0.149774 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,8),(12,2),-0.149774 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,8),(12,1),-0.145611 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,8),(12,-1),-0.104877 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,6),(12,4),-0.149742 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,6),(12,3),-0.149774 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,6),(12,2),-0.149774 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,6),(12,1),-0.145611 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,6),(12,-1),-0.104877 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,4),(12,3),-0.148681 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,4),(12,2),-0.148681 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,4),(12,1),-0.14979 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,4),(12,-1),-0.154804 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,3),(12,2),-0.149774 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,3),(12,1),-0.145611 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,3),(12,-1),-0.104877 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,2),(12,1),-0.145611 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,2),(12,-1),-0.106057 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,1),(12,-1),-0.203193 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,13),(13,15),0.0500436 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,16),-0.0713252 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,17),-0.0395634 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,18),0.0859491 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,20),0.0605315 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,21),-0.0411165 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,22),0.0530975 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,13),(13,15),(13,16),-0.0177897 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,15),(13,17),-0.0608731 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,15),(13,18),-0.0172556 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,15),(13,20),-0.00591057 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,15),(13,21),-0.0108557 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,15),(13,22),0.010274 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,16),(13,17),-0.0377458 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,16),(13,18),-0.0516665 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,16),(13,20),0.00689508 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,16),(13,21),-0.0341897 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,16),(13,22),0.0270445 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,17),(13,18),-0.0222692 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,17),(13,20),-0.0322747 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,17),(13,21),0.00345851 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,17),(13,22),0.0114106 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,18),(13,20),-0.0320106 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,18),(13,21),-0.0195046 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,18),(13,22),-0.0343479 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,20),(13,21),-0.0108557 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,20),(13,22),0.017104 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,21),(13,22),-0.0264376 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,13),(13,12),0.169609 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,11),0.188327 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,10),0.166259 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,9),-0.144725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,8),-0.193213 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,-1),-0.304009 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,13),(13,12),(13,11),0.0871962 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,12),(13,10),0.0982831 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,12),(13,9),-0.146508 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,12),(13,8),-0.145204 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,12),(13,-1),-0.154335 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,11),(13,10),0.0983842 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,11),(13,9),-0.148815 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,11),(13,8),-0.148197 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,11),(13,-1),-0.0924257 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,10),(13,9),-0.146355 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,10),(13,8),-0.145204 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,10),(13,-1),-0.141941 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,13),(13,9),(13,8),-0.147762 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,9),(13,-1),-0.147944 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,8),(13,-1),-0.0924257 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,15),(15,16),-0.104211 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,17),-0.052858 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,18),-0.0784239 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,20),0.0414526 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,22),-0.000569115 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,15),(15,16),(15,17),-0.0202589 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,16),(15,18),-0.0198404 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,16),(15,20),-0.042837 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,16),(15,22),-0.0688488 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,17),(15,18),-0.0202042 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,17),(15,20),-0.0292195 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,17),(15,22),-0.0507972 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,18),(15,20),-0.0259339 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,18),(15,22),-0.0533441 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,20),(15,22),-0.00915119 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,15),(15,14),0.12239 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,13),0.0979211 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,11),0.0159443 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,10),0.0832075 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,8),-0.0594974 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,-1),-0.179096 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,15),(15,14),(15,13),0.106699 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,14),(15,11),0.120395 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,14),(15,10),0.106699 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,14),(15,8),-0.145462 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,14),(15,-1),-0.233702 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,13),(15,11),0.111084 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,13),(15,10),0.112918 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,13),(15,8),-0.142064 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,13),(15,-1),-0.171647 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,11),(15,10),0.129539 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,11),(15,8),-0.139044 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,11),(15,-1),-0.110289 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,10),(15,8),-0.142066 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,10),(15,-1),-0.181956 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,15),(15,8),(15,-1),-0.10812 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,16),(16,16),(16,17),0.0109341 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,16),(16,16),(16,18),-0.0493867 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,16),(16,16),(16,20),0.0120824 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,16),(16,16),(16,22),-0.080818 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,16),(16,17),(16,18),-0.0194981 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,17),(16,20),-0.0236228 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,17),(16,22),-0.063523 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,16),(16,18),(16,20),-0.0302214 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,18),(16,22),-0.00138956 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,16),(16,20),(16,22),0.0626721 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,16),(16,16),(16,15),0.107674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,16),(16,16),(16,-1),0.00499584 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,16),(16,15),(16,-1),-0.169872 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,17),(17,17),(17,18),0.0863121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,19),-0.0373546 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,20),0.0597506 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,21),-0.0411165 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,22),0.0528009 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,17),(17,18),(17,19),-0.0194863 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,18),(17,20),-0.0320106 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,18),(17,21),-0.0195046 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,18),(17,22),-0.0354105 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,17),(17,19),(17,20),-0.0254894 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,19),(17,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,19),(17,22),-0.0338194 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,17),(17,20),(17,21),-0.0108557 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,20),(17,22),0.0163255 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,17),(17,21),(17,22),-0.0264376 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,17),(17,17),(17,16),-0.0484163 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,15),0.190557 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,-1),-0.304361 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,17),(17,16),(17,15),0.112159 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,16),(17,-1),-0.153675 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,17),(17,15),(17,-1),-0.0896698 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,18),(18,18),(18,19),-0.0435267 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,18),(18,18),(18,20),0.0681694 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,18),(18,18),(18,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,18),(18,18),(18,22),-0.114692 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,18),(18,19),(18,20),-0.0197142 # DEPENDENCYPART_GRANDSIBL
(10,18),(18,19),(18,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,18),(18,19),(18,22),-0.0357302 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,18),(18,20),(18,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,18),(18,20),(18,22),0.0571043 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,18),(18,21),(18,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,18),(18,18),(18,16),0.103935 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,18),(18,18),(18,-1),0.114355 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,18),(18,16),(18,-1),-0.155148 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,21),(21,21),(21,22),0.0366956 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,21),(21,21),(21,20),0.0713854 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,21),(21,21),(21,-1),0.0678789 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,21),(21,20),(21,-1),-0.179024 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,3),(3,4),0.182057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,6),0.161608 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,7),0.209178 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,8),0.161591 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,9),0.182057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,10),0.0919339 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,11),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,12),-0.173312 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,16),-0.156776 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,22),-0.0184037 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,3),(3,4),(3,6),0.118238 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,4),(3,7),0.106674 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,4),(3,8),0.118237 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,4),(3,9),0.108616 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,4),(3,10),0.106086 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,4),(3,11),-0.14942 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,4),(3,12),-0.146635 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,4),(3,16),-0.14486 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,4),(3,22),-0.0334281 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,6),(3,7),0.100994 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,6),(3,8),0.0908098 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,6),(3,9),0.116649 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,6),(3,10),0.110269 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,6),(3,11),-0.145195 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,6),(3,12),-0.14473 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,6),(3,16),-0.14479 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,6),(3,22),-0.17327 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,7),(3,8),0.108135 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,7),(3,9),0.109162 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,7),(3,10),0.108409 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,7),(3,11),-0.144766 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,7),(3,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,7),(3,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,7),(3,22),-0.0152022 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,8),(3,9),0.116649 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,8),(3,10),0.110269 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,8),(3,11),-0.145195 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,8),(3,12),-0.14473 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,8),(3,16),-0.14479 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,8),(3,22),-0.173284 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,9),(3,10),0.106086 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,9),(3,11),-0.14942 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,9),(3,12),-0.146635 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,9),(3,16),-0.14486 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,9),(3,22),-0.0334281 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,10),(3,11),-0.14472 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,10),(3,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,10),(3,16),-0.144703 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,10),(3,22),-0.197854 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,11),(3,12),-0.14473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,11),(3,16),-0.14479 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,11),(3,22),-0.173271 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,3),(3,12),(3,16),-0.144703 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,12),(3,22),-0.197805 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,16),(3,22),-0.102818 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,3),(3,2),-0.0999085 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,1),-0.0361781 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,-1),0.135703 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,3),(3,2),(3,1),-0.0232153 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,2),(3,-1),0.0607373 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,1),(3,-1),-0.033382 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,5),(5,9),0.115612 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,5),(5,22),0.0952689 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,5),(5,9),(5,22),-0.142147 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,5),(5,4),-0.0275126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,5),(5,-1),0.214463 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,5),(5,4),(5,-1),-0.014727 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,6),(6,6),(6,7),0.209178 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,8),0.161014 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,9),0.182008 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,10),0.0919339 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,11),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,12),-0.173312 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,15),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,22),-0.0185233 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,6),(6,7),(6,8),0.108135 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,7),(6,9),0.109162 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,7),(6,10),0.108409 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,7),(6,11),-0.144766 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,7),(6,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,7),(6,15),-0.144766 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,7),(6,22),-0.0152022 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,6),(6,8),(6,9),0.116649 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,8),(6,10),0.110269 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,8),(6,11),-0.145195 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,8),(6,12),-0.14473 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,8),(6,15),-0.145195 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,8),(6,22),-0.173861 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,6),(6,9),(6,10),0.106086 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,9),(6,11),-0.14942 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,9),(6,12),-0.146635 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,9),(6,15),-0.14942 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,9),(6,22),-0.0334771 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,6),(6,10),(6,11),-0.14472 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,10),(6,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,10),(6,15),-0.14472 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,10),(6,22),-0.197854 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,6),(6,11),(6,12),-0.14473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,11),(6,15),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,11),(6,22),-0.173848 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,6),(6,12),(6,15),-0.14472 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,12),(6,22),-0.197805 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,6),(6,15),(6,22),-0.173847 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,6),(6,6),(6,5),-0.00805288 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,4),0.133904 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,3),-0.131973 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,2),-0.0999085 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,1),-0.0361781 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,-1),0.133892 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,6),(6,5),(6,4),-0.0209084 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,5),(6,3),-0.0169578 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,5),(6,2),-0.0169578 # DEPENDENCYPART_GRANDSIBL
