# _root_ When the plant was destroyed , `` I think everyone got concerned that the same thing would happen at our plant , '' a KerrMcGee spokeswoman said .
#goldHeads=5,3,4,9,4,9,9,9,27,11,9,11,17,16,16,17,12,17,18,21,19,27,27,26,26,27,0,27,
#predictedHeads=5,3,4,27,4,9,9,9,27,11,9,11,17,16,16,17,12,17,18,21,19,27,27,26,26,27,0,27,
(13,18),(18,10),(18,9),-0.144722 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,10),(18,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,10),(18,-1),-0.131471 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,9),(18,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,9),(18,-1),-0.1346 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,6),(18,-1),-0.153623 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,21),(21,22),-0.0435949 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,23),-0.0236062 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,24),0.0250864 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,25),-0.133568 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,26),-0.133568 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,27),-0.0164112 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,29),0.0533237 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,21),(21,22),(21,23),-0.00634696 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,22),(21,24),-0.00524857 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,22),(21,25),-0.0621026 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,22),(21,26),-0.0621286 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,22),(21,27),0.0257457 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,22),(21,29),-0.0157293 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,23),(21,24),-0.0194452 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,23),(21,25),-0.0249285 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,23),(21,26),-0.0249285 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,23),(21,27),-0.000349779 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,23),(21,29),-0.0497764 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,24),(21,25),-0.0199794 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,24),(21,26),-0.0199794 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,24),(21,27),-0.0205149 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,24),(21,29),0.0299344 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,25),(21,26),-0.030826 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,25),(21,27),-0.0311003 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,25),(21,29),-0.0856168 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,26),(21,27),-0.0311003 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,26),(21,29),-0.0856429 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,27),(21,29),-0.0311192 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,21),(21,20),0.0725071 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,19),0.157648 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,18),0.121852 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,16),0.14952 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,15),0.136081 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,14),0.0390119 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,-1),-0.227492 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,21),(21,20),(21,19),0.110572 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,20),(21,18),0.109063 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,20),(21,16),0.109069 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,20),(21,15),0.112671 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,20),(21,14),0.108915 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,20),(21,-1),-0.129462 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,19),(21,18),0.109213 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,19),(21,16),0.0969493 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,19),(21,15),0.100473 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,19),(21,14),0.101895 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,19),(21,-1),-0.106861 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,18),(21,16),0.120379 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,18),(21,15),0.125192 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,18),(21,14),0.122688 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,18),(21,-1),-0.104766 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,16),(21,15),0.111306 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,16),(21,14),0.0861759 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,16),(21,-1),-0.147647 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,15),(21,14),0.116001 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,15),(21,-1),-0.114858 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,14),(21,-1),-0.100658 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,13),(13,14),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,15),-0.144768 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,16),-0.148749 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,18),-0.146762 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,21),-0.148749 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,29),-0.143165 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,13),(13,14),(13,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,14),(13,16),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,14),(13,18),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,14),(13,21),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,14),(13,29),-0.148543 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,13),(13,15),(13,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,15),(13,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,15),(13,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,15),(13,29),-0.144295 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,16),(13,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,16),(13,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,16),(13,29),-0.149251 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,18),(13,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,18),(13,29),-0.146826 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,21),(13,29),-0.149251 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,13),(13,12),-0.025135 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,10),0.00427624 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,-1),-0.0882524 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,13),(13,12),(13,10),-0.0194497 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,12),(13,-1),-0.0249281 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,10),(13,-1),0.00704005 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,15),(15,18),-0.0200604 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,21),-0.019688 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,29),-0.0867049 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,15),(15,18),(15,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,18),(15,29),-0.0128354 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,21),(15,29),-0.019669 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,15),(15,14),0.107575 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,13),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,12),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,10),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,-1),-0.211411 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,15),(15,14),(15,13),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,14),(15,12),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,14),(15,10),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,14),(15,-1),-0.146667 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,15),(15,13),(15,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,13),(15,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,13),(15,-1),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,12),(15,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,12),(15,-1),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,10),(15,-1),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,19),(19,21),0.00658578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,22),-0.0194558 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,26),0.00664376 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,27),-0.0371695 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,29),-0.0876898 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,19),(19,21),(19,22),-0.0224894 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,21),(19,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,21),(19,26),-0.0196014 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,21),(19,27),-0.0194409 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,21),(19,29),0.0093496 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,22),(19,23),-0.0194537 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,22),(19,26),-0.0195291 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,22),(19,27),-0.0194654 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,22),(19,29),-0.0234238 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,23),(19,26),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,23),(19,27),-0.0194493 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,23),(19,29),-0.0194405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,26),(19,27),-0.0194409 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,26),(19,29),0.00940757 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,27),(19,29),-0.0371447 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,19),(19,16),0.1093 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,-1),-0.141835 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,19),(19,16),(19,-1),-0.149385 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,10),(10,11),0.0976187 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,12),0.0939864 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,13),0.101985 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,16),-0.145338 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,17),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,29),-0.0796266 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,10),(10,11),(10,12),0.109512 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,11),(10,13),0.109523 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,11),(10,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,11),(10,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,11),(10,29),-0.158665 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,12),(10,13),0.109449 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,12),(10,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,12),(10,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,12),(10,29),-0.17027 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,13),(10,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,13),(10,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,13),(10,29),-0.151373 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,16),(10,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,16),(10,29),-0.152346 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,17),(10,29),-0.144847 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,10),(10,9),-0.0401008 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,8),-0.0102036 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,7),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,6),-0.0357429 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,5),-0.0401008 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,4),-0.0403165 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,3),-0.0347556 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,2),0.0122335 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,-1),-0.0418767 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,10),(10,9),(10,8),-0.0204911 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,9),(10,7),-0.020413 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,9),(10,6),-0.020756 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,9),(10,5),-0.0194517 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,9),(10,4),-0.0194517 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,9),(10,3),-0.0194556 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,9),(10,2),-0.0219759 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,9),(10,-1),-0.03535 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,8),(10,7),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,8),(10,6),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,8),(10,5),-0.0194656 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,8),(10,4),-0.0194656 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,8),(10,3),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,8),(10,2),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,8),(10,-1),0.0042277 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,7),(10,6),-0.0202151 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,7),(10,5),-0.019492 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,7),(10,4),-0.019492 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,7),(10,3),-0.0194411 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,7),(10,2),-0.0194592 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,7),(10,-1),-0.0259298 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,6),(10,5),-0.026847 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,6),(10,4),-0.026847 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,6),(10,3),-0.0251995 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,6),(10,2),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,6),(10,-1),-0.0303978 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,5),(10,4),-0.0194517 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,5),(10,3),-0.0194556 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,5),(10,2),-0.0219759 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,5),(10,-1),-0.03535 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,4),(10,3),-0.0194556 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,4),(10,2),-0.0219759 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,4),(10,-1),-0.0353779 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,3),(10,2),-0.0243064 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,3),(10,-1),-0.045622 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,2),(10,-1),-0.00375035 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,12),(12,12),(12,13),0.113109 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,12),(12,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,12),(12,16),-0.146118 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,12),(12,17),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,12),(12,18),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,12),(12,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,12),(12,21),-0.146118 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,12),(12,23),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,12),(12,26),-0.146118 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,12),(12,27),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,12),(12,28),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,12),(12,29),-0.0673956 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,12),(12,13),(12,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,13),(12,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,13),(12,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,13),(12,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,13),(12,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,13),(12,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,13),(12,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,13),(12,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,13),(12,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,13),(12,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,13),(12,29),-0.144007 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,12),(12,15),(12,16),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,15),(12,17),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,15),(12,18),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,15),(12,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,15),(12,21),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,15),(12,23),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,15),(12,26),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,15),(12,27),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,15),(12,28),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,15),(12,29),-0.145435 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,12),(12,16),(12,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,16),(12,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,16),(12,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,16),(12,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,16),(12,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,16),(12,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,16),(12,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,16),(12,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,16),(12,29),-0.151215 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,12),(12,17),(12,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,17),(12,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,17),(12,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,17),(12,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,17),(12,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,17),(12,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,17),(12,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,17),(12,29),-0.144717 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,12),(12,18),(12,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,18),(12,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,18),(12,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,18),(12,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,18),(12,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,18),(12,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,18),(12,29),-0.145529 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,12),(12,19),(12,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,19),(12,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,19),(12,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,19),(12,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,19),(12,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,19),(12,29),-0.144935 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,12),(12,21),(12,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,21),(12,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,21),(12,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,21),(12,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,21),(12,29),-0.151215 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,12),(12,23),(12,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,23),(12,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,23),(12,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,23),(12,29),-0.146733 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,12),(12,26),(12,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,26),(12,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,26),(12,29),-0.151215 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,12),(12,27),(12,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,27),(12,29),-0.145529 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,12),(12,28),(12,29),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,12),(12,12),(12,10),-0.030068 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,12),(12,8),-0.0220218 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,12),(12,3),-0.030068 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,12),(12,-1),0.0321189 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,12),(12,10),(12,8),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,10),(12,3),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,10),(12,-1),-0.0293678 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,12),(12,8),(12,3),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,8),(12,-1),-0.0208741 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,12),(12,3),(12,-1),-0.0293678 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,13),(13,14),0.10315 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,15),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,16),-0.147017 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,18),-0.14471 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,21),-0.147017 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,29),-0.0566633 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
