# _root_ `` It 's the whole uncertainty about what 's happening around us , '' said Valentin Von Korff , a trader at Credit Suisse First Boston in Frankfurt .
#goldHeads=15,3,15,6,6,3,6,9,7,9,10,11,15,15,0,18,18,15,18,21,18,21,26,26,26,22,26,27,15,
#predictedHeads=15,3,15,6,6,3,6,9,7,9,10,11,15,15,0,18,18,15,18,21,18,21,26,26,26,22,26,27,15,
(18,15),(15,18),(15,27),-0.126943 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,18),(15,29),-0.124886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,18),(15,30),-0.0161355 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,15),(15,19),(15,21),-0.125319 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,19),(15,22),-0.125603 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,19),(15,26),-0.125319 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,19),(15,27),-0.125603 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,19),(15,29),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,19),(15,30),-0.191154 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,21),(15,22),-0.126386 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,21),(15,26),-0.124895 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,21),(15,27),-0.126943 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,21),(15,29),-0.124886 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,21),(15,30),-0.0171153 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,22),(15,26),-0.125063 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,22),(15,27),-0.124902 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,22),(15,29),-0.124968 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,22),(15,30),-0.188861 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,26),(15,27),-0.126943 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,26),(15,29),-0.124886 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,26),(15,30),-0.0161375 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,27),(15,29),-0.124968 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,27),(15,30),-0.180549 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,29),(15,30),-0.127823 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,15),(15,14),-0.0322254 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,13),-0.0795648 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,12),-0.0669857 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,11),-0.0448781 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,10),-0.029668 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,9),-0.0421672 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,8),-0.077281 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,7),-0.0569602 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,6),-0.0502792 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,3),-0.0421672 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,2),-0.0658266 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,1),-0.0434853 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,-1),0.0623686 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,15),(15,14),(15,13),-0.0460061 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,14),(15,12),-0.0417284 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,14),(15,11),-0.0434159 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,14),(15,10),-0.0383524 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,14),(15,9),-0.0383524 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,14),(15,8),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,14),(15,7),-0.043804 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,14),(15,6),-0.0284415 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,14),(15,3),-0.0383524 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,14),(15,2),-0.0417284 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,14),(15,1),-0.0419997 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,14),(15,-1),-0.0227563 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,13),(15,12),-0.0420329 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,13),(15,11),-0.0633723 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,13),(15,10),-0.0763848 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,13),(15,9),-0.0771253 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,13),(15,8),-0.0422942 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,13),(15,7),-0.0633727 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,13),(15,6),-0.0358156 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,13),(15,3),-0.0771253 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,13),(15,2),-0.0420329 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,13),(15,1),-0.0244037 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,13),(15,-1),-0.0977447 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,12),(15,11),-0.0428902 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,12),(15,10),-0.0376349 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,12),(15,9),-0.0376377 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,12),(15,8),-0.0323242 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,12),(15,7),-0.0430437 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,12),(15,6),-0.0400933 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,12),(15,3),-0.0376377 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,12),(15,2),-0.0419989 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,12),(15,1),-0.0450863 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,12),(15,-1),-0.0689783 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,11),(15,10),-0.0284049 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,11),(15,9),-0.0286361 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,11),(15,8),-0.0420085 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,11),(15,7),-0.042248 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,11),(15,6),-0.0397775 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,11),(15,3),-0.0286361 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,11),(15,2),-0.0431328 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,11),(15,1),-0.0392749 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,11),(15,-1),-0.0353598 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,10),(15,9),-0.0440877 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,10),(15,8),-0.0422475 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,10),(15,7),-0.0471648 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,10),(15,6),-0.0470011 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,10),(15,3),-0.0440877 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,10),(15,2),-0.0426075 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,10),(15,1),-0.042588 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,10),(15,-1),-0.0660311 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,9),(15,8),-0.0422586 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,9),(15,7),-0.0472517 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,9),(15,6),-0.0475236 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,9),(15,3),-0.0454584 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,9),(15,2),-0.0426075 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,9),(15,1),-0.042588 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,9),(15,-1),-0.0788177 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,8),(15,7),-0.0421769 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,8),(15,6),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,8),(15,3),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,8),(15,2),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,8),(15,1),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,8),(15,-1),-0.0516647 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,7),(15,6),-0.0396568 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,7),(15,3),-0.0293049 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,7),(15,2),-0.0431328 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,7),(15,1),-0.0392749 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,7),(15,-1),-0.0341936 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,6),(15,3),-0.0548261 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,6),(15,2),-0.0392187 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,6),(15,1),-0.0466908 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,6),(15,-1),-0.0712836 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,3),(15,2),-0.0426075 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,3),(15,1),-0.042588 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,3),(15,-1),-0.0788177 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,2),(15,1),-0.0450871 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,2),(15,-1),-0.0599885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,1),(15,-1),-0.0443324 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,16),(16,17),0.151618 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,18),-0.141313 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,16),(16,16),(16,19),-0.129725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,21),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,22),-0.145309 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,26),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,30),0.0232095 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,16),(16,17),(16,18),-0.125449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,17),(16,19),-0.126785 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,17),(16,21),-0.125449 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,17),(16,22),-0.125035 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,17),(16,26),-0.125449 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,17),(16,30),-0.143486 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,18),(16,19),-0.126785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,18),(16,21),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,18),(16,22),-0.125035 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,18),(16,26),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,18),(16,30),-0.143132 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,16),(16,19),(16,21),-0.129532 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,19),(16,22),-0.125395 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,19),(16,26),-0.129532 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,19),(16,30),-0.00337174 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,21),(16,22),-0.125035 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,21),(16,26),-0.125449 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,21),(16,30),-0.143135 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,22),(16,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,22),(16,30),-0.104158 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,26),(16,30),-0.142272 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,16),(16,14),-0.0319472 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,12),-0.0404309 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,-1),0.0986736 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,16),(16,14),(16,12),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,14),(16,-1),-0.0654073 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,12),(16,-1),-0.00783448 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,17),(17,18),-0.141319 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,17),(17,17),(17,19),-0.129725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,21),-0.141319 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,26),-0.141319 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,30),0.0245026 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,17),(17,18),(17,19),-0.126785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,18),(17,21),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,18),(17,26),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,18),(17,30),-0.143137 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,17),(17,19),(17,21),-0.129532 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,19),(17,26),-0.129532 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,19),(17,30),-0.00343833 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,21),(17,26),-0.125449 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,21),(17,30),-0.14314 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,26),(17,30),-0.142278 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,17),(17,16),-0.183379 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,15),0.0489119 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,14),-0.0319472 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,12),-0.0404309 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,-1),0.100285 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,17),(17,16),(17,15),-0.0436047 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,16),(17,14),-0.0443227 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,16),(17,12),-0.0407527 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,16),(17,-1),0.00249819 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,15),(17,14),-0.0385643 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,15),(17,12),-0.0422678 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,15),(17,-1),-0.00944724 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,14),(17,12),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,14),(17,-1),-0.0654073 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,12),(17,-1),-0.00783448 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,19),(19,30),-0.00625752 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,19),(19,19),(19,-1),-0.091128 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,21),(21,21),(21,22),-0.0254762 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,23),-0.183604 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,24),-0.182988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,25),-0.185606 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,26),-0.180115 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,27),-0.0401985 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,28),-0.18312 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,29),0.0853674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,30),0.0965332 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,21),(21,22),(21,23),-0.0425468 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,22),(21,24),-0.0425474 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,22),(21,25),-0.0425587 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,22),(21,26),-0.0425468 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,22),(21,27),-0.0721485 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,22),(21,28),-0.0425468 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,22),(21,29),-0.0454722 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,22),(21,30),-0.0456912 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,23),(21,24),-0.0135354 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,23),(21,25),-0.00246374 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,23),(21,26),-0.0140416 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,23),(21,27),-0.031491 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,23),(21,28),-0.0133478 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,23),(21,29),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,23),(21,30),0.00220628 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,24),(21,25),-0.00260963 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,24),(21,26),-0.0141875 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,24),(21,27),-0.031491 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,24),(21,28),-0.0134937 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,24),(21,29),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,24),(21,30),0.00287409 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,25),(21,26),-0.0160804 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,25),(21,27),-0.0314913 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,25),(21,28),-0.0153866 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,25),(21,29),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,25),(21,30),0.0228055 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,26),(21,27),-0.031491 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,26),(21,28),-0.0133711 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,26),(21,29),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,26),(21,30),0.00511895 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,27),(21,28),-0.0428613 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,27),(21,29),-0.0454354 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,27),(21,30),-0.126343 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,28),(21,29),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,28),(21,30),0.00287228 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,29),(21,30),0.0957849 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,21),(21,20),0.146592 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,19),0.165796 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,18),0.152967 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,21),(21,21),(21,17),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,16),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,11),-0.14385 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,8),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,-1),0.0210165 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,21),(21,20),(21,19),0.116765 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,20),(21,18),0.133848 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,20),(21,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,20),(21,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,20),(21,11),-0.124888 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,20),(21,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,20),(21,-1),-0.0988439 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,19),(21,18),0.112772 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,19),(21,17),-0.129532 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,19),(21,16),-0.129532 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,19),(21,11),-0.125395 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,19),(21,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,19),(21,-1),-0.00337707 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,18),(21,17),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,18),(21,16),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,18),(21,11),-0.125035 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,18),(21,8),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,18),(21,-1),-0.142297 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,21),(21,17),(21,16),-0.125449 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,17),(21,11),-0.125035 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,17),(21,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,17),(21,-1),-0.142652 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,16),(21,11),-0.125035 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,16),(21,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,16),(21,-1),-0.142297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,11),(21,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,11),(21,-1),-0.0923241 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,8),(21,-1),-0.178359 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,22),(22,23),0.0953269 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,24),0.0978852 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,25),0.0925161 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,26),0.0986126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,27),-0.0656216 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,28),0.103219 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,30),-0.343025 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,22),(22,23),(22,24),-0.0801217 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,23),(22,25),-0.0801279 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,23),(22,26),-0.0801217 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,23),(22,27),-0.0529172 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,23),(22,28),-0.080122 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,23),(22,30),0.0604672 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,24),(22,25),-0.0801279 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,24),(22,26),-0.0801217 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,24),(22,27),-0.0534689 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,24),(22,28),-0.080122 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,24),(22,30),0.0627992 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,25),(22,26),-0.0803353 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,25),(22,27),-0.0529126 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,25),(22,28),-0.0803356 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,25),(22,30),0.0570577 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,26),(22,27),-0.0529126 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,26),(22,28),-0.080122 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,26),(22,30),0.0639037 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,27),(22,28),-0.0497288 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,27),(22,30),-0.105311 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,28),(22,30),0.0679363 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,22),(22,21),0.0510307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,20),0.173614 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,-1),-0.0653831 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,22),(22,21),(22,20),0.116663 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,21),(22,-1),-0.149218 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,20),(22,-1),-0.137813 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
