# _root_ Ms. Malcolm , for example , wrote that Mr. Masson described himself as `` the greatest analyst who ever lived . ''
#goldHeads=2,7,7,7,4,7,0,11,10,11,7,11,11,13,17,17,13,20,20,17,7,7,
#predictedHeads=2,7,7,7,4,7,0,11,10,11,7,11,11,13,17,17,13,20,20,17,7,7,
(17,20),(20,19),(20,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,19),(20,5),-0.125074 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,19),(20,4),-0.124946 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,19),(20,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,19),(20,2),-0.125074 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,19),(20,1),-0.125074 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,19),(20,-1),-0.21441 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,18),(20,17),0.121406 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,18),(20,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,18),(20,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,18),(20,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,18),(20,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,18),(20,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,18),(20,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,18),(20,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,18),(20,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,18),(20,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,18),(20,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,18),(20,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,18),(20,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,18),(20,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,18),(20,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,18),(20,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,18),(20,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,18),(20,-1),-0.0649156 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,17),(20,16),-0.12492 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,17),(20,15),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,17),(20,14),-0.125538 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,17),(20,13),-0.126237 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,17),(20,12),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,17),(20,11),-0.125221 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,17),(20,10),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,17),(20,9),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,17),(20,8),-0.126308 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,17),(20,7),-0.125221 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,17),(20,6),-0.125057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,17),(20,5),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,17),(20,4),-0.126335 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,17),(20,3),-0.125057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,17),(20,2),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,17),(20,1),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,17),(20,-1),-0.0309701 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,20),(20,16),(20,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,16),(20,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,16),(20,13),-0.125436 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,16),(20,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,16),(20,11),-0.125064 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,16),(20,10),-0.124907 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,16),(20,9),-0.124907 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,16),(20,8),-0.125435 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,16),(20,7),-0.125064 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,16),(20,6),-0.12494 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,16),(20,5),-0.124907 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,16),(20,4),-0.125435 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,16),(20,3),-0.12494 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,16),(20,2),-0.124907 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,16),(20,1),-0.124907 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,16),(20,-1),-0.203634 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,15),(20,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,15),(20,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,15),(20,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,15),(20,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,15),(20,10),-0.124886 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,15),(20,9),-0.124886 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,15),(20,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,15),(20,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,15),(20,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,15),(20,5),-0.124886 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,15),(20,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,15),(20,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,15),(20,2),-0.124886 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,15),(20,1),-0.124886 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,15),(20,-1),-0.134194 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,14),(20,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,14),(20,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,14),(20,11),-0.125154 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,14),(20,10),-0.124891 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,14),(20,9),-0.124891 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,14),(20,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,14),(20,7),-0.125154 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,14),(20,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,14),(20,5),-0.124891 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,14),(20,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,14),(20,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,14),(20,2),-0.124891 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,14),(20,1),-0.124891 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,14),(20,-1),-0.119763 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,13),(20,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,13),(20,11),-0.124989 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,13),(20,10),-0.125063 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,13),(20,9),-0.125063 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,13),(20,8),-0.124896 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,13),(20,7),-0.124989 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,13),(20,6),-0.124887 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,13),(20,5),-0.125063 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,13),(20,4),-0.124896 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,13),(20,3),-0.124887 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,13),(20,2),-0.125063 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,13),(20,1),-0.125063 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,13),(20,-1),-0.167675 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,12),(20,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,12),(20,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,12),(20,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,12),(20,8),-0.124929 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,12),(20,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,12),(20,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,12),(20,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,12),(20,4),-0.124929 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,12),(20,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,12),(20,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,12),(20,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,12),(20,-1),0.0193633 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,11),(20,10),-0.124893 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,11),(20,9),-0.124893 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,11),(20,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,11),(20,7),-0.124903 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,11),(20,6),-0.124926 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,11),(20,5),-0.124893 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,11),(20,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,11),(20,3),-0.124926 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,11),(20,2),-0.124893 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,11),(20,1),-0.124893 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,11),(20,-1),-0.146238 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,10),(20,9),-0.124895 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,10),(20,8),-0.126308 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,10),(20,7),-0.125221 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,10),(20,6),-0.125057 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,10),(20,5),-0.124895 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,10),(20,4),-0.126335 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,10),(20,3),-0.125057 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,10),(20,2),-0.124895 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,10),(20,1),-0.124895 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,10),(20,-1),-0.0316801 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,9),(20,8),-0.126308 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,9),(20,7),-0.125221 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,9),(20,6),-0.125057 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,9),(20,5),-0.124895 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,9),(20,4),-0.126335 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,9),(20,3),-0.125057 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,9),(20,2),-0.124895 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,9),(20,1),-0.124895 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,9),(20,-1),-0.0315561 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,8),(20,7),-0.124989 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,8),(20,6),-0.124887 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,8),(20,5),-0.125063 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,8),(20,4),-0.124895 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,8),(20,3),-0.124887 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,8),(20,2),-0.125063 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,8),(20,1),-0.125063 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,8),(20,-1),-0.151761 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,7),(20,6),-0.124926 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,7),(20,5),-0.124893 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,7),(20,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,7),(20,3),-0.124926 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,7),(20,2),-0.124893 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,7),(20,1),-0.124893 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,7),(20,-1),-0.14719 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,6),(20,5),-0.125259 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,6),(20,4),-0.12576 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,6),(20,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,6),(20,2),-0.125259 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,6),(20,1),-0.125259 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,6),(20,-1),-0.188144 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,5),(20,4),-0.126335 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,5),(20,3),-0.125057 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,5),(20,2),-0.124895 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,5),(20,1),-0.124895 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,5),(20,-1),-0.0309318 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,4),(20,3),-0.124887 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,4),(20,2),-0.125064 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,4),(20,1),-0.125064 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,4),(20,-1),-0.159714 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,3),(20,2),-0.125259 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,3),(20,1),-0.125259 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,3),(20,-1),-0.188144 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,2),(20,1),-0.124895 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,2),(20,-1),-0.0283895 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,1),(20,-1),-0.0309366 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,21),(21,21),(21,23),-0.0053456 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,21),(21,21),(21,-1),-0.0511277 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,22),(22,22),(22,23),-0.0415197 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,22),(22,22),(22,-1),-0.122944 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,19),(19,19),(19,20),-0.0420017 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,22),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,23),-0.0454251 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,19),(19,20),(19,22),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,20),(19,23),-0.0420017 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,22),(19,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,19),(19,18),0.118099 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,19),(19,19),(19,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,13),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,-1),-0.127315 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,19),(19,18),(19,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,18),(19,13),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,18),(19,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,18),(19,-1),-0.12595 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,19),(19,17),(19,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,17),(19,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,17),(19,-1),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,13),(19,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,13),(19,-1),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,10),(19,-1),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,21),(21,23),-0.0368895 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,21),(21,21),(21,-1),-0.119705 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,10),(10,10),(10,11),0.124191 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,10),(10,10),(10,12),0.115084 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,10),(10,10),(10,13),0.132634 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,10),(10,10),(10,14),0.118221 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,10),(10,10),(10,17),0.13106 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,10),(10,10),(10,20),-0.126274 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,10),(10,10),(10,23),-0.172478 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,10),(10,11),(10,12),0.118912 # DEPENDENCYPART_GRANDSIBL
(19,10),(10,11),(10,13),0.116174 # DEPENDENCYPART_GRANDSIBL
(19,10),(10,11),(10,14),0.119157 # DEPENDENCYPART_GRANDSIBL
(19,10),(10,11),(10,17),0.115511 # DEPENDENCYPART_GRANDSIBL
(19,10),(10,11),(10,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,10),(10,11),(10,23),-0.120994 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,10),(10,12),(10,13),0.119055 # DEPENDENCYPART_GRANDSIBL
(19,10),(10,12),(10,14),0.119164 # DEPENDENCYPART_GRANDSIBL
(19,10),(10,12),(10,17),0.119163 # DEPENDENCYPART_GRANDSIBL
(19,10),(10,12),(10,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,10),(10,12),(10,23),-0.129254 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,10),(10,13),(10,14),0.118997 # DEPENDENCYPART_GRANDSIBL
(19,10),(10,13),(10,17),0.119047 # DEPENDENCYPART_GRANDSIBL
(19,10),(10,13),(10,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,10),(10,13),(10,23),-0.116669 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,10),(10,14),(10,17),0.118973 # DEPENDENCYPART_GRANDSIBL
(19,10),(10,14),(10,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,10),(10,14),(10,23),-0.125309 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,10),(10,17),(10,20),-0.124891 # DEPENDENCYPART_GRANDSIBL
(19,10),(10,17),(10,23),-0.0778558 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,10),(10,20),(10,23),-0.120994 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,10),(10,10),(10,9),-0.0629186 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,10),(10,10),(10,8),-0.0354885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,10),(10,10),(10,7),-0.0256256 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,10),(10,10),(10,6),-0.0366419 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,10),(10,10),(10,5),-0.0586481 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,10),(10,10),(10,-1),-0.0796857 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,10),(10,9),(10,8),-0.0436222 # DEPENDENCYPART_GRANDSIBL
(19,10),(10,9),(10,7),-0.0430488 # DEPENDENCYPART_GRANDSIBL
(19,10),(10,9),(10,6),-0.0379111 # DEPENDENCYPART_GRANDSIBL
(19,10),(10,9),(10,5),-0.0359839 # DEPENDENCYPART_GRANDSIBL
(19,10),(10,9),(10,-1),-0.0819125 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,10),(10,8),(10,7),-0.0430421 # DEPENDENCYPART_GRANDSIBL
(19,10),(10,8),(10,6),-0.0382499 # DEPENDENCYPART_GRANDSIBL
(19,10),(10,8),(10,5),-0.0424349 # DEPENDENCYPART_GRANDSIBL
(19,10),(10,8),(10,-1),-0.0267408 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,10),(10,7),(10,6),-0.043416 # DEPENDENCYPART_GRANDSIBL
(19,10),(10,7),(10,5),-0.0380203 # DEPENDENCYPART_GRANDSIBL
(19,10),(10,7),(10,-1),-0.00203544 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,10),(10,6),(10,5),-0.0412506 # DEPENDENCYPART_GRANDSIBL
(19,10),(10,6),(10,-1),-0.046019 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,10),(10,5),(10,-1),-0.0775509 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,13),(13,13),(13,14),0.112458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,13),(13,13),(13,15),0.115835 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,13),(13,13),(13,16),0.117074 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,13),(13,13),(13,17),0.105879 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,13),(13,13),(13,19),-0.124933 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,13),(13,13),(13,20),-0.124985 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,13),(13,13),(13,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,13),(13,13),(13,22),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,13),(13,13),(13,23),0.0081239 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,13),(13,14),(13,15),0.119164 # DEPENDENCYPART_GRANDSIBL
(19,13),(13,14),(13,16),0.119164 # DEPENDENCYPART_GRANDSIBL
(19,13),(13,14),(13,17),0.115777 # DEPENDENCYPART_GRANDSIBL
(19,13),(13,14),(13,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,13),(13,14),(13,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,13),(13,14),(13,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,13),(13,14),(13,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,13),(13,14),(13,23),-0.125629 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,13),(13,15),(13,16),0.119164 # DEPENDENCYPART_GRANDSIBL
(19,13),(13,15),(13,17),0.119126 # DEPENDENCYPART_GRANDSIBL
(19,13),(13,15),(13,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,13),(13,15),(13,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,13),(13,15),(13,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,13),(13,15),(13,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,13),(13,15),(13,23),-0.12956 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,13),(13,16),(13,17),0.119155 # DEPENDENCYPART_GRANDSIBL
(19,13),(13,16),(13,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,13),(13,16),(13,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,13),(13,16),(13,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,13),(13,16),(13,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,13),(13,16),(13,23),-0.125295 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,13),(13,17),(13,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,13),(13,17),(13,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,13),(13,17),(13,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,13),(13,17),(13,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,13),(13,17),(13,23),-0.141619 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,13),(13,19),(13,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,13),(13,19),(13,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,13),(13,19),(13,22),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,13),(13,19),(13,23),-0.162076 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,13),(13,20),(13,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,13),(13,20),(13,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,13),(13,20),(13,23),-0.11819 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,13),(13,21),(13,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,13),(13,21),(13,23),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,13),(13,22),(13,23),-0.125121 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,13),(13,13),(13,8),-0.0629248 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,13),(13,13),(13,4),-0.059653 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,13),(13,13),(13,-1),0.0341336 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,13),(13,8),(13,4),-0.0454555 # DEPENDENCYPART_GRANDSIBL
(19,13),(13,8),(13,-1),-0.0165386 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,13),(13,4),(13,-1),-0.0112126 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
