# _root_ For example , Halliburton jumped 3 1\/4 to 38 , Schlumberger rose 2 1\/2 to 43 1\/4 and Baker Hughes rose 1 1\/8 to 22 .
#goldHeads=0,1,1,5,1,7,5,5,8,5,12,5,14,12,12,17,15,12,20,21,18,23,21,21,24,1,
#predictedHeads=5,1,5,5,0,7,5,5,8,5,12,5,14,12,12,17,15,12,20,21,18,23,21,21,24,5,
(8,17),(17,20),-0.903684 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-0.610073 # DEPENDENCYPART_GRANDPAR
(8,17),(17,24),-1.62397 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.863653 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-1.049 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.945884 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),-0.758711 # DEPENDENCYPART_GRANDPAR
(8,18),(18,22),-1.32241 # DEPENDENCYPART_GRANDPAR
(8,18),(18,23),-1.28705 # DEPENDENCYPART_GRANDPAR
(8,18),(18,24),-0.545813 # DEPENDENCYPART_GRANDPAR
(8,18),(18,25),-1.27446 # DEPENDENCYPART_GRANDPAR
(8,23),(23,13),-0.241715 # DEPENDENCYPART_GRANDPAR
(8,23),(23,14),-0.682812 # DEPENDENCYPART_GRANDPAR
(8,23),(23,15),-0.692205 # DEPENDENCYPART_GRANDPAR
(8,23),(23,16),-0.478855 # DEPENDENCYPART_GRANDPAR
(8,23),(23,17),-0.507442 # DEPENDENCYPART_GRANDPAR
(8,23),(23,20),-0.782983 # DEPENDENCYPART_GRANDPAR
(8,23),(23,22),-0.963375 # DEPENDENCYPART_GRANDPAR
(8,23),(23,24),-1.61757 # DEPENDENCYPART_GRANDPAR
(8,23),(23,25),-1.25662 # DEPENDENCYPART_GRANDPAR
(8,25),(25,16),-0.523138 # DEPENDENCYPART_GRANDPAR
(8,25),(25,22),-1.01728 # DEPENDENCYPART_GRANDPAR
(8,25),(25,23),-1.12166 # DEPENDENCYPART_GRANDPAR
(8,25),(25,24),-1.58008 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.328383 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.667992 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.502369 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.33617 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),-0.338488 # DEPENDENCYPART_GRANDPAR
(9,1),(1,12),-0.826456 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.464784 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.527816 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.434161 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.366948 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.774945 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.574867 # DEPENDENCYPART_GRANDPAR
(9,4),(4,10),-0.751208 # DEPENDENCYPART_GRANDPAR
(9,4),(4,11),-0.525587 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.388751 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.311088 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.642757 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.376727 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.36685 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.615112 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.471542 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.752182 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.36984 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.240709 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.390638 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.31445 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.32365 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.350223 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.36685 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.615112 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.471543 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.752183 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.575291 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.473355 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.467817 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.343292 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.40062 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.63249 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.497228 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.77262 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.747129 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.994716 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.894314 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-1.05665 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.727689 # DEPENDENCYPART_GRANDPAR
(9,8),(8,23),-1.52147 # DEPENDENCYPART_GRANDPAR
(9,8),(8,25),-1.56412 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-1.00789 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-1.17414 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.989936 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.752393 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.960869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.152292 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.00762221 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.259099 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.139101 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-0.897678 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-0.992768 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-1.00112 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-0.95146 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.872801 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-1.15755 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.97306 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.756249 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.931962 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),-0.312375 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.051318 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.046407 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.295958 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.320877 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.300408 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.335582 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.183328 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.35546 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.400915 # DEPENDENCYPART_GRANDPAR
(9,12),(12,21),-0.501937 # DEPENDENCYPART_GRANDPAR
(9,12),(12,23),-0.819226 # DEPENDENCYPART_GRANDPAR
(9,12),(12,24),-0.634759 # DEPENDENCYPART_GRANDPAR
(9,12),(12,25),-0.884017 # DEPENDENCYPART_GRANDPAR
(9,12),(12,26),-0.766711 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.340946 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.608511 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),0.11359 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.162223 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.366421 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.325698 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),-0.20238 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-1.54173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,4),-0.466762 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.434588 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.397059 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.225552 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.423069 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),-0.155278 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.39591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.842788 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.526483 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.176957 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.46701 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.436315 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.59577 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.201596 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.368211 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.160405 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.39591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.842789 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),0.0168709 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.211158 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.361085 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.374195 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.383196 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.0770498 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.40405 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.844327 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.90412 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.75181 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.919603 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.981477 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-0.684088 # DEPENDENCYPART_GRANDPAR
(11,8),(8,23),-1.00663 # DEPENDENCYPART_GRANDPAR
(11,8),(8,25),-1.1096 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.528284 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.46656 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.552763 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.539741 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.30725 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.155297 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.39591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.842788 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.877105 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.420144 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.602166 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.589649 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.689582 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.413958 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-0.748081 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-0.779355 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-0.695981 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-0.874925 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.846957 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.628653 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.877107 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-1.00335 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),-0.392903 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.409812 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.573544 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.582616 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.671231 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.48135 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),-0.745142 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.564505 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.166884 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),0.00934086 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),-0.804345 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),-0.733353 # DEPENDENCYPART_GRANDPAR
(11,18),(18,23),-0.547181 # DEPENDENCYPART_GRANDPAR
(11,18),(18,24),-1.19616 # DEPENDENCYPART_GRANDPAR
(11,18),(18,25),-0.64977 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),0.368207 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-0.47659 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),-0.465077 # DEPENDENCYPART_GRANDPAR
(12,1),(1,5),-0.0550127 # DEPENDENCYPART_GRANDPAR
(12,1),(1,8),-0.0661809 # DEPENDENCYPART_GRANDPAR
(12,1),(1,12),-0.956911 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,2),(2,1),0.156887 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.0534759 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.259416 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),0.0390632 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),-0.279867 # DEPENDENCYPART_GRANDPAR
(12,2),(2,7),-0.291615 # DEPENDENCYPART_GRANDPAR
(12,2),(2,8),0.120224 # DEPENDENCYPART_GRANDPAR
(12,2),(2,10),0.0208175 # DEPENDENCYPART_GRANDPAR
(12,2),(2,12),-0.892793 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,4),(4,1),0.106554 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),0.0621907 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.332268 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.0748209 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.341137 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),-0.351662 # DEPENDENCYPART_GRANDPAR
(12,4),(4,10),0.0210068 # DEPENDENCYPART_GRANDPAR
(12,4),(4,11),0.158458 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),0.262385 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),0.31815 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.00885911 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.289402 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.451865 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.478256 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),-0.0253332 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),-0.432863 # DEPENDENCYPART_GRANDPAR
(12,5),(5,10),-0.424899 # DEPENDENCYPART_GRANDPAR
(12,5),(5,11),0.0707925 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-0.853907 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,14),-0.193088 # DEPENDENCYPART_GRANDPAR
(12,5),(5,15),-0.15283 # DEPENDENCYPART_GRANDPAR
(12,5),(5,18),-0.348173 # DEPENDENCYPART_GRANDPAR
(12,5),(5,20),-0.661121 # DEPENDENCYPART_GRANDPAR
(12,5),(5,21),0.123674 # DEPENDENCYPART_GRANDPAR
(12,5),(5,23),-0.846165 # DEPENDENCYPART_GRANDPAR
(12,5),(5,24),-0.42921 # DEPENDENCYPART_GRANDPAR
(12,5),(5,26),-0.920991 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.425595 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.0831007 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.386258 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.00479385 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),-0.328733 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),0.030373 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),0.0760997 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-0.856466 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,1),0.126431 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.222559 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.451529 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.111923 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.338371 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.00401045 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.29276 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),0.00407476 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),0.0561678 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-0.856472 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,3),-0.295066 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.141312 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),0.0308578 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),0.0363888 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.498525 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.252435 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),-0.234375 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-0.842591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.0966048 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-0.193425 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.150961 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-0.436245 # DEPENDENCYPART_GRANDPAR
(12,8),(8,18),-0.386335 # DEPENDENCYPART_GRANDPAR
(12,8),(8,23),-0.846484 # DEPENDENCYPART_GRANDPAR
(12,8),(8,25),-0.926355 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),0.13104 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.446017 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.28962 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.274004 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),0.161777 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),0.0142367 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.0625468 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-0.856466 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,4),-0.365401 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.286241 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.265549 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.0667609 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.25999 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.257975 # DEPENDENCYPART_GRANDPAR
(12,11),(11,13),-0.195072 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.29186 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.519071 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.844967 # DEPENDENCYPART_GRANDPAR
(12,13),(13,14),0.366306 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.309567 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.290748 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),0.130395 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.000782932 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),0.734773 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),0.000297171 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-0.679227 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-0.878891 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.869546 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.316192 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.844966 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.513141 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.296414 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.489239 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.322502 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.293756 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),0.137985 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.0773884 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),0.728289 # DEPENDENCYPART_GRANDPAR
(12,15),(15,13),0.242512 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.117394 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.0215437 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),0.466741 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),0.00561563 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.064757 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),0.157359 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),0.726731 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),-0.0301357 # DEPENDENCYPART_GRANDPAR
(12,15),(15,23),0.0430663 # DEPENDENCYPART_GRANDPAR
(12,15),(15,25),-0.0428173 # DEPENDENCYPART_GRANDPAR
(12,16),(16,13),0.422906 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.246104 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.135253 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),0.141696 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.0481288 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.149251 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),0.741287 # DEPENDENCYPART_GRANDPAR
(12,17),(17,1),0.000305138 # DEPENDENCYPART_GRANDPAR
(12,17),(17,5),-0.679206 # DEPENDENCYPART_GRANDPAR
(12,17),(17,6),-0.878882 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),-0.844956 # DEPENDENCYPART_GRANDPAR
(12,17),(17,13),0.49735 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),0.302322 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.158504 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.31563 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.0578088 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.371542 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.155605 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),0.731564 # DEPENDENCYPART_GRANDPAR
(12,17),(17,24),0.0189835 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.3036 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.284859 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.0702356 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),1.76986 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),-0.276435 # DEPENDENCYPART_GRANDPAR
(12,18),(18,23),-0.185556 # DEPENDENCYPART_GRANDPAR
(12,18),(18,24),0.071362 # DEPENDENCYPART_GRANDPAR
(12,18),(18,25),-0.260794 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.0659764 # DEPENDENCYPART_GRANDPAR
(12,19),(19,22),-0.29078 # DEPENDENCYPART_GRANDPAR
(12,20),(20,11),-0.646399 # DEPENDENCYPART_GRANDPAR
(12,20),(20,15),0.182638 # DEPENDENCYPART_GRANDPAR
(12,20),(20,16),-0.333963 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),0.0771002 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.208772 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),0.633848 # DEPENDENCYPART_GRANDPAR
(12,20),(20,22),-0.293643 # DEPENDENCYPART_GRANDPAR
(12,20),(20,23),-0.268895 # DEPENDENCYPART_GRANDPAR
(12,20),(20,25),-0.351765 # DEPENDENCYPART_GRANDPAR
(12,21),(21,1),-0.0366457 # DEPENDENCYPART_GRANDPAR
(12,21),(21,2),-0.342922 # DEPENDENCYPART_GRANDPAR
(12,21),(21,3),-0.745168 # DEPENDENCYPART_GRANDPAR
(12,21),(21,4),-0.952722 # DEPENDENCYPART_GRANDPAR
(12,21),(21,5),-0.671392 # DEPENDENCYPART_GRANDPAR
(12,21),(21,7),-0.849243 # DEPENDENCYPART_GRANDPAR
(12,21),(21,8),-0.310962 # DEPENDENCYPART_GRANDPAR
(12,21),(21,9),-0.824656 # DEPENDENCYPART_GRANDPAR
(12,21),(21,10),-0.670874 # DEPENDENCYPART_GRANDPAR
(12,21),(21,11),-0.509205 # DEPENDENCYPART_GRANDPAR
(12,21),(21,12),-0.488707 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,21),(21,13),0.340914 # DEPENDENCYPART_GRANDPAR
(12,21),(21,14),0.220208 # DEPENDENCYPART_GRANDPAR
(12,21),(21,15),0.136024 # DEPENDENCYPART_GRANDPAR
(12,21),(21,16),-0.435115 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),-0.0236887 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),-0.0805574 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),-0.262572 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),-0.0372712 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),-0.150205 # DEPENDENCYPART_GRANDPAR
(12,21),(21,23),-0.0611506 # DEPENDENCYPART_GRANDPAR
(12,21),(21,24),0.244008 # DEPENDENCYPART_GRANDPAR
(12,21),(21,25),-0.171132 # DEPENDENCYPART_GRANDPAR
(12,21),(21,26),-0.864146 # DEPENDENCYPART_GRANDPAR
(12,23),(23,13),0.466609 # DEPENDENCYPART_GRANDPAR
(12,23),(23,14),0.280665 # DEPENDENCYPART_GRANDPAR
(12,23),(23,15),0.136611 # DEPENDENCYPART_GRANDPAR
(12,23),(23,16),-0.345379 # DEPENDENCYPART_GRANDPAR
(12,23),(23,17),0.0512945 # DEPENDENCYPART_GRANDPAR
(12,23),(23,20),-0.0848942 # DEPENDENCYPART_GRANDPAR
(12,23),(23,22),-0.313002 # DEPENDENCYPART_GRANDPAR
(12,23),(23,24),0.0208052 # DEPENDENCYPART_GRANDPAR
