# _root_ The contract was first proposed more than two years ago , but shortly afterward , the colony 's markets were hit hard by the October 1987 global stock crash .
#goldHeads=2,3,12,3,3,7,9,7,10,5,12,0,20,13,20,17,19,17,20,12,20,21,21,29,29,29,29,29,23,12,
#predictedHeads=2,3,12,3,3,7,9,7,10,5,12,0,20,13,20,17,19,17,20,12,20,21,21,29,29,25,29,29,23,12,
(14,9),(9,9),(9,19),-0.125302 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,20),-0.126407 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,29),-0.125302 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,31),-0.144941 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,9),(9,10),(9,11),0.118701 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,10),(9,12),0.119133 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,10),(9,13),0.119024 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,10),(9,14),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,10),(9,15),-0.124899 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,10),(9,17),-0.125065 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,10),(9,19),-0.125065 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,10),(9,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,10),(9,29),-0.125065 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,10),(9,31),-0.144838 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,11),(9,12),0.117147 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,11),(9,13),0.117229 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,11),(9,14),-0.125398 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,11),(9,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,11),(9,17),-0.127175 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,11),(9,19),-0.127175 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,11),(9,20),-0.126146 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,11),(9,29),-0.127175 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,11),(9,31),-0.125194 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,12),(9,13),0.384481 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,12),(9,14),0.0607243 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,12),(9,15),0.237709 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,12),(9,17),0.0475269 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,12),(9,19),0.0173697 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,12),(9,20),0.125914 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,12),(9,29),-0.0508769 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,12),(9,31),-0.128704 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,13),(9,14),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,13),(9,15),-0.124899 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,13),(9,17),-0.125065 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,13),(9,19),-0.125065 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,13),(9,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,13),(9,29),-0.125065 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,13),(9,31),-0.144699 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,14),(9,15),-0.124899 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,14),(9,17),-0.125065 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,14),(9,19),-0.125065 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,14),(9,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,14),(9,29),-0.125065 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,14),(9,31),-0.144689 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,9),(9,15),(9,17),-0.127175 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,15),(9,19),-0.127175 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,15),(9,20),-0.126146 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,15),(9,29),-0.127175 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,15),(9,31),-0.125194 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,17),(9,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,17),(9,20),-0.124891 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,17),(9,29),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,17),(9,31),-0.0781231 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,19),(9,20),-0.124891 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,19),(9,29),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,19),(9,31),-0.0781247 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,20),(9,29),-0.124896 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,20),(9,31),-0.121235 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,29),(9,31),-0.0781231 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,9),(9,8),0.023272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,7),-0.0260689 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,6),-0.0365407 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,5),-0.0257182 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,4),-0.0445074 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,1),-0.0389638 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,-1),-0.0737556 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,9),(9,8),(9,7),-0.0316501 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,8),(9,6),-0.0447581 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,8),(9,5),-0.0453263 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,8),(9,4),-0.0303124 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,8),(9,1),-0.0506846 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,8),(9,-1),0.00454908 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,7),(9,6),-0.0422137 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,7),(9,5),-0.0430361 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,7),(9,4),-0.0446919 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,7),(9,1),-0.0420018 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,7),(9,-1),-0.0162303 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,6),(9,5),-0.0358253 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,6),(9,4),-0.044056 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,6),(9,1),-0.0617599 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,6),(9,-1),-0.00248166 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,5),(9,4),-0.0420762 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,5),(9,1),-0.0459361 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,5),(9,-1),-0.00364729 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,4),(9,1),-0.043376 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,4),(9,-1),-0.0347419 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,1),(9,-1),-0.087285 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,11),(11,31),-0.156036 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,11),(11,11),(11,10),-0.0496007 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,-1),-0.0632039 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,11),(11,10),(11,-1),-0.0491345 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,12),(12,13),0.118795 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,14),-0.124897 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,12),(12,12),(12,15),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,16),-0.124889 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,17),-0.131763 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,19),-0.131763 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,20),-0.126255 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,21),-0.126255 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,30),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,31),-0.0865046 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,12),(12,13),(12,14),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,13),(12,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,13),(12,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,13),(12,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,13),(12,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,13),(12,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,13),(12,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,13),(12,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,13),(12,31),-0.129396 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,14),(12,15),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,14),(12,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,14),(12,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,14),(12,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,14),(12,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,14),(12,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,14),(12,30),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,14),(12,31),-0.129396 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,12),(12,15),(12,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,15),(12,17),-0.126041 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,15),(12,19),-0.126041 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,15),(12,20),-0.126519 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,15),(12,21),-0.126519 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,15),(12,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,15),(12,31),-0.127839 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,16),(12,17),-0.124895 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,16),(12,19),-0.124895 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,16),(12,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,16),(12,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,16),(12,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,16),(12,31),-0.10177 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,17),(12,19),-0.12499 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,17),(12,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,17),(12,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,17),(12,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,17),(12,31),-0.120506 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,19),(12,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,19),(12,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,19),(12,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,19),(12,31),-0.120506 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,20),(12,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,20),(12,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,20),(12,31),-0.13154 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,21),(12,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,21),(12,31),-0.131525 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,30),(12,31),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,12),(12,11),-0.0582774 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,10),-0.0467076 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,9),-0.00583375 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,8),-0.0554196 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,7),-0.0421874 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,6),-0.0249454 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,5),-0.0546754 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,4),-0.0467525 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,3),-0.0566909 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,2),-0.00846655 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,-1),-0.0137569 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,12),(12,11),(12,10),-0.0441426 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,11),(12,9),-0.0366503 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,11),(12,8),-0.0422192 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,11),(12,7),-0.0444842 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,11),(12,6),-0.0420487 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,11),(12,5),-0.0464982 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,11),(12,4),-0.0441426 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,11),(12,3),-0.0465017 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,11),(12,2),-0.0366503 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,11),(12,-1),-0.016244 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,10),(12,9),-0.0447025 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,10),(12,8),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,10),(12,7),-0.0373628 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,10),(12,6),-0.0419993 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,10),(12,5),-0.0420507 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,10),(12,4),-0.0420083 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,10),(12,3),-0.0420507 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,10),(12,2),-0.0447025 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,10),(12,-1),-0.0615659 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,9),(12,8),-0.0420775 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,9),(12,7),-0.0408596 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,9),(12,6),-0.0387563 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,9),(12,5),-0.0391607 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,9),(12,4),-0.0426757 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,9),(12,3),-0.0391607 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,9),(12,2),-0.0352419 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,9),(12,-1),-0.0507706 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,8),(12,7),-0.042544 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,8),(12,6),-0.0420021 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,8),(12,5),-0.0421839 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,8),(12,4),-0.0424918 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,8),(12,3),-0.0421839 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,8),(12,2),-0.0424381 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,8),(12,-1),-0.0510351 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,7),(12,6),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,7),(12,5),-0.0420997 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,7),(12,4),-0.0420014 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,7),(12,3),-0.0421128 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,7),(12,2),-0.042155 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,7),(12,-1),-0.0361835 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,6),(12,5),-0.0422619 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,6),(12,4),-0.0420003 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,6),(12,3),-0.0422619 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,6),(12,2),-0.0422935 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,6),(12,-1),-0.025195 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,5),(12,4),-0.0420075 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,5),(12,3),-0.0376997 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,5),(12,2),-0.0434734 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,5),(12,-1),-0.0477298 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,4),(12,3),-0.0420507 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,4),(12,2),-0.0447025 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,4),(12,-1),-0.0614511 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,3),(12,2),-0.0434734 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,3),(12,-1),-0.0497475 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,2),(12,-1),-0.0535641 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,13),(13,14),-0.125831 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,13),(13,13),(13,15),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,17),-0.125558 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,19),-0.125558 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,20),-0.126125 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,22),-0.125831 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,23),-0.126071 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,31),-0.0918611 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,13),(13,14),(13,15),-0.125006 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,14),(13,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,14),(13,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,14),(13,20),-0.124892 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,14),(13,22),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,14),(13,23),-0.124899 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,14),(13,31),-0.12522 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,13),(13,15),(13,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,15),(13,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,15),(13,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,15),(13,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,15),(13,23),-0.125006 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,15),(13,31),-0.121084 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,17),(13,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,17),(13,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,17),(13,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,17),(13,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,17),(13,31),-0.140284 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,19),(13,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,19),(13,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,19),(13,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,19),(13,31),-0.140284 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,20),(13,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,20),(13,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,20),(13,31),-0.127322 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,22),(13,23),-0.124899 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,22),(13,31),-0.12522 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,23),(13,31),-0.145973 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,13),(13,12),-0.0447214 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,-1),0.0567413 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,13),(13,12),(13,-1),-0.0446044 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,15),(15,31),-0.0632039 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,15),(15,15),(15,14),0.117395 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,15),(15,15),(15,-1),-0.156036 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,15),(15,14),(15,-1),-0.126654 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,16),(16,16),(16,21),-0.0510307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,31),-0.0324729 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,16),(16,21),(16,31),-0.0510307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,16),(16,-1),-0.133063 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,17),(17,17),(17,18),-0.0419 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,21),-0.0254191 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,22),-0.046617 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,23),-0.031132 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,25),-0.0580248 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,26),0.00263989 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,30),-0.0433719 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,31),-0.078733 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,17),(17,18),(17,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,18),(17,22),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,18),(17,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,18),(17,25),-0.0420901 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,18),(17,26),-0.0419989 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,18),(17,30),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,18),(17,31),-0.0425458 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,21),(17,22),-0.0420762 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,21),(17,23),-0.0426517 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,21),(17,25),-0.0380203 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,21),(17,26),-0.0420036 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,21),(17,30),-0.0420118 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,21),(17,31),-0.00182891 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,22),(17,23),-0.0403034 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,22),(17,25),-0.0420161 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,22),(17,26),-0.0421606 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,22),(17,30),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,22),(17,31),-0.0343528 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,23),(17,25),-0.0424349 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,23),(17,26),-0.0420183 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,23),(17,30),-0.042072 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,23),(17,31),-0.0214623 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,25),(17,26),-0.0448426 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,25),(17,30),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,25),(17,31),-0.0769726 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,26),(17,30),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,26),(17,31),-0.00990124 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,30),(17,31),-0.0434817 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,17),(17,16),0.0992716 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
