# _root_ In a statement , Chairman Frank Shrontz asserted that the company `` faces significant challenges and risks , '' on both its commercial and government contracts .
#goldHeads=8,3,1,8,7,7,8,0,13,11,13,13,8,16,16,13,16,13,13,13,26,26,24,26,24,20,8,
#predictedHeads=8,3,1,8,7,7,8,0,13,11,13,13,8,15,16,13,16,13,13,13,24,26,24,26,24,20,8,
(8,11),(11,18),(11,20),0.0012537 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,18),(11,21),-0.0374688 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,18),(11,24),0.0446211 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,18),(11,26),-0.0924936 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,18),(11,27),-0.042224 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,18),(11,28),-0.0315865 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,19),(11,20),-0.0424541 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,19),(11,21),-0.0436273 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,19),(11,24),-0.0503717 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,19),(11,26),-0.0412284 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,19),(11,27),-0.0420064 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,19),(11,28),-0.0344962 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,20),(11,21),-0.050513 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,20),(11,24),-0.0439006 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,20),(11,26),-0.0693877 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,20),(11,27),-0.0440558 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,20),(11,28),-0.0173809 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,21),(11,24),-0.0464118 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,21),(11,26),-0.0566619 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,21),(11,27),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,21),(11,28),0.0646803 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,24),(11,26),-0.305234 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,24),(11,27),0.0669498 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,24),(11,28),-0.0405055 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,26),(11,27),-0.0396058 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,26),(11,28),-0.0279702 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,27),(11,28),-0.0468059 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,11),(11,10),0.11052 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,9),0.1281 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,8),0.169104 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,11),(11,11),(11,7),-0.00692858 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,2),-0.132951 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,-1),-0.153633 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,11),(11,10),(11,9),0.147351 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,10),(11,8),0.124284 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,10),(11,7),-0.129648 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,10),(11,2),-0.126668 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,10),(11,-1),-0.220469 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,9),(11,8),0.124016 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,9),(11,7),-0.128172 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,9),(11,2),-0.125051 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,9),(11,-1),-0.0729374 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,8),(11,7),-0.125643 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,8),(11,2),-0.129541 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,8),(11,-1),-0.0848791 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,11),(11,7),(11,2),-0.121197 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,7),(11,-1),-0.10777 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,2),(11,-1),-0.166872 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,12),(12,28),-0.0113952 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,12),(12,12),(12,-1),-0.0897396 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,13),(13,13),(13,14),-0.0424822 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,13),(13,15),0.0150315 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,13),(13,16),-0.0477635 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,13),(13,17),0.0148824 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,13),(13,18),-0.124099 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,13),(13,19),-0.0323369 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,13),(13,20),-0.0500502 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,13),(13,23),0.0160699 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,13),(13,24),-0.0477635 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,13),(13,27),-0.0701279 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,13),(13,28),0.046135 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,13),(13,14),(13,15),-0.0686966 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,14),(13,16),-0.0253553 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,14),(13,17),-0.0686966 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,14),(13,18),-0.0240307 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,14),(13,19),-0.054083 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,14),(13,20),-0.0168669 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,14),(13,23),-0.0686966 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,14),(13,24),-0.0253553 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,14),(13,27),-0.0363898 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,14),(13,28),-0.042206 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,15),(13,16),-0.014072 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,15),(13,17),-0.00580025 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,15),(13,18),-0.0754001 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,15),(13,19),-0.0293223 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,15),(13,20),-0.0718935 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,15),(13,23),-0.00583179 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,15),(13,24),-0.014072 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,15),(13,27),-0.0372999 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,15),(13,28),-0.0751031 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,16),(13,17),0.0170606 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,16),(13,18),0.102651 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,16),(13,19),0.0708265 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,16),(13,20),0.23224 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,16),(13,23),-0.122112 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,16),(13,24),-0.0650784 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,16),(13,27),0.0665137 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,16),(13,28),-0.0635887 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,17),(13,18),-0.0753967 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,17),(13,19),-0.0293223 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,17),(13,20),-0.0709793 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,17),(13,23),-0.00585527 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,17),(13,24),-0.0142132 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,17),(13,27),-0.0372999 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,17),(13,28),-0.0743461 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,18),(13,19),-0.0278712 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,18),(13,20),-0.0419082 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,18),(13,23),-0.0708147 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,18),(13,24),-0.0667797 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,18),(13,27),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,18),(13,28),0.0834337 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,19),(13,20),-0.0587174 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,19),(13,23),-0.0381133 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,19),(13,24),-0.012452 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,19),(13,27),-0.042015 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,19),(13,28),-0.0914239 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,20),(13,23),-0.0253048 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,20),(13,24),-0.0487513 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,20),(13,27),-0.0507103 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,20),(13,28),-0.018221 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,23),(13,24),-0.0140585 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,23),(13,27),-0.0372999 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,23),(13,28),-0.0753093 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,24),(13,27),0.0665137 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,24),(13,28),-0.0635887 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,27),(13,28),-0.055015 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,13),(13,12),0.102974 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,13),(13,11),0.153288 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,13),(13,10),0.0872678 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,13),(13,9),-0.101089 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,13),(13,8),0.117143 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,13),(13,13),(13,7),-0.177989 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,13),(13,6),-0.177989 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,13),(13,5),-0.177989 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,13),(13,4),-0.124905 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,13),(13,3),-0.177989 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,13),(13,1),0.0606357 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,13),(13,-1),-0.248107 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,13),(13,12),(13,11),0.0896499 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,12),(13,10),0.102623 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,12),(13,9),0.166356 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,12),(13,8),0.106114 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,12),(13,7),-0.126335 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,12),(13,6),-0.126335 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,12),(13,5),-0.126335 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,12),(13,4),-0.12493 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,12),(13,3),-0.126335 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,12),(13,1),-0.12839 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,12),(13,-1),-0.083374 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,11),(13,10),0.160645 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,11),(13,9),0.217149 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,11),(13,8),0.112555 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,11),(13,7),-0.128004 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,11),(13,6),-0.128004 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,11),(13,5),-0.128004 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,11),(13,4),-0.127738 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,11),(13,3),-0.128004 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,11),(13,1),-0.188058 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,11),(13,-1),-0.13415 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,10),(13,9),0.134368 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,10),(13,8),0.116244 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,10),(13,7),-0.12489 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,10),(13,6),-0.12489 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,10),(13,5),-0.12489 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,10),(13,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,10),(13,3),-0.12489 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,10),(13,1),-0.125349 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,10),(13,-1),-0.104797 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,9),(13,8),0.111201 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,9),(13,7),-0.125481 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,9),(13,6),-0.125481 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,9),(13,5),-0.125481 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,9),(13,4),-0.126426 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,9),(13,3),-0.125481 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,9),(13,1),-0.129869 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,9),(13,-1),-0.051825 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,8),(13,7),-0.125469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,8),(13,6),-0.125469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,8),(13,5),-0.125469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,8),(13,4),-0.127366 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,8),(13,3),-0.125469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,8),(13,1),-0.135735 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,8),(13,-1),-0.120961 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,13),(13,7),(13,6),-0.128004 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,7),(13,5),-0.128004 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,7),(13,4),-0.127738 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,7),(13,3),-0.128004 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,7),(13,1),-0.186842 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,7),(13,-1),-0.123074 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,6),(13,5),-0.128004 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,6),(13,4),-0.127738 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,6),(13,3),-0.128004 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,6),(13,1),-0.186842 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,6),(13,-1),-0.123216 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,5),(13,4),-0.127738 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,5),(13,3),-0.128004 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,5),(13,1),-0.186842 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,5),(13,-1),-0.122748 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,4),(13,3),-0.126165 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,4),(13,1),-0.177941 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,4),(13,-1),-0.121767 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,3),(13,1),-0.186842 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,3),(13,-1),-0.127476 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,1),(13,-1),-0.101745 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,14),(14,15),-0.0269797 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,17),-0.0278747 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,20),-0.0949911 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,28),-0.0669168 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,14),(14,15),(14,17),-0.0429076 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,15),(14,20),-0.0281253 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,15),(14,28),-0.0725893 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,17),(14,20),-0.0281255 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,17),(14,28),-0.0734841 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,20),(14,28),0.00617194 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,14),(14,12),0.117593 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,11),0.149693 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,9),0.109705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,-1),-0.205458 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,14),(14,12),(14,11),0.152064 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,12),(14,9),0.11541 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,12),(14,-1),-0.106027 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,11),(14,9),0.105306 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,11),(14,-1),-0.0170244 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,9),(14,-1),-0.117108 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,15),(15,17),0.00398432 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,15),(15,19),0.0379002 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,15),(15,20),-0.0973071 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,15),(15,26),0.00353956 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,15),(15,28),0.0571299 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,15),(15,17),(15,19),-0.056458 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,17),(15,20),-0.0689458 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,17),(15,26),-0.043536 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,17),(15,28),-0.0250387 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,19),(15,20),-0.0412796 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,19),(15,26),-0.0412284 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,19),(15,28),-0.0328745 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,20),(15,26),-0.0680453 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,20),(15,28),-0.00999317 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,26),(15,28),-0.0256878 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,15),(15,14),0.138517 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,15),(15,13),0.176596 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,15),(15,12),0.132749 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,15),(15,11),0.0350154 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,15),(15,10),0.109538 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,15),(15,-1),-0.15601 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,15),(15,14),(15,13),0.0963765 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,14),(15,12),0.138705 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,14),(15,11),0.045867 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,14),(15,10),0.156955 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,14),(15,-1),-0.0512393 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,13),(15,12),0.128717 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,13),(15,11),0.112546 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,13),(15,10),0.154634 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,13),(15,-1),-0.0801596 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,12),(15,11),0.133242 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,12),(15,10),0.152578 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,12),(15,-1),-0.147894 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,11),(15,10),0.0288763 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,11),(15,-1),-0.111366 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,10),(15,-1),-0.213251 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,16),(16,16),(16,17),-0.0357668 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,16),(16,16),(16,18),0.0175648 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,16),(16,16),(16,19),-0.0527926 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,16),(16,16),(16,20),0.0344597 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,16),(16,16),(16,21),-0.0832949 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,16),(16,16),(16,23),-0.0362087 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,16),(16,16),(16,24),-0.151372 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,16),(16,16),(16,25),-0.0236287 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,16),(16,16),(16,26),-0.0353332 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,16),(16,16),(16,27),-0.0236736 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,16),(16,16),(16,28),-0.213499 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,16),(16,17),(16,18),-0.106747 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,17),(16,19),-0.0532119 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,17),(16,20),-0.051703 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,17),(16,21),0.0262647 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,17),(16,23),0.0240546 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,17),(16,24),-0.0255729 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,17),(16,25),0.0275875 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,17),(16,26),0.0244056 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,17),(16,27),-0.0420619 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,17),(16,28),-0.0168517 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,16),(16,18),(16,19),-0.0367798 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,18),(16,20),-0.111755 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,18),(16,21),-0.0612809 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,18),(16,23),-0.00274841 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,18),(16,24),-0.0672483 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,18),(16,25),-9.3971e-05 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,18),(16,26),-0.00274891 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,18),(16,27),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,18),(16,28),-0.0202752 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,16),(16,19),(16,20),-0.0577862 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,19),(16,21),-0.0420249 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,19),(16,23),-0.0291147 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,19),(16,24),-0.0292194 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,19),(16,25),-0.0291147 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,19),(16,26),-0.0293551 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,19),(16,27),-0.0421382 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,19),(16,28),-0.0885426 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,16),(16,20),(16,21),-0.0446248 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,20),(16,23),-0.0549596 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,20),(16,24),-0.0553373 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,20),(16,25),-0.0549631 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,20),(16,26),-0.0549764 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,20),(16,27),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,20),(16,28),-0.0226772 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,16),(16,21),(16,23),-0.0503601 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,21),(16,24),-0.046022 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,21),(16,25),-0.0503611 # DEPENDENCYPART_GRANDSIBL
(8,16),(16,21),(16,26),-0.0503601 # DEPENDENCYPART_GRANDSIBL
