# _root_ It 's that last set of numbers , as much as anything else , that gives the Giants hope in the Series games to come .
#goldHeads=5,5,5,5,0,5,6,9,5,9,9,11,12,9,16,5,18,16,16,19,23,23,20,23,24,5,
#predictedHeads=2,3,5,5,24,5,6,10,10,5,10,11,12,16,16,0,19,19,16,19,23,23,20,19,24,16,
(10,19),(19,9),-0.884257 # DEPENDENCYPART_GRANDPAR
(10,19),(19,10),-0.733371 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,19),(19,11),-0.0438342 # DEPENDENCYPART_GRANDPAR
(10,19),(19,12),-0.181039 # DEPENDENCYPART_GRANDPAR
(10,19),(19,13),-0.111655 # DEPENDENCYPART_GRANDPAR
(10,19),(19,14),-0.385902 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),-0.280002 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.609103 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.582034 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.0223939 # DEPENDENCYPART_GRANDPAR
(10,19),(19,22),-0.678208 # DEPENDENCYPART_GRANDPAR
(10,19),(19,23),-0.320383 # DEPENDENCYPART_GRANDPAR
(10,19),(19,24),-0.408393 # DEPENDENCYPART_GRANDPAR
(10,19),(19,26),-0.23704 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),-0.407397 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),-0.784799 # DEPENDENCYPART_GRANDPAR
(10,20),(20,22),-0.637843 # DEPENDENCYPART_GRANDPAR
(10,20),(20,23),-0.232352 # DEPENDENCYPART_GRANDPAR
(10,20),(20,24),-0.387121 # DEPENDENCYPART_GRANDPAR
(10,20),(20,25),-0.0852036 # DEPENDENCYPART_GRANDPAR
(10,20),(20,26),-0.424784 # DEPENDENCYPART_GRANDPAR
(10,23),(23,15),-0.202239 # DEPENDENCYPART_GRANDPAR
(10,23),(23,17),-0.491043 # DEPENDENCYPART_GRANDPAR
(10,23),(23,18),-0.606826 # DEPENDENCYPART_GRANDPAR
(10,23),(23,19),-0.432544 # DEPENDENCYPART_GRANDPAR
(10,23),(23,20),0.104302 # DEPENDENCYPART_GRANDPAR
(10,23),(23,21),-0.71311 # DEPENDENCYPART_GRANDPAR
(10,23),(23,22),-0.705828 # DEPENDENCYPART_GRANDPAR
(10,23),(23,24),-0.393487 # DEPENDENCYPART_GRANDPAR
(10,23),(23,25),0.0760307 # DEPENDENCYPART_GRANDPAR
(10,23),(23,26),-0.259766 # DEPENDENCYPART_GRANDPAR
(10,24),(24,5),-0.918412 # DEPENDENCYPART_GRANDPAR
(10,24),(24,19),-0.538528 # DEPENDENCYPART_GRANDPAR
(10,24),(24,20),0.0631507 # DEPENDENCYPART_GRANDPAR
(10,24),(24,21),-0.976992 # DEPENDENCYPART_GRANDPAR
(10,24),(24,22),-0.891083 # DEPENDENCYPART_GRANDPAR
(10,24),(24,23),-0.562302 # DEPENDENCYPART_GRANDPAR
(10,24),(24,25),0.257405 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.0106541 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.739517 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.0910064 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.0393336 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.111374 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.0487325 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.492828 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),-0.249239 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),0.148916 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-1.55462 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,12),-0.123361 # DEPENDENCYPART_GRANDPAR
(11,5),(5,13),-0.63965 # DEPENDENCYPART_GRANDPAR
(11,5),(5,14),-0.86456 # DEPENDENCYPART_GRANDPAR
(11,5),(5,16),-0.763972 # DEPENDENCYPART_GRANDPAR
(11,5),(5,19),-1.4754 # DEPENDENCYPART_GRANDPAR
(11,5),(5,20),-1.30611 # DEPENDENCYPART_GRANDPAR
(11,5),(5,24),-1.41389 # DEPENDENCYPART_GRANDPAR
(11,5),(5,26),-2.02895 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.373334 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),0.302554 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.824662 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.0760181 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.59996 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.131531 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.674058 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.804224 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.814264 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-1.4836 # DEPENDENCYPART_GRANDPAR
(11,9),(9,20),-1.35694 # DEPENDENCYPART_GRANDPAR
(11,9),(9,24),-1.50165 # DEPENDENCYPART_GRANDPAR
(11,9),(9,26),-2.05107 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.206359 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.823335 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.353735 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.30002 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.222365 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),0.235515 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.300756 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.800146 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.216325 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.55391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.0058322 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.553205 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.730113 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-1.52849 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.72564 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-1.35791 # DEPENDENCYPART_GRANDPAR
(11,10),(10,20),-1.2847 # DEPENDENCYPART_GRANDPAR
(11,10),(10,23),-1.39481 # DEPENDENCYPART_GRANDPAR
(11,10),(10,24),-1.3519 # DEPENDENCYPART_GRANDPAR
(11,10),(10,26),-1.97139 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-1.39002 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.950126 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.601393 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.01308 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),0.202569 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.081025 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.723649 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.113787 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.404844 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-0.434263 # DEPENDENCYPART_GRANDPAR
(11,12),(12,23),-0.646514 # DEPENDENCYPART_GRANDPAR
(11,12),(12,24),-0.462227 # DEPENDENCYPART_GRANDPAR
(11,12),(12,26),-1.43372 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-1.1567 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-1.06466 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-1.06857 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.94463 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.603939 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-1.00123 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.791135 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.264087 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-1.18386 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.299362 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.0607553 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.125723 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.0370909 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.0848413 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-0.847086 # DEPENDENCYPART_GRANDPAR
(11,16),(16,2),-1.08846 # DEPENDENCYPART_GRANDPAR
(11,16),(16,3),-0.920778 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),-0.895984 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),-0.689715 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-1.21812 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-0.832363 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-0.471469 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-1.02156 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.983191 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),0.00381696 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.126779 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.877224 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.884317 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.814937 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.167717 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.304474 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),-1.03043 # DEPENDENCYPART_GRANDPAR
(11,16),(16,23),-0.435898 # DEPENDENCYPART_GRANDPAR
(11,16),(16,24),-0.551967 # DEPENDENCYPART_GRANDPAR
(11,16),(16,25),-0.826842 # DEPENDENCYPART_GRANDPAR
(11,16),(16,26),-1.52593 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.667734 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.589604 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.564956 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.131829 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.378127 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.42315 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.473514 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-1.0957 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.681556 # DEPENDENCYPART_GRANDPAR
(12,9),(9,19),-0.723833 # DEPENDENCYPART_GRANDPAR
(12,9),(9,20),-0.929764 # DEPENDENCYPART_GRANDPAR
(12,9),(9,24),-0.894041 # DEPENDENCYPART_GRANDPAR
(12,9),(9,26),-1.25802 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.380493 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-1.33425 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-1.30483 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.559278 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.775828 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.590052 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.545778 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.589389 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.198108 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.15435 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.43609 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.477504 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-1.13846 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.992268 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.70909 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-0.736778 # DEPENDENCYPART_GRANDPAR
(12,10),(10,20),-0.983184 # DEPENDENCYPART_GRANDPAR
(12,10),(10,23),-0.894909 # DEPENDENCYPART_GRANDPAR
(12,10),(10,24),-0.865842 # DEPENDENCYPART_GRANDPAR
(12,10),(10,26),-1.29417 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.777413 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.542018 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.37872 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.489815 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.48743 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.468855 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-1.10781 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.812674 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.727052 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-1.5857 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-1.67495 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-1.43377 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.930205 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-1.01767 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-1.07924 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.75999 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.475264 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.796522 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.197279 # DEPENDENCYPART_GRANDPAR
(12,14),(14,13),-0.0378046 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.283102 # DEPENDENCYPART_GRANDPAR
(12,15),(15,13),-0.0170508 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.569151 # DEPENDENCYPART_GRANDPAR
(12,16),(16,1),-0.921608 # DEPENDENCYPART_GRANDPAR
(12,16),(16,2),-1.61608 # DEPENDENCYPART_GRANDPAR
(12,16),(16,3),-1.63464 # DEPENDENCYPART_GRANDPAR
(12,16),(16,5),-1.36526 # DEPENDENCYPART_GRANDPAR
(12,16),(16,6),-1.5316 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-1.23334 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.913182 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.988448 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-1.2095 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.770686 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.0672313 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.504806 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.461927 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.39705 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.24626 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),0.0246312 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.032428 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),-0.299923 # DEPENDENCYPART_GRANDPAR
(12,16),(16,23),-0.163006 # DEPENDENCYPART_GRANDPAR
(12,16),(16,24),-0.145927 # DEPENDENCYPART_GRANDPAR
(12,16),(16,25),-0.136942 # DEPENDENCYPART_GRANDPAR
(12,16),(16,26),-0.88964 # DEPENDENCYPART_GRANDPAR
(12,19),(19,9),-1.03246 # DEPENDENCYPART_GRANDPAR
(12,19),(19,10),-1.11128 # DEPENDENCYPART_GRANDPAR
(12,19),(19,11),-1.15917 # DEPENDENCYPART_GRANDPAR
(12,19),(19,12),-0.754111 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,19),(19,13),0.196389 # DEPENDENCYPART_GRANDPAR
(12,19),(19,14),-0.583821 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),-0.272909 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),-0.291334 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.356403 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.167178 # DEPENDENCYPART_GRANDPAR
(12,19),(19,22),-0.460673 # DEPENDENCYPART_GRANDPAR
(12,19),(19,23),-0.335682 # DEPENDENCYPART_GRANDPAR
(12,19),(19,24),-0.305059 # DEPENDENCYPART_GRANDPAR
(12,19),(19,26),-0.796144 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.0576676 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.528087 # DEPENDENCYPART_GRANDPAR
(12,20),(20,22),-0.198122 # DEPENDENCYPART_GRANDPAR
(12,20),(20,23),-0.23559 # DEPENDENCYPART_GRANDPAR
(12,20),(20,24),-0.390173 # DEPENDENCYPART_GRANDPAR
(12,20),(20,25),-0.268148 # DEPENDENCYPART_GRANDPAR
(12,20),(20,26),-0.95693 # DEPENDENCYPART_GRANDPAR
(12,23),(23,15),-0.234586 # DEPENDENCYPART_GRANDPAR
(12,23),(23,17),-0.319571 # DEPENDENCYPART_GRANDPAR
(12,23),(23,18),-0.435828 # DEPENDENCYPART_GRANDPAR
(12,23),(23,19),-0.135209 # DEPENDENCYPART_GRANDPAR
(12,23),(23,20),-0.176347 # DEPENDENCYPART_GRANDPAR
(12,23),(23,21),-0.432232 # DEPENDENCYPART_GRANDPAR
(12,23),(23,22),-0.437027 # DEPENDENCYPART_GRANDPAR
(12,23),(23,24),-0.403922 # DEPENDENCYPART_GRANDPAR
(12,23),(23,25),-0.194951 # DEPENDENCYPART_GRANDPAR
(12,23),(23,26),-0.8697 # DEPENDENCYPART_GRANDPAR
(12,24),(24,5),-1.41554 # DEPENDENCYPART_GRANDPAR
(12,24),(24,19),-0.345716 # DEPENDENCYPART_GRANDPAR
(12,24),(24,20),-0.38549 # DEPENDENCYPART_GRANDPAR
(12,24),(24,21),-0.731758 # DEPENDENCYPART_GRANDPAR
(12,24),(24,22),-0.693346 # DEPENDENCYPART_GRANDPAR
(12,24),(24,23),-0.568434 # DEPENDENCYPART_GRANDPAR
(12,24),(24,25),0.112965 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.356009 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.675127 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.549611 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-0.556404 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),0.0921737 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.534592 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.877172 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.541529 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),0.199476 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),-0.415126 # DEPENDENCYPART_GRANDPAR
(13,3),(3,16),-0.795672 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.440077 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-1.01491 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.820082 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.462835 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),0.242923 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.313764 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.369225 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),-0.398225 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),-0.334078 # DEPENDENCYPART_GRANDPAR
(13,5),(5,11),0.0687168 # DEPENDENCYPART_GRANDPAR
(13,5),(5,12),-0.0433131 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-1.24648 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,14),-0.780207 # DEPENDENCYPART_GRANDPAR
(13,5),(5,16),-0.759448 # DEPENDENCYPART_GRANDPAR
(13,5),(5,19),-0.864914 # DEPENDENCYPART_GRANDPAR
(13,5),(5,20),-0.832027 # DEPENDENCYPART_GRANDPAR
(13,5),(5,24),-0.658904 # DEPENDENCYPART_GRANDPAR
(13,5),(5,26),-1.09471 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.625442 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.14357 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.455388 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.45625 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),0.0109779 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),-0.278869 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-1.22925 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.67259 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.759961 # DEPENDENCYPART_GRANDPAR
(13,9),(9,19),-0.812912 # DEPENDENCYPART_GRANDPAR
(13,9),(9,20),-0.829106 # DEPENDENCYPART_GRANDPAR
(13,9),(9,24),-0.689943 # DEPENDENCYPART_GRANDPAR
(13,9),(9,26),-1.0669 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.482848 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.989364 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.853408 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.538702 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.677565 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.169011 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.459304 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.45959 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.233817 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.11007 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.111984 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.19366 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.675866 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.803435 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.75173 # DEPENDENCYPART_GRANDPAR
(13,10),(10,19),-0.790028 # DEPENDENCYPART_GRANDPAR
(13,10),(10,20),-0.834269 # DEPENDENCYPART_GRANDPAR
(13,10),(10,23),-0.654125 # DEPENDENCYPART_GRANDPAR
(13,10),(10,24),-0.628111 # DEPENDENCYPART_GRANDPAR
(13,10),(10,26),-1.06734 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.407864 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.311073 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.0328799 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.300598 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.421724 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.23633 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.694289 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.685244 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.815539 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.539555 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.344107 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.404995 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.0270758 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.24558 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.779311 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.836271 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.757965 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.86188 # DEPENDENCYPART_GRANDPAR
(13,12),(12,20),-0.830386 # DEPENDENCYPART_GRANDPAR
(13,12),(12,23),-0.661802 # DEPENDENCYPART_GRANDPAR
(13,12),(12,24),-0.657861 # DEPENDENCYPART_GRANDPAR
(13,12),(12,26),-1.09254 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.817849 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,16),-0.342828 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.768622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),-0.195482 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),-0.864064 # DEPENDENCYPART_GRANDPAR
(13,16),(16,2),-1.27541 # DEPENDENCYPART_GRANDPAR
(13,16),(16,3),-1.13963 # DEPENDENCYPART_GRANDPAR
(13,16),(16,5),-0.927596 # DEPENDENCYPART_GRANDPAR
(13,16),(16,6),-0.509817 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-0.875653 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.745775 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.840991 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.505701 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.674202 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.752829 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),-0.316343 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.0769392 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.392116 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.148957 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.211896 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.335016 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-0.399321 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),-0.105573 # DEPENDENCYPART_GRANDPAR
(13,16),(16,24),-0.157274 # DEPENDENCYPART_GRANDPAR
(13,16),(16,25),-0.514911 # DEPENDENCYPART_GRANDPAR
(13,16),(16,26),-0.69085 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.387595 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.182164 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),0.0326514 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),0.0399017 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.232927 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),0.242821 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.0921681 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.75539 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.568974 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.534883 # DEPENDENCYPART_GRANDPAR
(14,16),(16,1),-0.412412 # DEPENDENCYPART_GRANDPAR
(14,16),(16,2),-0.834549 # DEPENDENCYPART_GRANDPAR
