# _root_ It points to the pernicious impact of local government regulation , particularly zoning and building fees , which pushes the price of housing out of the reach of low- and middle-income people .
#goldHeads=2,0,2,6,6,3,6,10,10,7,10,13,10,13,16,14,10,19,10,21,19,21,22,19,24,27,25,27,32,29,30,28,2,
#predictedHeads=2,0,2,6,6,3,6,10,10,7,10,13,10,13,16,14,10,19,10,21,19,21,22,19,24,27,25,27,32,29,30,28,2,
(6,16),(16,15),-0.224872 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.395575 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.281766 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.0772393 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),0.205444 # DEPENDENCYPART_GRANDPAR
(6,16),(16,22),-0.210429 # DEPENDENCYPART_GRANDPAR
(6,16),(16,23),-0.0565768 # DEPENDENCYPART_GRANDPAR
(6,16),(16,24),-0.203651 # DEPENDENCYPART_GRANDPAR
(6,16),(16,25),-0.111961 # DEPENDENCYPART_GRANDPAR
(6,16),(16,27),-0.151839 # DEPENDENCYPART_GRANDPAR
(6,16),(16,29),-0.358882 # DEPENDENCYPART_GRANDPAR
(6,19),(19,2),-0.54752 # DEPENDENCYPART_GRANDPAR
(6,19),(19,6),-0.529405 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,19),(19,10),0.297229 # DEPENDENCYPART_GRANDPAR
(6,19),(19,11),-0.230085 # DEPENDENCYPART_GRANDPAR
(6,19),(19,12),0.115199 # DEPENDENCYPART_GRANDPAR
(6,19),(19,13),0.126106 # DEPENDENCYPART_GRANDPAR
(6,19),(19,14),-0.239581 # DEPENDENCYPART_GRANDPAR
(6,19),(19,15),-0.197966 # DEPENDENCYPART_GRANDPAR
(6,19),(19,16),-0.0650684 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),-0.507868 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),0.547171 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-0.235561 # DEPENDENCYPART_GRANDPAR
(6,19),(19,21),0.244381 # DEPENDENCYPART_GRANDPAR
(6,19),(19,22),-0.279217 # DEPENDENCYPART_GRANDPAR
(6,19),(19,23),-0.0718515 # DEPENDENCYPART_GRANDPAR
(6,19),(19,24),-0.074317 # DEPENDENCYPART_GRANDPAR
(6,19),(19,25),-0.180749 # DEPENDENCYPART_GRANDPAR
(6,19),(19,27),-0.106465 # DEPENDENCYPART_GRANDPAR
(6,19),(19,28),-0.528878 # DEPENDENCYPART_GRANDPAR
(6,19),(19,29),-0.287955 # DEPENDENCYPART_GRANDPAR
(6,19),(19,30),-0.809264 # DEPENDENCYPART_GRANDPAR
(6,19),(19,32),-0.224333 # DEPENDENCYPART_GRANDPAR
(6,19),(19,33),-1.89673 # DEPENDENCYPART_GRANDPAR
(6,21),(21,18),-0.0892357 # DEPENDENCYPART_GRANDPAR
(6,21),(21,20),-0.105638 # DEPENDENCYPART_GRANDPAR
(6,21),(21,22),-0.209857 # DEPENDENCYPART_GRANDPAR
(6,21),(21,23),-0.146614 # DEPENDENCYPART_GRANDPAR
(6,21),(21,24),-0.165368 # DEPENDENCYPART_GRANDPAR
(6,21),(21,25),-0.111389 # DEPENDENCYPART_GRANDPAR
(6,21),(21,27),-0.199533 # DEPENDENCYPART_GRANDPAR
(6,21),(21,28),-0.459518 # DEPENDENCYPART_GRANDPAR
(6,21),(21,29),-0.440931 # DEPENDENCYPART_GRANDPAR
(6,21),(21,30),-0.665996 # DEPENDENCYPART_GRANDPAR
(6,21),(21,33),-1.817 # DEPENDENCYPART_GRANDPAR
(6,22),(22,18),0.449987 # DEPENDENCYPART_GRANDPAR
(6,22),(22,21),0.0701278 # DEPENDENCYPART_GRANDPAR
(6,22),(22,23),0.0848204 # DEPENDENCYPART_GRANDPAR
(6,22),(22,24),-0.132346 # DEPENDENCYPART_GRANDPAR
(6,22),(22,25),-0.00692844 # DEPENDENCYPART_GRANDPAR
(6,22),(22,27),0.109817 # DEPENDENCYPART_GRANDPAR
(6,22),(22,32),-0.160627 # DEPENDENCYPART_GRANDPAR
(6,24),(24,18),0.455396 # DEPENDENCYPART_GRANDPAR
(6,24),(24,21),0.123989 # DEPENDENCYPART_GRANDPAR
(6,24),(24,22),-0.532236 # DEPENDENCYPART_GRANDPAR
(6,24),(24,23),-0.205779 # DEPENDENCYPART_GRANDPAR
(6,24),(24,25),-0.0220925 # DEPENDENCYPART_GRANDPAR
(6,24),(24,27),-0.0891248 # DEPENDENCYPART_GRANDPAR
(6,24),(24,28),-0.370222 # DEPENDENCYPART_GRANDPAR
(6,24),(24,29),-0.279126 # DEPENDENCYPART_GRANDPAR
(6,24),(24,30),-0.82201 # DEPENDENCYPART_GRANDPAR
(6,24),(24,32),-0.341155 # DEPENDENCYPART_GRANDPAR
(6,25),(25,24),-0.266599 # DEPENDENCYPART_GRANDPAR
(6,25),(25,26),-0.414418 # DEPENDENCYPART_GRANDPAR
(6,25),(25,27),0.109817 # DEPENDENCYPART_GRANDPAR
(6,25),(25,28),-0.355058 # DEPENDENCYPART_GRANDPAR
(6,25),(25,29),-0.102136 # DEPENDENCYPART_GRANDPAR
(6,25),(25,32),-0.160627 # DEPENDENCYPART_GRANDPAR
(6,33),(33,32),-0.520683 # DEPENDENCYPART_GRANDPAR
(7,8),(8,9),0.781484 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.0026506 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.0965192 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-1.9154 # DEPENDENCYPART_GRANDPAR
(7,9),(9,8),0.643603 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.0831935 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.41889 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.347608 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.430786 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),0.0381614 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.309442 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-1.91479 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-1.33305 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-1.33284 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-1.04815 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.736702 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.950251 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.101418 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.26328 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.163223 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.189715 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.73388 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.167507 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),0.164623 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.142452 # DEPENDENCYPART_GRANDPAR
(7,10),(10,21),-0.927411 # DEPENDENCYPART_GRANDPAR
(7,10),(10,22),-0.533032 # DEPENDENCYPART_GRANDPAR
(7,10),(10,27),-0.94309 # DEPENDENCYPART_GRANDPAR
(7,10),(10,33),-2.16718 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.124178 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.312784 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.0850753 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.319523 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-0.173007 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-1.91479 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-1.33305 # DEPENDENCYPART_GRANDPAR
(7,13),(13,8),0.731924 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),0.941495 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),0.431084 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.0917115 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.207778 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.211325 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.75396 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.176818 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),0.148808 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.786301 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.144761 # DEPENDENCYPART_GRANDPAR
(7,13),(13,21),-0.947491 # DEPENDENCYPART_GRANDPAR
(7,13),(13,22),-0.572808 # DEPENDENCYPART_GRANDPAR
(7,13),(13,23),-1.02669 # DEPENDENCYPART_GRANDPAR
(7,13),(13,24),-0.358091 # DEPENDENCYPART_GRANDPAR
(7,13),(13,25),-0.410578 # DEPENDENCYPART_GRANDPAR
(7,13),(13,27),-0.96317 # DEPENDENCYPART_GRANDPAR
(7,13),(13,28),-0.923812 # DEPENDENCYPART_GRANDPAR
(7,13),(13,33),-2.17443 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.580967 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-1.11231 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.548019 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.0597521 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-1.12585 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.379592 # DEPENDENCYPART_GRANDPAR
(7,14),(14,21),-1.2513 # DEPENDENCYPART_GRANDPAR
(7,14),(14,23),-1.37468 # DEPENDENCYPART_GRANDPAR
(7,16),(16,4),-1.92903 # DEPENDENCYPART_GRANDPAR
(7,16),(16,8),0.647464 # DEPENDENCYPART_GRANDPAR
(7,16),(16,9),1.13725 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),0.513925 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),0.331057 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.154459 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),0.0879532 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),0.0818993 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.632142 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),0.194902 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.866686 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.0737376 # DEPENDENCYPART_GRANDPAR
(7,16),(16,21),-0.998129 # DEPENDENCYPART_GRANDPAR
(7,16),(16,22),-0.616925 # DEPENDENCYPART_GRANDPAR
(7,16),(16,23),-1.05223 # DEPENDENCYPART_GRANDPAR
(7,16),(16,24),-0.451806 # DEPENDENCYPART_GRANDPAR
(7,16),(16,25),-0.454695 # DEPENDENCYPART_GRANDPAR
(7,16),(16,27),-1.01322 # DEPENDENCYPART_GRANDPAR
(7,16),(16,29),-1.46398 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.305003 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),0.150074 # DEPENDENCYPART_GRANDPAR
(7,18),(18,21),-1.11864 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-1.35447 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.34474 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.00122935 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.450448 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.451032 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.00475851 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.651902 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.808721 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-1.35446 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-1.00303 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-1.34034 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),-0.237268 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.162884 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.364727 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.433231 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),0.0154345 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.450537 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.579433 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.6839 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.318463 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.799367 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),-0.920719 # DEPENDENCYPART_GRANDPAR
(8,13),(13,22),-0.557892 # DEPENDENCYPART_GRANDPAR
(8,13),(13,23),-0.888388 # DEPENDENCYPART_GRANDPAR
(8,13),(13,24),-0.395641 # DEPENDENCYPART_GRANDPAR
(8,13),(13,25),-0.483304 # DEPENDENCYPART_GRANDPAR
(8,13),(13,27),-1.03057 # DEPENDENCYPART_GRANDPAR
(8,13),(13,28),-0.57757 # DEPENDENCYPART_GRANDPAR
(8,13),(13,33),-0.768951 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.79762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,11),-1.34782 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.953382 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-1.33653 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-1.06828 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-1.3372 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-1.22916 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.948789 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.10219 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.577127 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.295026 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.315659 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.21264 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.599625 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.27536 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.508633 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.460083 # DEPENDENCYPART_GRANDPAR
(9,10),(10,21),-0.46959 # DEPENDENCYPART_GRANDPAR
(9,10),(10,22),-0.233951 # DEPENDENCYPART_GRANDPAR
(9,10),(10,27),-0.872561 # DEPENDENCYPART_GRANDPAR
(9,10),(10,33),-1.95806 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.666251 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.205628 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.469436 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.212335 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.4184 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-1.33653 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-1.06828 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.948789 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-1.10334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.154963 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.820741 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.0912998 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.220334 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.621107 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.280156 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.522294 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.379715 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.460345 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),-0.491072 # DEPENDENCYPART_GRANDPAR
(9,13),(13,22),-0.255564 # DEPENDENCYPART_GRANDPAR
(9,13),(13,23),-0.707148 # DEPENDENCYPART_GRANDPAR
(9,13),(13,24),-0.48303 # DEPENDENCYPART_GRANDPAR
(9,13),(13,25),-0.429458 # DEPENDENCYPART_GRANDPAR
(9,13),(13,27),-0.894044 # DEPENDENCYPART_GRANDPAR
(9,13),(13,28),-0.56007 # DEPENDENCYPART_GRANDPAR
(9,13),(13,33),-1.96079 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.389596 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.165853 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),0.0262171 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.582715 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.480166 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.667009 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),0.00777 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),-0.274908 # DEPENDENCYPART_GRANDPAR
(9,19),(19,2),-1.0923 # DEPENDENCYPART_GRANDPAR
(9,19),(19,6),-1.12745 # DEPENDENCYPART_GRANDPAR
(9,19),(19,10),0.102015 # DEPENDENCYPART_GRANDPAR
(9,19),(19,11),-0.756163 # DEPENDENCYPART_GRANDPAR
(9,19),(19,12),-0.111629 # DEPENDENCYPART_GRANDPAR
(9,19),(19,13),-0.328376 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),-0.420314 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),-0.67142 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),-0.379254 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.687668 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),0.487134 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.402484 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-0.459806 # DEPENDENCYPART_GRANDPAR
(9,19),(19,22),-0.34924 # DEPENDENCYPART_GRANDPAR
(9,19),(19,23),-0.66838 # DEPENDENCYPART_GRANDPAR
(9,19),(19,24),-0.427458 # DEPENDENCYPART_GRANDPAR
(9,19),(19,25),-0.523134 # DEPENDENCYPART_GRANDPAR
(9,19),(19,27),-0.836971 # DEPENDENCYPART_GRANDPAR
(9,19),(19,28),-0.653746 # DEPENDENCYPART_GRANDPAR
(9,19),(19,29),-0.645507 # DEPENDENCYPART_GRANDPAR
(9,19),(19,30),-1.01549 # DEPENDENCYPART_GRANDPAR
(9,19),(19,32),-0.989107 # DEPENDENCYPART_GRANDPAR
(9,19),(19,33),-2.07828 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.404476 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.112018 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.05213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,1),-0.187644 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.298746 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.49329 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.229116 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),0.0647044 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),0.0501023 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.0190779 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.16821 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.705178 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.509086 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.409967 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-0.261328 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-0.582028 # DEPENDENCYPART_GRANDPAR
(10,6),(6,17),-0.83559 # DEPENDENCYPART_GRANDPAR
(10,6),(6,19),-0.667799 # DEPENDENCYPART_GRANDPAR
(10,6),(6,21),-0.680844 # DEPENDENCYPART_GRANDPAR
(10,6),(6,22),-1.0274 # DEPENDENCYPART_GRANDPAR
(10,6),(6,24),-0.834646 # DEPENDENCYPART_GRANDPAR
(10,6),(6,25),-1.20234 # DEPENDENCYPART_GRANDPAR
(10,6),(6,33),-1.92494 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.189349 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.20591 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.10099 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.53759 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.411351 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.342749 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.137634 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.579643 # DEPENDENCYPART_GRANDPAR
(10,7),(7,18),-0.105524 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.0335867 # DEPENDENCYPART_GRANDPAR
(10,8),(8,11),-0.567291 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.293945 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.404215 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.0243627 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.1684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,12),-0.507418 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.410158 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.26145 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.835711 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-0.667923 # DEPENDENCYPART_GRANDPAR
(10,12),(12,11),0.110769 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.468706 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.445623 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),0.107018 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.0638793 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-1.07848 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.816099 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.649832 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.864028 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.355179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),-0.012701 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.215518 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.71692 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.109108 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),0.0582628 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),0.0503859 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),0.0488531 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.086742 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),0.104886 # DEPENDENCYPART_GRANDPAR
(10,13),(13,22),-0.0620789 # DEPENDENCYPART_GRANDPAR
(10,13),(13,23),-0.102257 # DEPENDENCYPART_GRANDPAR
(10,13),(13,24),-0.0941283 # DEPENDENCYPART_GRANDPAR
(10,13),(13,25),-0.237018 # DEPENDENCYPART_GRANDPAR
(10,13),(13,27),-0.119415 # DEPENDENCYPART_GRANDPAR
(10,13),(13,28),-0.296641 # DEPENDENCYPART_GRANDPAR
(10,13),(13,33),-1.38074 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.104365 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),0.288785 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),0.278143 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.0737054 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.12084 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.362677 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),0.546367 # DEPENDENCYPART_GRANDPAR
(10,14),(14,23),0.272622 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.0647898 # DEPENDENCYPART_GRANDPAR
(10,16),(16,4),-0.998607 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-0.635107 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.769994 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.443667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),-0.0509451 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),0.123477 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),0.317231 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),0.509268 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.217589 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),0.0282629 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),0.0496391 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.125024 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),0.0925119 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-0.105782 # DEPENDENCYPART_GRANDPAR
(10,16),(16,23),-0.0529186 # DEPENDENCYPART_GRANDPAR
(10,16),(16,24),-0.185945 # DEPENDENCYPART_GRANDPAR
(10,16),(16,25),-0.280722 # DEPENDENCYPART_GRANDPAR
(10,16),(16,27),-0.11242 # DEPENDENCYPART_GRANDPAR
(10,16),(16,29),-0.231944 # DEPENDENCYPART_GRANDPAR
(10,19),(19,2),-0.745771 # DEPENDENCYPART_GRANDPAR
(10,19),(19,6),-0.800874 # DEPENDENCYPART_GRANDPAR
(10,19),(19,10),-0.423118 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,19),(19,11),0.0374952 # DEPENDENCYPART_GRANDPAR
(10,19),(19,12),0.177824 # DEPENDENCYPART_GRANDPAR
(10,19),(19,13),0.336324 # DEPENDENCYPART_GRANDPAR
(10,19),(19,14),0.503675 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),-0.189504 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),-0.0623132 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.0929174 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),0.873592 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.158096 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),0.11894 # DEPENDENCYPART_GRANDPAR
(10,19),(19,22),-0.184641 # DEPENDENCYPART_GRANDPAR
(10,19),(19,23),-0.0807015 # DEPENDENCYPART_GRANDPAR
(10,19),(19,24),-0.0666675 # DEPENDENCYPART_GRANDPAR
(10,19),(19,25),-0.359581 # DEPENDENCYPART_GRANDPAR
(10,19),(19,27),-0.0795539 # DEPENDENCYPART_GRANDPAR
(10,19),(19,28),-0.419203 # DEPENDENCYPART_GRANDPAR
(10,19),(19,29),-0.170789 # DEPENDENCYPART_GRANDPAR
(10,19),(19,30),-0.0942368 # DEPENDENCYPART_GRANDPAR
