# _root_ Because we refuse to face the tough answers , the questions continue as fodder for the commissions and committees , for the media and politicians .
#goldHeads=3,3,12,5,3,8,8,5,12,11,12,0,12,13,14,18,18,15,18,15,15,24,24,21,24,12,
#predictedHeads=3,3,12,5,3,8,8,5,12,11,12,0,12,13,14,18,18,15,18,18,18,24,24,21,24,12,
(14,18),(18,9),(18,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,9),(18,1),-0.14685 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,9),(18,-1),-0.165062 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,8),(18,7),-0.144793 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,8),(18,6),-0.145401 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,8),(18,5),-0.146269 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,8),(18,4),-0.145451 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,8),(18,3),-0.146269 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,8),(18,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,8),(18,1),-0.14638 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,8),(18,-1),-0.197725 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,7),(18,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,7),(18,5),-0.145344 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,7),(18,4),-0.145286 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,7),(18,3),-0.145344 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,7),(18,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,7),(18,1),-0.144742 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,7),(18,-1),-0.061001 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,6),(18,5),-0.144714 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,6),(18,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,6),(18,3),-0.144714 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,6),(18,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,6),(18,1),-0.144707 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,6),(18,-1),-0.0982665 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,5),(18,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,5),(18,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,5),(18,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,5),(18,1),-0.144726 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,5),(18,-1),-0.17171 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,4),(18,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,4),(18,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,4),(18,1),-0.144816 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,4),(18,-1),-0.113577 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,3),(18,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,3),(18,1),-0.144726 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,3),(18,-1),-0.171196 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,2),(18,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,2),(18,-1),-0.160299 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,1),(18,-1),-0.0629465 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,19),(19,20),0.133904 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,21),-0.00113777 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,22),-0.00805288 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,23),-0.132383 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,24),-0.0402683 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,25),-0.131973 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,26),0.0757667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,27),0.132069 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,19),(19,20),(19,21),0.000308854 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,20),(19,22),-0.0232994 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,20),(19,23),0.133689 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,20),(19,24),-0.0318761 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,20),(19,25),0.135171 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,20),(19,26),-0.0242318 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,20),(19,27),-0.020159 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,21),(19,22),-0.0194499 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,21),(19,23),-0.0217954 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,21),(19,24),-0.015037 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,21),(19,25),-0.0217954 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,21),(19,26),-0.0204459 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,21),(19,27),-0.0234749 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,22),(19,23),-0.0169578 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,22),(19,24),-0.0218358 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,22),(19,25),-0.0169578 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,22),(19,26),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,22),(19,27),-0.00947284 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,23),(19,24),-0.0202714 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,23),(19,25),-0.00139317 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,23),(19,26),-0.0111699 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,23),(19,27),0.0244 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,24),(19,25),-0.11349 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,24),(19,26),0.155945 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,24),(19,27),-0.034307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,25),(19,26),-0.0111699 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,25),(19,27),0.0259137 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,26),(19,27),0.0744321 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,19),(19,18),0.0279649 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,17),0.161031 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,16),0.102301 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,14),0.161031 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,-1),-0.0204254 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,19),(19,18),(19,17),0.131237 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,16),0.354118 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,14),0.18028 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,-1),-0.226199 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,17),(19,16),0.13127 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,14),0.0911065 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,-1),-0.173847 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,16),(19,14),0.129835 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,16),(19,-1),-0.159238 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,14),(19,-1),-0.173847 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,20),(20,20),(20,21),-0.0454693 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,20),(20,20),(20,27),-0.0464173 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,20),(20,21),(20,27),-0.0454693 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,20),(20,20),(20,-1),-0.186854 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,21),(21,21),(21,22),-0.0168949 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,23),0.116711 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,24),0.058527 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,25),0.119046 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,26),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,27),-0.357734 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,21),(21,22),(21,23),-0.0233323 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,22),(21,24),-0.0194814 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,22),(21,25),-0.0233323 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,22),(21,26),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,22),(21,27),0.00167362 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,23),(21,24),-0.0371843 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,23),(21,25),-0.0555273 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,23),(21,26),-0.0194417 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,23),(21,27),0.0501098 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,24),(21,25),-0.127624 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,24),(21,26),0.156044 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,24),(21,27),0.0377135 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,25),(21,26),-0.0194417 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,25),(21,27),0.052261 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,26),(21,27),-0.0238712 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,21),(21,20),0.0976222 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,19),0.043921 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,-1),-0.100154 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,21),(21,20),(21,19),0.108224 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,20),(21,-1),-0.143589 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,19),(21,-1),-0.191713 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,22),(22,22),(22,23),-0.0195882 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,22),(22,22),(22,27),0.214463 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,22),(22,23),(22,27),-0.0195744 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,22),(22,22),(22,-1),0.0952689 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,26),(26,26),(26,27),0.00397982 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,26),(26,26),(26,-1),-0.112602 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,13),(13,13),(13,14),0.129363 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,15),-0.14592 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,17),-0.166726 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,18),-0.145542 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,19),-0.166726 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,24),-0.145542 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,27),-0.0793637 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,13),(13,14),(13,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,14),(13,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,14),(13,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,14),(13,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,14),(13,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,14),(13,27),-0.131875 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,15),(13,17),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,15),(13,18),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,15),(13,19),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,15),(13,24),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,15),(13,27),-0.153599 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,13),(13,17),(13,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,17),(13,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,17),(13,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,17),(13,27),-0.131875 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,18),(13,19),0.242913 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,18),(13,24),0.0763464 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,18),(13,27),-0.14112 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,19),(13,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,19),(13,27),-0.131875 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,24),(13,27),-0.14112 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,13),(13,11),-0.0868511 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,-1),0.0261823 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,13),(13,11),(13,-1),-0.0371416 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,14),(14,15),-0.152433 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,16),-0.148486 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,17),-0.15016 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,18),-0.151556 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,19),-0.15016 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,20),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,21),-0.152433 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,22),-0.148486 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,26),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,27),-0.210311 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,14),(14,15),(14,16),-0.144713 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,15),(14,17),-0.144708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,15),(14,18),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,15),(14,19),-0.144708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,15),(14,20),-0.144705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,15),(14,21),-0.145166 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,15),(14,22),-0.144713 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,15),(14,26),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,15),(14,27),-0.113935 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,14),(14,16),(14,17),-0.144789 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,16),(14,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,16),(14,19),-0.144789 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,16),(14,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,16),(14,21),-0.144725 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,16),(14,22),-0.145008 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,16),(14,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,16),(14,27),-0.0821874 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,17),(14,18),-0.144764 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,17),(14,19),-0.148212 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,17),(14,20),-0.144852 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,17),(14,21),-0.144938 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,17),(14,22),-0.150027 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,17),(14,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,17),(14,27),-0.111095 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,18),(14,19),0.242913 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,18),(14,20),0.650056 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,18),(14,21),0.226645 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,18),(14,22),0.129178 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,18),(14,26),0.18744 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,18),(14,27),-0.0315597 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,19),(14,20),-0.144852 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,19),(14,21),-0.144938 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,19),(14,22),-0.150027 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,19),(14,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,19),(14,27),-0.111423 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,20),(14,21),-0.144838 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,20),(14,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,20),(14,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,20),(14,27),-0.152812 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,21),(14,22),-0.144713 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,21),(14,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,21),(14,27),-0.113935 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,22),(14,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,22),(14,27),-0.0821874 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,26),(14,27),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,14),(14,13),-0.0697165 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,12),-0.00333727 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,11),-0.115757 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,10),-0.00732947 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,3),-0.00482192 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,-1),0.16375 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,14),(14,13),(14,12),-0.0034172 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,13),(14,11),-0.0280233 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,13),(14,10),-0.0204444 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,13),(14,3),-0.0034172 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,13),(14,-1),-0.0437365 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,12),(14,11),-0.0215707 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,12),(14,10),-0.0194537 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,12),(14,3),-0.0199592 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,12),(14,-1),-0.0163211 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,11),(14,10),-0.0218438 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,11),(14,3),-0.0338217 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,11),(14,-1),-0.0816362 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,10),(14,3),-0.0208354 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,10),(14,-1),-0.00249941 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,3),(14,-1),-0.0170673 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,16),(16,17),-0.0110476 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,27),-0.0501695 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,16),(16,17),(16,27),-0.0109781 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,16),(16,-1),-0.189719 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,17),(17,17),(17,19),-0.115757 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,27),0.165294 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,17),(17,19),(17,27),-0.0816362 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,17),(17,16),0.0550394 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,15),0.143266 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,14),-0.15016 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,-1),-0.210122 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,17),(17,16),(17,15),0.106211 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,16),(17,14),-0.144789 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,16),(17,-1),-0.0821874 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,15),(17,14),-0.144708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,15),(17,-1),-0.110798 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,17),(17,14),(17,-1),-0.111095 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,18),(18,19),0.172664 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,20),-0.0393456 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,21),-0.0936701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,22),0.000420893 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,23),0.175774 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,24),0.0132079 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,25),0.175774 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,26),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,27),-0.167882 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,18),(18,19),(18,20),0.00569929 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,19),(18,21),-0.00131857 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,19),(18,22),-0.0195689 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,19),(18,23),-0.0836539 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,19),(18,24),-0.0309075 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,19),(18,25),-0.0836539 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,19),(18,26),-0.0133477 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,19),(18,27),0.0762426 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,20),(18,21),-0.00893982 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,20),(18,22),-0.00579994 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,20),(18,23),-0.0776402 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,20),(18,24),-0.0119444 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,20),(18,25),-0.0776402 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,20),(18,26),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,20),(18,27),0.0108153 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,21),(18,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,21),(18,23),-0.0418858 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,21),(18,24),-0.0214241 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,21),(18,25),-0.0418858 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,21),(18,26),-0.0195108 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,21),(18,27),-0.00485946 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,22),(18,23),-0.0194609 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,22),(18,24),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,22),(18,25),-0.0194609 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,22),(18,26),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,22),(18,27),0.000599436 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,23),(18,24),-0.0309075 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,23),(18,25),-0.0836539 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,23),(18,26),-0.0133477 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,23),(18,27),0.0803619 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,24),(18,25),0.14101 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,24),(18,26),0.312701 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,24),(18,27),0.000464699 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,25),(18,26),-0.0133477 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,25),(18,27),0.0803619 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,26),(18,27),-0.0204008 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
