# _root_ Echoing a phrase from Mr. de Klerk , Mr. Sisulu said , `` Let all of us who love this country engage in the task of building a new South Africa .
#goldHeads=11,3,1,3,7,7,4,11,10,11,0,11,11,11,22,15,16,19,15,21,19,14,22,25,23,25,26,31,31,31,27,11,
#predictedHeads=11,3,1,3,7,7,4,11,10,11,0,11,11,11,14,15,16,19,17,21,22,19,22,25,23,25,26,31,31,31,27,11,
(14,15),(15,15),(15,-1),-0.309584 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,15),(15,14),(15,-1),-0.139158 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,16),(16,16),(16,17),0.00554749 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,19),0.0443689 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,21),-0.023754 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,22),0.0443672 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,23),-0.0538076 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,25),-0.0148287 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,26),0.0219502 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,27),0.0502599 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,33),-0.144675 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,16),(16,17),(16,19),-0.0218858 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,17),(16,21),-0.020365 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,17),(16,22),-0.0218858 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,17),(16,23),-0.0244512 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,17),(16,25),-0.020365 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,17),(16,26),-0.0223795 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,17),(16,27),-0.0218858 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,17),(16,33),0.0272988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,19),(16,21),-0.0234823 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,19),(16,22),-0.0195338 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,19),(16,23),-0.0173956 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,19),(16,25),-0.0234823 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,19),(16,26),-0.0166607 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,19),(16,27),-0.0195338 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,19),(16,33),-0.0268982 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,21),(16,22),-0.031578 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,21),(16,23),0.0349081 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,21),(16,25),-0.054738 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,21),(16,26),-0.00265685 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,21),(16,27),-0.031578 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,21),(16,33),0.0359137 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,22),(16,23),-0.0173956 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,22),(16,25),-0.0234823 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,22),(16,26),-0.0166607 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,22),(16,27),-0.0195338 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,22),(16,33),-0.0268998 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,23),(16,25),0.00340772 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,23),(16,26),-0.017674 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,23),(16,27),-0.024528 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,23),(16,33),-0.0525875 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,25),(16,26),-0.00265685 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,25),(16,27),-0.031578 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,25),(16,33),0.04516 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,26),(16,27),-0.0260244 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,26),(16,33),-0.0627647 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,27),(16,33),-0.0210072 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,16),(16,15),0.113632 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,-1),-0.0968608 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,16),(16,15),(16,-1),-0.173006 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,17),(17,19),-0.0366992 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,22),-0.0366992 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,23),-0.0109517 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,33),0.0384072 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,17),(17,19),(17,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,19),(17,23),-0.0194413 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,19),(17,33),-0.0378694 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,22),(17,23),-0.0194413 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,22),(17,33),-0.0378694 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,23),(17,33),-0.00278927 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,17),(17,-1),-0.159784 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,19),(19,19),(19,20),-0.0357442 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,21),0.0461999 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,22),-0.0673393 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,23),-0.05133 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,25),0.0506426 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,26),-0.089412 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,27),-0.0652496 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,29),0.0214798 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,32),-0.0411165 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,33),0.0811204 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,19),(19,20),(19,21),-0.0259872 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,20),(19,22),-0.025781 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,20),(19,23),-0.00595071 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,20),(19,25),-0.025859 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,20),(19,26),-0.0080027 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,20),(19,27),-0.025781 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,20),(19,29),-0.0253161 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,20),(19,32),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,20),(19,33),-0.0463195 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,21),(19,22),-0.0517629 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,21),(19,23),-0.0368192 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,21),(19,25),-0.00348901 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,21),(19,26),-0.0105671 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,21),(19,27),-0.0517629 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,21),(19,29),-0.016554 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,21),(19,32),-0.0148033 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,21),(19,33),-0.0213689 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,22),(19,23),-0.0252982 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,22),(19,25),-0.0291389 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,22),(19,26),-0.0268459 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,22),(19,27),0.00513396 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,22),(19,29),-0.0229142 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,22),(19,32),-0.00237462 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,22),(19,33),-0.0348305 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,23),(19,25),0.000239556 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,23),(19,26),-0.0444393 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,23),(19,27),-0.0383142 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,23),(19,29),-0.032427 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,23),(19,32),-0.0338955 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,23),(19,33),0.0246752 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,25),(19,26),-0.00916421 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,25),(19,27),-0.0520703 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,25),(19,29),-0.016554 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,25),(19,32),-0.0148033 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,25),(19,33),-0.0146571 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,26),(19,27),-0.0384777 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,26),(19,29),-0.0298721 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,26),(19,32),-0.0302553 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,26),(19,33),0.038081 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,27),(19,29),-0.0229142 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,27),(19,32),-0.00237462 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,27),(19,33),-0.0351313 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,29),(19,32),-0.0198773 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,29),(19,33),-0.00319031 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,32),(19,33),-0.0329854 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,19),(19,18),0.0760847 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,17),0.0877692 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,16),-0.0401223 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,15),0.0848789 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,14),0.141541 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,13),-0.144714 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,12),-0.144725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,11),-0.135042 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,10),-0.190315 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,8),-0.144725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,7),-0.190315 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,4),-0.0137733 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,3),-0.190315 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,1),-0.135038 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,-1),-0.245736 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,19),(19,18),(19,17),0.108441 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,16),0.107976 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,15),0.10954 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,14),0.108669 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,13),-0.144756 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,-1),-0.162167 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,17),(19,16),0.124025 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,15),0.105665 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,14),0.112364 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,12),-0.145265 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,11),-0.145315 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,10),-0.144813 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,8),-0.145265 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,7),-0.144813 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,4),-0.152174 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,3),-0.144813 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,1),-0.145315 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,-1),-0.136348 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,16),(19,15),0.111562 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,16),(19,14),0.109412 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,16),(19,13),-0.144762 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,16),(19,12),-0.146036 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,16),(19,11),-0.146371 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,16),(19,10),-0.145339 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,16),(19,8),-0.146036 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,16),(19,7),-0.145339 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,16),(19,4),-0.147312 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,16),(19,3),-0.145339 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,16),(19,1),-0.146371 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,16),(19,-1),-0.145201 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,15),(19,14),0.110171 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,15),(19,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,15),(19,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,15),(19,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,15),(19,10),-0.144772 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,15),(19,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,15),(19,7),-0.144772 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,15),(19,4),-0.144769 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,15),(19,3),-0.144772 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,15),(19,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,15),(19,-1),-0.132201 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,14),(19,13),-0.146529 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,14),(19,12),-0.146214 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,14),(19,11),-0.145075 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,14),(19,10),-0.145197 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,14),(19,8),-0.146214 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,14),(19,7),-0.145197 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,14),(19,4),-0.151745 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,14),(19,3),-0.145197 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,14),(19,1),-0.145075 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,14),(19,-1),-0.139572 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,19),(19,13),(19,12),-0.144716 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,13),(19,11),-0.148149 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,13),(19,10),-0.146255 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,13),(19,8),-0.144716 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,13),(19,7),-0.146255 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,13),(19,4),-0.14938 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,13),(19,3),-0.146255 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,13),(19,1),-0.148149 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,13),(19,-1),-0.105741 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,12),(19,11),-0.16017 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,12),(19,10),-0.146784 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,12),(19,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,12),(19,7),-0.146784 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,12),(19,4),-0.170426 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,12),(19,3),-0.146784 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,12),(19,1),-0.160163 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,12),(19,-1),-0.119778 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,11),(19,10),-0.145197 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,11),(19,8),-0.146214 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,11),(19,7),-0.145197 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,11),(19,4),-0.151835 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,11),(19,3),-0.145197 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,11),(19,1),-0.145075 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,11),(19,-1),-0.147386 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,10),(19,8),-0.147788 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,10),(19,7),-0.147956 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,10),(19,4),-0.190624 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,10),(19,3),-0.147956 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,10),(19,1),-0.143839 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,10),(19,-1),-0.147888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,8),(19,7),-0.146784 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,8),(19,4),-0.170426 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,8),(19,3),-0.146784 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,8),(19,1),-0.160163 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,8),(19,-1),-0.119778 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,7),(19,4),-0.190595 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,7),(19,3),-0.147956 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,7),(19,1),-0.143839 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,7),(19,-1),-0.147873 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,4),(19,3),-0.145339 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,4),(19,1),-0.146632 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,4),(19,-1),-0.120479 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,3),(19,1),-0.143839 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,3),(19,-1),-0.148279 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,1),(19,-1),-0.13986 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,20),(20,20),(20,22),-0.0335623 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,20),(20,20),(20,23),-0.0039329 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,20),(20,20),(20,26),-0.00340823 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,20),(20,20),(20,33),0.0120118 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,20),(20,22),(20,23),-0.0194605 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,22),(20,26),-0.0194806 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,22),(20,33),-0.0318223 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,20),(20,23),(20,26),-0.0232634 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,23),(20,33),-0.0131316 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,20),(20,26),(20,33),-0.0119761 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,20),(20,20),(20,-1),-0.253129 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,21),(21,21),(21,22),-0.0396731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,23),-0.0703375 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,25),0.0337922 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,26),-0.0777697 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,27),-0.0315619 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,31),0.0338006 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,33),0.0318737 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,21),(21,22),(21,23),0.00789871 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,22),(21,25),-0.0298479 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,22),(21,26),0.00117861 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,22),(21,27),-0.00608396 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,22),(21,31),-0.0298479 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,22),(21,33),-0.0407834 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,23),(21,25),-0.0418736 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,23),(21,26),0.00959466 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,23),(21,27),-0.0175805 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,23),(21,31),-0.0418736 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,23),(21,33),-0.0503475 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,25),(21,26),-0.0356332 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,25),(21,27),-0.00548352 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,25),(21,31),-0.0149025 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,25),(21,33),-0.00578438 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,26),(21,27),-0.0238088 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,26),(21,31),-0.0368337 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,26),(21,33),-0.0343378 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,27),(21,31),-0.0299714 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,27),(21,33),-0.0330036 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,31),(21,33),-0.00577494 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,21),(21,20),0.134027 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,19),0.126949 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,18),0.109964 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,17),0.109245 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,16),0.128697 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,15),0.101627 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,13),-0.144787 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,-1),-0.182314 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,21),(21,20),(21,19),0.113613 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,20),(21,18),0.107644 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,20),(21,17),0.111844 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,20),(21,16),0.112269 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,20),(21,15),0.112167 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,20),(21,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,20),(21,-1),-0.171325 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,19),(21,18),0.108794 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,19),(21,17),0.115242 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,19),(21,16),0.095749 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,19),(21,15),0.138528 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,19),(21,13),-0.145118 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,19),(21,-1),-0.140221 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,18),(21,17),0.10954 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,18),(21,16),0.10954 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,18),(21,15),0.10954 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,18),(21,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,18),(21,-1),-0.0997825 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
