# _root_ The group 's bid for $ 34.2 million of wastewater treatment bonds , Series 1989 B , produced a 7.0808 % true interest cost .
#goldHeads=2,4,2,18,4,5,6,6,6,12,12,9,12,16,16,12,12,0,24,21,24,24,24,18,18,
#predictedHeads=2,4,2,18,4,5,6,6,6,12,12,9,12,16,16,12,12,0,24,21,24,24,24,18,18,
(14,12),(12,19),(12,21),-0.144717 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,19),(12,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,19),(12,24),-0.144717 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,19),(12,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,19),(12,26),-0.0893828 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,20),(12,21),-0.144702 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,20),(12,22),-0.144725 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,20),(12,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,20),(12,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,20),(12,26),-0.145586 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,21),(12,22),-0.144729 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,21),(12,24),-0.145398 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,21),(12,25),-0.144801 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,21),(12,26),-0.167513 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,22),(12,24),-0.144705 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,22),(12,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,22),(12,26),-0.194375 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,24),(12,25),-0.144801 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,24),(12,26),-0.172628 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,25),(12,26),-0.151487 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,12),(12,11),-0.13246 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,10),-0.13246 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,9),0.0135081 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,8),-0.105721 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,7),-0.0975913 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,6),-0.0269039 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,5),0.00476097 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,4),-0.132604 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,-1),0.12563 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,12),(12,11),(12,10),-0.0018376 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,11),(12,9),-0.0242459 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,11),(12,8),-0.0237372 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,11),(12,7),-0.0231546 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,11),(12,6),-0.0196409 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,11),(12,5),-0.0211462 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,11),(12,4),-0.0018376 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,11),(12,-1),0.0265489 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,10),(12,9),-0.0242459 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,10),(12,8),-0.0237372 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,10),(12,7),-0.0231546 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,10),(12,6),-0.0196409 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,10),(12,5),-0.0211462 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,10),(12,4),-0.00183761 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,10),(12,-1),0.0265489 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,9),(12,8),-0.019489 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,9),(12,7),-0.019489 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,9),(12,6),-0.019442 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,9),(12,5),-0.0254072 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,9),(12,4),-0.017433 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,9),(12,-1),-0.00443283 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,8),(12,7),-0.0139569 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,8),(12,6),-0.0207607 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,8),(12,5),-0.0216959 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,8),(12,4),-0.0270956 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,8),(12,-1),-0.100376 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,7),(12,6),-0.0207607 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,7),(12,5),-0.0215589 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,7),(12,4),-0.0270599 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,7),(12,-1),-0.096231 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,6),(12,5),-0.0198754 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,6),(12,4),-0.0197874 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,6),(12,-1),-0.0296194 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,5),(12,4),-0.0218005 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,5),(12,-1),-0.0185068 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,4),(12,-1),0.0265475 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,13),(13,26),-0.183112 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,13),(13,13),(13,-1),-0.0426891 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,15),(15,15),(15,16),-0.0394546 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,18),-0.0344252 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,24),-0.0394547 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,26),0.155875 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,15),(15,16),(15,18),-0.0194486 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,16),(15,24),-0.0195846 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,16),(15,26),-0.0481304 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,18),(15,24),-0.0194412 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,18),(15,26),-0.0386677 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,24),(15,26),-0.0481305 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,15),(15,14),0.170075 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,-1),-0.0496454 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,15),(15,14),(15,-1),-0.0857579 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,16),(16,16),(16,17),0.133095 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,18),0.0473566 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,20),-0.0974527 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,21),-0.127415 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,24),-0.132331 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,25),0.0757667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,26),0.140189 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,16),(16,17),(16,18),-0.0677946 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,17),(16,20),-0.0168315 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,17),(16,21),0.133166 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,17),(16,24),0.135076 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,17),(16,25),-0.0242318 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,17),(16,26),-0.0204821 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,18),(16,20),-0.0196491 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,18),(16,21),-0.0220158 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,18),(16,24),-0.0233499 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,18),(16,25),-0.0195606 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,18),(16,26),0.00183735 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,20),(16,21),-0.0285524 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,20),(16,24),-0.0270599 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,20),(16,25),-0.0194899 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,20),(16,26),-0.0959253 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,21),(16,24),-0.00727747 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,21),(16,25),-0.00961079 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,21),(16,26),0.025638 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,24),(16,25),-0.0112499 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,24),(16,26),0.0269473 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,25),(16,26),0.074352 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,16),(16,15),0.166521 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,14),0.164491 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,13),-0.145466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,12),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,11),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,10),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,-1),-0.014727 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,16),(16,15),(16,14),0.117889 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,15),(16,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,15),(16,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,15),(16,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,15),(16,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,15),(16,-1),-0.143296 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,14),(16,13),-0.145732 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,14),(16,12),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,14),(16,11),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,14),(16,10),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,14),(16,-1),-0.171735 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,16),(16,13),(16,12),-0.14942 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,13),(16,11),-0.14942 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,13),(16,10),-0.14942 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,13),(16,-1),-0.0334343 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,12),(16,11),-0.145195 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,12),(16,10),-0.145195 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,12),(16,-1),-0.171221 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,11),(16,10),-0.145195 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,11),(16,-1),-0.171054 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,10),(16,-1),-0.171158 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,17),(17,26),-0.0426891 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,17),(17,17),(17,-1),-0.183112 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,18),(18,18),(18,19),-0.0219506 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,20),-0.00145514 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,21),-0.0278718 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,22),0.00976096 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,23),-0.0232748 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,24),-0.026198 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,25),-0.0230578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,26),0.056914 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,18),(18,19),(18,20),-0.0197802 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,19),(18,21),-0.020269 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,19),(18,22),-0.0199353 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,19),(18,23),-0.0202678 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,19),(18,24),-0.0202678 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,19),(18,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,19),(18,26),-0.0156795 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,20),(18,21),-0.0229819 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,20),(18,22),-0.0202743 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,20),(18,23),-0.0228194 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,20),(18,24),-0.0228194 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,20),(18,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,20),(18,26),-3.92551e-05 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,21),(18,22),-0.0186824 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,21),(18,23),-0.00157727 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,21),(18,24),-0.00157727 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,21),(18,25),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,21),(18,26),-0.0276722 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,22),(18,23),-0.0133713 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,22),(18,24),-0.0133717 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,22),(18,25),-0.0243432 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,22),(18,26),0.0257704 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,23),(18,24),-0.0011456 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,23),(18,25),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,23),(18,26),-0.0304996 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,24),(18,25),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,24),(18,26),-0.0330586 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,25),(18,26),-0.0609297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,18),(18,17),0.114309 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,16),0.129874 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,15),0.059495 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,14),0.128626 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,13),-0.144717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,12),-0.193413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,11),-0.193413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,10),-0.193413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,9),-0.175041 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,8),-0.146529 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,7),-0.146529 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,6),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,5),-0.172728 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,4),-0.193413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,2),-0.193429 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,-1),-0.00850946 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,18),(18,17),(18,16),0.119951 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,17),(18,15),0.108876 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,17),(18,14),0.119951 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,17),(18,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,17),(18,12),-0.144819 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,17),(18,11),-0.144819 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,17),(18,10),-0.144819 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,17),(18,9),-0.145222 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,17),(18,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,17),(18,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,17),(18,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,17),(18,5),-0.145269 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,17),(18,4),-0.144819 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,17),(18,2),-0.144819 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,17),(18,-1),-0.20867 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,16),(18,15),0.109459 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,16),(18,14),0.0939481 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,16),(18,13),-0.144936 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,16),(18,12),-0.144891 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,16),(18,11),-0.144891 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,16),(18,10),-0.144891 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,16),(18,9),-0.145537 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,16),(18,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,16),(18,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,16),(18,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,16),(18,5),-0.14595 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,16),(18,4),-0.144891 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,16),(18,2),-0.144891 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,16),(18,-1),-0.0850968 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,15),(18,14),0.108846 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,15),(18,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,15),(18,12),-0.14471 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,15),(18,11),-0.14471 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,15),(18,10),-0.14471 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,15),(18,9),-0.144742 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,15),(18,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,15),(18,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,15),(18,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,15),(18,5),-0.144742 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,15),(18,4),-0.14471 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,15),(18,2),-0.14471 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,15),(18,-1),-0.195592 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,14),(18,13),-0.144936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,14),(18,12),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,14),(18,11),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,14),(18,10),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,14),(18,9),-0.145537 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,14),(18,8),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,14),(18,7),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,14),(18,6),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,14),(18,5),-0.14595 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,14),(18,4),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,14),(18,2),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,14),(18,-1),-0.0863651 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,18),(18,13),(18,12),-0.144819 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,13),(18,11),-0.144819 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,13),(18,10),-0.144819 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,13),(18,9),-0.145222 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,13),(18,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,13),(18,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,13),(18,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,13),(18,5),-0.145269 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,13),(18,4),-0.144819 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,13),(18,2),-0.144819 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,13),(18,-1),-0.20867 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,12),(18,11),-0.144891 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,12),(18,10),-0.144891 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,12),(18,9),-0.145537 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,12),(18,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,12),(18,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,12),(18,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,12),(18,5),-0.14595 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,12),(18,4),-0.144891 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,12),(18,2),-0.144891 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,12),(18,-1),-0.0869827 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,11),(18,10),-0.144891 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,11),(18,9),-0.145537 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,11),(18,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,11),(18,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,11),(18,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,11),(18,5),-0.14595 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,11),(18,4),-0.144891 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,11),(18,2),-0.144891 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,11),(18,-1),-0.0850973 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,10),(18,9),-0.145537 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,10),(18,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,10),(18,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,10),(18,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,10),(18,5),-0.14595 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,10),(18,4),-0.144891 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,10),(18,2),-0.144891 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,10),(18,-1),-0.0850968 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,9),(18,8),-0.144785 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,9),(18,7),-0.144785 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,9),(18,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,9),(18,5),-0.145076 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,9),(18,4),-0.144709 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,9),(18,2),-0.144709 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,9),(18,-1),-0.217181 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,8),(18,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,8),(18,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,8),(18,5),-0.144742 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,8),(18,4),-0.14471 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,8),(18,2),-0.14471 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,8),(18,-1),-0.196442 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,7),(18,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,7),(18,5),-0.144742 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,7),(18,4),-0.14471 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,7),(18,2),-0.14471 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,7),(18,-1),-0.195582 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,6),(18,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
