# _root_ Now , according to a Kidder World story about Mr. Megargel , all the firm has to do is `` position ourselves more in the deal flow . ''
#goldHeads=19,19,19,3,8,8,8,4,8,11,9,19,19,15,16,13,18,16,0,19,19,21,21,23,27,27,24,19,19,
#predictedHeads=19,19,19,3,8,8,8,4,8,11,9,19,15,15,19,15,18,16,0,19,19,21,24,21,27,27,24,19,19,
(16,18),(18,15),(18,14),-0.124915 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,15),(18,13),-0.124909 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,15),(18,12),-0.127738 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,15),(18,11),-0.128012 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,15),(18,9),-0.187143 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,15),(18,8),-0.128012 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,15),(18,2),-0.127738 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,15),(18,-1),-0.133458 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,14),(18,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,14),(18,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,14),(18,11),-0.12489 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,14),(18,9),-0.125347 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,14),(18,8),-0.12489 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,14),(18,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,14),(18,-1),-0.107856 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,13),(18,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,13),(18,11),-0.124891 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,13),(18,9),-0.125342 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,13),(18,8),-0.124891 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,13),(18,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,13),(18,-1),-0.0936243 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,12),(18,11),-0.126221 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,12),(18,9),-0.176519 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,12),(18,8),-0.126221 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,12),(18,2),-0.12504 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,12),(18,-1),-0.0989014 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,11),(18,9),-0.187143 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,11),(18,8),-0.128012 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,11),(18,2),-0.127738 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,11),(18,-1),-0.137374 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,9),(18,8),-0.125475 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,9),(18,2),-0.126426 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,9),(18,-1),-0.137226 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,8),(18,2),-0.127738 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,8),(18,-1),-0.137406 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,2),(18,-1),-0.0989014 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,19),(19,20),-0.068362 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,21),-0.0535581 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,23),-0.0653735 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,24),-0.0849289 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,26),0.0770175 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,27),0.0710495 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,28),-0.0712667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,29),-0.028615 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,30),0.0090567 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,19),(19,20),(19,21),-0.0417682 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,20),(19,23),-0.0211188 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,20),(19,24),-0.0359713 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,20),(19,26),-0.013006 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,20),(19,27),-0.0115647 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,20),(19,28),-0.0420312 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,20),(19,29),-0.0510091 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,20),(19,30),-0.0885125 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,21),(19,23),-0.0450777 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,21),(19,24),-0.0315011 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,21),(19,26),-0.0742275 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,21),(19,27),-0.0742275 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,21),(19,28),-0.0293007 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,21),(19,29),-0.0526645 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,21),(19,30),-0.0128375 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,23),(19,24),-0.0401888 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,23),(19,26),-0.0644084 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,23),(19,27),-0.0645781 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,23),(19,28),-0.0443205 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,23),(19,29),-0.0276996 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,23),(19,30),-0.0603342 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,24),(19,26),-0.0198119 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,24),(19,27),-0.018575 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,24),(19,28),-0.0509522 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,24),(19,29),-0.0343594 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,24),(19,30),0.00630279 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,26),(19,27),0.0172505 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,26),(19,28),-0.0303754 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,26),(19,29),-0.0308163 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,26),(19,30),-0.0375246 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,27),(19,28),-0.0303754 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,27),(19,29),-0.0333026 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,27),(19,30),-0.0436723 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,28),(19,29),-0.0405141 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,28),(19,30),-0.0509646 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,29),(19,30),-0.100017 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,19),(19,18),0.145623 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,17),0.17555 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,16),0.134295 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,19),(19,19),(19,15),-0.183871 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,14),-0.12104 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,13),-0.12137 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,12),-0.124905 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,11),-0.183871 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,9),0.0257465 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,8),-0.183871 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,3),-0.0889832 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,2),-0.124905 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,1),-0.130431 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,-1),-0.26388 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,19),(19,18),(19,17),0.106562 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,18),(19,16),0.0978201 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,18),(19,15),-0.125683 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,18),(19,14),-0.124894 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,18),(19,13),-0.124891 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,18),(19,12),-0.127367 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,18),(19,11),-0.125683 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,18),(19,9),-0.137585 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,18),(19,8),-0.125683 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,18),(19,3),-0.12511 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,18),(19,2),-0.127367 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,18),(19,1),-0.125193 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,18),(19,-1),-0.112997 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,17),(19,16),0.14398 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,17),(19,15),-0.108137 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,17),(19,14),-0.127621 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,17),(19,13),-0.127628 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,17),(19,12),-0.124888 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,17),(19,11),-0.108137 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,17),(19,9),-0.0699618 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,17),(19,8),-0.108137 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,17),(19,3),-0.115056 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,17),(19,2),-0.124888 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,17),(19,1),-0.116515 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,17),(19,-1),-0.243178 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,16),(19,15),-0.125683 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,16),(19,14),-0.124894 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,16),(19,13),-0.124891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,16),(19,12),-0.127367 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,16),(19,11),-0.125683 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,16),(19,9),-0.13773 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,16),(19,8),-0.125683 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,16),(19,3),-0.125119 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,16),(19,2),-0.127367 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,16),(19,1),-0.125193 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,16),(19,-1),-0.130191 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,19),(19,15),(19,14),-0.124915 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,15),(19,13),-0.124909 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,15),(19,12),-0.127746 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,15),(19,11),-0.128232 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,15),(19,9),-0.193564 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,15),(19,8),-0.128232 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,15),(19,3),-0.124114 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,15),(19,2),-0.127746 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,15),(19,1),-0.125043 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,15),(19,-1),-0.100412 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,14),(19,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,14),(19,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,14),(19,11),-0.12489 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,14),(19,9),-0.125354 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,14),(19,8),-0.12489 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,14),(19,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,14),(19,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,14),(19,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,14),(19,-1),-0.0976688 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,13),(19,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,13),(19,11),-0.124891 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,13),(19,9),-0.125349 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,13),(19,8),-0.124891 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,13),(19,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,13),(19,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,13),(19,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,13),(19,-1),-0.0834371 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,12),(19,11),-0.126297 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,12),(19,9),-0.178545 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,12),(19,8),-0.126297 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,12),(19,3),-0.15016 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,12),(19,2),-0.12504 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,12),(19,1),-0.125194 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,12),(19,-1),-0.119138 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,11),(19,9),-0.193564 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,11),(19,8),-0.128232 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,11),(19,3),-0.124114 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,11),(19,2),-0.127746 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,11),(19,1),-0.125043 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,11),(19,-1),-0.104329 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,9),(19,8),-0.125665 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,9),(19,3),-0.126849 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,9),(19,2),-0.126426 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,9),(19,1),-0.124984 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,9),(19,-1),-0.121178 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,8),(19,3),-0.124114 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,8),(19,2),-0.127746 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,8),(19,1),-0.125043 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,8),(19,-1),-0.104361 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,3),(19,2),-0.127367 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,3),(19,1),-0.125193 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,3),(19,-1),-0.120808 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,2),(19,1),-0.125194 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,2),(19,-1),-0.119138 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,1),(19,-1),-0.0966184 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,20),(20,30),-0.00933598 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,20),(20,20),(20,-1),-0.087662 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,21),(21,21),(21,22),-0.0671162 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,21),(21,23),-0.078212 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,21),(21,24),-0.0831274 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,21),(21,25),-0.0174856 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,21),(21,26),0.0774861 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,21),(21,27),0.071518 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,21),(21,28),-0.0712667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,21),(21,29),-0.0286645 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,21),(21,30),0.0418508 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,21),(21,22),(21,23),-0.0319835 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,22),(21,24),-0.0528205 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,22),(21,25),-0.0444579 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,22),(21,26),-0.0311256 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,22),(21,27),-0.0311256 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,22),(21,28),-0.0431816 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,22),(21,29),-0.0578363 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,22),(21,30),-0.136371 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,23),(21,24),-0.0468221 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,23),(21,25),-0.0452978 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,23),(21,26),-0.0661107 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,23),(21,27),-0.0662804 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,23),(21,28),-0.0443205 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,23),(21,29),-0.0264031 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,23),(21,30),-0.0556429 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,24),(21,25),-0.0382268 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,24),(21,26),-0.0212251 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,24),(21,27),-0.0199881 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,24),(21,28),-0.0509348 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,24),(21,29),-0.0337057 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,24),(21,30),0.00116478 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,25),(21,26),-0.0473605 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,25),(21,27),-0.0473605 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,25),(21,28),-0.0428512 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,25),(21,29),-0.0438753 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,25),(21,30),-0.0383274 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,26),(21,27),0.0168792 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,26),(21,28),-0.0373964 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,26),(21,29),-0.029627 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,26),(21,30),-0.0685979 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,27),(21,28),-0.0373964 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,27),(21,29),-0.0321133 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,27),(21,30),-0.0747455 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,28),(21,29),-0.0393496 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,28),(21,30),-0.0573134 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,29),(21,30),-0.0958478 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,21),(21,20),0.109491 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,21),(21,19),0.103897 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,21),(21,18),0.111837 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,21),(21,17),0.18183 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,21),(21,16),0.100509 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,21),(21,21),(21,15),-0.174282 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,21),(21,13),-0.12136 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,21),(21,12),-0.124905 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,21),(21,9),0.030177 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,21),(21,8),-0.174282 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,21),(21,2),-0.124905 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,21),(21,-1),-0.215237 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,21),(21,20),(21,19),0.109138 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,20),(21,18),0.105518 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,20),(21,17),0.155197 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,20),(21,16),0.105187 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,20),(21,15),-0.126335 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,20),(21,13),-0.124892 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,20),(21,12),-0.12493 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,20),(21,9),-0.128442 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,20),(21,8),-0.126335 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,20),(21,2),-0.12493 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,20),(21,-1),-0.0821393 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,19),(21,18),0.0999891 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,19),(21,17),0.109017 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,19),(21,16),0.0997593 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,19),(21,15),-0.125469 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,19),(21,13),-0.124891 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,19),(21,12),-0.127367 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,19),(21,9),-0.135871 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,19),(21,8),-0.125469 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,19),(21,2),-0.127367 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,19),(21,-1),-0.110066 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,18),(21,17),0.108211 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,18),(21,16),0.0998118 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,18),(21,15),-0.125469 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,18),(21,13),-0.124891 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,18),(21,12),-0.127367 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,18),(21,9),-0.13562 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,18),(21,8),-0.125469 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,18),(21,2),-0.127367 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,18),(21,-1),-0.0960799 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,17),(21,16),0.144108 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,17),(21,15),-0.10674 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,17),(21,13),-0.127628 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,17),(21,12),-0.124888 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,17),(21,9),-0.0699323 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,17),(21,8),-0.10674 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,17),(21,2),-0.124888 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,17),(21,-1),-0.240006 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,16),(21,15),-0.125469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,16),(21,13),-0.124891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,16),(21,12),-0.127367 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,16),(21,9),-0.135764 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,16),(21,8),-0.125469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,16),(21,2),-0.127367 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,16),(21,-1),-0.113274 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,21),(21,15),(21,13),-0.124909 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,15),(21,12),-0.127738 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,15),(21,9),-0.186936 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,15),(21,8),-0.128012 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,15),(21,2),-0.127738 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,15),(21,-1),-0.127601 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,13),(21,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,13),(21,9),-0.125342 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,13),(21,8),-0.124891 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,13),(21,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,13),(21,-1),-0.0832356 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,12),(21,9),-0.176437 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,12),(21,8),-0.126221 # DEPENDENCYPART_GRANDSIBL
