# _root_ The ordinance , in Moon Township , prohibits locating a group home for the handicapped within a mile of another such facility .
#goldHeads=2,8,8,8,6,4,8,0,8,12,12,9,12,15,13,9,18,16,18,22,22,19,8,
#predictedHeads=2,8,8,8,6,4,8,0,8,12,12,9,12,15,13,15,18,16,18,22,22,19,8,
(9,11),(11,13),(11,18),-0.0733482 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,13),(11,19),-0.0102887 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,13),(11,23),-0.0441312 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,13),(11,24),-0.0252052 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,15),(11,16),-0.0649773 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,15),(11,18),-0.0440867 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,15),(11,19),-0.0698348 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,15),(11,23),-0.0396058 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,15),(11,24),-0.0282092 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,16),(11,18),-0.0693811 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,16),(11,19),-0.00959753 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,16),(11,23),-0.0440558 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,16),(11,24),-0.072987 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,18),(11,19),-0.069855 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,18),(11,23),-0.0396058 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,18),(11,24),-0.0306291 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,19),(11,23),-0.0443275 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,19),(11,24),-0.0338796 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,23),(11,24),-0.0468059 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,11),(11,10),0.0878558 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,7),-0.127499 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,-1),-0.166995 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,11),(11,10),(11,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,10),(11,-1),-0.155098 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,7),(11,-1),-0.119943 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,12),(12,13),-0.0846669 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,15),0.00433332 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,16),-0.117298 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,18),0.00342693 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,19),-0.10237 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,22),0.00328801 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,23),-0.0190753 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,24),0.055485 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,12),(12,13),(12,15),-0.0732543 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,16),-0.0365001 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,18),-0.0732543 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,19),-0.0143927 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,22),-0.0732545 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,23),-0.0441312 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,24),-0.0291039 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,15),(12,16),-0.0636666 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,15),(12,18),-0.043855 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,15),(12,19),-0.0685241 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,15),(12,22),-0.043855 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,15),(12,23),-0.0396058 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,15),(12,24),-0.0224221 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,16),(12,18),-0.0692872 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,16),(12,19),-0.0137015 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,16),(12,22),-0.0692874 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,16),(12,23),-0.0440558 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,16),(12,24),-0.0768857 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,18),(12,19),-0.0685444 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,18),(12,22),-0.043855 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,18),(12,23),-0.0396058 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,18),(12,24),-0.024842 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,19),(12,22),-0.0602658 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,19),(12,23),-0.0443275 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,19),(12,24),-0.0377784 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,22),(12,23),-0.0396058 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,22),(12,24),-0.0232543 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,23),(12,24),-0.0468059 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,12),(12,11),0.0344159 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,10),0.0974113 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,9),0.172491 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,12),(12,12),(12,8),-0.0934845 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,7),-0.127499 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,4),-0.0542517 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,3),-0.127499 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,2),-0.00686835 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,1),-0.132826 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,-1),-0.15129 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,12),(12,11),(12,10),0.0576333 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,9),0.126351 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,11),(12,8),-0.125993 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,7),-0.140211 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,4),-0.127476 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,3),-0.140211 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,2),-0.10657 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,1),-0.120568 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,-1),-0.111736 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,10),(12,9),0.119373 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,10),(12,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,10),(12,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,10),(12,4),-0.0913466 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,10),(12,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,10),(12,2),-0.132282 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,10),(12,1),-0.127831 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,10),(12,-1),-0.159543 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,9),(12,8),-0.122561 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,9),(12,7),-0.143505 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,9),(12,4),-0.128418 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,9),(12,3),-0.143505 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,9),(12,2),-0.12541 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,9),(12,1),-0.130324 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,9),(12,-1),-0.0812947 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,12),(12,8),(12,7),-0.143505 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,8),(12,4),-0.128418 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,8),(12,3),-0.143505 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,8),(12,2),-0.12541 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,8),(12,1),-0.130324 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,8),(12,-1),-0.0812947 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,7),(12,4),-0.132467 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,7),(12,3),-0.128777 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,7),(12,2),-0.14225 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,7),(12,1),-0.125371 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,7),(12,-1),-0.12769 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,4),(12,3),-0.127055 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,4),(12,2),-0.130539 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,4),(12,1),-0.12497 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,4),(12,-1),-0.0176304 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,3),(12,2),-0.14225 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,3),(12,1),-0.125371 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,3),(12,-1),-0.12769 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,2),(12,1),-0.120568 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,2),(12,-1),-0.10971 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,1),(12,-1),-0.21314 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,13),(13,14),-0.0412576 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,15),0.045973 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,16),-0.067948 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,18),0.0499763 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,19),0.00544067 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,22),0.0491254 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,24),-0.0994358 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,13),(13,14),(13,15),-0.0471499 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,16),-0.0484795 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,18),-0.0471499 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,19),-0.0526537 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,22),-0.0471499 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,24),-0.0210282 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,15),(13,16),0.025933 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,15),(13,18),-0.0868667 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,15),(13,19),-0.00481913 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,15),(13,22),-0.0868667 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,15),(13,24),0.0507803 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,16),(13,18),0.000223473 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,16),(13,19),-0.030896 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,16),(13,22),0.000223462 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,16),(13,24),-0.0929002 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,18),(13,19),-0.00481913 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,18),(13,22),-0.0868667 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,18),(13,24),0.0547837 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,19),(13,22),0.0629584 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,19),(13,24),-0.101736 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,22),(13,24),0.0545292 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,13),(13,12),0.110507 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,4),-0.0803324 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,-1),0.0693979 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,13),(13,12),(13,4),-0.127084 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,12),(13,-1),-0.168539 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,4),(13,-1),-0.102839 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,15),(15,16),-0.114242 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,18),0.00478975 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,19),-0.0993133 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,22),0.00465084 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,23),-0.0190753 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,24),0.0609353 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,15),(15,16),(15,18),-0.0692872 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,16),(15,19),-0.0137015 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,16),(15,22),-0.0692874 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,16),(15,23),-0.0440558 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,16),(15,24),-0.0740395 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,18),(15,19),-0.0684672 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,18),(15,22),-0.043536 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,18),(15,23),-0.0396058 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,18),(15,24),-0.0237271 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,19),(15,22),-0.0602658 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,19),(15,23),-0.0443275 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,19),(15,24),-0.0349321 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,22),(15,23),-0.0396058 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,22),(15,24),-0.0221394 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,23),(15,24),-0.0468059 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,15),(15,14),0.109374 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,13),0.169126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,12),0.0402397 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,11),0.041882 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,10),0.0933661 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,-1),-0.15885 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,15),(15,14),(15,13),0.148595 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,14),(15,12),0.144755 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,14),(15,11),0.144751 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,14),(15,10),0.114305 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,14),(15,-1),-0.213415 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,13),(15,12),0.127433 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,13),(15,11),0.127432 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,13),(15,10),0.111019 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,13),(15,-1),-0.00185116 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,12),(15,11),0.116559 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,12),(15,10),0.061906 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,12),(15,-1),-0.103372 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,11),(15,10),0.0607924 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,11),(15,-1),-0.110532 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,10),(15,-1),-0.159818 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,16),(16,17),-0.0285874 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,18),0.0578514 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,19),0.0183662 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,22),0.0570004 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,23),-0.0473928 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,24),-0.118976 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,16),(16,17),(16,18),-0.0471394 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,17),(16,19),-0.0526441 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,17),(16,22),-0.0471394 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,17),(16,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,17),(16,24),-0.0046388 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,18),(16,19),-0.0314054 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,18),(16,22),-0.0844326 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,18),(16,23),-0.042006 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,18),(16,24),0.0861161 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,19),(16,22),0.0667713 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,19),(16,23),-0.0420201 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,19),(16,24),-0.113521 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,22),(16,23),-0.042006 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,22),(16,24),0.0858617 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,23),(16,24),-0.0474405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,16),(16,15),0.10862 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,14),0.0992168 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,13),0.0873332 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,12),0.110291 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,4),-0.080108 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,-1),0.0428439 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,16),(16,15),(16,14),0.116955 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,15),(16,13),0.132307 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,15),(16,12),0.115387 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,15),(16,4),-0.12652 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,15),(16,-1),-0.178286 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,14),(16,13),0.116429 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,14),(16,12),0.121881 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,14),(16,4),-0.124897 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,14),(16,-1),-0.180004 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,13),(16,12),0.12555 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,13),(16,4),-0.12491 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,13),(16,-1),-0.0924727 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,12),(16,4),-0.12652 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,12),(16,-1),-0.175494 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,4),(16,-1),-0.0981605 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,18),(18,18),(18,19),-0.100682 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,18),(18,18),(18,20),-0.0981631 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,18),(18,18),(18,21),-0.0732326 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,18),(18,18),(18,22),0.00465182 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,18),(18,18),(18,23),-0.0190753 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,18),(18,18),(18,24),0.06028 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,18),(18,19),(18,20),-0.0492292 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,19),(18,21),-0.0423209 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,19),(18,22),-0.0602658 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,19),(18,23),-0.0443275 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,19),(18,24),-0.0363086 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,18),(18,20),(18,21),-0.0622603 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,20),(18,22),-0.0563303 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,20),(18,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,20),(18,24),0.0402824 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,18),(18,21),(18,22),-0.0249269 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,21),(18,23),-0.0420081 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,21),(18,24),-0.04968 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,18),(18,22),(18,23),-0.0396058 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,22),(18,24),-0.0221384 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,18),(18,23),(18,24),-0.0468059 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,18),(18,18),(18,17),0.0919887 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,18),(18,18),(18,16),0.147687 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,18),(18,18),(18,15),0.0395675 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,18),(18,18),(18,14),0.107997 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,18),(18,18),(18,13),0.169126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,18),(18,18),(18,-1),-0.159499 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,18),(18,17),(18,16),0.123416 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,17),(18,15),0.172207 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,17),(18,14),0.113071 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,17),(18,13),0.123214 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,17),(18,-1),-0.161108 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,18),(18,16),(18,15),0.122267 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,16),(18,14),0.111516 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,16),(18,13),0.0918758 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,16),(18,-1),-0.015375 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,18),(18,15),(18,14),0.0393043 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,15),(18,13),0.120435 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,15),(18,-1),-0.108599 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,18),(18,14),(18,13),0.148595 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,14),(18,-1),-0.214705 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,18),(18,13),(18,-1),-0.00185142 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,19),(19,19),(19,20),-0.00387604 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,19),(19,19),(19,21),-0.0695579 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,19),(19,19),(19,22),-0.0149923 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,19),(19,19),(19,23),-0.0473928 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,19),(19,19),(19,24),-0.207417 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,19),(19,20),(19,21),-0.0430619 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,20),(19,22),-0.0470051 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,20),(19,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,20),(19,24),0.014382 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,19),(19,21),(19,22),-0.0480084 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,21),(19,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,21),(19,24),-0.0100385 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,19),(19,22),(19,23),-0.042006 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,22),(19,24),0.00878096 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,19),(19,23),(19,24),-0.0474408 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,19),(19,19),(19,18),0.103879 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,19),(19,19),(19,17),0.0971464 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,19),(19,19),(19,15),0.103879 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,19),(19,19),(19,-1),-0.0858857 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,19),(19,18),(19,17),0.11693 # DEPENDENCYPART_GRANDSIBL
