# _root_ Far better for policy makers to concentrate on the war against drugs , Panama and the deficit , all of them parades that seem never to end .
#goldHeads=3,1,0,5,6,3,6,7,10,8,10,11,10,10,14,17,15,10,22,19,20,10,24,22,26,24,26,3,
#predictedHeads=2,0,2,5,6,3,6,7,10,8,10,11,12,12,14,17,15,12,12,19,22,20,24,22,24,24,26,2,
(6,10),(10,5),-0.494556 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.103964 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.337175 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.228351 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.194353 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.101768 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.429321 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.339155 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.550411 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-0.116376 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),-0.721039 # DEPENDENCYPART_GRANDPAR
(6,10),(10,26),0.042055 # DEPENDENCYPART_GRANDPAR
(6,10),(10,28),-1.35956 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),-0.741127 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.194799 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.123579 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.153684 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.417677 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.405644 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.676818 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.168292 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.856082 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),-0.69789 # DEPENDENCYPART_GRANDPAR
(6,12),(12,22),-0.889125 # DEPENDENCYPART_GRANDPAR
(6,12),(12,24),-0.402775 # DEPENDENCYPART_GRANDPAR
(6,12),(12,25),-0.592045 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.554158 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.675786 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.946069 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.88453 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.107593 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.939766 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),-0.731236 # DEPENDENCYPART_GRANDPAR
(6,15),(15,22),-1.21018 # DEPENDENCYPART_GRANDPAR
(6,15),(15,23),-0.432728 # DEPENDENCYPART_GRANDPAR
(6,15),(15,24),-0.527604 # DEPENDENCYPART_GRANDPAR
(6,15),(15,26),1.30746 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.0175309 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),0.0408615 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.124408 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.404121 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-0.290262 # DEPENDENCYPART_GRANDPAR
(7,1),(1,8),-0.0960731 # DEPENDENCYPART_GRANDPAR
(7,1),(1,10),-0.430365 # DEPENDENCYPART_GRANDPAR
(7,1),(1,11),0.0245174 # DEPENDENCYPART_GRANDPAR
(7,1),(1,15),-0.620997 # DEPENDENCYPART_GRANDPAR
(7,1),(1,20),-0.602921 # DEPENDENCYPART_GRANDPAR
(7,1),(1,28),-1.40002 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.0997122 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),0.0998998 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),0.0689535 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.239091 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),-0.156254 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.27849 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.0978541 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.409019 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),0.0204328 # DEPENDENCYPART_GRANDPAR
(7,2),(2,20),-0.593883 # DEPENDENCYPART_GRANDPAR
(7,2),(2,28),-1.40688 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),0.0628619 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.0633705 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.0664018 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.363592 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.341357 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.26124 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.036788 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),-0.747241 # DEPENDENCYPART_GRANDPAR
(7,3),(3,15),-0.627635 # DEPENDENCYPART_GRANDPAR
(7,3),(3,26),-0.333822 # DEPENDENCYPART_GRANDPAR
(7,3),(3,28),-1.38581 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.232776 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.121164 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),0.0610252 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.00168527 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.281523 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.30515 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.043577 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.473086 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),0.0455034 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.861548 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.892608 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.90398 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.670271 # DEPENDENCYPART_GRANDPAR
(7,5),(5,18),-1.09118 # DEPENDENCYPART_GRANDPAR
(7,5),(5,24),-0.672972 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.0862662 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.0458966 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),0.024849 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.0853827 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.119497 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.30391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.136881 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.437277 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.846787 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.779198 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.629601 # DEPENDENCYPART_GRANDPAR
(7,8),(8,9),-0.283257 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.422523 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.251743 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.195477 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.313564 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.104228 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.126346 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.143546 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.512141 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),0.244607 # DEPENDENCYPART_GRANDPAR
(7,8),(8,28),-0.999425 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.83964 # DEPENDENCYPART_GRANDPAR
(7,10),(10,8),0.234652 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.339097 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.228457 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.322237 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.279275 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.29134 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.279561 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.412984 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.477852 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),-0.261439 # DEPENDENCYPART_GRANDPAR
(7,10),(10,26),0.0682125 # DEPENDENCYPART_GRANDPAR
(7,10),(10,28),-0.951923 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.0336732 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.130113 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.197638 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.0456239 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.0780284 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.152968 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-0.330462 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.0985425 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.374332 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.318811 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.338393 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.281465 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.40362 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.517387 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),0.0430612 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),-0.251569 # DEPENDENCYPART_GRANDPAR
(7,12),(12,22),-0.386848 # DEPENDENCYPART_GRANDPAR
(7,12),(12,24),-0.175379 # DEPENDENCYPART_GRANDPAR
(7,12),(12,25),-0.491884 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.434022 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),-0.0883302 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),0.0737295 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),0.459333 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.26456 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.205196 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.240479 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.282032 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.401184 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.428814 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.0854537 # DEPENDENCYPART_GRANDPAR
(7,14),(14,20),-0.363897 # DEPENDENCYPART_GRANDPAR
(7,14),(14,22),-0.373044 # DEPENDENCYPART_GRANDPAR
(7,14),(14,24),-0.172349 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.553582 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.211105 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.394102 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.527045 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),0.117116 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),-0.220025 # DEPENDENCYPART_GRANDPAR
(7,15),(15,22),-0.413021 # DEPENDENCYPART_GRANDPAR
(7,15),(15,23),-0.541026 # DEPENDENCYPART_GRANDPAR
(7,15),(15,24),-0.0897658 # DEPENDENCYPART_GRANDPAR
(7,15),(15,26),0.188772 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.406596 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.237512 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.433506 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-0.0977967 # DEPENDENCYPART_GRANDPAR
(7,17),(17,20),-0.253633 # DEPENDENCYPART_GRANDPAR
(7,17),(17,22),-0.339873 # DEPENDENCYPART_GRANDPAR
(7,17),(17,24),-0.180969 # DEPENDENCYPART_GRANDPAR
(7,17),(17,25),-0.483533 # DEPENDENCYPART_GRANDPAR
(7,17),(17,26),0.0580776 # DEPENDENCYPART_GRANDPAR
(7,17),(17,28),-0.948971 # DEPENDENCYPART_GRANDPAR
(7,19),(19,17),-0.444507 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-0.54603 # DEPENDENCYPART_GRANDPAR
(7,19),(19,20),0.0249837 # DEPENDENCYPART_GRANDPAR
(7,19),(19,21),-0.449231 # DEPENDENCYPART_GRANDPAR
(7,19),(19,22),-0.306533 # DEPENDENCYPART_GRANDPAR
(7,19),(19,23),-0.485991 # DEPENDENCYPART_GRANDPAR
(7,19),(19,24),0.0280111 # DEPENDENCYPART_GRANDPAR
(7,19),(19,25),-0.225665 # DEPENDENCYPART_GRANDPAR
(7,19),(19,26),0.193874 # DEPENDENCYPART_GRANDPAR
(7,25),(25,23),-0.70808 # DEPENDENCYPART_GRANDPAR
(7,25),(25,26),0.0972717 # DEPENDENCYPART_GRANDPAR
(7,25),(25,27),0.209833 # DEPENDENCYPART_GRANDPAR
(7,26),(26,1),-0.55674 # DEPENDENCYPART_GRANDPAR
(7,26),(26,2),-0.550896 # DEPENDENCYPART_GRANDPAR
(7,26),(26,3),-0.317596 # DEPENDENCYPART_GRANDPAR
(7,26),(26,6),-0.695262 # DEPENDENCYPART_GRANDPAR
(7,26),(26,23),-0.489036 # DEPENDENCYPART_GRANDPAR
(7,26),(26,25),-0.454303 # DEPENDENCYPART_GRANDPAR
(7,26),(26,27),0.104198 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-1.19724 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.848723 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),1.14503 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.0572277 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.131308 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.18883 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.203824 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),0.0174533 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.457214 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.175477 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),0.0334303 # DEPENDENCYPART_GRANDPAR
(8,10),(10,26),0.0139164 # DEPENDENCYPART_GRANDPAR
(8,10),(10,28),-1.16846 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.778972 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.0862651 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.0928297 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.244416 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),0.306601 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.383278 # DEPENDENCYPART_GRANDPAR
(8,12),(12,9),1.00797 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.902868 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.0159773 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.119467 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.20313 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),0.0212062 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.336318 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.106114 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),0.0141807 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),0.0433993 # DEPENDENCYPART_GRANDPAR
(8,12),(12,22),-0.290654 # DEPENDENCYPART_GRANDPAR
(8,12),(12,24),0.260563 # DEPENDENCYPART_GRANDPAR
(8,12),(12,25),-0.025528 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.385365 # DEPENDENCYPART_GRANDPAR
(8,14),(14,9),1.14516 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),0.923929 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.0119141 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),0.0702054 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),0.110105 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),0.222015 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.139767 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.422276 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.0636713 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.118925 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.088971 # DEPENDENCYPART_GRANDPAR
(8,14),(14,22),-0.434274 # DEPENDENCYPART_GRANDPAR
(8,14),(14,24),0.108201 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.616073 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.330405 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.748015 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.331078 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.15119 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),0.208368 # DEPENDENCYPART_GRANDPAR
(8,15),(15,22),-0.787037 # DEPENDENCYPART_GRANDPAR
(8,15),(15,23),-0.649973 # DEPENDENCYPART_GRANDPAR
(8,15),(15,24),-0.184142 # DEPENDENCYPART_GRANDPAR
(8,15),(15,26),-0.0968641 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.0564594 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.00188778 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.107477 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.116543 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),0.0191319 # DEPENDENCYPART_GRANDPAR
(8,17),(17,22),-0.389036 # DEPENDENCYPART_GRANDPAR
(8,17),(17,24),0.0376888 # DEPENDENCYPART_GRANDPAR
(8,17),(17,25),-0.190118 # DEPENDENCYPART_GRANDPAR
(8,17),(17,26),-0.0208975 # DEPENDENCYPART_GRANDPAR
(8,17),(17,28),-1.17606 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),-0.40398 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.0437472 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.0212752 # DEPENDENCYPART_GRANDPAR
(8,19),(19,21),-0.0694179 # DEPENDENCYPART_GRANDPAR
(8,19),(19,22),-0.621948 # DEPENDENCYPART_GRANDPAR
(8,19),(19,23),-0.828328 # DEPENDENCYPART_GRANDPAR
(8,19),(19,24),-0.0311581 # DEPENDENCYPART_GRANDPAR
(8,19),(19,25),-0.170168 # DEPENDENCYPART_GRANDPAR
(8,19),(19,26),-0.282929 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.458848 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.0581048 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.205134 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.202065 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),0.0123174 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),0.0903674 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.0221045 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.2787 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),-0.449041 # DEPENDENCYPART_GRANDPAR
(10,5),(5,12),-0.491287 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-0.964366 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-0.51514 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-0.749027 # DEPENDENCYPART_GRANDPAR
(10,5),(5,18),-0.999243 # DEPENDENCYPART_GRANDPAR
(10,5),(5,24),-0.913492 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.178599 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.30628 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.433543 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.489591 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.852121 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.481789 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.726664 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.776579 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.886999 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-0.37246 # DEPENDENCYPART_GRANDPAR
(10,8),(8,28),-1.33533 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.698491 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.341212 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.18461 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.366245 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.180242 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),0.0602766 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.769772 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.649089 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.227098 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.147753 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.135045 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),0.0553872 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.0606926 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.18263 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),0.136578 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.231979 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),-0.422936 # DEPENDENCYPART_GRANDPAR
(10,12),(12,24),-0.383888 # DEPENDENCYPART_GRANDPAR
(10,12),(12,25),-0.232944 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.0103571 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.634294 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.756771 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.252187 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.112006 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.25243 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.238626 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.516677 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.128405 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.183232 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.0444875 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.286085 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),-0.496701 # DEPENDENCYPART_GRANDPAR
(10,14),(14,24),-0.470715 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.184059 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.552777 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),0.428504 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.261855 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),0.0914615 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.443449 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),-0.226413 # DEPENDENCYPART_GRANDPAR
(10,15),(15,23),-1.15337 # DEPENDENCYPART_GRANDPAR
(10,15),(15,24),-0.597717 # DEPENDENCYPART_GRANDPAR
(10,15),(15,26),-0.377967 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),0.0854473 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.296715 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.169298 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.102611 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.211776 # DEPENDENCYPART_GRANDPAR
(10,17),(17,22),-0.445772 # DEPENDENCYPART_GRANDPAR
(10,17),(17,24),-0.467628 # DEPENDENCYPART_GRANDPAR
(10,17),(17,25),-0.308938 # DEPENDENCYPART_GRANDPAR
(10,17),(17,26),-0.107867 # DEPENDENCYPART_GRANDPAR
(10,17),(17,28),-0.884832 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),-0.0774965 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),-0.191363 # DEPENDENCYPART_GRANDPAR
(10,20),(20,22),-0.283133 # DEPENDENCYPART_GRANDPAR
(10,20),(20,23),-0.983914 # DEPENDENCYPART_GRANDPAR
(10,20),(20,24),-0.486909 # DEPENDENCYPART_GRANDPAR
(10,20),(20,25),-0.0385223 # DEPENDENCYPART_GRANDPAR
(10,20),(20,26),-0.117699 # DEPENDENCYPART_GRANDPAR
(10,20),(20,27),0.04844 # DEPENDENCYPART_GRANDPAR
(10,26),(26,1),-0.876607 # DEPENDENCYPART_GRANDPAR
(10,26),(26,2),-0.558402 # DEPENDENCYPART_GRANDPAR
(10,26),(26,3),-0.915072 # DEPENDENCYPART_GRANDPAR
(10,26),(26,6),-0.472587 # DEPENDENCYPART_GRANDPAR
(10,26),(26,23),-0.44744 # DEPENDENCYPART_GRANDPAR
(10,26),(26,25),-0.268539 # DEPENDENCYPART_GRANDPAR
(10,26),(26,27),0.292152 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.300104 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),0.0766312 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.28114 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.75782 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.0158841 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.971493 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.897117 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-1.09263 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-1.39968 # DEPENDENCYPART_GRANDPAR
(11,10),(10,18),-0.579631 # DEPENDENCYPART_GRANDPAR
(11,10),(10,20),-1.03165 # DEPENDENCYPART_GRANDPAR
(11,10),(10,26),-0.818027 # DEPENDENCYPART_GRANDPAR
(11,10),(10,28),-1.73086 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-1.34348 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-1.09183 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.10248 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.324928 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.0248208 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.465865 # DEPENDENCYPART_GRANDPAR
