# _root_ Ms. Johnson tells them that , if the appliances ca n't be salvaged , their policy covers the replacement cost .
#goldHeads=2,3,0,3,17,17,10,9,10,17,10,10,12,17,16,17,3,20,20,17,3,
#predictedHeads=2,3,0,3,10,10,10,9,10,3,10,10,12,17,16,17,13,20,20,17,3,
(7,17),(17,17),(17,12),0.0970812 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,17),(17,17),(17,11),0.157708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,17),(17,17),(17,10),0.109135 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,17),(17,17),(17,9),0.114594 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,17),(17,17),(17,7),0.120902 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,17),(17,17),(17,6),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,17),(17,17),(17,5),-0.145696 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,17),(17,17),(17,3),-0.124623 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,17),(17,17),(17,2),-0.153362 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,17),(17,17),(17,1),-0.153362 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,17),(17,17),(17,-1),-0.186703 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,17),(17,16),(17,14),0.101375 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,16),(17,13),0.108694 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,16),(17,12),0.108694 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,16),(17,11),0.10873 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,16),(17,10),0.109438 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,16),(17,9),0.101856 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,16),(17,7),0.105509 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,16),(17,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,16),(17,5),-0.148225 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,16),(17,3),-0.144722 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,16),(17,2),-0.144732 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,16),(17,1),-0.144732 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,16),(17,-1),-0.130389 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,17),(17,14),(17,13),0.107775 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,14),(17,12),0.107775 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,14),(17,11),0.116145 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,14),(17,10),0.108774 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,14),(17,9),0.0889252 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,14),(17,7),0.102635 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,14),(17,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,14),(17,5),-0.147192 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,14),(17,3),-0.144943 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,14),(17,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,14),(17,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,14),(17,-1),-0.153622 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,17),(17,13),(17,12),0.10954 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,13),(17,11),0.108411 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,13),(17,10),0.109532 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,13),(17,9),0.111936 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,13),(17,7),0.109278 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,13),(17,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,13),(17,5),-0.144724 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,13),(17,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,13),(17,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,13),(17,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,13),(17,-1),-0.134571 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,17),(17,12),(17,11),0.108411 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,12),(17,10),0.109532 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,12),(17,9),0.111936 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,12),(17,7),0.109278 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,12),(17,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,12),(17,5),-0.144724 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,12),(17,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,12),(17,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,12),(17,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,12),(17,-1),-0.134571 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,17),(17,11),(17,10),0.10954 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,11),(17,9),0.112745 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,11),(17,7),0.107477 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,11),(17,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,11),(17,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,11),(17,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,11),(17,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,11),(17,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,11),(17,-1),-0.11016 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,17),(17,10),(17,9),0.109295 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,10),(17,7),0.109532 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,10),(17,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,10),(17,5),-0.144709 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,10),(17,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,10),(17,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,10),(17,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,10),(17,-1),-0.145623 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,17),(17,9),(17,7),0.105509 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,9),(17,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,9),(17,5),-0.148225 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,9),(17,3),-0.144722 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,9),(17,2),-0.144732 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,9),(17,1),-0.144732 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,9),(17,-1),-0.130388 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,17),(17,7),(17,6),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,17),(17,7),(17,5),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,17),(17,7),(17,3),-0.144729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,17),(17,7),(17,2),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,17),(17,7),(17,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,17),(17,7),(17,-1),-0.159194 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,17),(17,6),(17,5),-0.147192 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,6),(17,3),-0.144943 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,6),(17,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,6),(17,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,6),(17,-1),-0.153622 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,17),(17,5),(17,3),-0.144729 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,5),(17,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,5),(17,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,5),(17,-1),-0.170871 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,17),(17,3),(17,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,3),(17,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,3),(17,-1),-0.134571 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,17),(17,2),(17,1),-0.144732 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,2),(17,-1),-0.130389 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,17),(17,1),(17,-1),-0.130388 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,7),(7,8),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,9),-0.148749 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,10),-0.144705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,12),-0.146762 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,16),-0.148749 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,17),-0.146762 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,22),-0.132948 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,7),(7,8),(7,9),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,8),(7,10),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,8),(7,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,8),(7,12),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,8),(7,16),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,8),(7,17),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,8),(7,22),-0.148259 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,7),(7,9),(7,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,9),(7,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,9),(7,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,9),(7,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,9),(7,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,9),(7,22),-0.149257 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,10),(7,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,10),(7,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,10),(7,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,10),(7,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,10),(7,22),-0.144705 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,11),(7,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,11),(7,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,11),(7,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,11),(7,22),-0.146029 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,12),(7,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,12),(7,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,12),(7,22),-0.146826 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,16),(7,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,16),(7,22),-0.149257 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,17),(7,22),-0.146826 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,7),(7,6),-0.0194558 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,5),-0.0150525 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,-1),-0.0776961 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,7),(7,6),(7,5),-0.0194505 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,6),(7,-1),-0.0234238 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,5),(7,-1),-0.0155404 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,10),(10,11),-0.0138019 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,12),-0.0240231 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,13),-0.0234859 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,14),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,17),-0.0234859 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,22),-0.0212316 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,10),(10,11),(10,12),-0.015116 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,11),(10,13),-0.0151155 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,11),(10,14),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,11),(10,17),-0.0151155 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,11),(10,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,11),(10,22),-0.0194517 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,12),(10,13),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,12),(10,14),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,12),(10,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,12),(10,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,12),(10,22),-0.0197336 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,13),(10,14),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,13),(10,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,13),(10,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,13),(10,22),-0.0192291 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,14),(10,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,14),(10,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,14),(10,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,17),(10,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,17),(10,22),-0.0192291 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,21),(10,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,10),(10,9),0.108736 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,8),0.109392 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,7),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,6),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,5),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,3),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,2),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,-1),-0.155507 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,10),(10,9),(10,8),0.10954 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,9),(10,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,9),(10,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,9),(10,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,9),(10,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,9),(10,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,9),(10,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,9),(10,-1),-0.145506 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,8),(10,7),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,8),(10,6),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,8),(10,5),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,8),(10,3),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,8),(10,2),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,8),(10,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,8),(10,-1),-0.144849 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,10),(10,7),(10,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,7),(10,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,7),(10,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,7),(10,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,7),(10,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,7),(10,-1),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,6),(10,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,6),(10,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,6),(10,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,6),(10,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,6),(10,-1),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,5),(10,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,5),(10,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,5),(10,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,5),(10,-1),-0.143199 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,3),(10,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,3),(10,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,3),(10,-1),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,2),(10,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,2),(10,-1),-0.145506 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,1),(10,-1),-0.145506 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,13),(13,14),-0.0202028 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,13),(13,16),-0.0588143 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,13),(13,17),-0.00360417 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,13),(13,20),-0.0559364 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,13),(13,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,13),(13,22),0.0165806 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,13),(13,14),(13,16),-0.019452 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,14),(13,17),-0.0204582 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,14),(13,20),-0.019452 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,14),(13,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,14),(13,22),-0.0197302 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,16),(13,17),-0.0200618 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,16),(13,20),-0.0200982 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,16),(13,21),-0.0197135 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,16),(13,22),-0.0387205 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,17),(13,20),-0.0196493 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,17),(13,21),-0.0206099 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,17),(13,22),-0.000545761 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,20),(13,21),-0.0197135 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,20),(13,22),-0.0358426 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,21),(13,22),-0.0216082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,13),(13,11),0.101724 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,13),(13,9),0.102854 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,13),(13,7),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,13),(13,6),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,13),(13,5),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,13),(13,2),-0.144829 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,13),(13,-1),-0.20007 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,13),(13,11),(13,9),0.113186 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,11),(13,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,11),(13,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,11),(13,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,11),(13,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,11),(13,-1),-0.158814 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,9),(13,7),-0.145186 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,9),(13,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,9),(13,5),-0.145186 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,9),(13,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,9),(13,-1),-0.148897 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,7),(13,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,7),(13,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,7),(13,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,7),(13,-1),-0.148205 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,6),(13,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,6),(13,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,6),(13,-1),-0.145365 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,5),(13,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,5),(13,-1),-0.138804 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,2),(13,-1),-0.148897 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,5),(5,6),0.0987167 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,5),(5,7),0.114633 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,5),(5,9),-0.161203 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,5),(5,10),-0.144741 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,5),(5,22),-0.194935 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,5),(5,6),(5,7),0.107317 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,6),(5,9),-0.144704 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,6),(5,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,6),(5,22),-0.147409 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,7),(5,9),-0.144702 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,7),(5,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,7),(5,22),-0.143882 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,9),(5,10),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,9),(5,22),-0.192108 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,5),(5,10),(5,22),-0.144761 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,5),(5,-1),-0.372675 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,6),(6,6),(6,22),-0.186854 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,6),(6,6),(6,-1),-0.0464173 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,7),(7,7),(7,8),0.120526 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,9),-0.161202 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,10),-0.144741 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,11),-0.145117 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,12),-0.148811 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,16),-0.161202 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,17),-0.148496 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,22),-0.137761 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,7),(7,8),(7,9),-0.144702 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,12),-0.144786 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,16),-0.144702 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,17),-0.144786 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,22),-0.1653 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
