# _root_ `` The market was pretty dull '' for most of the day , said Robert H. Chandross , vice president at Lloyds Bank PLC .
#goldHeads=14,3,4,14,6,4,4,4,8,9,12,10,14,0,17,17,14,17,20,17,20,24,24,21,14,
#predictedHeads=4,3,4,14,6,4,6,6,8,9,12,10,14,0,17,17,14,17,20,17,20,24,24,21,14,
(8,12),(12,11),(12,10),0.106723 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,11),(12,9),0.112042 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,11),(12,8),0.106211 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,11),(12,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,11),(12,4),-0.144753 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,11),(12,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,11),(12,-1),-0.0797505 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,10),(12,9),0.0978798 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,10),(12,8),0.108048 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,10),(12,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,10),(12,4),-0.144704 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,10),(12,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,10),(12,-1),-0.101371 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,9),(12,8),0.102807 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,9),(12,6),-0.145522 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,9),(12,4),-0.144722 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,9),(12,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,9),(12,-1),-0.0955195 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,8),(12,6),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,8),(12,4),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,8),(12,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,8),(12,-1),-0.11083 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,12),(12,6),(12,4),-0.144722 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,6),(12,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,6),(12,-1),-0.098336 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,4),(12,1),-0.144753 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,4),(12,-1),-0.11377 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,1),(12,-1),-0.143737 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,13),(13,26),-0.0149316 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,13),(13,13),(13,-1),-0.141204 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,14),(14,14),(14,15),0.0513063 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,16),0.0513063 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,17),0.0513063 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,18),-0.0523532 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,20),0.0504799 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,21),-0.0406884 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,24),0.0513063 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,25),-0.0220538 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,26),-0.0322252 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,14),(14,15),(14,16),-0.0301676 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,15),(14,17),-0.0301676 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,15),(14,18),-0.0383741 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,15),(14,20),-0.0301676 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,15),(14,21),0.0281814 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,15),(14,24),-0.0301676 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,15),(14,25),-0.0229801 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,15),(14,26),-0.0692745 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,16),(14,17),-0.0301676 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,16),(14,18),-0.0383741 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,16),(14,20),-0.0301676 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,16),(14,21),0.0281814 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,16),(14,24),-0.0301676 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,16),(14,25),-0.0229801 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,16),(14,26),-0.0692745 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,17),(14,18),-0.0383741 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,17),(14,20),-0.0301676 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,17),(14,21),0.0281814 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,17),(14,24),-0.0301676 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,17),(14,25),-0.0229801 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,17),(14,26),-0.0692745 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,18),(14,20),-0.0251417 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,18),(14,21),-0.0431659 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,18),(14,24),-0.0251417 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,18),(14,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,18),(14,26),-0.0289356 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,20),(14,21),0.0279914 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,20),(14,24),-0.0301676 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,20),(14,25),-0.0229801 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,20),(14,26),-0.0699089 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,21),(14,24),-0.0222844 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,21),(14,25),-0.0194454 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,21),(14,26),0.0274155 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,24),(14,25),-0.0229801 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,24),(14,26),-0.0692745 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,25),(14,26),-0.0256362 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,14),(14,13),0.0946267 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,12),0.0909806 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,11),0.0890461 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,10),0.119324 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,9),0.0998048 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,8),0.119258 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,7),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,6),-0.144897 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,5),-0.144764 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,4),-0.12097 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,3),-0.153378 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,-1),-0.161073 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,14),(14,13),(14,12),0.0881249 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,13),(14,11),0.10954 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,13),(14,10),0.101456 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,13),(14,9),0.108953 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,13),(14,8),0.101563 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,13),(14,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,13),(14,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,13),(14,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,13),(14,4),-0.145002 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,13),(14,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,13),(14,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,13),(14,-1),-0.153623 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,12),(14,11),0.102002 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,12),(14,10),0.0998841 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,12),(14,9),0.10556 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,12),(14,8),0.0989911 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,12),(14,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,12),(14,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,12),(14,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,12),(14,4),-0.144727 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,12),(14,3),-0.144732 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,12),(14,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,12),(14,-1),-0.142869 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,11),(14,10),0.107991 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,11),(14,9),0.10954 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,11),(14,8),0.108561 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,11),(14,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,11),(14,6),-0.144735 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,11),(14,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,11),(14,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,11),(14,3),-0.14471 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,11),(14,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,11),(14,-1),-0.175287 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,10),(14,9),0.108942 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,10),(14,8),0.10821 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,10),(14,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,10),(14,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,10),(14,5),-0.144906 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,10),(14,4),-0.144757 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,10),(14,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,10),(14,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,10),(14,-1),-0.169086 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,9),(14,8),0.108711 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,9),(14,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,9),(14,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,9),(14,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,9),(14,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,9),(14,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,9),(14,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,9),(14,-1),-0.159103 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,8),(14,7),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,8),(14,6),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,8),(14,5),-0.144906 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,8),(14,4),-0.144757 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,8),(14,3),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,8),(14,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,8),(14,-1),-0.169131 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,14),(14,7),(14,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,7),(14,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,7),(14,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,7),(14,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,7),(14,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,7),(14,-1),-0.144713 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,6),(14,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,6),(14,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,6),(14,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,6),(14,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,6),(14,-1),-0.163501 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,5),(14,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,5),(14,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,5),(14,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,5),(14,-1),-0.0985744 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,4),(14,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,4),(14,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,4),(14,-1),-0.131512 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,3),(14,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,3),(14,-1),-0.144675 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,1),(14,-1),-0.125578 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,17),(17,17),(17,18),-0.0723571 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,17),(17,17),(17,19),-0.115757 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,17),(17,17),(17,20),-0.115845 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,17),(17,17),(17,21),-0.0542518 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,17),(17,17),(17,22),-0.115757 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,17),(17,17),(17,23),-0.117714 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,17),(17,17),(17,24),-0.11577 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,17),(17,17),(17,25),-0.0468703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,17),(17,17),(17,26),0.165826 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,17),(17,18),(17,19),-0.0806006 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,18),(17,20),-0.0814804 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,18),(17,21),0.0214773 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,18),(17,22),-0.0806006 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,18),(17,23),-0.0809221 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,18),(17,24),-0.0781449 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,18),(17,25),-0.021676 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,18),(17,26),-0.0170727 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,17),(17,19),(17,20),-0.0308866 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,19),(17,21),-0.0114876 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,19),(17,22),-0.0308866 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,19),(17,23),-0.0308866 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,19),(17,24),-0.0308872 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,19),(17,25),-0.0207817 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,19),(17,26),-0.0816362 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,17),(17,20),(17,21),-0.0114901 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,20),(17,22),-0.0308866 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,20),(17,23),-0.0308866 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,20),(17,24),-0.0308872 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,20),(17,25),-0.0207817 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,20),(17,26),-0.0798128 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,17),(17,21),(17,22),-0.0248036 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,21),(17,23),-0.0249893 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,21),(17,24),-0.0248422 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,21),(17,25),-0.0218931 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,21),(17,26),-0.0540859 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,17),(17,22),(17,23),-0.0308866 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,22),(17,24),-0.0308872 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,22),(17,25),-0.0207817 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,22),(17,26),-0.0816362 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,17),(17,23),(17,24),-0.0308872 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,23),(17,25),-0.0207817 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,23),(17,26),-0.0840873 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,17),(17,24),(17,25),-0.0207817 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,24),(17,26),-0.0808284 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,17),(17,25),(17,26),-0.0446417 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,17),(17,17),(17,16),0.186204 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,17),(17,17),(17,15),0.186357 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,17),(17,17),(17,14),0.0968325 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,17),(17,17),(17,13),-0.0187415 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,17),(17,17),(17,12),0.185514 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,17),(17,17),(17,11),0.0550394 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,17),(17,17),(17,6),-0.145638 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,17),(17,17),(17,-1),-0.210122 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,17),(17,16),(17,15),0.11098 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,16),(17,14),0.139624 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,16),(17,13),0.0724801 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,16),(17,12),0.105304 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,16),(17,11),0.0925124 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,16),(17,6),-0.144706 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,16),(17,-1),-0.111095 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,17),(17,15),(17,14),0.139623 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,15),(17,13),0.0724799 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,15),(17,12),0.101306 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,15),(17,11),0.0924779 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,15),(17,6),-0.144706 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,15),(17,-1),-0.108263 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,17),(17,14),(17,13),0.116833 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,14),(17,12),0.119081 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,14),(17,11),0.118019 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,14),(17,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,14),(17,-1),-0.115787 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,17),(17,13),(17,12),0.0228605 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,13),(17,11),0.100616 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,13),(17,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,13),(17,-1),-0.152812 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,17),(17,12),(17,11),0.0925106 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,12),(17,6),-0.144706 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,12),(17,-1),-0.109367 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,17),(17,11),(17,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,11),(17,-1),-0.0821874 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,17),(17,6),(17,-1),-0.098336 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,21),(21,21),(21,22),-0.0752144 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,21),(21,21),(21,23),-0.0768227 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,21),(21,21),(21,24),-0.0752741 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,21),(21,21),(21,26),0.0238532 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,21),(21,22),(21,23),-0.0162908 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,22),(21,24),-0.0162908 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,22),(21,26),-0.0399722 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,21),(21,23),(21,24),-0.0163344 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,23),(21,26),-0.041098 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,21),(21,24),(21,26),-0.0400412 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,21),(21,21),(21,20),0.12841 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,21),(21,21),(21,-1),-0.0863307 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,21),(21,20),(21,-1),-0.130837 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,10),(10,11),-0.00986742 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,12),0.0480686 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,13),-0.0214755 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,14),-0.00340036 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,15),0.0530992 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,16),0.0530992 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,17),0.0530992 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,20),0.0530989 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,26),-0.0819186 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,10),(10,11),(10,12),-0.0207655 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,11),(10,13),-0.0196234 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,11),(10,14),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,11),(10,15),-0.0207655 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,11),(10,16),-0.0207655 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,11),(10,17),-0.0207655 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,11),(10,20),-0.0207655 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,11),(10,26),-0.00398089 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,12),(10,13),-0.0249246 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,12),(10,14),-0.0209401 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,12),(10,15),-0.0203963 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,12),(10,16),-0.0203963 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,12),(10,17),-0.0203963 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,12),(10,20),-0.0203963 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,12),(10,26),0.0659128 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,13),(10,14),-0.0204237 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,13),(10,15),-0.0224092 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,13),(10,16),-0.0224092 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,13),(10,17),-0.0224092 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,13),(10,20),-0.0224092 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,13),(10,26),-0.0135889 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,14),(10,15),-0.0195572 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,14),(10,16),-0.0195572 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,14),(10,17),-0.0195572 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,14),(10,20),-0.0195572 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,14),(10,26),-0.00914938 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,15),(10,16),-0.0203963 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,15),(10,17),-0.0203963 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,15),(10,20),-0.0203963 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,15),(10,26),0.0709434 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,16),(10,17),-0.0203963 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,16),(10,20),-0.0203963 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,16),(10,26),0.0709434 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
