# _root_ Some lawyers say the slump , while more obvious in recent weeks , began earlier this year .
#goldHeads=2,3,0,5,14,14,9,9,14,9,12,10,14,3,17,17,14,3,
#predictedHeads=2,3,0,5,14,5,14,9,5,9,12,10,5,3,17,17,14,3,
(14,10),(10,10),(10,11),0.0680853 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,12),0.115973 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,13),0.102044 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,14),-0.138672 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,15),-0.146241 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,17),-0.184457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,18),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,19),0.0441078 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,10),(10,11),(10,12),0.109215 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,11),(10,13),0.103856 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,11),(10,14),-0.144705 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,11),(10,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,11),(10,17),-0.144703 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,11),(10,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,11),(10,19),-0.147238 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,12),(10,13),0.115922 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,12),(10,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,12),(10,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,12),(10,17),-0.144713 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,12),(10,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,12),(10,19),-0.161635 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,13),(10,14),-0.146047 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,13),(10,15),-0.144712 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,13),(10,17),-0.144704 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,13),(10,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,13),(10,19),-0.155234 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,14),(10,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,14),(10,17),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,14),(10,18),-0.144714 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,14),(10,19),-0.10307 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,10),(10,15),(10,17),-0.144702 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,15),(10,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,15),(10,19),-0.128908 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,17),(10,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,17),(10,19),-0.165072 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,18),(10,19),-0.145489 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,10),(10,9),-0.0386432 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,7),-0.0295486 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,5),0.0354475 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,-1),-0.0619624 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,10),(10,9),(10,7),-0.0208974 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,9),(10,5),-0.0276118 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,9),(10,-1),0.00506551 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,7),(10,5),0.00183604 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,7),(10,-1),-0.0433572 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,5),(10,-1),0.0841744 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,11),(11,14),-0.126713 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,15),-0.145971 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,19),-0.246252 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,11),(11,14),(11,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,14),(11,19),-0.107047 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,11),(11,15),(11,19),-0.19993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,11),(11,9),0.015288 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,7),-0.0918492 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,5),-0.0236571 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,-1),-0.0701115 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,11),(11,9),(11,7),-0.0233092 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,9),(11,5),-0.020335 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,9),(11,-1),0.00130255 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,7),(11,5),-0.0244375 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,7),(11,-1),-0.0216736 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,5),(11,-1),-0.07836 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,12),(12,13),0.0503528 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,14),-0.125786 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,15),-0.145925 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,17),-0.0541853 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,18),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,19),-0.179682 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,12),(12,13),(12,14),-0.159637 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,13),(12,15),-0.144981 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,13),(12,17),-0.161241 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,13),(12,18),-0.144938 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,13),(12,19),-0.137361 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,14),(12,15),-0.144713 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,14),(12,17),-0.142064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,14),(12,18),-0.144708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,14),(12,19),-0.134435 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,12),(12,15),(12,17),-0.144852 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,15),(12,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,15),(12,19),-0.114225 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,17),(12,18),-0.144958 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,17),(12,19),-0.103975 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,18),(12,19),-0.14799 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,12),(12,11),-0.000399522 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,10),-0.0781622 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,9),-0.00971689 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,8),-0.0371591 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,7),-0.0871916 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,6),0.0631256 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,5),0.0427333 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,4),-0.089419 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,-1),0.0560007 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,12),(12,11),(12,10),-0.0123872 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,11),(12,9),-0.014727 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,11),(12,8),-0.0279039 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,11),(12,7),-0.0227074 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,11),(12,6),-0.0261096 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,11),(12,5),-0.00368575 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,11),(12,4),0.0180924 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,11),(12,-1),-0.0189082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,10),(12,9),-0.0180524 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,10),(12,8),-0.0275239 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,10),(12,7),0.00170948 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,10),(12,6),0.0110128 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,10),(12,5),-0.0418751 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,10),(12,4),-0.0258223 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,10),(12,-1),-0.0560349 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,9),(12,8),-0.0279039 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,9),(12,7),-0.0226982 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,9),(12,6),-0.0261096 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,9),(12,5),-0.0037836 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,9),(12,4),0.00824492 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,9),(12,-1),-0.0181735 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,8),(12,7),-0.00230429 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,8),(12,6),-0.0155791 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,8),(12,5),-0.0333116 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,8),(12,4),-0.0533986 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,8),(12,-1),-0.0236069 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,7),(12,6),0.0174351 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,7),(12,5),-0.0346927 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,7),(12,4),-0.0258137 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,7),(12,-1),-0.0556308 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,6),(12,5),-0.0510326 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,6),(12,4),-0.0281928 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,6),(12,-1),-0.0580095 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,5),(12,4),0.0202736 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,5),(12,-1),-0.011628 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,4),(12,-1),0.0489754 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,13),(13,19),-0.1165 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,13),(13,13),(13,-1),0.025904 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,15),(15,15),(15,16),-0.0135115 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,17),0.0310312 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,19),0.0499135 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,15),(15,16),(15,17),-0.0121221 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,16),(15,19),-0.0259344 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,17),(15,19),0.0896082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,15),(15,13),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,12),-0.1487 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,10),-0.13474 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,9),-0.144703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,7),-0.134719 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,6),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,5),-0.1487 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,2),-0.148701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,-1),-0.0550918 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,15),(15,13),(15,12),-0.14632 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,13),(15,10),-0.144706 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,13),(15,9),-0.144815 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,13),(15,7),-0.144734 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,13),(15,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,13),(15,5),-0.14632 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,13),(15,2),-0.14632 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,13),(15,-1),-0.19451 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,12),(15,10),-0.144777 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,12),(15,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,12),(15,7),-0.144883 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,12),(15,6),-0.144805 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,12),(15,5),-0.144923 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,12),(15,2),-0.144923 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,12),(15,-1),-0.131737 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,10),(15,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,10),(15,7),-0.144727 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,10),(15,6),-0.144757 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,10),(15,5),-0.144815 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,10),(15,2),-0.144815 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,10),(15,-1),-0.114217 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,9),(15,7),-0.144761 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,9),(15,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,9),(15,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,9),(15,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,9),(15,-1),-0.139764 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,7),(15,6),-0.144757 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,7),(15,5),-0.144815 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,7),(15,2),-0.144815 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,7),(15,-1),-0.111437 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,6),(15,5),-0.14632 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,6),(15,2),-0.14632 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,6),(15,-1),-0.19451 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,5),(15,2),-0.144923 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,5),(15,-1),-0.138543 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,2),(15,-1),-0.138543 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,16),(16,17),-0.0312066 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,19),0.0135644 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,16),(16,17),(16,19),-0.030021 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,16),(16,15),0.104245 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,-1),-0.25158 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,16),(16,15),(16,-1),-0.147722 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,17),(17,18),0.00656601 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,19),0.0933826 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,17),(17,18),(17,19),-0.0121011 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,17),(17,16),0.145778 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,15),0.129599 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,14),0.139395 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,13),-0.144869 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,12),-0.0472059 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,11),-0.155976 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,10),-0.0792591 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,3),-0.125793 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,-1),-0.174001 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,17),(17,16),(17,15),0.106162 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,16),(17,14),0.11361 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,16),(17,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,16),(17,12),-0.144795 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,16),(17,11),-0.144704 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,16),(17,10),-0.134399 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,16),(17,3),-0.144725 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,16),(17,-1),-0.135791 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,15),(17,14),0.102775 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,15),(17,13),-0.144746 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,15),(17,12),-0.144852 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,15),(17,11),-0.144753 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,15),(17,10),-0.145038 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,15),(17,3),-0.145353 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,15),(17,-1),-0.104427 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,14),(17,13),-0.161397 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,14),(17,12),-0.142064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,14),(17,11),-0.144892 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,14),(17,10),-0.146868 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,14),(17,3),-0.142049 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,14),(17,-1),-0.136895 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,17),(17,13),(17,12),-0.161032 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,13),(17,11),-0.146717 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,13),(17,10),-0.150283 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,13),(17,3),-0.159637 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,13),(17,-1),-0.141817 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,12),(17,11),-0.145686 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,12),(17,10),-0.142035 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,12),(17,3),-0.145067 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,12),(17,-1),-0.113834 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,11),(17,10),-0.145414 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,11),(17,3),-0.144769 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,11),(17,-1),-0.0844686 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,10),(17,3),-0.144827 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,10),(17,-1),-0.0519807 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,3),(17,-1),-0.149318 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,18),(18,19),-0.0024465 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,18),(18,18),(18,17),0.0732932 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,-1),0.0239248 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,18),(18,17),(18,-1),-0.177564 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,2),(2,2),(2,3),0.135921 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,2),(2,2),(2,5),0.123465 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,2),(2,2),(2,6),0.0818269 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,2),(2,2),(2,8),0.106838 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,2),(2,2),(2,9),0.104371 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,2),(2,2),(2,10),0.153246 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,2),(2,2),(2,12),0.123465 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,2),(2,2),(2,13),0.0818269 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,2),(2,2),(2,14),0.135961 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,2),(2,2),(2,17),-0.145727 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,2),(2,2),(2,18),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,2),(2,2),(2,19),-0.166484 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,2),(2,3),(2,5),0.108504 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,3),(2,6),0.109996 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,3),(2,8),0.10948 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,3),(2,9),0.112223 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,3),(2,10),0.108887 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,3),(2,12),0.108504 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,3),(2,13),0.109996 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,3),(2,14),0.109359 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,3),(2,17),-0.144715 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,3),(2,18),-0.144702 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,3),(2,19),-0.129301 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,2),(2,5),(2,6),0.110113 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,5),(2,8),0.108305 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,5),(2,9),0.110558 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,5),(2,10),0.107058 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,5),(2,12),0.121884 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,5),(2,13),0.110113 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,5),(2,14),0.109035 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,5),(2,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,5),(2,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,5),(2,19),-0.127784 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,2),(2,6),(2,8),0.107599 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,6),(2,9),0.107574 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,6),(2,10),0.107512 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,6),(2,12),0.111756 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,6),(2,13),0.10954 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,6),(2,14),0.110755 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,6),(2,17),-0.144946 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,6),(2,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,6),(2,19),-0.155298 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,2),(2,8),(2,9),0.107164 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,8),(2,10),0.108847 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,8),(2,12),0.10913 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,8),(2,13),0.108702 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,8),(2,14),0.109281 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,8),(2,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,8),(2,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,8),(2,19),-0.156613 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,2),(2,9),(2,10),0.108598 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,9),(2,12),0.106659 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,9),(2,13),0.108065 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,9),(2,14),0.111411 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,9),(2,17),-0.144706 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,9),(2,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,9),(2,19),-0.132055 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,2),(2,10),(2,12),0.109755 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,10),(2,13),0.108825 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,10),(2,14),0.106687 # DEPENDENCYPART_GRANDSIBL
