# _root_ Also , a cockpit warning system failed to alert the pilots the flaps and slats were not set for takeoff , the NTSB said .
#goldHeads=24,24,6,6,6,7,24,9,7,11,9,14,14,16,14,9,16,16,18,19,24,23,24,0,24,
#predictedHeads=24,7,6,6,6,7,24,9,7,11,9,14,14,16,14,24,16,16,18,19,24,23,24,0,24,
(20,18),(18,12),(18,7),-0.0194835 # DEPENDENCYPART_GRANDSIBL
(20,18),(18,12),(18,6),-0.0205182 # DEPENDENCYPART_GRANDSIBL
(20,18),(18,12),(18,4),-0.0205182 # DEPENDENCYPART_GRANDSIBL
(20,18),(18,12),(18,2),-0.0201321 # DEPENDENCYPART_GRANDSIBL
(20,18),(18,12),(18,-1),-0.0159315 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,18),(18,11),(18,7),-0.0361888 # DEPENDENCYPART_GRANDSIBL
(20,18),(18,11),(18,6),-0.00147915 # DEPENDENCYPART_GRANDSIBL
(20,18),(18,11),(18,4),-0.00123405 # DEPENDENCYPART_GRANDSIBL
(20,18),(18,11),(18,2),-0.0346288 # DEPENDENCYPART_GRANDSIBL
(20,18),(18,11),(18,-1),-0.0324472 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,18),(18,7),(18,6),-0.0218362 # DEPENDENCYPART_GRANDSIBL
(20,18),(18,7),(18,4),-0.0218316 # DEPENDENCYPART_GRANDSIBL
(20,18),(18,7),(18,2),-0.0186662 # DEPENDENCYPART_GRANDSIBL
(20,18),(18,7),(18,-1),-0.0280858 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,18),(18,6),(18,4),-0.00144124 # DEPENDENCYPART_GRANDSIBL
(20,18),(18,6),(18,2),-0.0346292 # DEPENDENCYPART_GRANDSIBL
(20,18),(18,6),(18,-1),-0.0269337 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,18),(18,4),(18,2),-0.0346288 # DEPENDENCYPART_GRANDSIBL
(20,18),(18,4),(18,-1),-0.0321963 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,18),(18,2),(18,-1),-0.0246416 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,19),(19,20),-0.161368 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,21),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,23),-0.161368 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,24),-0.148652 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,26),-0.101905 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,19),(19,20),(19,21),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,20),(19,23),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,20),(19,24),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,20),(19,26),-0.191713 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,19),(19,21),(19,23),-0.144704 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,21),(19,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,21),(19,26),-0.143589 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,23),(19,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,23),(19,26),-0.191713 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,24),(19,26),-0.157888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,19),(19,18),0.0364695 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,17),-0.0651342 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,-1),-0.354622 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,19),(19,18),(19,17),-0.0196435 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,18),(19,-1),0.03794 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,17),(19,-1),-0.0018318 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,21),(21,26),-0.0464173 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,21),(21,21),(21,-1),-0.186854 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,22),(22,22),(22,26),0.214463 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,22),(22,22),(22,-1),0.0952689 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,23),(23,23),(23,24),0.0472705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,23),(23,23),(23,26),0.134103 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,23),(23,24),(23,26),0.00203202 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,23),(23,23),(23,22),0.102301 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,23),(23,23),(23,20),0.161031 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,23),(23,23),(23,-1),-0.0183823 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,23),(23,22),(23,20),0.129835 # DEPENDENCYPART_GRANDSIBL
(20,23),(23,22),(23,-1),-0.159238 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,23),(23,20),(23,-1),-0.173847 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,24),(24,24),(24,25),-0.0230578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,26),0.0397328 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,24),(24,25),(24,26),-0.0609297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,24),(24,23),0.125144 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,22),0.089657 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,21),0.112421 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,20),0.125144 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,19),-0.172745 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,18),-0.189908 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,17),-0.149568 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,16),-0.189908 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,15),-0.194622 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,14),-0.177573 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,13),-0.194622 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,12),-0.145127 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,11),-0.194622 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,9),-0.189908 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,7),-0.189908 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,6),-0.194622 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,5),-0.189908 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,4),-0.194622 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,2),-0.144722 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,1),-0.148939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,-1),-0.0385585 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,24),(24,23),(24,22),0.109195 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,23),(24,21),0.0635165 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,23),(24,20),0.0936226 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,23),(24,19),-0.14595 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,23),(24,18),-0.146174 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,23),(24,17),-0.14475 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,23),(24,16),-0.146174 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,23),(24,15),-0.144891 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,23),(24,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,23),(24,13),-0.144891 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,23),(24,12),-0.145141 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,23),(24,11),-0.144891 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,23),(24,9),-0.146174 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,23),(24,7),-0.146174 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,23),(24,6),-0.144891 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,23),(24,5),-0.146174 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,23),(24,4),-0.144891 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,23),(24,2),-0.144939 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,23),(24,1),-0.144728 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,23),(24,-1),-0.0916031 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,22),(24,21),0.114074 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,22),(24,20),0.108691 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,22),(24,19),-0.144723 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,22),(24,18),-0.144811 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,22),(24,17),-0.144709 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,22),(24,16),-0.144811 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,22),(24,15),-0.144878 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,22),(24,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,22),(24,13),-0.144878 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,22),(24,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,22),(24,11),-0.144878 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,22),(24,9),-0.144811 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,22),(24,7),-0.144811 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,22),(24,6),-0.144878 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,22),(24,5),-0.144811 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,22),(24,4),-0.144878 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,22),(24,2),-0.144738 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,22),(24,1),-0.144709 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,22),(24,-1),-0.163242 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,21),(24,20),0.119586 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,21),(24,19),-0.145269 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,21),(24,18),-0.14511 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,21),(24,17),-0.144793 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,21),(24,16),-0.145111 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,21),(24,15),-0.144819 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,21),(24,14),-0.145857 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,21),(24,13),-0.144819 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,21),(24,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,21),(24,11),-0.144819 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,21),(24,9),-0.14511 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,21),(24,7),-0.14511 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,21),(24,6),-0.144819 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,21),(24,5),-0.14511 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,21),(24,4),-0.144819 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,21),(24,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,21),(24,1),-0.144793 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,21),(24,-1),-0.211168 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,20),(24,19),-0.14595 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,20),(24,18),-0.146174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,20),(24,17),-0.14475 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,20),(24,16),-0.146174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,20),(24,15),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,20),(24,14),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,20),(24,13),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,20),(24,12),-0.145141 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,20),(24,11),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,20),(24,9),-0.146174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,20),(24,7),-0.146174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,20),(24,6),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,20),(24,5),-0.146174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,20),(24,4),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,20),(24,2),-0.144939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,20),(24,1),-0.144728 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,20),(24,-1),-0.0916031 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,24),(24,19),(24,18),-0.144847 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,19),(24,17),-0.144702 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,19),(24,16),-0.144847 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,19),(24,15),-0.144709 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,19),(24,14),-0.144714 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,19),(24,13),-0.144709 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,19),(24,12),-0.145129 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,19),(24,11),-0.144709 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,19),(24,9),-0.144847 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,19),(24,7),-0.144847 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,19),(24,6),-0.144709 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,19),(24,5),-0.144847 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,19),(24,4),-0.144709 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,19),(24,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,19),(24,1),-0.144702 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,19),(24,-1),-0.206343 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,18),(24,17),-0.144738 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,18),(24,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,18),(24,15),-0.144706 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,18),(24,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,18),(24,13),-0.144706 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,18),(24,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,18),(24,11),-0.144706 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,18),(24,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,18),(24,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,18),(24,6),-0.144706 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,18),(24,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,18),(24,4),-0.144706 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,18),(24,2),-0.144702 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,18),(24,1),-0.144719 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,18),(24,-1),-0.158019 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,17),(24,16),-0.144703 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,17),(24,15),-0.144872 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,17),(24,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,17),(24,13),-0.144872 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,17),(24,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,17),(24,11),-0.144872 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,17),(24,9),-0.144703 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,17),(24,7),-0.144703 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,17),(24,6),-0.144872 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,17),(24,5),-0.144703 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,17),(24,4),-0.144872 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,17),(24,2),-0.144832 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,17),(24,1),-0.144713 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,17),(24,-1),-0.191396 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,16),(24,15),-0.144706 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,16),(24,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,16),(24,13),-0.144706 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,16),(24,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,16),(24,11),-0.144706 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,16),(24,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,16),(24,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,16),(24,6),-0.144706 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,16),(24,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,16),(24,4),-0.144706 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,16),(24,2),-0.144702 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,16),(24,1),-0.144719 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,16),(24,-1),-0.158207 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,15),(24,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,15),(24,13),-0.144891 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,15),(24,12),-0.145141 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,15),(24,11),-0.144891 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,15),(24,9),-0.146174 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,15),(24,7),-0.146174 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,15),(24,6),-0.144891 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,15),(24,5),-0.146174 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,15),(24,4),-0.144891 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,15),(24,2),-0.144939 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,15),(24,1),-0.144728 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,15),(24,-1),-0.0916031 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,14),(24,13),0.0632282 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,14),(24,12),0.0312961 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,14),(24,11),0.0741821 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,14),(24,9),0.0134286 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,14),(24,7),0.0135532 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,14),(24,6),0.0542763 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,14),(24,5),0.0178638 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,14),(24,4),0.0752727 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,14),(24,2),0.0730412 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,14),(24,1),0.0156991 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,14),(24,-1),-0.141973 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,13),(24,12),-0.145141 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,13),(24,11),-0.144891 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,13),(24,9),-0.146174 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,13),(24,7),-0.146174 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,13),(24,6),-0.144891 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,13),(24,5),-0.146174 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,13),(24,4),-0.144891 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,13),(24,2),-0.144939 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,13),(24,1),-0.144728 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,13),(24,-1),-0.0916031 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,12),(24,11),-0.144878 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,12),(24,9),-0.144811 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,12),(24,7),-0.144811 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,12),(24,6),-0.144878 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,12),(24,5),-0.144811 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,12),(24,4),-0.144878 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,12),(24,2),-0.144738 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,12),(24,1),-0.144709 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,12),(24,-1),-0.163242 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,11),(24,9),-0.146174 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,11),(24,7),-0.146174 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,11),(24,6),-0.144891 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,11),(24,5),-0.146174 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,11),(24,4),-0.144891 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,11),(24,2),-0.144939 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,11),(24,1),-0.144728 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,11),(24,-1),-0.0916038 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,9),(24,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,9),(24,6),-0.144706 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,9),(24,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,9),(24,4),-0.144706 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,9),(24,2),-0.144702 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,9),(24,1),-0.144719 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,9),(24,-1),-0.158011 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,7),(24,6),-0.144706 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,7),(24,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,7),(24,4),-0.144706 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,7),(24,2),-0.144702 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,7),(24,1),-0.144719 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,7),(24,-1),-0.158009 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,6),(24,5),-0.146174 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,6),(24,4),-0.144891 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,6),(24,2),-0.144939 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,6),(24,1),-0.144728 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,6),(24,-1),-0.0936602 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,5),(24,4),-0.144706 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,5),(24,2),-0.144702 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,5),(24,1),-0.144719 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,5),(24,-1),-0.158011 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,4),(24,2),-0.144939 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,4),(24,1),-0.144728 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,4),(24,-1),-0.0916031 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,2),(24,1),-0.144793 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,2),(24,-1),-0.211168 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,1),(24,-1),-0.201258 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,20),(20,20),(20,21),0.182057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,20),(20,20),(20,22),0.102301 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,20),(20,20),(20,23),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,20),(20,20),(20,24),-0.172273 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,20),(20,20),(20,26),-0.0183774 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,20),(20,21),(20,22),0.108664 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,21),(20,23),-0.14942 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,21),(20,24),-0.146635 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,21),(20,26),-0.0334281 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,20),(20,22),(20,23),-0.144709 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,22),(20,24),-0.144713 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,22),(20,26),-0.159238 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,20),(20,23),(20,24),-0.14473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,20),(20,23),(20,26),-0.173847 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,20),(20,24),(20,26),-0.197854 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,20),(20,20),(20,19),-0.00113777 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,20),(20,20),(20,18),0.0471522 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
