# _root_ `` We wo n't have any more of this wayward behavior , '' says Sir Peter Hordern , a backbench Tory member of Parliament .
#goldHeads=14,3,14,3,3,7,5,7,11,11,8,14,14,0,17,17,14,17,22,22,22,17,22,23,14,
#predictedHeads=14,3,14,3,3,7,5,7,11,11,8,14,14,0,17,17,14,17,22,22,22,17,22,23,14,
(8,7),(7,7),(7,14),-0.132346 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,26),-0.200097 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,7),(7,8),(7,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,8),(7,11),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,8),(7,12),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,8),(7,13),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,8),(7,14),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,8),(7,26),-0.122776 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,7),(7,10),(7,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,10),(7,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,10),(7,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,10),(7,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,10),(7,26),-0.136731 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,11),(7,12),-0.124938 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,11),(7,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,11),(7,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,11),(7,26),-0.117069 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,12),(7,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,12),(7,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,12),(7,26),-0.127576 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,13),(7,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,13),(7,26),-0.124934 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,14),(7,26),-0.135045 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,7),(7,6),-0.0439419 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,4),-0.0871868 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,-1),0.0338704 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,7),(7,6),(7,4),-0.0423613 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,6),(7,-1),-0.0438646 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,4),(7,-1),-0.0681718 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,9),(9,10),-0.0435705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,12),-0.0432522 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,13),-0.047365 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,26),-0.0223211 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,9),(9,10),(9,12),-0.041999 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,10),(9,13),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,10),(9,26),-0.0282985 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,12),(9,13),-0.0419999 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,12),(9,26),-0.0558329 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,13),(9,26),-0.0472787 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,9),(9,-1),-0.112268 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,10),(10,10),(10,12),-0.0116713 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,13),-0.0498955 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,14),-0.0576886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,22),-0.0391884 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,26),0.00210757 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,10),(10,12),(10,13),-0.0472761 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,12),(10,14),-0.0434844 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,12),(10,22),-0.0154685 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,12),(10,26),-0.0486312 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,13),(10,14),-0.0420543 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,13),(10,22),-0.0448746 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,13),(10,26),-0.0306306 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,14),(10,22),-0.0420041 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,14),(10,26),-0.0697512 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,22),(10,26),-0.00186941 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,10),(10,9),0.147878 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,8),0.123611 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,10),(10,10),(10,7),-0.12504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,6),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,-1),-0.199662 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,10),(10,9),(10,8),0.118979 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,9),(10,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,9),(10,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,9),(10,-1),-0.107264 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,8),(10,7),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,8),(10,6),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,8),(10,-1),-0.127623 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,10),(10,7),(10,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,7),(10,-1),-0.136408 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,6),(10,-1),-0.106209 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,11),(11,12),-0.0906154 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,13),-0.0430381 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,14),-0.0523128 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,15),-0.198572 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,16),-0.198572 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,17),-0.198572 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,18),-0.0906154 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,20),-0.0156345 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,22),-0.198948 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,23),-0.13209 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,26),0.257019 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,11),(11,12),(11,13),-0.0163652 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,12),(11,14),0.0316966 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,12),(11,15),-0.0799718 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,12),(11,16),-0.0799763 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,12),(11,17),-0.0799718 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,12),(11,18),-0.0831079 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,12),(11,20),-0.0461895 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,12),(11,22),-0.0777496 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,12),(11,23),-0.0258246 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,12),(11,26),-0.0615791 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,13),(11,14),-0.0294629 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,13),(11,15),-0.0370984 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,13),(11,16),-0.0370984 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,13),(11,17),-0.0370984 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,13),(11,18),-0.0422566 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,13),(11,20),-0.0420194 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,13),(11,22),-0.0370984 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,13),(11,23),-0.0338299 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,13),(11,26),-0.0303224 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,14),(11,15),-0.0480236 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,14),(11,16),-0.0480236 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,14),(11,17),-0.0480236 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,14),(11,18),0.0048431 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,14),(11,20),-0.0369244 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,14),(11,22),-0.0480236 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,14),(11,23),-0.0342168 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,14),(11,26),-0.0982188 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,15),(11,16),-0.0502507 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,15),(11,17),-0.0502486 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,15),(11,18),-0.0770969 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,15),(11,20),-0.0476922 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,15),(11,22),-0.0502486 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,15),(11,23),-0.0318658 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,15),(11,26),-0.0939409 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,16),(11,17),-0.0502486 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,16),(11,18),-0.0771014 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,16),(11,20),-0.0476922 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,16),(11,22),-0.0502486 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,16),(11,23),-0.0318658 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,16),(11,26),-0.0939542 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,17),(11,18),-0.0770969 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,17),(11,20),-0.0476922 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,17),(11,22),-0.0502486 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,17),(11,23),-0.0318658 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,17),(11,26),-0.0939409 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,18),(11,20),-0.0461895 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,18),(11,22),-0.0777496 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,18),(11,23),-0.0258246 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,18),(11,26),-0.0615791 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,20),(11,22),-0.040226 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,20),(11,23),-0.0508386 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,20),(11,26),-0.0614213 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,22),(11,23),-0.0318663 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,22),(11,26),-0.0893063 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,23),(11,26),-0.0683283 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,11),(11,10),0.14667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,9),0.0790519 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,8),0.176774 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,11),(11,11),(11,7),-0.12623 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,6),-0.132918 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,1),-0.1249 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,-1),-0.0901413 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,11),(11,10),(11,9),0.117105 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,10),(11,8),0.140365 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,10),(11,7),-0.127267 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,10),(11,6),-0.131627 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,10),(11,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,10),(11,-1),-0.096301 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,9),(11,8),0.0969576 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,9),(11,7),-0.12561 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,9),(11,6),-0.124897 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,9),(11,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,9),(11,-1),-0.0372184 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,8),(11,7),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,8),(11,6),-0.124896 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,8),(11,1),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,8),(11,-1),-0.102084 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,11),(11,7),(11,6),-0.131627 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,7),(11,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,7),(11,-1),-0.0922326 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,6),(11,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,6),(11,-1),-0.0515529 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,1),(11,-1),-0.109115 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,12),(12,26),-0.0878073 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,12),(12,12),(12,8),0.119039 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,12),(12,12),(12,-1),-0.161549 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,12),(12,8),(12,-1),-0.125137 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,13),(13,13),(13,26),-0.040356 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,13),(13,13),(13,-1),-0.12273 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,14),(14,14),(14,15),0.0597335 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,16),0.0597335 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,17),0.0597335 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,18),-0.0912033 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,20),-0.0442427 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,22),0.0597334 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,25),-0.0450571 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,26),-0.0329773 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,14),(14,15),(14,16),-0.0537107 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,15),(14,17),-0.0537107 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,15),(14,18),-0.0736744 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,15),(14,20),-0.0431078 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,15),(14,22),-0.0537107 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,15),(14,25),-0.0443739 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,15),(14,26),-0.07445 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,16),(14,17),-0.0537107 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,16),(14,18),-0.0736744 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,16),(14,20),-0.0431078 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,16),(14,22),-0.0537107 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,16),(14,25),-0.0443739 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,16),(14,26),-0.07445 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,17),(14,18),-0.0736744 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,17),(14,20),-0.0431078 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,17),(14,22),-0.0537107 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,17),(14,25),-0.0443739 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,17),(14,26),-0.07445 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,18),(14,20),-0.0428623 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,18),(14,22),-0.0518322 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,18),(14,25),-0.0420117 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,18),(14,26),-0.0380255 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,20),(14,22),-0.0465867 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,20),(14,25),-0.0430527 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,20),(14,26),-0.0378995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,22),(14,25),-0.0443739 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,22),(14,26),-0.0744501 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,25),(14,26),-0.0452728 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,14),(14,13),0.0984909 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,12),0.103663 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,11),0.141278 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,10),0.106035 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,9),0.0822729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,8),0.108433 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,14),(14,14),(14,7),-0.125143 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,6),-0.125057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,5),-0.105802 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,4),-0.125601 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,3),-0.124939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,2),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,1),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,-1),-0.13414 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,14),(14,13),(14,12),0.101774 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,13),(14,11),0.112319 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,13),(14,10),0.11909 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,13),(14,9),0.119164 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,13),(14,8),0.119104 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,13),(14,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,13),(14,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,13),(14,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,13),(14,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,13),(14,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,13),(14,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,13),(14,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,13),(14,-1),-0.125046 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,12),(14,11),0.0989542 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,12),(14,10),0.116145 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,12),(14,9),0.115062 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,12),(14,8),0.119535 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,12),(14,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,12),(14,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,12),(14,5),-0.125508 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,12),(14,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,12),(14,3),-0.12547 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,12),(14,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,12),(14,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,12),(14,-1),-0.144669 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,11),(14,10),0.113348 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,11),(14,9),0.111201 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,11),(14,8),0.1209 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,11),(14,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,11),(14,6),-0.124886 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,11),(14,5),-0.12504 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,11),(14,4),-0.124959 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,11),(14,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,11),(14,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,11),(14,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,11),(14,-1),-0.11009 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,10),(14,9),0.118604 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,10),(14,8),0.117563 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,10),(14,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,10),(14,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,10),(14,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,10),(14,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,10),(14,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,10),(14,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,10),(14,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,10),(14,-1),-0.144761 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,9),(14,8),0.118201 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,9),(14,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,9),(14,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,9),(14,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,9),(14,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,9),(14,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,9),(14,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,9),(14,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,9),(14,-1),-0.178982 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,8),(14,7),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,8),(14,6),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,8),(14,5),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,8),(14,4),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,8),(14,3),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,8),(14,2),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,8),(14,1),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,8),(14,-1),-0.13279 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,14),(14,7),(14,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,7),(14,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,7),(14,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,7),(14,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,7),(14,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,7),(14,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,7),(14,-1),-0.144907 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,6),(14,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,6),(14,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,6),(14,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,6),(14,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,6),(14,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,6),(14,-1),-0.174879 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
