# _root_ Like its parent that year , `` Bluefield was not having a good year , '' the judge said .
#goldHeads=9,3,1,5,3,9,9,9,19,9,9,14,14,11,19,19,18,19,0,19,
#predictedHeads=9,3,1,5,3,9,9,9,19,9,9,14,14,11,19,19,18,19,0,19,
(14,8),(8,15),-1.07217 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.727743 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.640777 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.86205 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.400839 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.227698 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.222115 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-1.10543 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.906352 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-0.816569 # DEPENDENCYPART_GRANDPAR
(14,10),(10,19),-0.649173 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.696265 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.55702 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-1.2801 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.550787 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-1.09167 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.554748 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.73287 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.396714 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.374397 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.215453 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.270073 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.19731 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.979243 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.876731 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.714374 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.71511 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),0.0136025 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.0571022 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.297322 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-0.714916 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.726076 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.400694 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.438778 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.322634 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.644347 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.638692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,18),-0.129699 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.961467 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.794882 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.389993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),-0.428831 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.372109 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.0820287 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.158092 # DEPENDENCYPART_GRANDPAR
(14,19),(19,1),-1.35123 # DEPENDENCYPART_GRANDPAR
(14,19),(19,2),-1.09121 # DEPENDENCYPART_GRANDPAR
(14,19),(19,3),-1.17723 # DEPENDENCYPART_GRANDPAR
(14,19),(19,4),-1.55464 # DEPENDENCYPART_GRANDPAR
(14,19),(19,5),-1.22136 # DEPENDENCYPART_GRANDPAR
(14,19),(19,6),-1.62935 # DEPENDENCYPART_GRANDPAR
(14,19),(19,7),-1.05928 # DEPENDENCYPART_GRANDPAR
(14,19),(19,8),-1.44942 # DEPENDENCYPART_GRANDPAR
(14,19),(19,9),-0.884809 # DEPENDENCYPART_GRANDPAR
(14,19),(19,10),-0.720076 # DEPENDENCYPART_GRANDPAR
(14,19),(19,11),-0.848612 # DEPENDENCYPART_GRANDPAR
(14,19),(19,12),-0.724612 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-0.684745 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.447853 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),-0.40729 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),-0.347914 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.228707 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),0.0308748 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.667341 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),-0.183198 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),-0.16656 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),0.0692625 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.293666 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.186995 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),0.0512604 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.106088 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.0974755 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.315599 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.00544094 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.68289 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,18),-0.553438 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.736267 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.802851 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.723234 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.374699 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.526857 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-1.20714 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),-0.0423155 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.296603 # DEPENDENCYPART_GRANDPAR
(17,14),(14,2),-0.397308 # DEPENDENCYPART_GRANDPAR
(17,14),(14,4),-0.36368 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),-0.507604 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-0.401762 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),-0.429547 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.237981 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.20465 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.204144 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.31285 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.454704 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.288631 # DEPENDENCYPART_GRANDPAR
(17,14),(14,18),-0.49059 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-1.01119 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.462938 # DEPENDENCYPART_GRANDPAR
(17,16),(16,18),-0.403636 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.445021 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.43479 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.446471 # DEPENDENCYPART_GRANDPAR
(18,12),(12,19),-0.815312 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.559607 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.486572 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.462476 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.785455 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-1.44177 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,2),-0.724165 # DEPENDENCYPART_GRANDPAR
(18,14),(14,4),-1.6448 # DEPENDENCYPART_GRANDPAR
(18,14),(14,5),-0.766683 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),-0.649634 # DEPENDENCYPART_GRANDPAR
(18,14),(14,8),-0.903086 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.548822 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.513802 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.837251 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.416192 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.609812 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.311026 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-1.5593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),-0.850296 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.596467 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.378 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,14),-0.565028 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.35832 # DEPENDENCYPART_GRANDPAR
(18,19),(19,1),-1.55761 # DEPENDENCYPART_GRANDPAR
(18,19),(19,2),-1.08173 # DEPENDENCYPART_GRANDPAR
(18,19),(19,3),-1.10895 # DEPENDENCYPART_GRANDPAR
(18,19),(19,4),-1.73946 # DEPENDENCYPART_GRANDPAR
(18,19),(19,5),-1.1954 # DEPENDENCYPART_GRANDPAR
(18,19),(19,6),-1.64317 # DEPENDENCYPART_GRANDPAR
(18,19),(19,7),-1.01279 # DEPENDENCYPART_GRANDPAR
(18,19),(19,8),-1.28396 # DEPENDENCYPART_GRANDPAR
(18,19),(19,9),-1.07827 # DEPENDENCYPART_GRANDPAR
(18,19),(19,10),-0.916526 # DEPENDENCYPART_GRANDPAR
(18,19),(19,11),-0.927366 # DEPENDENCYPART_GRANDPAR
(18,19),(19,12),-1.23716 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-0.857813 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-1.00678 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-1.07735 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.750936 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.736131 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.809375 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.720221 # DEPENDENCYPART_GRANDPAR
(19,1),(1,2),-0.614331 # DEPENDENCYPART_GRANDPAR
(19,1),(1,3),-0.0483326 # DEPENDENCYPART_GRANDPAR
(19,1),(1,4),-0.37829 # DEPENDENCYPART_GRANDPAR
(19,1),(1,5),-0.347439 # DEPENDENCYPART_GRANDPAR
(19,1),(1,6),0.0924818 # DEPENDENCYPART_GRANDPAR
(19,1),(1,7),0.0741936 # DEPENDENCYPART_GRANDPAR
(19,1),(1,8),-0.4109 # DEPENDENCYPART_GRANDPAR
(19,1),(1,9),0.161212 # DEPENDENCYPART_GRANDPAR
(19,1),(1,10),0.0470888 # DEPENDENCYPART_GRANDPAR
(19,1),(1,11),0.133427 # DEPENDENCYPART_GRANDPAR
(19,1),(1,15),-0.0604642 # DEPENDENCYPART_GRANDPAR
(19,1),(1,16),-0.23636 # DEPENDENCYPART_GRANDPAR
(19,1),(1,19),-1.52977 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,2),(2,1),-0.120895 # DEPENDENCYPART_GRANDPAR
(19,2),(2,5),-0.335465 # DEPENDENCYPART_GRANDPAR
(19,2),(2,6),0.371505 # DEPENDENCYPART_GRANDPAR
(19,3),(3,1),-0.203747 # DEPENDENCYPART_GRANDPAR
(19,3),(3,2),-0.285121 # DEPENDENCYPART_GRANDPAR
(19,3),(3,4),-0.632821 # DEPENDENCYPART_GRANDPAR
(19,3),(3,5),-0.443585 # DEPENDENCYPART_GRANDPAR
(19,3),(3,6),0.398129 # DEPENDENCYPART_GRANDPAR
(19,3),(3,7),0.0612649 # DEPENDENCYPART_GRANDPAR
(19,3),(3,8),-0.330103 # DEPENDENCYPART_GRANDPAR
(19,3),(3,9),0.00594001 # DEPENDENCYPART_GRANDPAR
(19,3),(3,10),-0.0123724 # DEPENDENCYPART_GRANDPAR
(19,3),(3,11),0.141681 # DEPENDENCYPART_GRANDPAR
(19,3),(3,14),-0.150686 # DEPENDENCYPART_GRANDPAR
(19,3),(3,15),0.245183 # DEPENDENCYPART_GRANDPAR
(19,3),(3,16),-0.143016 # DEPENDENCYPART_GRANDPAR
(19,3),(3,18),-0.143779 # DEPENDENCYPART_GRANDPAR
(19,3),(3,19),-1.49047 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,4),(4,1),0.040241 # DEPENDENCYPART_GRANDPAR
(19,4),(4,3),-0.181776 # DEPENDENCYPART_GRANDPAR
(19,4),(4,5),-0.477024 # DEPENDENCYPART_GRANDPAR
(19,4),(4,6),0.311978 # DEPENDENCYPART_GRANDPAR
(19,4),(4,7),0.00699956 # DEPENDENCYPART_GRANDPAR
(19,4),(4,9),-0.225795 # DEPENDENCYPART_GRANDPAR
(19,4),(4,19),-1.48456 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,5),(5,1),-0.258766 # DEPENDENCYPART_GRANDPAR
(19,5),(5,2),-0.315046 # DEPENDENCYPART_GRANDPAR
(19,5),(5,3),-0.16848 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),-0.207782 # DEPENDENCYPART_GRANDPAR
(19,5),(5,6),0.231539 # DEPENDENCYPART_GRANDPAR
(19,5),(5,7),-0.0315192 # DEPENDENCYPART_GRANDPAR
(19,5),(5,8),-0.472538 # DEPENDENCYPART_GRANDPAR
(19,5),(5,9),-0.0680236 # DEPENDENCYPART_GRANDPAR
(19,5),(5,10),-0.0523601 # DEPENDENCYPART_GRANDPAR
(19,5),(5,11),0.0652298 # DEPENDENCYPART_GRANDPAR
(19,5),(5,14),-0.320745 # DEPENDENCYPART_GRANDPAR
(19,5),(5,15),0.0785934 # DEPENDENCYPART_GRANDPAR
(19,5),(5,16),-0.225718 # DEPENDENCYPART_GRANDPAR
(19,5),(5,18),-0.334289 # DEPENDENCYPART_GRANDPAR
(19,7),(7,1),-0.228095 # DEPENDENCYPART_GRANDPAR
(19,7),(7,4),-0.369773 # DEPENDENCYPART_GRANDPAR
(19,7),(7,5),-0.513113 # DEPENDENCYPART_GRANDPAR
(19,7),(7,6),0.145229 # DEPENDENCYPART_GRANDPAR
(19,7),(7,8),-0.550903 # DEPENDENCYPART_GRANDPAR
(19,7),(7,9),-0.235025 # DEPENDENCYPART_GRANDPAR
(19,8),(8,1),-0.155105 # DEPENDENCYPART_GRANDPAR
(19,8),(8,2),-0.337293 # DEPENDENCYPART_GRANDPAR
(19,8),(8,3),-0.0964864 # DEPENDENCYPART_GRANDPAR
(19,8),(8,4),-0.53936 # DEPENDENCYPART_GRANDPAR
(19,8),(8,5),-0.385132 # DEPENDENCYPART_GRANDPAR
(19,8),(8,6),0.114463 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),0.153791 # DEPENDENCYPART_GRANDPAR
(19,8),(8,9),0.106464 # DEPENDENCYPART_GRANDPAR
(19,8),(8,10),0.162031 # DEPENDENCYPART_GRANDPAR
(19,8),(8,11),0.168659 # DEPENDENCYPART_GRANDPAR
(19,8),(8,14),0.0811782 # DEPENDENCYPART_GRANDPAR
(19,8),(8,15),0.482258 # DEPENDENCYPART_GRANDPAR
(19,9),(9,1),0.130795 # DEPENDENCYPART_GRANDPAR
(19,9),(9,2),-0.186681 # DEPENDENCYPART_GRANDPAR
(19,9),(9,3),0.171048 # DEPENDENCYPART_GRANDPAR
(19,9),(9,4),-0.130735 # DEPENDENCYPART_GRANDPAR
(19,9),(9,5),-0.0615854 # DEPENDENCYPART_GRANDPAR
(19,9),(9,6),0.451621 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),0.50822 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.144386 # DEPENDENCYPART_GRANDPAR
(19,9),(9,10),0.19435 # DEPENDENCYPART_GRANDPAR
(19,9),(9,11),0.409462 # DEPENDENCYPART_GRANDPAR
(19,9),(9,12),0.00516249 # DEPENDENCYPART_GRANDPAR
(19,9),(9,13),0.248305 # DEPENDENCYPART_GRANDPAR
(19,9),(9,14),0.302887 # DEPENDENCYPART_GRANDPAR
(19,9),(9,15),0.185776 # DEPENDENCYPART_GRANDPAR
(19,9),(9,16),0.128836 # DEPENDENCYPART_GRANDPAR
(19,9),(9,18),0.364778 # DEPENDENCYPART_GRANDPAR
(19,9),(9,19),-1.23703 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,9),(9,20),-0.536534 # DEPENDENCYPART_GRANDPAR
(19,10),(10,1),-0.272593 # DEPENDENCYPART_GRANDPAR
(19,10),(10,7),0.0549275 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.557958 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.178707 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),0.0977835 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),-0.233691 # DEPENDENCYPART_GRANDPAR
(19,10),(10,14),0.0733015 # DEPENDENCYPART_GRANDPAR
(19,10),(10,15),0.2151 # DEPENDENCYPART_GRANDPAR
(19,10),(10,16),-0.145751 # DEPENDENCYPART_GRANDPAR
(19,10),(10,19),-1.42525 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,11),(11,1),-0.067776 # DEPENDENCYPART_GRANDPAR
(19,11),(11,3),0.00760712 # DEPENDENCYPART_GRANDPAR
(19,11),(11,4),-0.173954 # DEPENDENCYPART_GRANDPAR
(19,11),(11,5),-0.244274 # DEPENDENCYPART_GRANDPAR
(19,11),(11,6),0.351834 # DEPENDENCYPART_GRANDPAR
(19,11),(11,7),0.242673 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),-0.370652 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),-0.116164 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),0.00224623 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),-0.36656 # DEPENDENCYPART_GRANDPAR
(19,11),(11,13),-0.0919392 # DEPENDENCYPART_GRANDPAR
(19,11),(11,14),-0.0976039 # DEPENDENCYPART_GRANDPAR
(19,11),(11,15),0.0143137 # DEPENDENCYPART_GRANDPAR
(19,11),(11,16),-0.198834 # DEPENDENCYPART_GRANDPAR
(19,11),(11,18),-0.0570899 # DEPENDENCYPART_GRANDPAR
(19,11),(11,19),-1.40901 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,12),(12,10),0.234816 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),0.211747 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),0.0656969 # DEPENDENCYPART_GRANDPAR
(19,12),(12,19),-1.43758 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,8),-0.402096 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),0.0322889 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),0.0146858 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.0679611 # DEPENDENCYPART_GRANDPAR
(19,13),(13,18),0.0660926 # DEPENDENCYPART_GRANDPAR
(19,14),(14,2),-0.315046 # DEPENDENCYPART_GRANDPAR
(19,14),(14,4),-0.207782 # DEPENDENCYPART_GRANDPAR
(19,14),(14,5),-0.46598 # DEPENDENCYPART_GRANDPAR
(19,14),(14,7),0.0106281 # DEPENDENCYPART_GRANDPAR
(19,14),(14,8),-0.410058 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),0.212079 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),0.0572158 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),0.045974 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),0.00472241 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),0.0785934 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-0.225718 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),-0.334289 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-1.49278 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,14),-0.191775 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),-0.159546 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.105094 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.0845826 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),0.14977 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.0166704 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.117374 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),0.138586 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.157338 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.83134 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.48968 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
