# _root_ The high point of foreigners ' copper stocks this year was 136,000 tons at the end of April , according to Mr. Demler .
#goldHeads=3,3,11,3,8,5,8,4,10,11,0,13,11,11,16,14,16,17,11,11,20,23,21,11,
#predictedHeads=3,3,11,3,8,5,8,4,10,3,0,13,11,11,16,14,16,17,11,11,20,23,21,11,
(13,7),(7,11),(7,13),-0.124957 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,7),(7,11),(7,14),-0.124893 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,11),(7,25),-0.174436 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,7),(7,13),(7,14),-0.125035 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,7),(7,13),(7,25),-0.143132 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,7),(7,14),(7,25),-0.104167 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,7),(7,7),(7,6),-0.063002 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,7),(7,7),(7,5),-0.183008 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,7),(7,7),(7,3),-0.183009 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,7),(7,7),(7,2),-0.0645824 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,7),(7,7),(7,-1),0.103086 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,7),(7,6),(7,5),-0.0452991 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,6),(7,3),-0.0452991 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,6),(7,2),-0.0420507 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,6),(7,-1),-0.0641943 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,7),(7,5),(7,3),-0.0133061 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,5),(7,2),-0.0488663 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,5),(7,-1),0.00286572 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,7),(7,3),(7,2),-0.0488663 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,3),(7,-1),0.00283748 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,7),(7,2),(7,-1),-0.0518973 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,8),(8,9),0.13366 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,10),0.150786 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,11),0.124764 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,12),0.196041 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,13),-0.141313 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,8),(8,8),(8,14),-0.145309 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,16),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,17),-0.150131 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,18),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,19),-0.129725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,20),-0.15429 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,23),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,24),-0.125132 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,25),0.0326381 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,8),(8,9),(8,10),0.138266 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,9),(8,11),0.118546 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,9),(8,12),0.118034 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,9),(8,13),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,9),(8,14),-0.124887 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,9),(8,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,9),(8,17),-0.124887 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,9),(8,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,9),(8,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,9),(8,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,9),(8,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,9),(8,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,9),(8,25),-0.161972 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,10),(8,11),0.114132 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,10),(8,12),0.105104 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,10),(8,13),-0.125449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,10),(8,14),-0.125046 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,10),(8,16),-0.125449 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,10),(8,17),-0.125051 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,10),(8,18),-0.125449 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,10),(8,19),-0.126785 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,10),(8,20),-0.125545 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,10),(8,23),-0.125449 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,10),(8,24),-0.125194 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,10),(8,25),-0.145557 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,11),(8,12),0.116842 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,11),(8,13),-0.124957 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,11),(8,14),-0.124893 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,11),(8,16),-0.124957 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,11),(8,17),-0.124893 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,11),(8,18),-0.124957 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,11),(8,19),-0.125515 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,11),(8,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,11),(8,23),-0.124957 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,11),(8,24),-0.124886 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,11),(8,25),-0.175433 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,12),(8,13),-0.12492 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,12),(8,14),-0.125047 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,12),(8,16),-0.12492 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,12),(8,17),-0.125048 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,12),(8,18),-0.12492 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,12),(8,19),-0.125133 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,12),(8,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,12),(8,23),-0.12492 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,12),(8,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,12),(8,25),-0.127351 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,13),(8,14),-0.125035 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,13),(8,16),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,13),(8,17),-0.12504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,13),(8,18),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,13),(8,19),-0.126785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,13),(8,20),-0.125545 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,13),(8,23),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,13),(8,24),-0.125194 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,13),(8,25),-0.143874 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,8),(8,14),(8,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,14),(8,17),-0.126497 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,14),(8,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,14),(8,19),-0.124891 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,14),(8,20),-0.125119 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,14),(8,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,14),(8,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,14),(8,25),-0.104562 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,16),(8,17),-0.12504 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,16),(8,18),-0.125449 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,16),(8,19),-0.126785 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,16),(8,20),-0.125545 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,16),(8,23),-0.125449 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,16),(8,24),-0.125194 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,16),(8,25),-0.143874 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,17),(8,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,17),(8,19),-0.124893 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,17),(8,20),-0.125331 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,17),(8,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,17),(8,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,17),(8,25),-0.0688639 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,18),(8,19),-0.126785 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,18),(8,20),-0.125545 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,18),(8,23),-0.125449 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,18),(8,24),-0.125194 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,18),(8,25),-0.143874 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,19),(8,20),-0.127045 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,19),(8,23),-0.129532 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,19),(8,24),-0.124886 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,19),(8,25),-0.00344553 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,20),(8,23),-0.124957 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,20),(8,24),-0.124886 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,20),(8,25),-0.174811 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,23),(8,24),-0.125194 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,23),(8,25),-0.143874 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,24),(8,25),-0.144995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,8),(8,7),-0.183051 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,6),-0.063002 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,5),-0.183051 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,4),-0.0196795 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,3),-0.183052 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,2),-0.0647348 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,1),-0.0401521 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,-1),0.103951 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,8),(8,7),(8,6),-0.0438907 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,7),(8,5),-0.0133061 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,7),(8,4),-0.037029 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,7),(8,3),-0.0133061 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,7),(8,2),-0.0488663 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,7),(8,1),-0.0143644 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,7),(8,-1),0.0028114 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,6),(8,5),-0.0452991 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,6),(8,4),-0.0419992 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,6),(8,3),-0.0452991 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,6),(8,2),-0.0420507 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,6),(8,1),-0.0420127 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,6),(8,-1),-0.0641943 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,5),(8,4),-0.037029 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,5),(8,3),-0.0133061 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,5),(8,2),-0.0488663 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,5),(8,1),-0.0143644 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,5),(8,-1),0.0028114 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,4),(8,3),-0.0360222 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,4),(8,2),-0.0387517 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,4),(8,1),-0.0425705 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,4),(8,-1),-0.0494378 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,3),(8,2),-0.0488663 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,3),(8,1),-0.0143644 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,3),(8,-1),0.00278317 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,2),(8,1),-0.0617671 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,2),(8,-1),-0.0520395 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,1),(8,-1),-0.010191 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,9),(9,9),(9,25),0.0386055 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,9),(9,9),(9,-1),0.10226 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,10),(10,10),(10,11),0.125706 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,12),0.198973 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,14),-0.145309 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,25),-0.0290019 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,10),(10,11),(10,12),0.116842 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,11),(10,14),-0.124893 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,11),(10,25),-0.174561 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,12),(10,14),-0.125047 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,12),(10,25),-0.12555 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,14),(10,25),-0.0919686 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,10),(10,9),-0.0541795 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,8),-0.183172 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,7),-0.183131 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,5),-0.183131 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,3),-0.183132 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,2),-0.0612035 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,1),-0.0410634 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,-1),0.101292 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,10),(10,9),(10,8),-0.0411896 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,9),(10,7),-0.0411896 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,9),(10,5),-0.0411896 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,9),(10,3),-0.0411896 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,9),(10,2),-0.0384331 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,9),(10,1),-0.0417699 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,9),(10,-1),-0.0420799 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,8),(10,7),-0.0133062 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,8),(10,5),-0.0133062 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,8),(10,3),-0.0133062 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,8),(10,2),-0.0488663 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,8),(10,1),-0.0143644 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,8),(10,-1),0.00226128 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,7),(10,5),-0.0133061 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,7),(10,3),-0.0133061 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,7),(10,2),-0.0488663 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,7),(10,1),-0.0143644 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,7),(10,-1),0.00238292 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,5),(10,3),-0.0133061 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,5),(10,2),-0.0488663 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,5),(10,1),-0.0143644 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,5),(10,-1),0.00238292 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,3),(10,2),-0.0488663 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,3),(10,1),-0.0143644 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,3),(10,-1),0.00235468 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,2),(10,1),-0.060646 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,2),(10,-1),-0.048844 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,1),(10,-1),-0.0074373 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,11),(11,12),0.0698291 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,13),-0.175608 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,11),(11,11),(11,14),-0.155999 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,16),-0.175608 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,17),-0.154802 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,18),-0.175627 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,19),-0.12509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,20),-0.169975 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,21),-0.150712 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,25),0.0261338 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,11),(11,12),(11,13),-0.124935 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,12),(11,14),-0.125004 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,12),(11,16),-0.124935 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,12),(11,17),-0.124944 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,12),(11,18),-0.124935 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,12),(11,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,12),(11,20),-0.125062 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,12),(11,21),-0.125039 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,12),(11,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,12),(11,25),-0.186704 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,13),(11,14),-0.126247 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,13),(11,16),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,13),(11,17),-0.12624 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,13),(11,18),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,13),(11,19),-0.125057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,13),(11,20),-0.125221 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,13),(11,21),-0.126828 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,13),(11,24),-0.124886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,13),(11,25),-0.0143973 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,11),(11,14),(11,16),-0.125063 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,14),(11,17),-0.124895 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,14),(11,18),-0.125063 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,14),(11,19),-0.124887 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,14),(11,20),-0.124989 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,14),(11,21),-0.125243 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,14),(11,24),-0.124968 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,14),(11,25),-0.203248 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,16),(11,17),-0.12624 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,16),(11,18),-0.124895 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,16),(11,19),-0.125057 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,16),(11,20),-0.125221 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,16),(11,21),-0.126828 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,16),(11,24),-0.124886 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,16),(11,25),-0.0143991 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,17),(11,18),-0.125218 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,17),(11,19),-0.124887 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,17),(11,20),-0.124989 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,17),(11,21),-0.125243 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,17),(11,24),-0.124968 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,17),(11,25),-0.164817 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,18),(11,19),-0.125057 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,18),(11,20),-0.125221 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,18),(11,21),-0.126828 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,18),(11,24),-0.124886 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,18),(11,25),-0.0144153 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,19),(11,20),-0.127098 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,19),(11,21),-0.125205 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,19),(11,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,19),(11,25),-0.191257 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,20),(11,21),-0.124888 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,20),(11,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,20),(11,25),-0.146753 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,21),(11,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,21),(11,25),-0.0859142 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,24),(11,25),-0.127823 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,11),(11,10),-0.0105559 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,9),-0.0334127 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,8),-0.0185505 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,7),-0.0300159 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,5),-0.0304364 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,4),-0.0439177 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,3),-0.0319868 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,2),0.00499931 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,1),-0.0396579 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,-1),0.0693238 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,11),(11,10),(11,9),-0.0429145 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,10),(11,8),-0.0354099 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,10),(11,7),-0.0354063 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,10),(11,5),-0.0354063 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,10),(11,4),0.000391812 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,10),(11,3),-0.0354063 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,10),(11,2),-0.038947 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,10),(11,1),-0.0426143 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,10),(11,-1),-0.0303067 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,9),(11,8),-0.0452381 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,9),(11,7),-0.0452381 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,9),(11,5),-0.0452381 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,9),(11,4),-0.0539088 # DEPENDENCYPART_GRANDSIBL
