# _root_ Spencer J. Volk , president and chief operating officer of this consumer and industrial products company , was elected a director .
#goldHeads=3,3,18,3,6,3,9,9,6,6,13,13,10,13,13,13,3,0,18,21,19,18,
#predictedHeads=3,3,18,3,6,3,9,9,6,6,13,13,10,13,13,13,3,0,18,21,19,18,
(16,15),(15,15),(15,-1),0.0863424 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,15),(15,14),(15,13),-0.0427844 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,14),(15,12),-0.0617203 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,14),(15,11),-0.0500374 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,14),(15,-1),-0.0535207 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,13),(15,12),0.33138 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,13),(15,11),0.217244 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,13),(15,-1),-0.0337238 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,12),(15,11),-0.0390029 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,12),(15,-1),0.00983243 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,11),(15,-1),-0.0467618 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,17),(17,23),-0.00342882 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,17),(17,17),(17,-1),-0.0887395 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,18),(18,18),(18,19),-0.0300752 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,20),-0.0372764 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,21),-0.0344354 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,22),-0.048883 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,23),0.0928238 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,18),(18,19),(18,20),-0.0420115 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,19),(18,21),-0.0470687 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,19),(18,22),-0.0419685 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,19),(18,23),-0.0701009 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,20),(18,21),-0.0441227 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,20),(18,22),-0.0430447 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,20),(18,23),-0.0322526 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,21),(18,22),-0.0554669 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,21),(18,23),-0.0575317 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,22),(18,23),-0.0875764 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,18),(18,17),0.143227 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,16),0.172232 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,18),(18,18),(18,15),-0.177167 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,14),-0.131371 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,13),-0.16309 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,12),-0.176281 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,11),-0.126847 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,10),-0.154802 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,9),-0.176281 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,8),-0.176281 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,7),-0.176281 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,6),-0.16309 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,5),-0.176365 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,4),-0.12509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,3),-0.176281 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,2),-0.176281 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,1),-0.176281 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,-1),0.0499384 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,18),(18,17),(18,16),0.118983 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,17),(18,15),-0.125259 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,17),(18,14),-0.124971 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,17),(18,13),-0.124954 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,17),(18,12),-0.125259 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,17),(18,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,17),(18,10),-0.125719 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,17),(18,9),-0.125259 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,17),(18,8),-0.125259 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,17),(18,7),-0.125259 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,17),(18,6),-0.124954 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,17),(18,5),-0.125279 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,17),(18,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,17),(18,3),-0.125259 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,17),(18,2),-0.125259 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,17),(18,1),-0.125259 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,17),(18,-1),-0.191801 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,16),(18,15),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,16),(18,14),-0.12492 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,16),(18,13),-0.125032 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,16),(18,12),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,16),(18,11),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,16),(18,10),-0.12624 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,16),(18,9),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,16),(18,8),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,16),(18,7),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,16),(18,6),-0.125032 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,16),(18,5),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,16),(18,4),-0.125057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,16),(18,3),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,16),(18,2),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,16),(18,1),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,16),(18,-1),-0.00997274 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,18),(18,15),(18,14),-0.12492 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,15),(18,13),-0.125032 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,15),(18,12),-0.124895 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,15),(18,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,15),(18,10),-0.12624 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,15),(18,9),-0.124895 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,15),(18,8),-0.124895 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,15),(18,7),-0.124895 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,15),(18,6),-0.125032 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,15),(18,5),-0.124895 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,15),(18,4),-0.125057 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,15),(18,3),-0.124895 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,15),(18,2),-0.124895 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,15),(18,1),-0.124895 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,15),(18,-1),-0.016066 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,14),(18,13),-0.124908 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,14),(18,12),-0.124907 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,14),(18,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,14),(18,10),-0.125435 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,14),(18,9),-0.124907 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,14),(18,8),-0.124907 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,14),(18,7),-0.124907 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,14),(18,6),-0.124908 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,14),(18,5),-0.124907 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,14),(18,4),-0.12494 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,14),(18,3),-0.124907 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,14),(18,2),-0.124907 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,14),(18,1),-0.124907 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,14),(18,-1),-0.205985 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,13),(18,12),0.243411 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,13),(18,11),0.139862 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,13),(18,10),0.170035 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,13),(18,9),0.311516 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,13),(18,8),0.349911 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,13),(18,7),0.335847 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,13),(18,6),0.204359 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,13),(18,5),0.337405 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,13),(18,4),0.203413 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,13),(18,3),0.3023 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,13),(18,2),0.316163 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,13),(18,1),0.348047 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,13),(18,-1),-0.130301 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,12),(18,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,12),(18,10),-0.12624 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,12),(18,9),-0.124895 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,12),(18,8),-0.124895 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,12),(18,7),-0.124895 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,12),(18,6),-0.125032 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,12),(18,5),-0.124895 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,12),(18,4),-0.125057 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,12),(18,3),-0.124895 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,12),(18,2),-0.124895 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,12),(18,1),-0.124895 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,12),(18,-1),-0.0145825 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,11),(18,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,11),(18,9),-0.124886 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,11),(18,8),-0.124886 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,11),(18,7),-0.124886 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,11),(18,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,11),(18,5),-0.124886 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,11),(18,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,11),(18,3),-0.124886 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,11),(18,2),-0.124886 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,11),(18,1),-0.124886 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,11),(18,-1),-0.124899 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,10),(18,9),-0.125218 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,10),(18,8),-0.125218 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,10),(18,7),-0.125218 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,10),(18,6),-0.124896 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,10),(18,5),-0.125218 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,10),(18,4),-0.124887 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,10),(18,3),-0.125218 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,10),(18,2),-0.125218 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,10),(18,1),-0.125218 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,10),(18,-1),-0.168055 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,9),(18,8),-0.124895 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,9),(18,7),-0.124895 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,9),(18,6),-0.125032 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,9),(18,5),-0.124895 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,9),(18,4),-0.125057 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,9),(18,3),-0.124895 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,9),(18,2),-0.124895 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,9),(18,1),-0.124895 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,9),(18,-1),-0.0146744 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,8),(18,7),-0.124895 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,8),(18,6),-0.125032 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,8),(18,5),-0.124895 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,8),(18,4),-0.125057 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,8),(18,3),-0.124895 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,8),(18,2),-0.124895 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,8),(18,1),-0.124895 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,8),(18,-1),-0.0146148 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,7),(18,6),-0.125032 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,7),(18,5),-0.124895 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,7),(18,4),-0.125057 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,7),(18,3),-0.124895 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,7),(18,2),-0.124895 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,7),(18,1),-0.124895 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,7),(18,-1),-0.0150124 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,6),(18,5),0.337405 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,6),(18,4),0.203413 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,6),(18,3),0.3023 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,6),(18,2),0.316163 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,6),(18,1),0.348047 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,6),(18,-1),-0.130301 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,5),(18,4),-0.125057 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,5),(18,3),-0.124895 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,5),(18,2),-0.124895 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,5),(18,1),-0.124895 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,5),(18,-1),-0.0170369 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,4),(18,3),-0.125259 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,4),(18,2),-0.125259 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,4),(18,1),-0.125259 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,4),(18,-1),-0.191801 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,3),(18,2),-0.124895 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,3),(18,1),-0.124895 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,3),(18,-1),-0.0145727 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,2),(18,1),-0.124895 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,2),(18,-1),-0.0145727 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,1),(18,-1),-0.0145727 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,19),(19,20),-0.0364754 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,21),-0.031631 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,22),-0.048883 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,23),0.0943148 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,19),(19,20),(19,21),-0.0441227 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,20),(19,22),-0.0430447 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,20),(19,23),-0.0316666 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,21),(19,22),-0.0550623 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,21),(19,23),-0.0596157 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,22),(19,23),-0.0871039 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,19),(19,18),0.16572 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,17),0.13888 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,16),0.169646 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,19),(19,19),(19,13),-0.16274 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,9),-0.175974 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,6),-0.16274 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,4),-0.12509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,-1),0.0721237 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,19),(19,18),(19,17),0.129885 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,18),(19,16),0.116029 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,18),(19,13),-0.124982 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,18),(19,9),-0.124893 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,18),(19,6),-0.124982 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,18),(19,4),-0.124926 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,18),(19,-1),-0.147491 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,17),(19,16),0.11761 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,17),(19,13),-0.124954 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,17),(19,9),-0.125259 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,17),(19,6),-0.124954 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,17),(19,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,17),(19,-1),-0.188627 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,16),(19,13),-0.125032 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,16),(19,9),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,16),(19,6),-0.125032 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,16),(19,4),-0.125057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,16),(19,-1),-0.0256105 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,19),(19,13),(19,9),0.31152 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,13),(19,6),0.204359 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,13),(19,4),0.203413 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,13),(19,-1),-0.129468 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,9),(19,6),-0.125032 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,9),(19,4),-0.125057 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,9),(19,-1),-0.0303121 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,6),(19,4),0.203413 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,6),(19,-1),-0.129468 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,4),(19,-1),-0.188627 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,21),(21,22),0.0853674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,21),(21,23),0.0986515 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,21),(21,22),(21,23),0.0957853 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,21),(21,20),0.139866 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,21),(21,19),0.137154 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,21),(21,-1),0.0121581 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,21),(21,20),(21,19),0.118129 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,20),(21,-1),-0.105714 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,19),(21,-1),-0.169465 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,22),(22,22),(22,23),-0.00566522 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,22),(22,22),(22,21),0.102438 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,22),(22,22),(22,19),0.117049 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,22),(22,22),(22,-1),-0.0514313 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,22),(22,21),(22,19),0.119164 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,21),(22,-1),-0.14154 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,22),(22,19),(22,-1),-0.127001 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,1),(1,1),(1,2),0.0381659 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,1),(1,1),(1,3),0.0340808 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,1),(1,1),(1,4),0.0500378 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,1),(1,1),(1,5),0.0273264 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,1),(1,1),(1,6),0.074289 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,1),(1,1),(1,9),0.0331288 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,1),(1,1),(1,17),0.0500378 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,1),(1,1),(1,18),-0.094797 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,1),(1,1),(1,23),-0.188946 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,1),(1,2),(1,3),0.135783 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,2),(1,4),0.144212 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,2),(1,5),0.135915 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,2),(1,6),0.166836 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,2),(1,9),0.135782 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,2),(1,17),0.144212 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,2),(1,18),-0.126 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,1),(1,2),(1,23),-0.0953114 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,1),(1,3),(1,4),0.144214 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,3),(1,5),0.131339 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,3),(1,6),0.166836 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,3),(1,9),0.131205 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,3),(1,17),0.144214 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,3),(1,18),-0.126 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,1),(1,3),(1,23),-0.0959463 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,1),(1,4),(1,5),0.223004 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,4),(1,6),0.239121 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,4),(1,9),0.208549 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,4),(1,17),0.0852732 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,4),(1,18),-0.142167 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,1),(1,4),(1,23),-0.140082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,1),(1,5),(1,6),0.166836 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,5),(1,9),0.12921 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,5),(1,17),0.168053 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,5),(1,18),-0.126 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,1),(1,5),(1,23),-0.102028 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,1),(1,6),(1,9),0.176674 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,6),(1,17),0.5977 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,6),(1,18),0.0744259 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,1),(1,6),(1,23),-0.105014 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,1),(1,9),(1,17),0.143043 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,9),(1,18),-0.126 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
