# _root_ The internal investigation also criticized MiniScribe 's auditors , Coopers & Lybrand , for allegedly ignoring numerous red flags .
#goldHeads=3,3,5,5,0,8,6,5,8,11,8,11,8,5,16,14,19,19,16,5,
#predictedHeads=3,3,5,5,0,8,6,5,8,11,8,11,8,5,16,14,19,19,16,5,
(15,14),(14,17),(14,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,17),(14,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,17),(14,21),-0.123091 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,18),(14,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,18),(14,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,18),(14,21),-0.123091 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,19),(14,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,19),(14,21),-0.148038 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,20),(14,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,14),(14,13),-0.0420369 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,11),-0.0580829 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,-1),0.0101813 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,14),(14,13),(14,11),-0.0432607 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,13),(14,-1),-0.0387932 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,11),(14,-1),-0.06218 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,16),(16,17),-0.05268 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,18),-0.05268 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,19),-0.0787337 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,21),0.0812257 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,16),(16,17),(16,18),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,17),(16,19),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,17),(16,20),-0.0421159 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,17),(16,21),-0.0640435 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,18),(16,19),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,18),(16,20),-0.0421159 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,18),(16,21),-0.0640435 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,19),(16,20),-0.0453164 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,19),(16,21),-0.0717141 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,20),(16,21),-0.047371 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,16),(16,15),0.128287 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,16),(16,16),(16,14),-0.125714 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,13),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,11),-0.125074 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,8),-0.126649 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,5),-0.125504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,-1),-0.195094 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,16),(16,15),(16,14),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,15),(16,13),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,15),(16,11),-0.124888 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,15),(16,8),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,15),(16,5),-0.124886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,15),(16,-1),-0.147422 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,16),(16,14),(16,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,14),(16,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,14),(16,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,14),(16,5),-0.124889 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,14),(16,-1),-0.0347624 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,13),(16,11),-0.124919 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,13),(16,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,13),(16,5),-0.125465 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,13),(16,-1),-0.119002 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,11),(16,8),0.0957612 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,11),(16,5),0.0271309 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,11),(16,-1),-0.120509 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,8),(16,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,8),(16,-1),-0.167447 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,5),(16,-1),-0.136713 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,17),(17,18),-0.0435496 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,19),-0.0473011 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,21),0.013697 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,17),(17,18),(17,19),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,21),-0.0428603 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,19),(17,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,19),(17,21),-0.048202 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,20),(17,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,17),(17,16),0.118358 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,15),0.0855102 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,17),(17,17),(17,11),-0.125059 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,3),-0.124904 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,-1),-0.12916 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,17),(17,16),(17,15),0.119164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,16),(17,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,16),(17,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,16),(17,-1),-0.125699 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,15),(17,11),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,15),(17,3),-0.124928 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,15),(17,-1),-0.14751 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,17),(17,11),(17,3),0.130406 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,11),(17,-1),-0.125095 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,3),(17,-1),-0.131983 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,18),(18,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,21),0.0152282 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,18),(18,20),(18,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,18),(18,17),0.118927 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,15),0.0855102 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,18),(18,18),(18,3),-0.124904 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,-1),-0.127629 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,18),(18,17),(18,15),0.119164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,17),(18,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,17),(18,-1),-0.125196 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,15),(18,3),-0.124928 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,15),(18,-1),-0.14751 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,18),(18,3),(18,-1),-0.131983 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,19),(19,20),-0.0433719 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,19),(19,21),-0.0787662 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,19),(19,20),(19,21),-0.0434817 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,19),(19,18),0.126363 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,19),(19,17),0.126363 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,19),(19,16),0.12418 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,19),(19,15),0.119499 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,19),(19,19),(19,14),-0.128599 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,19),(19,13),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,19),(19,11),-0.124893 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,19),(19,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,19),(19,-1),-0.170469 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,19),(19,18),(19,17),0.118977 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,18),(19,16),0.123659 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,18),(19,15),0.11809 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,18),(19,14),-0.124898 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,18),(19,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,18),(19,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,18),(19,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,18),(19,-1),-0.111935 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,17),(19,16),0.123659 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,17),(19,15),0.11809 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,17),(19,14),-0.124898 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,17),(19,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,17),(19,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,17),(19,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,17),(19,-1),-0.108243 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,16),(19,15),0.11901 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,16),(19,14),-0.124896 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,16),(19,13),-0.124898 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,16),(19,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,16),(19,9),-0.124898 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,16),(19,-1),-0.121007 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,15),(19,14),-0.124886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,15),(19,13),-0.124899 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,15),(19,11),-0.124891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,15),(19,9),-0.124899 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,15),(19,-1),-0.144689 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,19),(19,14),(19,13),-0.12489 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,14),(19,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,14),(19,9),-0.12489 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,14),(19,-1),-0.114398 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,13),(19,11),-0.125052 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,13),(19,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,13),(19,-1),-0.125105 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,11),(19,9),0.0256877 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,11),(19,-1),-0.128253 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,9),(19,-1),-0.125105 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,5),(5,5),(5,6),0.164359 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,5),(5,5),(5,8),0.164451 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,5),(5,5),(5,9),0.0866949 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,5),(5,5),(5,10),0.164451 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,5),(5,5),(5,11),0.0822886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,5),(5,5),(5,12),0.164451 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,5),(5,5),(5,13),0.0866949 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,5),(5,5),(5,14),-0.0336104 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,5),(5,5),(5,15),0.0430434 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,5),(5,5),(5,16),-0.106802 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,5),(5,5),(5,17),-0.130751 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,5),(5,5),(5,18),-0.130751 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,5),(5,5),(5,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,5),(5,5),(5,21),-0.248856 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,5),(5,6),(5,8),0.108423 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,6),(5,9),0.121893 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,6),(5,10),0.108423 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,6),(5,11),0.087802 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,6),(5,12),0.108423 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,6),(5,13),0.121893 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,6),(5,14),0.212855 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,6),(5,15),0.118244 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,6),(5,16),-0.12319 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,5),(5,6),(5,17),-0.124976 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,6),(5,18),-0.124976 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,6),(5,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,6),(5,21),-0.123235 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,5),(5,8),(5,9),0.12195 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,8),(5,10),0.108423 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,8),(5,11),0.087802 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,8),(5,12),0.108423 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,8),(5,13),0.12195 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,8),(5,14),0.212855 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,8),(5,15),0.118244 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,8),(5,16),-0.12319 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,5),(5,8),(5,17),-0.124976 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,8),(5,18),-0.124976 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,8),(5,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,8),(5,21),-0.123201 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,5),(5,9),(5,10),0.129074 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,9),(5,11),0.138834 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,9),(5,12),0.129074 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,9),(5,13),0.1202 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,9),(5,14),0.067628 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,9),(5,15),0.13596 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,9),(5,16),-0.149349 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,5),(5,9),(5,17),-0.125036 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,9),(5,18),-0.125036 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,9),(5,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,9),(5,21),-0.121766 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,5),(5,10),(5,11),0.087802 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,10),(5,12),0.108423 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,10),(5,13),0.12195 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,10),(5,14),0.212855 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,10),(5,15),0.118244 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,10),(5,16),-0.12319 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,5),(5,10),(5,17),-0.124976 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,10),(5,18),-0.124976 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,10),(5,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,10),(5,21),-0.123201 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,5),(5,11),(5,12),0.198168 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,11),(5,13),0.338867 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,11),(5,14),0.279329 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,11),(5,15),0.297184 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,11),(5,16),0.0598876 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,5),(5,11),(5,17),0.112935 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,11),(5,18),0.0115463 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,11),(5,20),-0.0700769 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,11),(5,21),-0.15841 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,5),(5,12),(5,13),0.12195 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,12),(5,14),0.212855 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,12),(5,15),0.118244 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,12),(5,16),-0.12319 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,5),(5,12),(5,17),-0.124976 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,12),(5,18),-0.124976 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,12),(5,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,12),(5,21),-0.123201 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,5),(5,13),(5,14),0.067628 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,13),(5,15),0.13596 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,13),(5,16),-0.149349 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,5),(5,13),(5,17),-0.125036 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,13),(5,18),-0.125036 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,13),(5,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,13),(5,21),-0.121766 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,5),(5,14),(5,15),0.17744 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,14),(5,16),-0.12679 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,5),(5,14),(5,17),-0.125001 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,14),(5,18),-0.125001 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,14),(5,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,14),(5,21),-0.138712 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,5),(5,15),(5,16),-0.127387 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,5),(5,15),(5,17),-0.124976 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,15),(5,18),-0.124976 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,15),(5,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,15),(5,21),-0.0977434 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,5),(5,16),(5,17),-0.124891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,5),(5,16),(5,18),-0.124891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,5),(5,16),(5,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,5),(5,16),(5,21),-0.121076 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,5),(5,17),(5,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,17),(5,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,17),(5,21),-0.125662 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,5),(5,18),(5,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,18),(5,21),-0.125662 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,5),(5,20),(5,21),-0.14435 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,5),(5,5),(5,4),-0.0452461 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,5),(5,5),(5,3),0.0172459 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,5),(5,5),(5,2),-0.0444723 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,5),(5,5),(5,1),-0.0181798 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,5),(5,5),(5,-1),0.0472851 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,5),(5,4),(5,3),-0.0505554 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,4),(5,2),-0.0423852 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,4),(5,1),-0.0442312 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,4),(5,-1),-0.00736353 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,5),(5,3),(5,2),-0.0220108 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,3),(5,1),-0.048516 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,3),(5,-1),-0.0697784 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,5),(5,2),(5,1),-0.0454007 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,2),(5,-1),-0.0443607 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,5),(5,1),(5,-1),-0.0377555 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,8),(8,8),(8,9),0.0389007 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,8),(8,8),(8,10),0.0381137 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,8),(8,8),(8,11),0.101042 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,8),(8,8),(8,12),0.0381137 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,8),(8,8),(8,13),0.0389007 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,8),(8,8),(8,14),0.169126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,8),(8,8),(8,15),0.139029 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,8),(8,8),(8,16),-0.0934837 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,8),(8,8),(8,17),-0.129013 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,8),(8,8),(8,18),-0.129013 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,8),(8,8),(8,19),-0.00686827 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,8),(8,8),(8,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,8),(8,8),(8,21),-0.154815 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,8),(8,9),(8,10),0.202254 # DEPENDENCYPART_GRANDSIBL
(16,8),(8,9),(8,11),0.183319 # DEPENDENCYPART_GRANDSIBL
(16,8),(8,9),(8,12),0.202254 # DEPENDENCYPART_GRANDSIBL
(16,8),(8,9),(8,13),0.085871 # DEPENDENCYPART_GRANDSIBL
(16,8),(8,9),(8,14),0.0423397 # DEPENDENCYPART_GRANDSIBL
(16,8),(8,9),(8,15),0.0974096 # DEPENDENCYPART_GRANDSIBL
(16,8),(8,9),(8,16),-0.141133 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,8),(8,9),(8,17),-0.125574 # DEPENDENCYPART_GRANDSIBL
(16,8),(8,9),(8,18),-0.125574 # DEPENDENCYPART_GRANDSIBL
(16,8),(8,9),(8,19),-0.14225 # DEPENDENCYPART_GRANDSIBL
(16,8),(8,9),(8,20),-0.125335 # DEPENDENCYPART_GRANDSIBL
(16,8),(8,9),(8,21),-0.124228 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,8),(8,10),(8,11),0.152034 # DEPENDENCYPART_GRANDSIBL
(16,8),(8,10),(8,12),0.118455 # DEPENDENCYPART_GRANDSIBL
(16,8),(8,10),(8,13),0.160826 # DEPENDENCYPART_GRANDSIBL
(16,8),(8,10),(8,14),0.120435 # DEPENDENCYPART_GRANDSIBL
(16,8),(8,10),(8,15),0.127254 # DEPENDENCYPART_GRANDSIBL
(16,8),(8,10),(8,16),-0.125993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,8),(8,10),(8,17),-0.125752 # DEPENDENCYPART_GRANDSIBL
