# _root_ MCI Communications Corp. said it won a $ 27 million contract from Stuart-James Co. , a Denver investment banking concern , to provide voice and data telecommunications services .
#goldHeads=3,3,4,0,6,4,11,11,8,8,6,6,14,12,14,20,20,20,20,14,14,23,11,25,28,25,28,23,4,
#predictedHeads=3,3,4,0,6,4,11,11,8,8,6,6,14,12,14,20,20,20,20,14,14,23,11,25,28,25,25,23,4,
(14,3),(3,6),(3,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,6),(3,30),-0.19686 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,3),(3,8),(3,12),0.109449 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,8),(3,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,8),(3,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,8),(3,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,8),(3,30),-0.152806 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,3),(3,12),(3,20),-0.14498 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,12),(3,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,12),(3,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,12),(3,30),-0.116167 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,3),(3,20),(3,21),-0.145732 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,20),(3,29),-0.144801 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,20),(3,30),-0.17098 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,3),(3,21),(3,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,21),(3,30),-0.0353127 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,3),(3,29),(3,30),-0.151487 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,3),(3,3),(3,2),-0.125484 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,3),(3,3),(3,1),-0.125839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,3),(3,3),(3,-1),0.164944 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,3),(3,2),(3,1),-0.0101942 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,2),(3,-1),0.0302424 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,3),(3,1),(3,-1),0.0297761 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,7),(7,7),(7,12),0.0926216 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,7),(7,7),(7,30),0.0703586 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,7),(7,12),(7,30),-0.162108 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,7),(7,7),(7,-1),0.189037 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,8),(8,8),(8,9),0.191733 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,10),0.191657 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,11),0.10019 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,12),0.0977515 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,13),0.10019 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,14),-0.144725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,17),-0.144725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,18),-0.144725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,19),-0.144725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,20),-0.144725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,21),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,29),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,30),-0.261794 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,8),(8,9),(8,10),0.0490643 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,9),(8,11),0.117464 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,9),(8,12),0.0770324 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,9),(8,13),0.117464 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,9),(8,14),-0.144715 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,9),(8,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,9),(8,17),-0.144715 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,9),(8,18),-0.144715 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,9),(8,19),-0.144715 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,9),(8,20),-0.144715 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,9),(8,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,9),(8,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,9),(8,30),-0.00556522 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,10),(8,11),0.117383 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,10),(8,12),0.0660963 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,10),(8,13),0.117383 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,10),(8,14),-0.144715 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,10),(8,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,10),(8,17),-0.144715 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,10),(8,18),-0.144715 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,10),(8,19),-0.144715 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,10),(8,20),-0.144715 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,10),(8,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,10),(8,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,10),(8,30),-0.0108988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,11),(8,12),0.109531 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,11),(8,13),0.10954 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,11),(8,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,11),(8,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,11),(8,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,11),(8,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,11),(8,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,11),(8,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,11),(8,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,11),(8,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,11),(8,30),-0.138034 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,12),(8,13),0.109334 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,12),(8,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,12),(8,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,12),(8,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,12),(8,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,12),(8,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,12),(8,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,12),(8,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,12),(8,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,12),(8,30),-0.208902 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,13),(8,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,13),(8,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,13),(8,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,13),(8,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,13),(8,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,13),(8,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,13),(8,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,13),(8,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,13),(8,30),-0.138034 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,14),(8,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,14),(8,17),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,14),(8,18),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,14),(8,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,14),(8,20),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,14),(8,21),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,14),(8,29),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,14),(8,30),-0.138471 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,8),(8,15),(8,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,15),(8,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,15),(8,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,15),(8,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,15),(8,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,15),(8,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,15),(8,30),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,17),(8,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,17),(8,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,17),(8,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,17),(8,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,17),(8,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,17),(8,30),-0.138034 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,18),(8,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,18),(8,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,18),(8,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,18),(8,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,18),(8,30),-0.138034 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,19),(8,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,19),(8,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,19),(8,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,19),(8,30),-0.138034 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,20),(8,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,20),(8,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,20),(8,30),-0.138045 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,21),(8,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,21),(8,30),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,29),(8,30),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,8),(8,7),-0.0247918 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,-1),0.0942119 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,8),(8,7),(8,-1),-0.0245433 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,10),(10,11),0.176125 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,14),-0.145671 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,30),-0.0717891 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,10),(10,11),(10,14),-0.144703 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,11),(10,30),-0.0785815 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,14),(10,30),-0.0785823 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,10),(10,10),(10,9),0.0208166 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,8),-0.0962406 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,7),-0.0409824 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,-1),0.117419 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,10),(10,9),(10,8),-0.0198808 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,9),(10,7),-0.0194882 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,9),(10,-1),0.118839 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,8),(10,7),-0.0233942 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,8),(10,-1),-0.085813 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,7),(10,-1),-0.0579954 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,11),(11,12),0.148334 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,13),0.156017 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,14),-0.155852 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,15),-0.145466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,17),-0.155849 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,18),-0.155849 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,19),-0.155849 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,20),-0.155849 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,21),-0.145466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,22),-0.14732 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,23),-0.172272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,25),-0.1512 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,28),-0.155849 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,30),0.0235229 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,11),(11,12),(11,13),0.10467 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,14),-0.14498 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,17),-0.14498 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,18),-0.14498 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,19),-0.14498 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,20),-0.14498 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,22),-0.145652 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,23),-0.144823 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,25),-0.144702 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,28),-0.14498 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,30),-0.118009 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,13),(11,14),-0.145195 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,15),-0.145732 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,17),-0.145195 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,18),-0.145195 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,19),-0.145195 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,20),-0.145195 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,21),-0.145732 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,22),-0.144731 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,23),-0.14473 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,25),-0.14471 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,28),-0.145195 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,30),-0.173049 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,14),(11,15),-0.145732 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,14),(11,17),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,14),(11,18),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,14),(11,19),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,14),(11,20),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,14),(11,21),-0.145732 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,14),(11,22),-0.144731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,14),(11,23),-0.144731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,14),(11,25),-0.14471 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,14),(11,28),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,14),(11,30),-0.173319 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,11),(11,15),(11,17),-0.14942 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,15),(11,18),-0.14942 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,15),(11,19),-0.14942 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,15),(11,20),-0.149421 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,15),(11,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,15),(11,22),-0.144708 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,15),(11,23),-0.146635 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,15),(11,25),-0.150847 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,15),(11,28),-0.14942 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,15),(11,30),-0.0336201 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,17),(11,18),-0.145195 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,17),(11,19),-0.145195 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,17),(11,20),-0.145195 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,17),(11,21),-0.145732 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,17),(11,22),-0.144731 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,17),(11,23),-0.14473 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,17),(11,25),-0.14471 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,17),(11,28),-0.145195 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,17),(11,30),-0.173149 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,18),(11,19),-0.145195 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,18),(11,20),-0.145195 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,18),(11,21),-0.145732 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,18),(11,22),-0.144731 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,18),(11,23),-0.14473 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,18),(11,25),-0.14471 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,18),(11,28),-0.145195 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,18),(11,30),-0.173094 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,19),(11,20),-0.145195 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,19),(11,21),-0.145732 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,19),(11,22),-0.144731 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,19),(11,23),-0.14473 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,19),(11,25),-0.14471 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,19),(11,28),-0.145195 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,19),(11,30),-0.173793 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,20),(11,21),-0.145732 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,20),(11,22),-0.144731 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,20),(11,23),-0.14473 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,20),(11,25),-0.14471 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,20),(11,28),-0.145195 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,20),(11,30),-0.173487 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,21),(11,22),-0.144708 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,21),(11,23),-0.146635 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,21),(11,25),-0.150847 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,21),(11,28),-0.14942 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,21),(11,30),-0.0336201 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,22),(11,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,22),(11,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,22),(11,28),-0.144785 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,22),(11,30),-0.1075 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,23),(11,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,23),(11,28),-0.14472 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,23),(11,30),-0.196569 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,25),(11,28),-0.179427 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,25),(11,30),-0.226323 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,28),(11,30),-0.173188 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,11),(11,10),-0.105582 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,9),-0.102672 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,8),-0.0269039 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,7),-0.0483206 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,6),0.0486845 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,4),0.0481273 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,3),-0.135142 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,-1),0.167193 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,11),(11,10),(11,9),-0.0139568 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,10),(11,8),-0.0207607 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,10),(11,7),-0.0129776 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,10),(11,6),-0.0200578 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,10),(11,4),-0.0200578 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,10),(11,3),-0.0270956 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,10),(11,-1),-0.100039 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,9),(11,8),-0.0207607 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,9),(11,7),-0.0124197 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,9),(11,6),-0.0200578 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,9),(11,4),-0.0200578 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,9),(11,3),-0.0270599 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,9),(11,-1),-0.0982812 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,8),(11,7),-0.0221817 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,8),(11,6),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,8),(11,4),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,8),(11,3),-0.0197874 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,8),(11,-1),-0.0296194 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,7),(11,6),-0.0194622 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,7),(11,4),-0.0194622 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,7),(11,3),-0.0115753 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,7),(11,-1),-0.0707519 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,6),(11,4),-0.0237863 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,6),(11,3),-0.0233504 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,6),(11,-1),0.000458985 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,4),(11,3),-0.0235051 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,4),(11,-1),4.10099e-05 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,3),(11,-1),0.0210524 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,12),(12,13),0.0385592 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,14),-0.161203 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,20),-0.161203 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,22),-0.146816 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,25),-0.159048 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,28),-0.161203 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,30),-0.106181 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,12),(12,13),(12,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
