# _root_ That may leave a lot of leeway for U.S. Bankruptcy Judge Burton R. Lifland to decide what , if anything , the pilots actually collect .
#goldHeads=2,0,2,5,3,5,6,16,14,14,14,14,14,16,16,7,25,25,20,25,25,23,25,25,16,2,
#predictedHeads=2,0,2,5,3,5,6,7,14,14,14,14,14,8,16,5,25,25,25,19,25,23,25,25,16,2,
(14,16),(16,17),(16,18),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,17),(16,19),-0.0421769 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,17),(16,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,17),(16,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,17),(16,22),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,17),(16,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,17),(16,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,17),(16,25),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,17),(16,26),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,17),(16,27),-0.0516608 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,18),(16,19),-0.0638666 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,18),(16,20),-0.0356703 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,18),(16,21),-0.0295576 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,18),(16,22),-0.0437822 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,18),(16,23),-0.0356703 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,18),(16,24),-0.0457144 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,18),(16,25),-0.0758771 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,18),(16,26),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,18),(16,27),-0.0884058 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,19),(16,20),-0.0403861 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,19),(16,21),-0.0234536 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,19),(16,22),-0.0436929 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,19),(16,23),-0.0403861 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,19),(16,24),-0.0276681 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,19),(16,25),-0.0289749 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,19),(16,26),-0.0529863 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,19),(16,27),-0.0128151 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,20),(16,21),-0.0662857 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,20),(16,22),-0.0426119 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,20),(16,23),-0.0341321 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,20),(16,24),-0.0327614 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,20),(16,25),-0.0538322 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,20),(16,26),-0.0550567 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,20),(16,27),-0.0533428 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,21),(16,22),-0.0437822 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,21),(16,23),-0.0356703 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,21),(16,24),-0.0457144 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,21),(16,25),-0.0758771 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,21),(16,26),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,21),(16,27),-0.0884058 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,22),(16,23),-0.0440846 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,22),(16,24),-0.043454 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,22),(16,25),-0.038842 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,22),(16,26),-0.0430447 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,22),(16,27),-0.0355693 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,23),(16,24),-0.0327614 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,23),(16,25),-0.0538322 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,23),(16,26),-0.0550567 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,23),(16,27),-0.0478043 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,24),(16,25),-0.030085 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,24),(16,26),-0.0452914 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,24),(16,27),0.0125206 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,25),(16,26),-0.0419652 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,25),(16,27),-0.0782581 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,26),(16,27),-0.0871039 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,16),(16,15),0.156076 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,14),0.165326 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,16),(16,16),(16,13),-0.175297 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,12),-0.175297 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,11),-0.175297 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,10),-0.175297 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,9),-0.175297 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,8),-0.155017 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,7),-0.175297 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,6),-0.154802 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,5),-0.175297 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,-1),0.0445033 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,16),(16,15),(16,14),0.133335 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,15),(16,13),-0.1262 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,15),(16,12),-0.1262 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,15),(16,11),-0.1262 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,15),(16,10),-0.1262 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,15),(16,9),-0.1262 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,15),(16,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,15),(16,7),-0.1262 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,15),(16,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,15),(16,5),-0.1262 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,15),(16,-1),-0.0765422 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,14),(16,13),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,14),(16,12),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,14),(16,11),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,14),(16,10),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,14),(16,9),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,14),(16,8),-0.126335 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,14),(16,7),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,14),(16,6),-0.126236 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,14),(16,5),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,14),(16,-1),-0.0299985 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,16),(16,13),(16,12),-0.124895 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,13),(16,11),-0.124895 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,13),(16,10),-0.124895 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,13),(16,9),-0.124895 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,13),(16,8),-0.126335 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,13),(16,7),-0.124895 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,13),(16,6),-0.126236 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,13),(16,5),-0.124895 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,13),(16,-1),-0.0300134 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,12),(16,11),-0.124895 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,12),(16,10),-0.124895 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,12),(16,9),-0.124895 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,12),(16,8),-0.126335 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,12),(16,7),-0.124895 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,12),(16,6),-0.126236 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,12),(16,5),-0.124895 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,12),(16,-1),-0.0299985 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,11),(16,10),-0.124895 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,11),(16,9),-0.124895 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,11),(16,8),-0.126335 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,11),(16,7),-0.124895 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,11),(16,6),-0.126236 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,11),(16,5),-0.124895 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,11),(16,-1),-0.0301398 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,10),(16,9),-0.124895 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,10),(16,8),-0.126335 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,10),(16,7),-0.124895 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,10),(16,6),-0.126236 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,10),(16,5),-0.124895 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,10),(16,-1),-0.0304993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,9),(16,8),-0.126335 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,9),(16,7),-0.124895 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,9),(16,6),-0.126236 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,9),(16,5),-0.124895 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,9),(16,-1),-0.03389 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,8),(16,7),-0.125064 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,8),(16,6),-0.124895 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,8),(16,5),-0.125064 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,8),(16,-1),-0.161402 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,7),(16,6),-0.126236 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,7),(16,5),-0.124895 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,7),(16,-1),-0.0299985 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,6),(16,5),-0.125218 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,6),(16,-1),-0.155446 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,5),(16,-1),-0.0302386 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,18),(18,19),-0.0574017 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,27),-0.00625752 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,18),(18,19),(18,27),-0.0610288 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,18),(18,-1),-0.091128 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,19),(19,19),(19,20),0.0526778 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,23),0.048746 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,24),-0.0737116 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,27),-0.34228 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,19),(19,20),(19,23),-0.0771419 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,20),(19,24),-0.0535778 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,20),(19,27),0.0122287 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,23),(19,24),-0.053517 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,23),(19,27),0.00834882 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,24),(19,27),-0.0239189 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,19),(19,18),0.109015 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,17),0.112381 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,-1),-0.0830645 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,19),(19,18),(19,17),0.114107 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,-1),-0.114197 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,17),(19,-1),-0.13661 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,20),(20,20),(20,21),0.138961 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,20),(20,20),(20,22),-0.0399498 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,20),(20,20),(20,23),-0.183409 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,20),(20,20),(20,24),-0.0717611 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,20),(20,20),(20,25),0.0467724 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,20),(20,20),(20,26),0.0853667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,20),(20,20),(20,27),0.093491 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,20),(20,21),(20,22),-0.0474936 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,21),(20,23),0.134208 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,21),(20,24),-0.0503674 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,21),(20,25),-0.117144 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,21),(20,26),-0.0439761 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,21),(20,27),-0.0437622 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,20),(20,22),(20,23),-0.0452823 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,22),(20,24),-0.0552322 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,22),(20,25),-0.0420477 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,22),(20,26),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,22),(20,27),-0.00997678 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,20),(20,23),(20,24),-0.0370397 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,23),(20,25),-0.0429856 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,23),(20,26),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,23),(20,27),0.00245394 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,20),(20,24),(20,25),-0.0450051 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,24),(20,26),-0.0425367 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,24),(20,27),-0.0820653 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,20),(20,25),(20,26),-0.0421587 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,25),(20,27),-0.0127276 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,20),(20,26),(20,27),0.0957846 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,20),(20,20),(20,19),0.199847 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,20),(20,20),(20,18),0.165777 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,20),(20,20),(20,17),0.0979109 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,20),(20,20),(20,-1),0.0183489 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,20),(20,19),(20,18),0.114313 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,19),(20,17),0.11916 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,19),(20,-1),-0.0965298 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,20),(20,18),(20,17),0.119016 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,18),(20,-1),-0.00339072 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,20),(20,17),(20,-1),-0.178359 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,21),(21,27),-0.00625752 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,21),(21,21),(21,-1),-0.091128 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,23),(23,23),(23,24),-0.0717604 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,23),(23,23),(23,25),0.0467795 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,23),(23,23),(23,26),0.0853674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,23),(23,23),(23,27),0.0983203 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,23),(23,24),(23,25),-0.0450051 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,24),(23,26),-0.0425367 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,24),(23,27),-0.0820646 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,23),(23,25),(23,26),-0.0421587 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,25),(23,27),-0.0127332 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,23),(23,26),(23,27),0.0957853 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,23),(23,23),(23,22),0.113097 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,23),(23,23),(23,20),0.152152 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,23),(23,23),(23,19),0.196249 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,23),(23,23),(23,17),0.0979109 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,23),(23,23),(23,-1),0.0234376 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,23),(23,22),(23,20),0.147667 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,22),(23,19),0.114604 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,22),(23,17),0.11861 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,22),(23,-1),-0.162522 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,23),(23,20),(23,19),0.113096 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,20),(23,17),0.116259 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,20),(23,-1),-0.143797 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,23),(23,19),(23,17),0.11916 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,19),(23,-1),-0.0965215 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,23),(23,17),(23,-1),-0.178359 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,24),(24,24),(24,25),-0.0528823 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,24),(24,24),(24,26),-0.046086 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,24),(24,24),(24,27),-0.0305774 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,24),(24,25),(24,26),-0.042058 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,25),(24,27),-0.0274548 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,24),(24,26),(24,27),-0.0440021 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,24),(24,24),(24,23),0.108546 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,24),(24,24),(24,22),0.104246 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,24),(24,24),(24,20),0.108547 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,24),(24,24),(24,19),0.114535 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,24),(24,24),(24,15),0.127997 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,24),(24,24),(24,5),-0.128362 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,24),(24,24),(24,-1),-0.208264 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,24),(24,23),(24,22),0.118998 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,23),(24,20),0.118858 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,23),(24,19),0.121601 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,23),(24,15),0.11634 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,23),(24,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,23),(24,-1),-0.133718 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,24),(24,22),(24,20),0.116693 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,22),(24,19),0.119089 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,22),(24,15),0.119164 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,22),(24,5),-0.12489 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,22),(24,-1),-0.134136 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,24),(24,20),(24,19),0.121601 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,20),(24,15),0.11634 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,20),(24,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,20),(24,-1),-0.133716 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,24),(24,19),(24,15),0.119113 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,19),(24,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,19),(24,-1),-0.107011 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,24),(24,15),(24,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,15),(24,-1),-0.156108 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,24),(24,5),(24,-1),-0.133727 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,25),(25,25),(25,26),-0.048883 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,25),(25,25),(25,27),0.0698536 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,25),(25,26),(25,27),-0.0871039 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,25),(25,25),(25,24),0.235979 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,25),(25,25),(25,23),0.165622 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,25),(25,25),(25,22),0.109251 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,25),(25,25),(25,21),0.139982 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,25),(25,25),(25,20),0.165246 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,25),(25,25),(25,19),0.203071 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,25),(25,25),(25,18),0.139982 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,25),(25,25),(25,17),0.140724 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,25),(25,25),(25,16),0.167036 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,25),(25,25),(25,15),0.15226 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,25),(25,25),(25,14),0.165331 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,25),(25,25),(25,13),-0.175297 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,25),(25,25),(25,12),-0.175297 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,25),(25,25),(25,11),-0.175297 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,25),(25,25),(25,10),-0.175297 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,25),(25,25),(25,9),-0.175297 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,25),(25,25),(25,8),-0.155017 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,25),(25,25),(25,7),-0.175297 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,25),(25,25),(25,5),-0.175297 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,25),(25,25),(25,3),-0.169968 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,25),(25,25),(25,1),-0.129788 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,25),(25,25),(25,-1),0.0434323 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,25),(25,24),(25,23),0.127503 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,24),(25,22),0.11655 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,24),(25,21),0.104852 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,24),(25,20),0.127498 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,24),(25,19),0.13641 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,24),(25,18),0.104852 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,24),(25,17),0.13867 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,24),(25,16),0.127028 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,24),(25,15),0.147457 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,24),(25,14),0.127503 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,25),(25,24),(25,13),-0.125074 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,24),(25,12),-0.125074 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,24),(25,11),-0.125074 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,24),(25,10),-0.125074 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,24),(25,9),-0.125077 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,24),(25,8),-0.124946 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,24),(25,7),-0.125074 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,24),(25,5),-0.125074 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,24),(25,3),-0.124896 # DEPENDENCYPART_GRANDSIBL
(14,25),(25,24),(25,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
