# _root_ Mr. Ehrlich was succeeded as chairman by Gerd Krick , a director of Fresenius , a West German pharmaceutical concern .
#goldHeads=2,3,0,3,4,5,4,9,7,9,12,9,12,13,14,20,18,20,20,14,3,
#predictedHeads=2,3,0,3,4,5,4,9,7,9,12,9,12,13,14,20,18,20,20,14,3,
(9,6),(6,9),(6,14),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,15),-0.126785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,17),-0.125126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,18),-0.125126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,20),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,21),-0.125194 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,22),-0.142719 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,6),(6,10),(6,12),-0.129532 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,10),(6,13),-0.125645 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,10),(6,14),-0.129532 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,10),(6,15),-0.125325 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,10),(6,17),-0.12731 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,10),(6,18),-0.12731 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,10),(6,20),-0.129995 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,10),(6,21),-0.124886 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,10),(6,22),-0.00475463 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,12),(6,13),-0.12504 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,12),(6,14),-0.125449 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,12),(6,15),-0.126785 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,12),(6,17),-0.125126 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,12),(6,18),-0.125126 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,12),(6,20),-0.125449 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,12),(6,21),-0.125194 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,12),(6,22),-0.143139 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,13),(6,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,13),(6,15),-0.124893 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,13),(6,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,13),(6,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,13),(6,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,13),(6,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,13),(6,22),-0.0708208 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,14),(6,15),-0.126785 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,14),(6,17),-0.125126 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,14),(6,18),-0.125126 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,14),(6,20),-0.125449 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,14),(6,21),-0.125194 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,14),(6,22),-0.141556 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,15),(6,17),-0.12731 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,15),(6,18),-0.12731 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,15),(6,20),-0.129995 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,15),(6,21),-0.124886 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,15),(6,22),-0.00475463 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,17),(6,18),-0.125158 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,17),(6,20),-0.124928 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,17),(6,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,17),(6,22),-0.144718 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,18),(6,20),-0.124928 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,18),(6,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,18),(6,22),-0.156687 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,20),(6,21),-0.125194 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,20),(6,22),-0.144309 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,21),(6,22),-0.144995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,6),(6,5),-0.03414 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,2),-0.185827 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,-1),0.0967405 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,6),(6,5),(6,2),-0.042204 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,5),(6,-1),-0.0730725 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,2),(6,-1),-0.0028585 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,7),(7,8),0.0570036 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,9),-0.144383 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,7),(7,7),(7,10),-0.127012 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,12),-0.144383 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,13),-0.126231 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,14),-0.144383 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,20),-0.144383 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,22),-0.0793284 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,7),(7,8),(7,9),-0.125348 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,8),(7,10),-0.124921 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,12),-0.125348 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,13),-0.124898 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,14),-0.125348 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,20),-0.125348 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,22),-0.145783 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,9),(7,10),-0.124921 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,12),-0.125348 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,13),-0.124898 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,14),-0.125348 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,20),-0.125348 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,22),-0.145783 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,7),(7,10),(7,12),-0.124899 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,10),(7,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,10),(7,14),-0.124899 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,10),(7,20),-0.124899 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,10),(7,22),-0.115267 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,12),(7,13),-0.124898 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,12),(7,14),-0.125348 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,12),(7,20),-0.125348 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,12),(7,22),-0.145783 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,13),(7,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,13),(7,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,13),(7,22),-0.154502 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,14),(7,20),-0.125348 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,14),(7,22),-0.145783 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,20),(7,22),-0.145783 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,7),(7,6),0.119011 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,5),-0.0505635 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,-1),-0.365516 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,7),(7,6),(7,5),-0.0513626 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,6),(7,-1),0.0814664 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,5),(7,-1),-0.0603794 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,8),(8,9),-0.141313 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,8),(8,8),(8,12),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,20),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,22),0.0232095 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,8),(8,9),(8,12),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,9),(8,20),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,9),(8,22),-0.143132 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,8),(8,12),(8,20),-0.125449 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,12),(8,22),-0.143551 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,20),(8,22),-0.144721 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,8),(8,-1),0.0986736 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,10),(10,10),(10,22),-0.00625752 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,10),(10,10),(10,-1),-0.091128 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,12),(12,12),(12,13),-0.00359695 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,14),-0.186671 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,15),0.13886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,16),-0.0663985 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,17),-0.0594248 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,18),-0.0636528 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,19),-0.0641445 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,20),-0.186672 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,21),0.0853674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,22),0.0953248 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,12),(12,13),(12,14),-0.0371496 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,15),-0.0962706 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,16),-0.0424767 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,17),-0.0387547 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,18),-0.0387517 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,19),-0.0387517 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,20),-0.0371945 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,21),-0.0471799 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,22),-0.0316412 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,14),(12,15),-0.0517424 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,14),(12,16),-0.0458633 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,14),(12,17),-0.0456638 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,14),(12,18),-0.0479567 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,14),(12,19),-0.0479565 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,14),(12,20),-0.0175337 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,14),(12,21),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,14),(12,22),-0.00127746 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,15),(12,16),-0.0458543 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,15),(12,17),-0.0511504 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,15),(12,18),-0.0511051 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,15),(12,19),-0.0511051 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,15),(12,20),0.133255 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,15),(12,21),-0.0439761 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,15),(12,22),-0.0437626 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,16),(12,17),-0.033932 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,16),(12,18),-0.033932 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,16),(12,19),-0.033932 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,16),(12,20),-0.0357307 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,16),(12,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,16),(12,22),-0.0877641 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,17),(12,18),-0.0578816 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,17),(12,19),-0.0578816 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,17),(12,20),-0.0611311 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,17),(12,21),-0.0421103 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,17),(12,22),-0.0429803 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,18),(12,19),-0.0585668 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,18),(12,20),-0.0607859 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,18),(12,21),-0.0421103 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,18),(12,22),-0.0502315 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,19),(12,20),-0.0605472 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,19),(12,21),-0.0421103 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,19),(12,22),-0.0499003 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,20),(12,21),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,20),(12,22),-0.00238476 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,21),(12,22),0.0957853 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,12),(12,11),0.14101 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,10),0.165552 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,8),-0.14149 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,-1),0.026194 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,12),(12,11),(12,10),0.116766 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,-1),-0.10737 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,10),(12,8),-0.129532 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,10),(12,-1),-0.00351668 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,8),(12,-1),-0.13562 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,13),(13,14),0.0974691 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,17),-0.030558 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,18),-0.0322033 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,20),0.11357 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,22),-0.417469 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,13),(13,14),(13,17),-0.0448245 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,18),-0.0448103 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,20),-0.087915 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,22),0.0441723 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,17),(13,18),-0.0420121 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,17),(13,20),-0.0439844 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,17),(13,22),-0.0122008 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,18),(13,20),-0.0439844 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,18),(13,22),-0.0138298 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,20),(13,22),0.0584289 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,13),(13,11),0.170482 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,-1),0.0159617 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,13),(13,11),(13,-1),-0.150623 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,14),(14,15),0.138962 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,17),-0.0601288 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,18),-0.0643568 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,19),-0.0648485 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,20),-0.182988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,21),0.0853674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,22),0.101849 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,14),(14,15),(14,17),-0.0511504 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,18),-0.0511051 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,19),-0.0511051 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,20),0.133357 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,21),-0.0439761 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,22),-0.0437622 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,17),(14,18),-0.0574238 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,17),(14,19),-0.0574238 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,17),(14,20),-0.0611311 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,17),(14,21),-0.0421103 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,17),(14,22),-0.0427514 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,18),(14,19),-0.0581091 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,18),(14,20),-0.0607859 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,18),(14,21),-0.0421103 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,18),(14,22),-0.0500026 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,19),(14,20),-0.0605472 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,19),(14,21),-0.0421103 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,19),(14,22),-0.0496714 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,20),(14,21),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,20),(14,22),0.00178197 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,21),(14,22),0.0957853 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,14),(14,11),0.145093 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,-1),0.026386 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,14),(14,11),(14,-1),-0.100342 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,15),(15,22),-0.00625752 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,15),(15,15),(15,-1),-0.091128 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,20),(20,20),(20,21),0.0853674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,20),(20,20),(20,22),0.0936364 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,20),(20,21),(20,22),0.0957851 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,20),(20,20),(20,19),0.0952388 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,20),(20,20),(20,18),0.0939608 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,20),(20,20),(20,17),0.101061 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,20),(20,20),(20,16),0.145081 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,20),(20,20),(20,15),0.165138 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,20),(20,20),(20,14),0.150855 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,20),(20,20),(20,12),0.148966 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,20),(20,20),(20,11),0.145081 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,20),(20,20),(20,10),0.165138 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,20),(20,20),(20,-1),0.0170621 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,20),(20,19),(20,18),0.13763 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,19),(20,17),0.137373 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,19),(20,16),0.138486 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,19),(20,15),0.090421 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,19),(20,14),0.133153 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,19),(20,12),0.132384 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,19),(20,11),0.138486 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,19),(20,10),0.090421 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,19),(20,-1),-0.158529 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,20),(20,18),(20,17),0.135648 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,18),(20,16),0.137936 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,18),(20,15),0.090421 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,18),(20,14),0.131994 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,18),(20,12),0.131225 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,18),(20,11),0.137936 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,18),(20,10),0.090421 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,18),(20,-1),-0.159173 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,20),(20,17),(20,16),0.135231 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,17),(20,15),0.0904179 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,17),(20,14),0.132769 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,17),(20,12),0.132 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,17),(20,11),0.135231 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,17),(20,10),0.0904179 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,17),(20,-1),-0.147204 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,20),(20,16),(20,15),0.116765 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,16),(20,14),0.133844 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,16),(20,12),0.133844 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,16),(20,11),0.115802 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,16),(20,10),0.116765 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,16),(20,-1),-0.0849209 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,20),(20,15),(20,14),0.119048 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,15),(20,12),0.119041 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,15),(20,11),0.111256 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,15),(20,10),0.115506 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,15),(20,-1),-0.00376104 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,20),(20,14),(20,12),0.114295 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,14),(20,11),0.187366 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,14),(20,10),0.123694 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,14),(20,-1),-0.154848 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,20),(20,12),(20,11),0.186883 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,12),(20,10),0.123626 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,12),(20,-1),-0.156431 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,20),(20,11),(20,10),0.116765 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,11),(20,-1),-0.0849209 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,20),(20,10),(20,-1),-0.00376104 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,21),(21,21),(21,22),-0.00516393 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,21),(21,21),(21,20),0.102454 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,21),(21,21),(21,-1),-0.0509464 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,21),(21,20),(21,-1),-0.141525 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,10),(10,22),-0.142701 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,10),(10,10),(10,-1),-0.0578474 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,13),(13,13),(13,14),0.0288904 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,17),-0.0417024 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,18),-0.0416896 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,20),0.0288904 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
