# _root_ By October , when the committee rejected a much more modest covert proposal , even the administration was agreeing little should be done .
#goldHeads=18,1,2,7,6,7,2,13,11,11,13,13,7,2,17,17,18,0,18,21,19,21,22,18,
#predictedHeads=18,1,2,7,6,7,2,13,13,9,13,13,7,18,17,17,18,0,18,21,19,21,22,18,
(17,18),(18,17),(18,8),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,17),(18,7),-0.125221 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,17),(18,6),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,17),(18,4),-0.124945 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,17),(18,3),-0.125057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,17),(18,2),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,17),(18,1),-0.12624 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,17),(18,-1),-0.0151778 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,18),(18,16),(18,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,16),(18,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,16),(18,13),-0.124886 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,16),(18,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,16),(18,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,16),(18,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,16),(18,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,16),(18,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,16),(18,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,16),(18,6),-0.124886 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,16),(18,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,16),(18,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,16),(18,2),-0.124886 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,16),(18,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,16),(18,-1),-0.133017 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,15),(18,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,15),(18,13),-0.125074 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,15),(18,12),-0.124907 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,15),(18,11),-0.124907 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,15),(18,10),-0.124922 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,15),(18,9),-0.124959 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,15),(18,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,15),(18,7),-0.1249 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,15),(18,6),-0.125074 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,15),(18,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,15),(18,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,15),(18,2),-0.125074 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,15),(18,1),-0.124946 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,15),(18,-1),-0.216632 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,14),(18,13),-0.125259 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,14),(18,12),-0.124971 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,14),(18,11),-0.124971 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,14),(18,10),-0.124982 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,14),(18,9),-0.124982 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,14),(18,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,14),(18,7),-0.127098 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,14),(18,6),-0.125259 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,14),(18,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,14),(18,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,14),(18,2),-0.125259 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,14),(18,1),-0.125613 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,14),(18,-1),-0.191256 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,13),(18,12),-0.12492 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,13),(18,11),-0.12492 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,13),(18,10),-0.125333 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,13),(18,9),-0.125333 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,13),(18,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,13),(18,7),-0.125221 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,13),(18,6),-0.124895 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,13),(18,4),-0.124945 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,13),(18,3),-0.125057 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,13),(18,2),-0.124895 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,13),(18,1),-0.12624 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,13),(18,-1),-0.0158954 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,12),(18,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,12),(18,10),-0.124996 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,12),(18,9),-0.124996 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,12),(18,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,12),(18,7),-0.125064 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,12),(18,6),-0.124907 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,12),(18,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,12),(18,3),-0.12494 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,12),(18,2),-0.124907 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,12),(18,1),-0.125435 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,12),(18,-1),-0.205262 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,11),(18,10),-0.124996 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,11),(18,9),-0.124996 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,11),(18,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,11),(18,7),-0.125064 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,11),(18,6),-0.124907 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,11),(18,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,11),(18,3),-0.12494 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,11),(18,2),-0.124907 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,11),(18,1),-0.125435 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,11),(18,-1),-0.20526 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,10),(18,9),-0.124959 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,10),(18,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,10),(18,7),-0.1249 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,10),(18,6),-0.125074 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,10),(18,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,10),(18,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,10),(18,2),-0.125074 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,10),(18,1),-0.124946 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,10),(18,-1),-0.218047 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,9),(18,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,9),(18,7),-0.124912 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,9),(18,6),-0.125077 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,9),(18,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,9),(18,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,9),(18,2),-0.125077 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,9),(18,1),-0.124946 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,9),(18,-1),-0.211387 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,8),(18,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,8),(18,6),-0.124888 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,8),(18,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,8),(18,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,8),(18,2),-0.124888 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,8),(18,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,8),(18,-1),-0.132818 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,7),(18,6),-0.124893 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,7),(18,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,7),(18,3),-0.124926 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,7),(18,2),-0.124893 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,7),(18,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,7),(18,-1),-0.146752 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,6),(18,4),-0.124945 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,6),(18,3),-0.125057 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,6),(18,2),-0.124895 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,6),(18,1),-0.12624 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,6),(18,-1),-0.0171478 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,4),(18,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,4),(18,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,4),(18,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,4),(18,-1),-0.135551 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,3),(18,2),-0.125259 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,3),(18,1),-0.125613 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,3),(18,-1),-0.191256 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,2),(18,1),-0.12624 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,2),(18,-1),-0.0159585 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,1),(18,-1),-0.194984 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,19),(19,19),(19,20),-0.0137267 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,21),-0.0441608 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,22),-0.0480941 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,23),-0.0450163 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,24),-0.048883 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,25),0.0665645 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,19),(19,20),(19,21),-0.0436287 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,20),(19,22),-0.055877 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,20),(19,23),-0.0558729 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,20),(19,24),-0.0428785 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,20),(19,25),0.0289445 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,19),(19,21),(19,22),-0.0429599 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,21),(19,23),-0.0429599 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,21),(19,24),-0.042001 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,21),(19,25),-0.0441215 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,19),(19,22),(19,23),-0.0437273 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,22),(19,24),-0.0419652 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,22),(19,25),-0.0995959 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,19),(19,23),(19,24),-0.0419652 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,23),(19,25),-0.088483 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,19),(19,24),(19,25),-0.0871039 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,19),(19,19),(19,17),0.162734 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,19),(19,19),(19,7),-0.169968 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,-1),0.0392349 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,19),(19,17),(19,7),-0.125221 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,17),(19,-1),-0.0307904 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,19),(19,7),(19,-1),-0.146228 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,20),(20,21),-0.0481922 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,22),-0.0461418 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,23),-0.0470795 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,25),0.0496662 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,20),(20,21),(20,22),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,21),(20,23),-0.0420109 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,21),(20,25),-0.0441274 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,22),(20,23),-0.0422623 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,22),(20,25),-0.0410729 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,23),(20,25),-0.0419406 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,20),(20,19),0.117146 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,17),0.122709 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,20),(20,20),(20,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,15),-0.125648 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,13),-0.126863 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,-1),0.0212485 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,20),(20,19),(20,17),0.119143 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,19),(20,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,19),(20,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,19),(20,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,19),(20,-1),-0.144946 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,17),(20,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,17),(20,15),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,17),(20,13),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,17),(20,-1),-0.122229 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,20),(20,16),(20,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,16),(20,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,16),(20,-1),-0.118313 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,15),(20,13),-0.124894 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,15),(20,-1),-0.120066 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,13),(20,-1),-0.122227 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,21),(21,21),(21,22),-0.029643 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,21),(21,23),-0.0156361 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,21),(21,24),-0.0427467 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,21),(21,25),-0.0995691 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,21),(21,22),(21,23),-0.0473392 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,22),(21,24),-0.0536734 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,22),(21,25),0.0335874 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,21),(21,23),(21,24),-0.0526384 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,23),(21,25),0.0393842 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,21),(21,24),(21,25),-0.0619602 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,21),(21,21),(21,20),0.11205 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,21),(21,19),0.106769 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,21),(21,18),0.106686 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,21),(21,17),0.187024 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,21),(21,21),(21,16),-0.124892 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,21),(21,15),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,21),(21,14),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,21),(21,13),-0.128181 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,21),(21,12),-0.125304 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,21),(21,11),-0.125304 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,21),(21,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,21),(21,8),-0.124889 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,21),(21,7),-0.12565 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,21),(21,6),-0.128181 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,21),(21,3),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,21),(21,2),-0.128181 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,21),(21,1),-0.124922 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,21),(21,-1),-0.345527 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,21),(21,20),(21,19),0.119083 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,20),(21,18),0.119082 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,20),(21,17),0.11859 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,21),(21,20),(21,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,20),(21,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,20),(21,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,20),(21,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,20),(21,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,20),(21,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,20),(21,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,20),(21,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,20),(21,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,20),(21,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,20),(21,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,20),(21,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,20),(21,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,20),(21,-1),-0.133152 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,21),(21,19),(21,18),0.118992 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,19),(21,17),0.116102 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,21),(21,19),(21,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,19),(21,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,19),(21,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,19),(21,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,19),(21,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,19),(21,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,19),(21,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,19),(21,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,19),(21,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,19),(21,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,19),(21,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,19),(21,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,19),(21,1),-0.124891 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,19),(21,-1),-0.119586 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,21),(21,18),(21,17),0.116102 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,21),(21,18),(21,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,18),(21,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,18),(21,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,18),(21,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,18),(21,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,18),(21,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,18),(21,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,18),(21,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,18),(21,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,18),(21,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,18),(21,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,18),(21,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,18),(21,1),-0.124891 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,18),(21,-1),-0.119631 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,21),(21,17),(21,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,17),(21,15),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,17),(21,14),-0.124972 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,17),(21,13),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,17),(21,12),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,17),(21,11),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,17),(21,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,17),(21,8),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,17),(21,7),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,17),(21,6),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,17),(21,3),-0.124972 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,17),(21,2),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,17),(21,1),-0.125249 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,17),(21,-1),-0.00777362 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,21),(21,16),(21,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,16),(21,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,16),(21,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,16),(21,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,16),(21,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,16),(21,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,16),(21,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,16),(21,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,16),(21,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,16),(21,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,16),(21,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,16),(21,1),-0.124896 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,16),(21,-1),-0.114916 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,21),(21,15),(21,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,15),(21,13),-0.124898 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,15),(21,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,15),(21,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,15),(21,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,15),(21,8),-0.124993 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,15),(21,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,15),(21,6),-0.124898 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,15),(21,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,15),(21,2),-0.124898 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,15),(21,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,15),(21,-1),-0.152854 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,21),(21,14),(21,13),-0.125175 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,14),(21,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,14),(21,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,14),(21,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
