# _root_ The issue is one of a judge 's experience , his competence and his physical ability to serve on the bench , '' Justice Rubin said .
#goldHeads=2,3,26,3,4,7,9,7,13,13,12,13,5,16,16,13,18,16,18,21,19,26,26,25,26,0,26,
#predictedHeads=2,3,26,3,4,7,9,7,5,4,12,13,4,16,16,13,18,16,18,21,19,26,26,25,26,0,26,
(9,8),(8,8),(8,-1),0.0994225 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,10),(10,10),(10,28),-0.0126039 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,10),(10,10),(10,-1),-0.0974569 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,12),(12,12),(12,15),-0.0647593 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,16),-0.18301 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,17),-0.0891037 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,18),0.0469104 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,28),0.0931227 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,12),(12,15),(12,16),-0.0605472 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,15),(12,17),-0.0427702 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,15),(12,18),-0.0395049 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,15),(12,28),-0.0496714 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,16),(12,17),-0.0488773 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,16),(12,18),-0.0429856 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,16),(12,28),0.00286586 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,17),(12,18),-0.0471187 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,17),(12,28),-0.0970356 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,18),(12,28),-0.0126251 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,12),(12,11),0.117993 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,10),0.165796 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,9),0.152166 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,12),(12,12),(12,7),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,6),-0.125504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,4),-0.125914 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,-1),0.0244359 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,12),(12,11),(12,10),0.11824 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,9),0.121582 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,11),(12,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,-1),-0.125859 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,10),(12,9),0.112773 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,10),(12,7),-0.129532 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,10),(12,6),-0.124899 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,10),(12,4),-0.124905 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,10),(12,-1),-0.00337174 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,9),(12,7),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,9),(12,6),-0.125509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,9),(12,4),-0.125494 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,9),(12,-1),-0.143133 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,12),(12,7),(12,6),-0.125509 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,7),(12,4),-0.125494 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,7),(12,-1),-0.139362 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,6),(12,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,6),(12,-1),-0.0982936 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,4),(12,-1),-0.127054 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,13),(13,14),-0.042318 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,15),0.112944 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,16),-0.0651084 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,17),-0.0275877 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,18),0.0153178 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,19),-0.0131304 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,21),-0.0650653 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,22),-0.0534238 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,23),-0.0182653 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,25),-0.0650653 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,26),0.0135434 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,27),-0.053435 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,28),-0.335746 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,13),(13,14),(13,15),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,16),-0.0431172 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,17),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,18),-0.0427242 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,19),-0.0457932 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,21),-0.0431172 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,22),-0.0456174 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,25),-0.0431172 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,26),-0.0427242 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,27),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,28),-0.0442949 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,15),(13,16),-0.0575984 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,15),(13,17),-0.0440597 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,15),(13,18),-0.0371987 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,15),(13,19),-0.0626128 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,15),(13,21),-0.0575984 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,15),(13,22),-0.00887607 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,15),(13,23),-0.0360037 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,15),(13,25),-0.0575984 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,15),(13,26),-0.0372119 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,15),(13,27),-0.0434927 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,15),(13,28),0.0791845 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,16),(13,17),-0.0483235 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,16),(13,18),-0.0625641 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,16),(13,19),-0.0363625 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,16),(13,21),-0.0585896 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,16),(13,22),-0.05004 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,16),(13,23),-0.0472059 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,16),(13,25),-0.0585896 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,16),(13,26),-0.0625645 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,16),(13,27),-0.0366662 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,16),(13,28),0.00370857 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,17),(13,18),-0.0433854 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,17),(13,19),-0.044172 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,17),(13,21),-0.044213 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,17),(13,22),-0.05047 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,17),(13,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,17),(13,25),-0.044213 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,17),(13,26),-0.0433854 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,17),(13,27),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,17),(13,28),-0.0448331 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,18),(13,19),-0.0713354 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,18),(13,21),0.00137909 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,18),(13,22),-0.0174266 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,18),(13,23),-0.0450856 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,18),(13,25),0.00137909 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,18),(13,26),-0.0440329 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,18),(13,27),-0.0451559 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,18),(13,28),-0.0372625 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,19),(13,21),-0.0465807 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,19),(13,22),-0.0524388 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,19),(13,23),-0.0421516 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,19),(13,25),-0.0465807 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,19),(13,26),-0.0554047 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,19),(13,27),-0.0422131 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,19),(13,28),0.00555416 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,21),(13,22),-0.05004 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,21),(13,23),-0.0472059 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,21),(13,25),-0.0585896 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,21),(13,26),-0.0625645 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,21),(13,27),-0.0366662 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,21),(13,28),0.00375162 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,22),(13,23),-0.0336059 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,22),(13,25),-0.140863 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,22),(13,26),-0.0678368 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,22),(13,27),-0.0420554 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,22),(13,28),-0.0839594 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,23),(13,25),-0.0471392 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,23),(13,26),-0.0438918 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,23),(13,27),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,23),(13,28),-0.0453187 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,25),(13,26),-0.0625645 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,25),(13,27),-0.0366662 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,25),(13,28),0.00375162 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,26),(13,27),-0.0451611 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,26),(13,28),-0.0385126 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,27),(13,28),-0.0552103 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,13),(13,12),0.201269 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,11),0.117654 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,10),0.120352 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,9),0.201269 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,13),(13,13),(13,7),-0.145575 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,6),-0.124936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,5),-0.128042 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,4),-0.126295 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,3),-0.136852 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,2),-0.145575 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,1),-0.124945 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,-1),-0.515856 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,13),(13,12),(13,11),0.112568 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,12),(13,10),0.107145 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,12),(13,9),0.160171 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,12),(13,7),-0.130147 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,12),(13,6),-0.124957 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,12),(13,5),-0.128031 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,12),(13,4),-0.125585 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,12),(13,3),-0.127112 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,12),(13,2),-0.130147 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,12),(13,1),-0.124982 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,12),(13,-1),-0.214438 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,11),(13,10),0.115692 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,11),(13,9),0.119041 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,11),(13,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,11),(13,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,11),(13,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,11),(13,4),-0.124891 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,11),(13,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,11),(13,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,11),(13,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,11),(13,-1),-0.14989 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,10),(13,9),0.139482 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,10),(13,7),-0.129249 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,10),(13,6),-0.124911 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,10),(13,5),-0.126456 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,10),(13,4),-0.125794 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,10),(13,3),-0.128081 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,10),(13,2),-0.129905 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,10),(13,1),-0.12492 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,10),(13,-1),-0.124484 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,9),(13,7),-0.130147 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,9),(13,6),-0.124957 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,9),(13,5),-0.128031 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,9),(13,4),-0.125585 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,9),(13,3),-0.127112 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,9),(13,2),-0.130147 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,9),(13,1),-0.124982 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,9),(13,-1),-0.214438 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,13),(13,7),(13,6),-0.124957 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,7),(13,5),-0.128031 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,7),(13,4),-0.125585 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,7),(13,3),-0.127112 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,7),(13,2),-0.130147 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,7),(13,1),-0.124982 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,7),(13,-1),-0.215452 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,6),(13,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,6),(13,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,6),(13,3),-0.124899 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,6),(13,2),-0.12489 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,6),(13,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,6),(13,-1),-0.0774433 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,5),(13,4),-0.124943 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,5),(13,3),-0.124889 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,5),(13,2),-0.124957 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,5),(13,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,5),(13,-1),-0.0230659 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,4),(13,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,4),(13,2),-0.125202 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,4),(13,1),-0.124905 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,4),(13,-1),-0.163138 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,3),(13,2),-0.126462 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,3),(13,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,3),(13,-1),-0.111056 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,2),(13,1),-0.124982 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,2),(13,-1),-0.215245 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,1),(13,-1),-0.0833802 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,15),(15,17),0.00109067 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,18),-0.046937 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,19),0.0367198 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,28),0.0355846 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,15),(15,17),(15,18),-0.0416793 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,17),(15,19),-0.0531749 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,17),(15,28),0.0177102 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,18),(15,19),-0.0444507 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,18),(15,28),-0.0417981 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,19),(15,28),0.0256158 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,15),(15,14),0.130723 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,12),0.123635 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,9),0.123635 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,15),(15,15),(15,-1),0.00846129 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,15),(15,14),(15,12),0.119164 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,14),(15,9),0.119164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,14),(15,-1),-0.113238 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,12),(15,9),0.117557 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,12),(15,-1),-0.1213 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,9),(15,-1),-0.1213 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,16),(16,16),(16,17),-0.0893359 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,18),0.0468025 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,19),-0.0293761 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,21),-0.183006 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,22),0.138916 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,23),-0.0319472 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,25),-0.183006 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,26),0.0487919 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,28),0.0918429 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,16),(16,17),(16,18),-0.0471187 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,17),(16,19),-0.0436165 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,17),(16,21),-0.0264659 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,17),(16,22),-0.0479514 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,17),(16,23),-0.042008 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,17),(16,25),-0.0264659 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,17),(16,26),-0.0471187 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,17),(16,28),-0.0972678 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,18),(16,19),-0.0521306 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,18),(16,21),-0.0484081 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,18),(16,22),-0.0559433 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,18),(16,23),-0.0381923 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,18),(16,25),-0.0484081 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,18),(16,26),-0.0450646 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,18),(16,28),-0.0127284 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,19),(16,21),-0.0392563 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,19),(16,22),-0.0743405 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,19),(16,23),-0.0460482 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,19),(16,25),-0.0392563 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,19),(16,26),-0.0382148 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,19),(16,28),-0.0808832 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,21),(16,22),-0.0517423 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,21),(16,23),-0.0443227 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,21),(16,25),-0.0133061 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,21),(16,26),-0.0436047 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,21),(16,28),0.00287 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,22),(16,23),-0.0507689 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,22),(16,25),0.13421 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,22),(16,26),-0.117236 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,22),(16,28),-0.0437755 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,23),(16,25),-0.0394321 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,23),(16,26),-0.043757 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,23),(16,28),-0.0654073 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,25),(16,26),-0.0436047 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,25),(16,28),0.00287 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,26),(16,28),-0.00959815 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,16),(16,15),0.0923227 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,14),0.117993 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,13),0.0423165 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,12),0.152149 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,11),0.117993 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,10),0.165796 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,9),0.152149 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,16),(16,16),(16,7),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,6),-0.125504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,-1),0.0239709 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,16),(16,15),(16,14),0.123036 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,15),(16,13),0.104752 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,15),(16,12),0.135386 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,15),(16,11),0.123036 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,15),(16,10),0.0904181 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,15),(16,9),0.135386 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,15),(16,7),-0.124914 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,15),(16,6),-0.124895 # DEPENDENCYPART_GRANDSIBL
