# _root_ Meanwhile , the average yield on taxable funds dropped nearly a tenth of a percentage point , the largest drop since midsummer .
#goldHeads=9,9,5,5,9,5,8,6,0,12,12,9,12,16,16,13,9,20,20,9,20,21,9,
#predictedHeads=9,9,5,5,9,5,8,6,0,12,12,9,12,16,16,13,16,20,20,16,20,21,9,
(9,16),(16,12),(16,7),-0.145686 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,12),(16,6),-0.138345 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,12),(16,4),-0.145686 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,12),(16,-1),-0.116139 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,11),(16,10),0.0866989 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,11),(16,7),-0.144704 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,11),(16,6),-0.127326 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,11),(16,4),-0.144704 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,11),(16,-1),-0.173103 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,10),(16,7),-0.144753 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,10),(16,6),-0.145046 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,10),(16,4),-0.144753 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,10),(16,-1),-0.118941 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,7),(16,6),-0.145404 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,7),(16,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,7),(16,-1),-0.091685 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,6),(16,4),-0.147853 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,6),(16,-1),-0.0132187 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,4),(16,-1),-0.0949574 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,17),(17,24),0.0299357 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,17),(17,17),(17,-1),-0.112469 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,20),(20,20),(20,21),-0.0984362 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,20),(20,20),(20,22),0.0436962 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,20),(20,20),(20,23),0.00656601 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,20),(20,20),(20,24),0.0606625 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,20),(20,21),(20,22),-0.0352804 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,21),(20,23),-0.0213922 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,21),(20,24),-0.0704965 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,20),(20,22),(20,23),-0.0209326 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,22),(20,24),0.0010881 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,20),(20,23),(20,24),-0.0121011 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,20),(20,20),(20,19),0.11756 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,20),(20,20),(20,18),0.097961 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,20),(20,20),(20,17),0.0497131 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,20),(20,20),(20,16),0.0247881 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,20),(20,20),(20,15),0.0196519 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,20),(20,20),(20,14),0.0996846 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,20),(20,20),(20,11),0.0996846 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,20),(20,20),(20,-1),-0.185733 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,20),(20,19),(20,18),0.121782 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,19),(20,17),0.144181 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,19),(20,16),0.0737938 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,19),(20,15),0.0737938 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,19),(20,14),0.138349 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,19),(20,11),0.138349 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,19),(20,-1),-0.0902202 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,20),(20,18),(20,17),0.106131 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,18),(20,16),0.122219 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,18),(20,15),0.122219 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,18),(20,14),0.10771 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,18),(20,11),0.10771 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,18),(20,-1),-0.225574 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,20),(20,17),(20,16),0.186455 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,17),(20,15),0.186459 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,17),(20,14),0.088545 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,17),(20,11),0.088545 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,17),(20,-1),-0.135314 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,20),(20,16),(20,15),0.0969043 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,16),(20,14),0.05642 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,16),(20,11),0.05642 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,16),(20,-1),-0.114222 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,20),(20,15),(20,14),0.0563397 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,15),(20,11),0.0563397 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,15),(20,-1),-0.115263 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,20),(20,14),(20,11),0.106261 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,14),(20,-1),-0.171643 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,20),(20,11),(20,-1),-0.171643 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,21),(21,21),(21,22),0.0292719 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,21),(21,21),(21,23),-0.0213501 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,21),(21,21),(21,24),-0.0449982 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,21),(21,22),(21,23),-0.0211349 # DEPENDENCYPART_GRANDSIBL
(9,21),(21,22),(21,24),0.0919506 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,21),(21,23),(21,24),-0.0242666 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,21),(21,21),(21,20),0.096192 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,21),(21,21),(21,-1),0.0573023 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,21),(21,20),(21,-1),-0.178579 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,22),(22,22),(22,23),0.00656601 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,22),(22,22),(22,24),0.0621 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,22),(22,23),(22,24),-0.0121011 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,22),(22,22),(22,21),0.157697 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,22),(22,22),(22,20),0.0229741 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,22),(22,22),(22,19),0.119449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,22),(22,22),(22,18),0.0975523 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,22),(22,22),(22,17),0.0503109 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,22),(22,22),(22,14),0.0992759 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,22),(22,22),(22,-1),-0.183869 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,22),(22,21),(22,20),0.116384 # DEPENDENCYPART_GRANDSIBL
(9,22),(22,21),(22,19),0.0878332 # DEPENDENCYPART_GRANDSIBL
(9,22),(22,21),(22,18),0.106024 # DEPENDENCYPART_GRANDSIBL
(9,22),(22,21),(22,17),0.0865752 # DEPENDENCYPART_GRANDSIBL
(9,22),(22,21),(22,14),0.103313 # DEPENDENCYPART_GRANDSIBL
(9,22),(22,21),(22,-1),-0.0520674 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,22),(22,20),(22,19),0.101272 # DEPENDENCYPART_GRANDSIBL
(9,22),(22,20),(22,18),0.0199704 # DEPENDENCYPART_GRANDSIBL
(9,22),(22,20),(22,17),0.139948 # DEPENDENCYPART_GRANDSIBL
(9,22),(22,20),(22,14),0.0510984 # DEPENDENCYPART_GRANDSIBL
(9,22),(22,20),(22,-1),-0.114625 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,22),(22,19),(22,18),0.123671 # DEPENDENCYPART_GRANDSIBL
(9,22),(22,19),(22,17),0.144181 # DEPENDENCYPART_GRANDSIBL
(9,22),(22,19),(22,14),0.140238 # DEPENDENCYPART_GRANDSIBL
(9,22),(22,19),(22,-1),-0.0901718 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,22),(22,18),(22,17),0.106131 # DEPENDENCYPART_GRANDSIBL
(9,22),(22,18),(22,14),0.10771 # DEPENDENCYPART_GRANDSIBL
(9,22),(22,18),(22,-1),-0.226902 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,22),(22,17),(22,14),0.088545 # DEPENDENCYPART_GRANDSIBL
(9,22),(22,17),(22,-1),-0.136834 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,22),(22,14),(22,-1),-0.172971 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,23),(23,23),(23,24),-0.00550803 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,23),(23,23),(23,22),0.0732956 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,23),(23,23),(23,21),0.0996072 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,23),(23,23),(23,-1),0.0208631 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,23),(23,22),(23,21),0.108484 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,22),(23,-1),-0.177564 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,23),(23,21),(23,-1),-0.164964 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,2),(2,24),-0.178276 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,2),(2,2),(2,1),-0.0218533 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,2),(2,-1),-0.0519875 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,2),(2,1),(2,-1),-0.0218533 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,5),(5,6),0.143697 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,7),0.104131 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,8),0.122387 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,9),0.136205 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,10),-0.144722 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,12),-0.145553 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,13),-0.147035 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,16),-0.145553 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,17),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,20),-0.145553 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,21),-0.146892 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,23),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,24),-0.204401 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,5),(5,6),(5,7),0.109222 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,6),(5,8),0.108847 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,6),(5,9),0.106739 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,6),(5,10),-0.144704 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,6),(5,12),-0.144709 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,6),(5,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,6),(5,16),-0.144709 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,6),(5,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,6),(5,20),-0.144709 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,6),(5,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,6),(5,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,6),(5,24),-0.118436 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,7),(5,8),0.106659 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,7),(5,9),0.111411 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,7),(5,10),-0.144717 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,7),(5,12),-0.144706 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,7),(5,13),-0.144794 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,7),(5,16),-0.144706 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,7),(5,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,7),(5,20),-0.144706 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,7),(5,21),-0.144794 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,7),(5,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,7),(5,24),-0.132055 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,8),(5,9),0.109035 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,8),(5,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,8),(5,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,8),(5,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,8),(5,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,8),(5,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,8),(5,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,8),(5,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,8),(5,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,8),(5,24),-0.128747 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,9),(5,10),-0.144707 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,9),(5,12),-0.144715 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,9),(5,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,9),(5,16),-0.144715 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,9),(5,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,9),(5,20),-0.144715 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,9),(5,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,9),(5,23),-0.144702 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,9),(5,24),-0.129056 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,10),(5,12),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,10),(5,13),-0.144873 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,10),(5,16),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,10),(5,17),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,10),(5,20),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,10),(5,21),-0.144855 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,10),(5,23),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,10),(5,24),-0.152027 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,5),(5,12),(5,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,12),(5,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,12),(5,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,12),(5,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,12),(5,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,12),(5,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,12),(5,24),-0.128179 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,13),(5,16),-0.144709 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,13),(5,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,13),(5,20),-0.144709 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,13),(5,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,13),(5,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,13),(5,24),-0.101084 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,16),(5,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,16),(5,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,16),(5,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,16),(5,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,16),(5,24),-0.128179 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,17),(5,20),-0.144943 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,17),(5,21),-0.146038 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,17),(5,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,17),(5,24),-0.155298 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,20),(5,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,20),(5,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,20),(5,24),-0.128179 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,21),(5,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,21),(5,24),-0.116651 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,23),(5,24),-0.144702 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,5),(5,4),-0.0188646 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,3),-0.00405354 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,2),-0.0390247 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,1),-0.0172575 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,-1),-0.0654695 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,5),(5,4),(5,3),-0.0422698 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,4),(5,2),-0.0232459 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,4),(5,1),-0.0198116 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,4),(5,-1),0.00871242 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,3),(5,2),-0.0194406 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,3),(5,1),-0.0092059 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,3),(5,-1),-0.0528573 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,2),(5,1),-0.0260811 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,2),(5,-1),-0.0283102 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,1),(5,-1),-0.00163924 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,6),(6,7),0.11732 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,8),0.0819652 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,9),0.118155 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,10),-0.144718 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,12),-0.147045 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,13),-0.144711 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,16),-0.147045 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,20),-0.147045 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,23),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,24),-0.0555792 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,6),(6,7),(6,8),0.109524 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,9),0.109538 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,24),-0.136364 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,8),(6,9),0.109531 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,24),-0.174641 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,9),(6,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,9),(6,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,9),(6,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,9),(6,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,9),(6,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,9),(6,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,9),(6,24),-0.136283 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,10),(6,12),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,10),(6,13),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,10),(6,16),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,10),(6,20),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,10),(6,23),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,10),(6,24),-0.173381 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,6),(6,12),(6,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,12),(6,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,12),(6,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,12),(6,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,12),(6,24),-0.174641 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,13),(6,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,13),(6,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,13),(6,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,13),(6,24),-0.137982 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,16),(6,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,16),(6,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,16),(6,24),-0.174643 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,20),(6,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,20),(6,24),-0.174641 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,23),(6,24),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,6),(6,5),-0.0544884 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,4),-0.0155877 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,-1),0.0495117 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,6),(6,5),(6,4),-0.0197571 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,5),(6,-1),-0.0893486 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,4),(6,-1),-0.0164037 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,7),(7,9),0.108845 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,10),-0.144726 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,12),-0.145184 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,24),-0.172333 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,7),(7,9),(7,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,9),(7,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,9),(7,24),-0.145395 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,10),(7,12),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,10),(7,24),-0.157587 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,7),(7,12),(7,24),-0.148248 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,7),(7,6),-0.0386457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,5),-0.026125 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,4),-0.021949 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
