# _root_ As they did when the Philippines was a colony of the U.S. , teachers for the most part teach in English , even though it is a foreign language for most Philippine children .
#goldHeads=3,3,19,7,6,7,3,9,7,9,12,10,19,19,19,18,18,15,0,19,20,19,26,26,26,19,29,29,26,26,33,33,30,19,
#predictedHeads=3,3,19,7,6,7,3,9,7,9,12,10,19,19,14,18,18,15,0,19,20,19,26,26,26,19,29,29,26,29,33,33,30,19,
(10,18),(18,14),(18,12),0.105787 # DEPENDENCYPART_GRANDSIBL
(10,18),(18,14),(18,11),0.0343727 # DEPENDENCYPART_GRANDSIBL
(10,18),(18,14),(18,-1),-0.0768254 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,18),(18,13),(18,12),0.0175887 # DEPENDENCYPART_GRANDSIBL
(10,18),(18,13),(18,11),0.105785 # DEPENDENCYPART_GRANDSIBL
(10,18),(18,13),(18,-1),-0.140871 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,18),(18,12),(18,11),0.0354876 # DEPENDENCYPART_GRANDSIBL
(10,18),(18,12),(18,-1),-0.0719942 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,18),(18,11),(18,-1),-0.0308027 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,8),(8,10),0.0926169 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,35),0.153111 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,8),(8,10),(8,35),-0.154726 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,8),(8,-1),0.202747 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,11),(11,11),(11,35),0.167465 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,11),(11,11),(11,-1),0.231588 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,13),(13,13),(13,35),-0.00261658 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,13),(13,13),(13,-1),-0.0874791 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,14),(14,15),-0.0354335 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,16),-0.0465613 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,17),-0.0640811 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,18),-0.181125 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,19),0.0468879 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,20),-0.0471037 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,22),0.138849 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,30),-0.0354335 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,34),0.0853674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,35),0.0878906 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,15),(14,16),-0.0425505 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,17),-0.0407282 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,18),-0.0427082 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,19),-0.0337936 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,20),-0.0682442 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,22),-0.0769115 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,30),-0.0430225 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,34),-0.0454444 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,35),-0.0755302 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,16),(14,17),-0.03936 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,18),-0.0452823 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,19),-0.0420477 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,20),-0.0444761 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,22),-0.0458383 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,30),-0.0444893 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,34),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,35),-0.0165883 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,17),(14,18),-0.0605472 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,17),(14,19),-0.0395049 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,17),(14,20),-0.0431745 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,17),(14,22),-0.0325485 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,17),(14,30),-0.0432735 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,17),(14,34),-0.0421103 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,17),(14,35),-0.0519296 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,18),(14,19),-0.0429856 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,20),-0.031491 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,22),-0.0522161 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,30),-0.0319467 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,34),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,35),0.00451058 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,19),(14,20),-0.0530878 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,19),(14,22),-0.0559388 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,19),(14,30),-0.051442 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,19),(14,34),-0.0421587 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,19),(14,35),-0.0126131 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,20),(14,22),-0.067616 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,20),(14,30),-0.035245 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,20),(14,34),-0.0454354 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,20),(14,35),-0.133247 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,22),(14,30),-0.0299009 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,22),(14,34),-0.0439761 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,22),(14,35),-0.0437622 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,30),(14,34),-0.0454444 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,30),(14,35),-0.0755302 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,34),(14,35),0.0957853 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,14),(14,13),0.165687 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,12),0.152072 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,14),(14,11),-0.125504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,10),-0.150131 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,9),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,8),-0.125504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,-1),0.0124704 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,13),(14,12),0.112768 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,13),(14,11),-0.124894 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,13),(14,10),-0.125645 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,13),(14,9),-0.129532 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,13),(14,8),-0.124899 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,13),(14,-1),-0.00348115 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,12),(14,11),-0.12581 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,12),(14,10),-0.12504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,12),(14,9),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,12),(14,8),-0.125509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,12),(14,-1),-0.13875 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,11),(14,10),-0.12489 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,11),(14,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,11),(14,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,11),(14,-1),-0.165101 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,10),(14,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,10),(14,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,10),(14,-1),-0.0750491 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,9),(14,8),-0.125509 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,9),(14,-1),-0.14 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,8),(14,-1),-0.103024 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,15),(15,16),-0.0386996 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,17),-0.0523849 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,18),0.0518341 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,19),0.00742027 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,20),-0.0661371 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,21),0.0818578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,35),-0.38258 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,16),(15,17),-0.0435145 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,18),-0.0466977 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,19),-0.0421687 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,20),-0.034263 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,21),-0.0466977 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,35),-0.00737698 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,17),(15,18),-0.0429264 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,17),(15,19),-0.0375041 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,17),(15,20),-0.0456946 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,17),(15,21),-0.0429264 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,17),(15,35),-0.0479025 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,18),(15,19),-0.0513725 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,18),(15,20),-0.0525665 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,18),(15,21),-0.0811108 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,18),(15,35),0.0141112 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,19),(15,20),-0.043531 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,19),(15,21),-0.0449952 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,19),(15,35),0.0197121 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,20),(15,21),-0.0516298 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,20),(15,35),-0.105093 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,21),(15,35),0.0438262 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,15),(15,14),0.0593315 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,13),0.109475 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,-1),-0.054991 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,14),(15,13),0.116926 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,-1),-0.148627 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,13),(15,-1),-0.109325 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,17),(17,20),0.0620364 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,35),0.0424682 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,17),(17,20),(17,35),0.0483341 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,17),(17,16),0.13414 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,-1),-0.00906127 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,17),(17,16),(17,-1),-0.117642 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,18),(18,19),0.046806 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,20),-0.0488977 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,21),-0.182996 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,35),0.082108 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,18),(18,19),(18,20),-0.0530878 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,19),(18,21),-0.0484081 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,19),(18,35),-0.0126951 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,20),(18,21),-0.0428613 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,20),(18,35),-0.135684 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,21),(18,35),0.00276657 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,18),(18,17),0.0908265 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,16),0.110051 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,15),0.185129 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,14),0.151855 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,13),0.165686 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,12),0.152064 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,18),(18,18),(18,11),-0.125504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,-1),0.0104526 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,18),(18,17),(18,16),0.172217 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,17),(18,15),0.116975 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,17),(18,14),0.138589 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,17),(18,13),0.0904179 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,17),(18,12),0.138276 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,17),(18,11),-0.12489 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,17),(18,-1),-0.161823 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,16),(18,15),0.118521 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,16),(18,14),0.147667 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,16),(18,13),0.117736 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,16),(18,12),0.147655 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,16),(18,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,16),(18,-1),-0.16626 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,15),(18,14),0.116326 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,15),(18,13),0.112652 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,15),(18,12),0.116294 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,15),(18,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,15),(18,-1),-0.0939318 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,14),(18,13),0.122624 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,14),(18,12),0.114198 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,14),(18,11),-0.12581 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,14),(18,-1),-0.139998 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,13),(18,12),0.112768 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,13),(18,11),-0.124894 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,13),(18,-1),-0.00348219 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,12),(18,11),-0.12581 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,12),(18,-1),-0.138751 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,18),(18,11),(18,-1),-0.16626 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,19),(19,20),-0.00605138 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,21),-0.0308816 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,22),-0.0734363 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,23),-0.00096135 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,24),-0.0361235 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,26),-0.0400511 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,30),-0.0534261 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,34),-0.048883 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,35),0.0643787 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,19),(19,20),(19,21),-0.0362062 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,20),(19,22),-0.0194707 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,20),(19,23),-0.012661 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,20),(19,24),-0.0584614 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,20),(19,26),-0.0270265 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,20),(19,30),-0.0496706 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,20),(19,34),-0.0556684 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,20),(19,35),0.00579211 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,21),(19,22),-0.0663281 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,21),(19,23),-0.0328396 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,21),(19,24),-0.00271718 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,21),(19,26),-0.0535832 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,21),(19,30),-0.00488282 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,21),(19,34),-0.0575448 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,21),(19,35),-0.050886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,22),(19,23),-0.0471522 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,22),(19,24),-0.0644956 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,22),(19,26),-0.0825073 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,22),(19,30),-0.0640514 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,22),(19,34),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,22),(19,35),-0.0932716 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,23),(19,24),-0.0318201 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,23),(19,26),-0.0316125 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,23),(19,30),-0.0285215 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,23),(19,34),-0.0454411 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,23),(19,35),0.00846023 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,24),(19,26),-0.0266231 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,24),(19,30),-0.0347293 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,24),(19,34),-0.0529863 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,24),(19,35),-0.0218235 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,26),(19,30),-0.0503219 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,26),(19,34),-0.0419652 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,26),(19,35),-0.0895258 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,30),(19,34),-0.0548022 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,30),(19,35),-0.0320867 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,34),(19,35),-0.0871039 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,19),(19,18),0.159629 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,17),0.0470729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,16),0.109251 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,15),0.214167 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,14),0.159677 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,13),0.13998 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,12),0.160993 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,19),(19,19),(19,11),-0.12684 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,10),-0.154802 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,9),-0.175318 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,7),-0.16999 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,6),-0.175318 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,4),-0.139454 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,3),-0.170065 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,1),-0.154864 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,-1),0.0350853 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,19),(19,18),(19,17),0.116174 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,18),(19,16),0.120634 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,18),(19,15),0.1194 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,18),(19,14),0.0946086 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,18),(19,13),0.0567451 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,18),(19,12),0.0945773 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,18),(19,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,18),(19,10),-0.126236 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,18),(19,9),-0.124895 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,18),(19,7),-0.125221 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,18),(19,6),-0.124895 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,18),(19,4),-0.124945 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,18),(19,3),-0.125221 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,18),(19,1),-0.126237 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,18),(19,-1),-0.0362585 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,17),(19,16),0.116103 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,17),(19,15),0.11791 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,17),(19,14),0.118054 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,17),(19,13),0.120713 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,17),(19,12),0.118006 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,17),(19,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,17),(19,10),-0.125435 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,17),(19,9),-0.124907 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,17),(19,7),-0.125067 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,17),(19,6),-0.124907 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,17),(19,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,17),(19,3),-0.125064 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,17),(19,1),-0.125436 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,17),(19,-1),-0.205572 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,16),(19,15),0.111851 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,16),(19,14),0.118719 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,16),(19,13),0.126242 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,16),(19,12),0.118719 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,16),(19,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,16),(19,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,16),(19,9),-0.124886 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,16),(19,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,16),(19,6),-0.124886 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,16),(19,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,16),(19,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,16),(19,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,16),(19,-1),-0.134194 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,15),(19,14),0.108249 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,15),(19,13),0.164993 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,15),(19,12),0.108225 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,15),(19,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,15),(19,10),-0.124895 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,15),(19,9),-0.125064 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,15),(19,7),-0.125007 # DEPENDENCYPART_GRANDSIBL
