# _root_ The subsidiary also increased reserves by $ 140 million , however , and set aside an additional $ 25 million for claims connected with Hurricane Hugo .
#goldHeads=2,13,13,13,4,4,6,7,7,13,13,13,0,13,14,17,14,17,18,18,14,21,22,23,26,24,13,
#predictedHeads=2,4,4,13,4,4,6,7,7,4,4,13,0,13,14,17,14,17,18,18,17,21,22,23,26,24,13,
(13,10),(10,10),(10,28),-0.0464494 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,10),(10,10),(10,-1),0.0694301 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,11),(11,11),(11,12),0.125958 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,13),-0.144713 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,14),-0.14471 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,15),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,28),-0.186221 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,11),(11,12),(11,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,12),(11,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,12),(11,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,12),(11,28),-0.120313 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,13),(11,14),0.0817841 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,13),(11,15),0.0176049 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,13),(11,28),-0.149979 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,11),(11,14),(11,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,14),(11,28),-0.133049 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,15),(11,28),-0.113289 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,11),(11,10),0.0259186 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,7),-0.0252641 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,6),0.0202904 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,5),-0.0250468 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,2),-0.0250468 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,-1),0.00314449 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,11),(11,10),(11,7),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,10),(11,6),-0.0207115 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,10),(11,5),-0.0126045 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,10),(11,2),-0.0126045 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,10),(11,-1),0.0160745 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,7),(11,6),-0.0221828 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,7),(11,5),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,7),(11,2),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,7),(11,-1),-0.0216403 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,6),(11,5),-0.0207976 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,6),(11,2),-0.0207976 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,6),(11,-1),0.0393753 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,5),(11,2),-0.0200169 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,5),(11,-1),-0.0363248 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,2),(11,-1),-0.0363248 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,12),(12,12),(12,28),-0.0464494 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,12),(12,12),(12,11),-0.0238492 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,12),(12,-1),0.0694301 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,12),(12,11),(12,-1),-0.0238492 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,14),(14,15),0.0245259 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,16),-0.0500306 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,17),-0.0217825 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,18),-0.0107414 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,19),-0.0158801 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,21),-0.0581548 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,22),-0.0247032 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,23),0.0368641 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,24),-0.0506905 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,26),-0.022022 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,27),-0.0235284 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,28),0.199047 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,14),(14,15),(14,16),-0.0196004 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,15),(14,17),-0.0178259 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,15),(14,18),-0.0203025 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,15),(14,19),-0.0215396 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,15),(14,21),-0.00798855 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,15),(14,22),-0.0398966 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,15),(14,23),-0.0271047 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,15),(14,24),-0.0125622 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,15),(14,26),-0.0398966 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,15),(14,27),-0.0198099 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,15),(14,28),-0.00512098 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,16),(14,17),-0.0195942 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,16),(14,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,16),(14,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,16),(14,21),-0.0267444 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,16),(14,22),-0.0223856 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,16),(14,23),-0.0166565 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,16),(14,24),-0.0267403 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,16),(14,26),-0.0223856 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,16),(14,27),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,16),(14,28),-0.0444761 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,17),(14,18),-0.0203254 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,17),(14,19),-0.0218521 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,17),(14,21),-0.0075059 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,17),(14,22),-0.0345303 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,17),(14,23),-0.027114 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,17),(14,24),-0.00121978 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,17),(14,26),-0.0345303 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,17),(14,27),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,17),(14,28),0.000497613 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,18),(14,19),-0.0196799 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,18),(14,21),-0.0432096 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,18),(14,22),-0.0118459 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,18),(14,23),-0.0232513 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,18),(14,24),-0.0427704 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,18),(14,26),-0.0118459 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,18),(14,27),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,18),(14,28),0.0224271 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,19),(14,21),-0.0279353 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,19),(14,22),-0.0202468 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,19),(14,23),-0.0134352 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,19),(14,24),-0.0278192 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,19),(14,26),-0.0202468 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,19),(14,27),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,19),(14,28),-0.0267578 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,21),(14,22),-0.0155004 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,21),(14,23),-0.016314 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,21),(14,24),-0.00561794 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,21),(14,26),-0.0155004 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,21),(14,27),-0.0204279 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,21),(14,28),-0.102864 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,22),(14,23),0.0167445 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,22),(14,24),-0.0629447 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,22),(14,26),-0.00612935 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,22),(14,27),-0.0249677 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,22),(14,28),-0.0152576 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,23),(14,24),-0.0212704 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,23),(14,26),-0.0119845 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,23),(14,27),-0.0218966 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,23),(14,28),0.0871866 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,24),(14,26),-0.0119893 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,24),(14,27),-0.0204279 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,24),(14,28),-0.0838215 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,26),(14,27),-0.0249677 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,26),(14,28),-0.0149767 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,27),(14,28),-0.0429407 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,14),(14,13),0.218638 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,12),-0.144941 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,11),-0.148871 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,10),-0.144941 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,7),-0.14701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,6),-0.140141 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,5),-0.0963492 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,4),-0.162429 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,3),-0.148871 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,2),-0.0963317 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,-1),-0.212646 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,14),(14,13),(14,12),0.0769349 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,13),(14,11),-0.0133186 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,13),(14,10),0.130256 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,13),(14,7),-0.0146985 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,13),(14,6),-0.0115711 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,13),(14,5),-0.0050649 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,13),(14,4),-0.0559514 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,13),(14,3),0.000938885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,13),(14,2),-0.00371304 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,13),(14,-1),-0.117513 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,14),(14,12),(14,11),-0.146105 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,12),(14,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,12),(14,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,12),(14,6),-0.158379 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,12),(14,5),-0.147035 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,12),(14,4),-0.153537 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,12),(14,3),-0.146105 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,12),(14,2),-0.147035 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,12),(14,-1),-0.155381 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,11),(14,10),-0.144721 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,11),(14,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,11),(14,6),-0.146871 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,11),(14,5),-0.148407 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,11),(14,4),-0.146185 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,11),(14,3),-0.145173 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,11),(14,2),-0.148407 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,11),(14,-1),-0.093099 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,10),(14,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,10),(14,6),-0.158379 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,10),(14,5),-0.147035 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,10),(14,4),-0.153537 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,10),(14,3),-0.146105 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,10),(14,2),-0.147035 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,10),(14,-1),-0.155381 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,7),(14,6),-0.146493 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,7),(14,5),-0.144707 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,7),(14,4),-0.144789 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,7),(14,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,7),(14,2),-0.144707 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,7),(14,-1),-0.150088 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,6),(14,5),-0.150994 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,6),(14,4),-0.145622 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,6),(14,3),-0.145203 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,6),(14,2),-0.150994 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,6),(14,-1),-0.0719318 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,5),(14,4),-0.149107 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,5),(14,3),-0.146191 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,5),(14,2),-0.147668 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,5),(14,-1),-0.0656874 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,4),(14,3),-0.144742 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,4),(14,2),-0.144969 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,4),(14,-1),-0.0554442 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,3),(14,2),-0.148409 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,3),(14,-1),-0.0928228 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,2),(14,-1),-0.0666885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,15),(15,16),-0.0320387 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,17),-0.00369137 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,18),-0.0258136 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,19),-0.0356947 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,20),-0.0337064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,21),0.0180753 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,22),-0.0258237 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,24),0.0220377 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,28),0.00826643 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,15),(15,16),(15,17),-0.0194411 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,16),(15,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,16),(15,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,16),(15,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,16),(15,21),-0.022603 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,16),(15,22),-0.0216328 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,16),(15,24),-0.022603 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,16),(15,28),-0.0249973 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,17),(15,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,17),(15,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,17),(15,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,17),(15,21),-0.0208544 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,17),(15,22),-0.0198336 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,17),(15,24),-0.0208546 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,17),(15,28),0.0152346 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,18),(15,19),-0.0194406 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,18),(15,20),-0.0194406 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,18),(15,21),-0.0221828 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,18),(15,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,18),(15,24),-0.0230886 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,18),(15,28),-0.0221898 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,19),(15,20),-0.0201062 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,19),(15,21),-0.0099175 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,19),(15,22),-0.0194417 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,19),(15,24),-0.00991619 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,19),(15,28),-0.0446124 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,20),(15,21),-0.00991752 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,20),(15,22),-0.0194417 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,20),(15,24),-0.0099162 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,20),(15,28),-0.0446124 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,21),(15,22),-0.0207976 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,21),(15,24),-0.0201246 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,21),(15,28),0.0457745 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,22),(15,24),-0.0161791 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,22),(15,28),-0.0363057 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,24),(15,28),0.0403339 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,15),(15,7),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,5),-0.144731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,2),-0.144731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,-1),-0.181562 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,15),(15,7),(15,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,7),(15,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,7),(15,-1),-0.144839 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,5),(15,2),-0.144703 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,5),(15,-1),-0.184253 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,2),(15,-1),-0.184186 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,16),(16,17),-0.02926 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,28),-0.0752056 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,16),(16,17),(16,28),-0.0292494 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,16),(16,15),0.106005 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,-1),-0.122145 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,16),(16,15),(16,-1),-0.148209 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,17),(17,18),-0.0151681 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,19),0.0128674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,20),0.0128484 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,21),-0.00139294 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,22),-0.0427325 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,23),-0.0385069 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,24),-0.00571003 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,28),0.0212663 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,17),(17,18),(17,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,18),(17,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,18),(17,21),-0.00736129 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,18),(17,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,18),(17,23),-0.0194423 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,18),(17,24),-0.00736129 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,18),(17,28),-0.027844 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,19),(17,20),-0.0194407 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,19),(17,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,19),(17,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,19),(17,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,19),(17,24),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,19),(17,28),0.0130154 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,20),(17,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,20),(17,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,20),(17,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,20),(17,24),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,20),(17,28),0.012998 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,21),(17,22),-0.0197036 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,21),(17,23),-0.0133544 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,21),(17,24),-0.012116 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,21),(17,28),-0.00343366 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,22),(17,23),-0.020759 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,22),(17,24),-0.0213035 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,22),(17,28),-0.0379301 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,23),(17,24),-0.0195025 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,23),(17,28),-0.0298234 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,24),(17,28),-0.0058537 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,17),(17,16),0.127663 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,15),0.148464 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,-1),-0.179381 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,17),(17,16),(17,15),0.104049 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,16),(17,-1),-0.125002 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,15),(17,-1),-0.115543 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,18),(18,19),-0.0776999 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,18),(18,18),(18,20),-0.0783214 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,18),(18,18),(18,21),-0.00918031 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,18),(18,18),(18,22),-0.0238748 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,18),(18,18),(18,23),-0.0213196 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,18),(18,18),(18,24),-0.00968011 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
