# _root_ Institutional investors and bankers , many of whom spent the night before in their offices watching Far Eastern markets , were cautiously optimistic after the mild 1.8 % decline in Tokyo stock prices .
#goldHeads=2,21,2,3,2,9,6,7,2,11,9,11,9,15,13,9,19,19,16,2,0,23,21,21,29,29,28,29,24,29,33,33,30,21,
#predictedHeads=2,21,2,3,2,9,6,7,2,11,9,9,12,15,13,2,19,19,16,2,0,23,21,21,29,29,28,29,24,29,33,33,30,21,
(8,9),(9,19),-0.142371 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.396414 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),-0.262762 # DEPENDENCYPART_GRANDPAR
(8,9),(9,22),-0.385587 # DEPENDENCYPART_GRANDPAR
(8,9),(9,23),-0.544276 # DEPENDENCYPART_GRANDPAR
(8,9),(9,24),-0.467784 # DEPENDENCYPART_GRANDPAR
(8,9),(9,29),-0.020289 # DEPENDENCYPART_GRANDPAR
(8,9),(9,30),-0.66052 # DEPENDENCYPART_GRANDPAR
(8,9),(9,34),-0.810775 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.255407 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.294328 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.182157 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.237476 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),0.64132 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-1.28266 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,1),-0.0446255 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.450606 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.171381 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.0610958 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),0.335503 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),0.516548 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),0.310794 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-1.32024 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,11),0.0914773 # DEPENDENCYPART_GRANDPAR
(9,2),(2,12),-0.274725 # DEPENDENCYPART_GRANDPAR
(9,2),(2,13),0.13299 # DEPENDENCYPART_GRANDPAR
(9,2),(2,16),-0.466776 # DEPENDENCYPART_GRANDPAR
(9,2),(2,20),-0.952199 # DEPENDENCYPART_GRANDPAR
(9,2),(2,34),-1.33482 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.63495 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.649647 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.113636 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-0.0160193 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-1.36524 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,1),-0.150724 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.305812 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.147017 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),0.315608 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),0.498125 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.29002 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.3119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,20),-0.94532 # DEPENDENCYPART_GRANDPAR
(9,4),(4,34),-1.32769 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.261871 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.238696 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.850689 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.330958 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.31734 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,11),0.104384 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.271046 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),0.0653543 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.458027 # DEPENDENCYPART_GRANDPAR
(9,6),(6,21),-0.325596 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.395754 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.429403 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.391176 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.468728 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.40002 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,11),-0.0369695 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.309459 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),0.0967424 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.575538 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.593542 # DEPENDENCYPART_GRANDPAR
(9,7),(7,19),-0.595143 # DEPENDENCYPART_GRANDPAR
(9,7),(7,34),-1.35372 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.374694 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.303906 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.28774 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,6),-0.529152 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.0440667 # DEPENDENCYPART_GRANDPAR
(9,11),(11,10),0.813353 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.0758469 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.302719 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),0.0429749 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.196318 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),0.0123195 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.328559 # DEPENDENCYPART_GRANDPAR
(9,11),(11,21),0.128805 # DEPENDENCYPART_GRANDPAR
(9,11),(11,29),-0.0201762 # DEPENDENCYPART_GRANDPAR
(9,11),(11,34),-1.08044 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-0.822392 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.359209 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),0.062032 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.0736258 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),0.702714 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.669746 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),0.436047 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.267781 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),0.176654 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.0292144 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.0245432 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),0.125828 # DEPENDENCYPART_GRANDPAR
(9,12),(12,21),0.408967 # DEPENDENCYPART_GRANDPAR
(9,12),(12,34),-1.08143 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.85357 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),0.0441699 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.621921 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.0216624 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.365867 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),0.157083 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.215756 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.112308 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),0.137684 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.365452 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),0.0198312 # DEPENDENCYPART_GRANDPAR
(9,13),(13,34),-1.17741 # DEPENDENCYPART_GRANDPAR
(9,15),(15,10),0.730597 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),0.616238 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.0899427 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),0.507861 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.125897 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.322696 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.279314 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.0356013 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.462933 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),0.117506 # DEPENDENCYPART_GRANDPAR
(9,15),(15,24),-0.459689 # DEPENDENCYPART_GRANDPAR
(9,16),(16,2),-0.786299 # DEPENDENCYPART_GRANDPAR
(9,16),(16,6),-0.338152 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),0.0774852 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),0.0767865 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-0.831842 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,11),0.525304 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),0.0746919 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),0.370395 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.416339 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),0.0638508 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.0203084 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),0.00235727 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),0.258742 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.150354 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),0.318451 # DEPENDENCYPART_GRANDPAR
(9,16),(16,22),-0.18374 # DEPENDENCYPART_GRANDPAR
(9,16),(16,23),0.229256 # DEPENDENCYPART_GRANDPAR
(9,16),(16,24),0.0236106 # DEPENDENCYPART_GRANDPAR
(9,16),(16,26),0.0382905 # DEPENDENCYPART_GRANDPAR
(9,16),(16,29),0.282024 # DEPENDENCYPART_GRANDPAR
(9,16),(16,30),-0.358892 # DEPENDENCYPART_GRANDPAR
(9,16),(16,33),-0.0731699 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.285792 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),0.0620224 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.0680086 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.11114 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.325716 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),0.239688 # DEPENDENCYPART_GRANDPAR
(9,17),(17,22),-0.265809 # DEPENDENCYPART_GRANDPAR
(9,17),(17,24),-0.070583 # DEPENDENCYPART_GRANDPAR
(9,19),(19,6),-0.506539 # DEPENDENCYPART_GRANDPAR
(9,19),(19,10),0.714531 # DEPENDENCYPART_GRANDPAR
(9,19),(19,11),0.593794 # DEPENDENCYPART_GRANDPAR
(9,19),(19,12),0.0937325 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),-0.154723 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),0.0822913 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),0.0138249 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.152816 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.150664 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.383826 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),0.156318 # DEPENDENCYPART_GRANDPAR
(9,19),(19,22),-0.416546 # DEPENDENCYPART_GRANDPAR
(9,19),(19,23),-0.0207533 # DEPENDENCYPART_GRANDPAR
(9,19),(19,24),-0.461492 # DEPENDENCYPART_GRANDPAR
(9,19),(19,29),-0.103435 # DEPENDENCYPART_GRANDPAR
(9,19),(19,30),-0.760896 # DEPENDENCYPART_GRANDPAR
(9,19),(19,33),-0.36224 # DEPENDENCYPART_GRANDPAR
(9,19),(19,34),-1.1875 # DEPENDENCYPART_GRANDPAR
(9,21),(21,1),-0.533566 # DEPENDENCYPART_GRANDPAR
(9,21),(21,2),-0.646218 # DEPENDENCYPART_GRANDPAR
(9,21),(21,3),-0.821241 # DEPENDENCYPART_GRANDPAR
(9,21),(21,4),-0.584957 # DEPENDENCYPART_GRANDPAR
(9,21),(21,5),-0.713948 # DEPENDENCYPART_GRANDPAR
(9,21),(21,6),-0.289388 # DEPENDENCYPART_GRANDPAR
(9,21),(21,7),0.0906826 # DEPENDENCYPART_GRANDPAR
(9,21),(21,8),0.0522611 # DEPENDENCYPART_GRANDPAR
(9,21),(21,9),-0.95498 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,21),(21,11),0.434542 # DEPENDENCYPART_GRANDPAR
(9,21),(21,12),-0.035973 # DEPENDENCYPART_GRANDPAR
(9,21),(21,13),0.281342 # DEPENDENCYPART_GRANDPAR
(9,21),(21,14),-0.452288 # DEPENDENCYPART_GRANDPAR
(9,21),(21,15),0.0163529 # DEPENDENCYPART_GRANDPAR
(9,21),(21,16),-0.228199 # DEPENDENCYPART_GRANDPAR
(9,21),(21,17),-0.260182 # DEPENDENCYPART_GRANDPAR
(9,21),(21,18),-0.279021 # DEPENDENCYPART_GRANDPAR
(9,21),(21,19),-0.00219128 # DEPENDENCYPART_GRANDPAR
(9,21),(21,20),-0.52668 # DEPENDENCYPART_GRANDPAR
(9,21),(21,22),-0.259579 # DEPENDENCYPART_GRANDPAR
(9,21),(21,23),0.216301 # DEPENDENCYPART_GRANDPAR
(9,21),(21,24),-0.150897 # DEPENDENCYPART_GRANDPAR
(9,21),(21,25),-0.711607 # DEPENDENCYPART_GRANDPAR
(9,21),(21,26),0.0398735 # DEPENDENCYPART_GRANDPAR
(9,21),(21,27),-0.480867 # DEPENDENCYPART_GRANDPAR
(9,21),(21,28),-0.17528 # DEPENDENCYPART_GRANDPAR
(9,21),(21,29),0.109599 # DEPENDENCYPART_GRANDPAR
(9,21),(21,30),-0.501876 # DEPENDENCYPART_GRANDPAR
(9,21),(21,33),-0.235817 # DEPENDENCYPART_GRANDPAR
(9,21),(21,34),-1.16469 # DEPENDENCYPART_GRANDPAR
(9,22),(22,23),0.0106447 # DEPENDENCYPART_GRANDPAR
(9,22),(22,24),-0.226989 # DEPENDENCYPART_GRANDPAR
(9,22),(22,26),-0.148238 # DEPENDENCYPART_GRANDPAR
(9,22),(22,27),-0.772534 # DEPENDENCYPART_GRANDPAR
(9,22),(22,29),0.0163539 # DEPENDENCYPART_GRANDPAR
(9,23),(23,2),-0.768224 # DEPENDENCYPART_GRANDPAR
(9,23),(23,13),0.436926 # DEPENDENCYPART_GRANDPAR
(9,23),(23,17),-0.294729 # DEPENDENCYPART_GRANDPAR
(9,23),(23,18),-0.296809 # DEPENDENCYPART_GRANDPAR
(9,23),(23,19),0.0364765 # DEPENDENCYPART_GRANDPAR
(9,23),(23,22),-0.270575 # DEPENDENCYPART_GRANDPAR
(9,23),(23,24),-0.262389 # DEPENDENCYPART_GRANDPAR
(9,23),(23,25),-0.695209 # DEPENDENCYPART_GRANDPAR
(9,23),(23,26),-0.188698 # DEPENDENCYPART_GRANDPAR
(9,23),(23,27),-0.705424 # DEPENDENCYPART_GRANDPAR
(9,23),(23,28),-0.226168 # DEPENDENCYPART_GRANDPAR
(9,23),(23,29),-0.0492281 # DEPENDENCYPART_GRANDPAR
(9,23),(23,30),-0.637083 # DEPENDENCYPART_GRANDPAR
(9,23),(23,33),-0.379091 # DEPENDENCYPART_GRANDPAR
(9,24),(24,22),-0.146773 # DEPENDENCYPART_GRANDPAR
(9,24),(24,23),-0.0901944 # DEPENDENCYPART_GRANDPAR
(9,24),(24,25),-0.614946 # DEPENDENCYPART_GRANDPAR
(9,24),(24,26),-0.0156584 # DEPENDENCYPART_GRANDPAR
(9,24),(24,27),-0.440983 # DEPENDENCYPART_GRANDPAR
(9,24),(24,28),-0.0391229 # DEPENDENCYPART_GRANDPAR
(9,24),(24,29),0.2507 # DEPENDENCYPART_GRANDPAR
(9,24),(24,30),-0.60901 # DEPENDENCYPART_GRANDPAR
(9,24),(24,33),-0.229038 # DEPENDENCYPART_GRANDPAR
(9,29),(29,14),-0.195671 # DEPENDENCYPART_GRANDPAR
(9,29),(29,19),0.0196841 # DEPENDENCYPART_GRANDPAR
(9,29),(29,22),-0.175197 # DEPENDENCYPART_GRANDPAR
(9,29),(29,23),0.215944 # DEPENDENCYPART_GRANDPAR
(9,29),(29,24),-0.135879 # DEPENDENCYPART_GRANDPAR
(9,29),(29,25),-0.447695 # DEPENDENCYPART_GRANDPAR
(9,29),(29,26),0.0412228 # DEPENDENCYPART_GRANDPAR
(9,29),(29,27),-0.500736 # DEPENDENCYPART_GRANDPAR
(9,29),(29,28),-0.0153022 # DEPENDENCYPART_GRANDPAR
(9,29),(29,30),-0.468925 # DEPENDENCYPART_GRANDPAR
(9,29),(29,31),0.00167736 # DEPENDENCYPART_GRANDPAR
(9,29),(29,32),-0.743676 # DEPENDENCYPART_GRANDPAR
(9,29),(29,33),-0.331793 # DEPENDENCYPART_GRANDPAR
(9,29),(29,34),-1.04688 # DEPENDENCYPART_GRANDPAR
(9,30),(30,29),0.0120995 # DEPENDENCYPART_GRANDPAR
(9,30),(30,31),0.247054 # DEPENDENCYPART_GRANDPAR
(9,30),(30,32),-0.664038 # DEPENDENCYPART_GRANDPAR
(9,30),(30,33),-0.272535 # DEPENDENCYPART_GRANDPAR
(9,34),(34,33),-0.520597 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.310174 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.936235 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),0.224859 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),0.141777 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.146633 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.4339 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.411025 # DEPENDENCYPART_GRANDPAR
(11,6),(6,13),-0.854746 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.814076 # DEPENDENCYPART_GRANDPAR
(11,6),(6,21),-0.909619 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-1.04921 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.029626 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.169181 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),-0.818112 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-0.85986 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.69928 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.372565 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.575235 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.654591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.154422 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.434495 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.240174 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.0346127 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.389323 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.136923 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),-0.31174 # DEPENDENCYPART_GRANDPAR
(11,12),(12,34),-1.49956 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-1.62832 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.254707 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.79047 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.135923 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.510279 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.118136 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.0801479 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.387122 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),0.124191 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.379658 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-0.499111 # DEPENDENCYPART_GRANDPAR
(11,13),(13,34),-1.54607 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.737621 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.833327 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.100079 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.0200149 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.255002 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.105255 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.445811 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.115074 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.334068 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.283839 # DEPENDENCYPART_GRANDPAR
(11,15),(15,24),-0.453696 # DEPENDENCYPART_GRANDPAR
(11,16),(16,2),-0.883733 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),-0.925963 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-0.822161 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-0.347536 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-0.712124 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.915124 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.146476 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),-0.164833 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.497554 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.297732 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.449184 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.37703 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.12202 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.475073 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.416004 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),-0.350894 # DEPENDENCYPART_GRANDPAR
(11,16),(16,23),-0.659567 # DEPENDENCYPART_GRANDPAR
(11,16),(16,24),-0.442221 # DEPENDENCYPART_GRANDPAR
(11,16),(16,26),-0.744719 # DEPENDENCYPART_GRANDPAR
(11,16),(16,29),-0.332789 # DEPENDENCYPART_GRANDPAR
(11,16),(16,30),-0.505409 # DEPENDENCYPART_GRANDPAR
(11,16),(16,33),-0.879674 # DEPENDENCYPART_GRANDPAR
(11,19),(19,6),-1.00015 # DEPENDENCYPART_GRANDPAR
(11,19),(19,10),-0.737692 # DEPENDENCYPART_GRANDPAR
(11,19),(19,11),-0.850943 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,19),(19,12),0.111387 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),-0.270201 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),-0.272688 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),-0.0393988 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.380169 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.345171 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.272482 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),-0.267408 # DEPENDENCYPART_GRANDPAR
(11,19),(19,22),-0.409182 # DEPENDENCYPART_GRANDPAR
(11,19),(19,23),-0.672849 # DEPENDENCYPART_GRANDPAR
(11,19),(19,24),-0.485264 # DEPENDENCYPART_GRANDPAR
(11,19),(19,29),-0.414998 # DEPENDENCYPART_GRANDPAR
(11,19),(19,30),-0.492944 # DEPENDENCYPART_GRANDPAR
(11,19),(19,33),-0.890073 # DEPENDENCYPART_GRANDPAR
(11,19),(19,34),-1.44541 # DEPENDENCYPART_GRANDPAR
(11,21),(21,1),-0.973977 # DEPENDENCYPART_GRANDPAR
(11,21),(21,2),-0.766912 # DEPENDENCYPART_GRANDPAR
(11,21),(21,3),-1.13591 # DEPENDENCYPART_GRANDPAR
(11,21),(21,4),-0.807881 # DEPENDENCYPART_GRANDPAR
(11,21),(21,5),-1.59503 # DEPENDENCYPART_GRANDPAR
(11,21),(21,6),-0.867076 # DEPENDENCYPART_GRANDPAR
(11,21),(21,7),-0.71917 # DEPENDENCYPART_GRANDPAR
(11,21),(21,8),-0.362304 # DEPENDENCYPART_GRANDPAR
(11,21),(21,9),-0.652312 # DEPENDENCYPART_GRANDPAR
(11,21),(21,11),-0.892037 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,21),(21,12),0.170139 # DEPENDENCYPART_GRANDPAR
(11,21),(21,13),0.0436759 # DEPENDENCYPART_GRANDPAR
(11,21),(21,14),-0.373152 # DEPENDENCYPART_GRANDPAR
(11,21),(21,15),-0.198127 # DEPENDENCYPART_GRANDPAR
(11,21),(21,16),-0.102296 # DEPENDENCYPART_GRANDPAR
(11,21),(21,17),-0.328588 # DEPENDENCYPART_GRANDPAR
(11,21),(21,18),-0.314814 # DEPENDENCYPART_GRANDPAR
(11,21),(21,19),-0.145233 # DEPENDENCYPART_GRANDPAR
(11,21),(21,20),-0.50426 # DEPENDENCYPART_GRANDPAR
(11,21),(21,22),-0.296407 # DEPENDENCYPART_GRANDPAR
(11,21),(21,23),-0.586647 # DEPENDENCYPART_GRANDPAR
(11,21),(21,24),-0.31717 # DEPENDENCYPART_GRANDPAR
(11,21),(21,25),-0.597464 # DEPENDENCYPART_GRANDPAR
(11,21),(21,26),-0.660958 # DEPENDENCYPART_GRANDPAR
(11,21),(21,27),-0.307645 # DEPENDENCYPART_GRANDPAR
(11,21),(21,28),-0.783632 # DEPENDENCYPART_GRANDPAR
(11,21),(21,29),-0.355487 # DEPENDENCYPART_GRANDPAR
(11,21),(21,30),-0.376272 # DEPENDENCYPART_GRANDPAR
(11,21),(21,33),-0.921204 # DEPENDENCYPART_GRANDPAR
(11,21),(21,34),-1.52923 # DEPENDENCYPART_GRANDPAR
(11,29),(29,14),-0.386704 # DEPENDENCYPART_GRANDPAR
(11,29),(29,19),-0.215171 # DEPENDENCYPART_GRANDPAR
(11,29),(29,22),-0.277821 # DEPENDENCYPART_GRANDPAR
(11,29),(29,23),-0.56977 # DEPENDENCYPART_GRANDPAR
(11,29),(29,24),-0.375476 # DEPENDENCYPART_GRANDPAR
(11,29),(29,25),-0.423308 # DEPENDENCYPART_GRANDPAR
(11,29),(29,26),-0.652855 # DEPENDENCYPART_GRANDPAR
(11,29),(29,27),-0.409171 # DEPENDENCYPART_GRANDPAR
(11,29),(29,28),-0.601359 # DEPENDENCYPART_GRANDPAR
(11,29),(29,30),-0.413177 # DEPENDENCYPART_GRANDPAR
(11,29),(29,31),-1.01576 # DEPENDENCYPART_GRANDPAR
(11,29),(29,32),-0.434946 # DEPENDENCYPART_GRANDPAR
(11,29),(29,33),-0.939601 # DEPENDENCYPART_GRANDPAR
(11,29),(29,34),-1.42239 # DEPENDENCYPART_GRANDPAR
(11,34),(34,33),-1.08127 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.0702885 # DEPENDENCYPART_GRANDPAR
