# _root_ Next spring , nearly 30 % of its suits will have pleated pants , compared with virtually none a couple of years ago .
#goldHeads=2,10,10,6,4,10,6,9,7,0,10,13,11,11,11,15,18,16,20,23,20,21,18,10,
#predictedHeads=2,10,10,6,4,10,6,9,7,0,10,13,11,11,11,15,18,16,20,23,20,21,18,10,
(11,10),(10,11),(10,12),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,11),(10,13),-0.12491 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,11),(10,14),-0.124886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,11),(10,15),-0.124915 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,11),(10,16),-0.128176 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,11),(10,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,11),(10,18),-0.12491 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,11),(10,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,11),(10,25),-0.19643 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,10),(10,12),(10,13),-0.124887 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,12),(10,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,12),(10,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,12),(10,16),-0.125217 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,12),(10,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,12),(10,18),-0.124887 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,12),(10,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,12),(10,25),-0.119787 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,13),(10,14),-0.125028 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,13),(10,15),-0.126321 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,13),(10,16),-0.136868 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,13),(10,17),-0.124886 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,13),(10,18),-0.124887 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,13),(10,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,13),(10,25),-0.158355 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,14),(10,15),-0.133068 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,14),(10,16),-0.135337 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,14),(10,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,14),(10,18),-0.124886 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,14),(10,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,14),(10,25),-0.121418 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,15),(10,16),-0.128176 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,15),(10,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,15),(10,18),-0.12491 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,15),(10,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,15),(10,25),-0.193023 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,16),(10,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,16),(10,18),-0.125321 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,16),(10,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,16),(10,25),-0.0691957 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,17),(10,18),-0.125024 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,17),(10,24),-0.1249 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,17),(10,25),-0.139159 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,18),(10,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,18),(10,25),-0.156587 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,24),(10,25),-0.122287 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,10),(10,9),0.00657763 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,7),-0.081872 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,6),0.0104327 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,5),-0.0506443 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,4),-0.00277358 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,3),-0.0911638 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,2),0.00923817 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,1),-0.0407399 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,-1),-0.106571 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,10),(10,9),(10,7),-0.0283428 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,9),(10,6),-0.0423769 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,9),(10,5),-0.0423633 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,9),(10,4),-0.0375517 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,9),(10,3),0.0315182 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,9),(10,2),-0.0423769 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,9),(10,1),-0.0437739 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,9),(10,-1),-0.107731 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,7),(10,6),-0.0448463 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,7),(10,5),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,7),(10,4),-0.0469721 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,7),(10,3),-0.0370973 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,7),(10,2),-0.0448463 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,7),(10,1),-0.0420699 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,7),(10,-1),-0.024503 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,6),(10,5),-0.0423633 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,6),(10,4),-0.0375517 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,6),(10,3),0.0345968 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,6),(10,2),-0.0423769 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,6),(10,1),-0.0437739 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,6),(10,-1),-0.107547 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,5),(10,4),-0.0419996 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,5),(10,3),-0.0430389 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,5),(10,2),-0.0423569 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,5),(10,1),-0.0420085 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,5),(10,-1),-0.0422376 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,4),(10,3),-0.029537 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,4),(10,2),-0.0299416 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,4),(10,1),-0.0420073 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,4),(10,-1),-0.0530232 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,3),(10,2),-0.0397491 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,3),(10,1),-0.0389677 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,3),(10,-1),-0.0375017 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,2),(10,1),-0.0437739 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,2),(10,-1),-0.105074 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,1),(10,-1),-0.0419319 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,12),(12,12),(12,13),-0.0325725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,14),-0.0664765 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,15),-0.040651 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,16),-0.08263 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,25),-0.0833557 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,12),(12,13),(12,14),-0.0560537 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,13),(12,15),-0.0409378 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,13),(12,16),-0.0167475 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,13),(12,25),-0.0748404 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,12),(12,14),(12,15),-0.0481362 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,14),(12,16),-0.0862047 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,14),(12,25),-0.0653348 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,12),(12,15),(12,16),-0.0334329 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,15),(12,25),-0.041438 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,12),(12,16),(12,25),0.0123546 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,12),(12,12),(12,11),0.13058 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,12),(12,12),(12,9),-0.11929 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,-1),-0.211546 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,12),(12,11),(12,9),-0.124886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,11),(12,-1),-0.0984075 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,12),(12,9),(12,-1),-0.0156599 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,13),(13,14),0.0270385 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,15),-0.0326965 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,16),-0.104367 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,17),-0.0610337 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,18),-0.0110142 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,20),-0.0104732 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,24),-0.019583 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,25),0.0558099 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,13),(13,14),(13,15),-0.0265457 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,14),(13,16),-0.00517937 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,14),(13,17),-0.117443 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,14),(13,18),-0.0944128 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,14),(13,20),-0.0944129 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,14),(13,24),-0.042224 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,14),(13,25),-0.0285032 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,15),(13,16),-0.0128121 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,15),(13,17),-0.0399307 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,15),(13,18),-0.0615756 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,15),(13,20),-0.0615756 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,15),(13,24),-0.04342 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,15),(13,25),-0.0648048 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,16),(13,17),-0.062565 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,16),(13,18),-0.0738379 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,16),(13,20),-0.0738379 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,16),(13,24),-0.0440558 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,16),(13,25),-0.0371146 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,17),(13,18),-0.0519717 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,17),(13,20),-0.0519717 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,17),(13,24),-0.0419993 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,17),(13,25),-0.0755098 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,18),(13,20),-0.0394464 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,18),(13,24),-0.039609 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,18),(13,25),-0.0468931 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,20),(13,24),-0.039609 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,20),(13,25),-0.0461682 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,24),(13,25),-0.0468323 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,13),(13,12),0.155411 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,11),0.174265 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,13),(13,13),(13,9),-0.00149157 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,8),-0.132914 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,7),-0.0707118 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,5),-0.129006 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,4),-0.116708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,3),-0.127499 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,-1),-0.191799 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,13),(13,12),(13,11),0.0909901 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,12),(13,9),-0.12666 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,12),(13,8),-0.128505 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,12),(13,7),-0.1264 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,12),(13,5),-0.126813 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,12),(13,4),-0.127034 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,12),(13,3),-0.125188 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,12),(13,-1),-0.0255649 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,11),(13,9),-0.125469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,11),(13,8),-0.12505 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,11),(13,7),-0.127941 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,11),(13,5),-0.125143 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,11),(13,4),-0.125038 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,11),(13,3),-0.1449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,11),(13,-1),-0.0911376 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,13),(13,9),(13,8),-0.124937 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,9),(13,7),-0.127849 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,9),(13,5),-0.125121 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,9),(13,4),-0.124924 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,9),(13,3),-0.140212 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,9),(13,-1),-0.121436 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,8),(13,7),-0.124958 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,8),(13,5),-0.125063 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,8),(13,4),-0.125491 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,8),(13,3),-0.126395 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,8),(13,-1),-0.202101 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,7),(13,5),-0.124907 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,7),(13,4),-0.106101 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,7),(13,3),-0.12746 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,7),(13,-1),-0.0413864 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,5),(13,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,5),(13,3),-0.124926 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,5),(13,-1),-0.0620367 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,4),(13,3),-0.125138 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,4),(13,-1),-0.0366824 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,3),(13,-1),-0.127322 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,14),(14,25),0.0146631 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,14),(14,14),(14,-1),-0.0720481 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,15),(15,15),(15,16),-0.0747826 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,17),-0.0377115 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,18),0.0292055 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,20),0.0271982 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,21),-0.0762478 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,23),-0.0551439 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,24),-0.0702087 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,25),0.0210379 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,15),(15,16),(15,17),-0.0314823 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,16),(15,18),-0.023104 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,16),(15,20),-0.023104 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,16),(15,21),-0.0884002 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,16),(15,23),-0.0911448 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,16),(15,24),-0.050532 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,16),(15,25),0.00764578 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,17),(15,18),-0.0423274 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,17),(15,20),-0.0423274 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,17),(15,21),-0.0829796 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,17),(15,23),-0.0798215 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,17),(15,24),-0.0443176 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,17),(15,25),-0.000361057 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,18),(15,20),-0.00887993 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,18),(15,21),0.00372239 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,18),(15,23),-0.012479 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,18),(15,24),-0.0381389 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,18),(15,25),-0.105223 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,20),(15,21),0.00287783 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,20),(15,23),-0.0133235 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,20),(15,24),-0.0381389 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,20),(15,25),-0.104106 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,21),(15,23),-0.111234 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,21),(15,24),-0.0505127 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,21),(15,25),0.0288803 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,23),(15,24),-0.0505127 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,23),(15,25),0.0231863 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,24),(15,25),-0.0574637 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,15),(15,14),0.0841515 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,13),0.179386 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,12),0.107741 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,9),-0.178942 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,7),-0.0023935 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,6),-0.178824 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,3),-0.124905 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,2),-0.178816 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,-1),-0.178114 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,15),(15,14),(15,13),0.131273 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,14),(15,12),0.0844029 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,14),(15,9),-0.126165 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,14),(15,7),-0.176953 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,14),(15,6),-0.126165 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,14),(15,3),-0.12504 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,14),(15,2),-0.126165 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,14),(15,-1),-0.124581 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,13),(15,12),0.108043 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,13),(15,9),-0.128004 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,13),(15,7),-0.185691 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,13),(15,6),-0.128004 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,13),(15,3),-0.127743 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,13),(15,2),-0.128004 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,13),(15,-1),-0.119862 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,12),(15,9),-0.124888 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,12),(15,7),-0.127014 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,12),(15,6),-0.124888 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,12),(15,3),-0.12509 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,12),(15,2),-0.124888 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,12),(15,-1),-0.125318 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,9),(15,7),-0.185691 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,9),(15,6),-0.128004 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,9),(15,3),-0.127743 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,9),(15,2),-0.128004 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,9),(15,-1),-0.122045 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,7),(15,6),-0.125474 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,7),(15,3),-0.126426 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,7),(15,2),-0.125474 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,7),(15,-1),-0.155316 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,6),(15,3),-0.127744 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,6),(15,2),-0.128004 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,6),(15,-1),-0.113235 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,3),(15,2),-0.126165 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,3),(15,-1),-0.124581 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,2),(15,-1),-0.117242 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,16),(16,17),-0.0238445 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,18),0.0115466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,20),0.0198727 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,21),0.0212527 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,22),0.0272815 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,23),-0.0396119 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,24),-0.0473928 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,25),-0.147078 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,16),(16,17),(16,18),-0.0459485 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,20),-0.0459485 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,21),-0.0336773 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,22),-0.0464709 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,23),-0.0319911 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,24),-0.0420005 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,25),-0.0327914 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,18),(16,20),-0.0884925 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,18),(16,21),-0.043087 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,18),(16,22),-0.0897987 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,18),(16,23),-0.00742088 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,18),(16,24),-0.042006 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,18),(16,25),0.0749507 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,20),(16,21),-0.043087 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,20),(16,22),-0.0897987 # DEPENDENCYPART_GRANDSIBL
