# _root_ `` Because of distance , it takes a while for them to appreciate the economic stability we 've achieved , '' says one economic policymaker .
#goldHeads=22,7,2,2,7,7,22,9,7,13,13,13,7,16,16,13,18,16,18,22,22,0,25,25,22,22,
#predictedHeads=22,7,2,2,7,7,22,9,7,13,13,13,7,16,16,13,18,16,18,22,22,0,25,25,22,22,
(17,22),(22,20),(22,-1),-0.125918 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,19),(22,18),0.11914 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,19),(22,17),0.119164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,19),(22,16),-0.124888 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,19),(22,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,19),(22,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,19),(22,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,19),(22,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,19),(22,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,19),(22,9),-0.124888 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,19),(22,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,19),(22,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,19),(22,4),-0.124888 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,19),(22,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,19),(22,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,19),(22,-1),-0.125578 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,18),(22,17),0.119164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,18),(22,16),-0.124888 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,18),(22,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,18),(22,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,18),(22,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,18),(22,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,18),(22,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,18),(22,9),-0.124888 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,18),(22,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,18),(22,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,18),(22,4),-0.124888 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,18),(22,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,18),(22,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,18),(22,-1),-0.125587 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,17),(22,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,17),(22,15),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,17),(22,14),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,17),(22,13),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,17),(22,11),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,17),(22,10),-0.124968 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,17),(22,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,17),(22,7),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,17),(22,5),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,17),(22,4),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,17),(22,2),-0.124968 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,17),(22,1),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,17),(22,-1),-0.126198 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,22),(22,16),(22,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,16),(22,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,16),(22,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,16),(22,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,16),(22,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,16),(22,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,16),(22,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,16),(22,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,16),(22,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,16),(22,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,16),(22,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,16),(22,-1),-0.125289 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,15),(22,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,15),(22,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,15),(22,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,15),(22,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,15),(22,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,15),(22,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,15),(22,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,15),(22,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,15),(22,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,15),(22,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,15),(22,-1),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,14),(22,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,14),(22,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,14),(22,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,14),(22,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,14),(22,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,14),(22,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,14),(22,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,14),(22,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,14),(22,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,14),(22,-1),-0.125654 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,13),(22,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,13),(22,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,13),(22,9),-0.124888 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,13),(22,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,13),(22,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,13),(22,4),-0.124888 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,13),(22,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,13),(22,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,13),(22,-1),-0.125578 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,11),(22,10),-0.124968 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,11),(22,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,11),(22,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,11),(22,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,11),(22,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,11),(22,2),-0.124968 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,11),(22,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,11),(22,-1),-0.124732 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,10),(22,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,10),(22,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,10),(22,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,10),(22,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,10),(22,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,10),(22,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,10),(22,-1),-0.120933 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,9),(22,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,9),(22,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,9),(22,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,9),(22,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,9),(22,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,9),(22,-1),-0.125289 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,7),(22,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,7),(22,4),-0.124888 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,7),(22,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,7),(22,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,7),(22,-1),-0.125578 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,5),(22,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,5),(22,2),-0.124888 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,5),(22,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,5),(22,-1),-0.125918 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,4),(22,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,4),(22,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,4),(22,-1),-0.125289 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,2),(22,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,2),(22,-1),-0.120881 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,1),(22,-1),-0.124916 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,25),(25,25),(25,26),-0.0424931 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,25),(25,25),(25,27),-0.0940263 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,25),(25,26),(25,27),-0.0422897 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,25),(25,25),(25,24),0.109809 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,25),(25,25),(25,23),0.116071 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,25),(25,25),(25,22),0.117973 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,25),(25,25),(25,21),0.119014 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,25),(25,25),(25,20),0.119121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,25),(25,25),(25,19),0.117973 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,25),(25,25),(25,18),0.117972 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,25),(25,25),(25,15),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,25),(25,25),(25,14),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,25),(25,25),(25,13),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,25),(25,25),(25,-1),-0.151941 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,25),(25,24),(25,23),0.119164 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,24),(25,22),0.119146 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,24),(25,21),0.119164 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,24),(25,20),0.118856 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,24),(25,19),0.119146 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,24),(25,18),0.119146 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,24),(25,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,24),(25,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,24),(25,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,24),(25,-1),-0.125448 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,25),(25,23),(25,22),0.119164 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,23),(25,21),0.119164 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,23),(25,20),0.119164 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,23),(25,19),0.119164 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,23),(25,18),0.119164 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,23),(25,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,23),(25,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,23),(25,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,23),(25,-1),-0.127976 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,25),(25,22),(25,21),0.119164 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,22),(25,20),0.119164 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,22),(25,19),0.119163 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,22),(25,18),0.119163 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,22),(25,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,22),(25,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,22),(25,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,22),(25,-1),-0.126531 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,25),(25,21),(25,20),0.119164 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,21),(25,19),0.119164 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,21),(25,18),0.119164 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,21),(25,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,21),(25,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,21),(25,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,21),(25,-1),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,25),(25,20),(25,19),0.119162 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,20),(25,18),0.119162 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,20),(25,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,20),(25,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,20),(25,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,20),(25,-1),-0.125797 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,25),(25,19),(25,18),0.119163 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,19),(25,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,19),(25,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,19),(25,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,19),(25,-1),-0.12653 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,25),(25,18),(25,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,18),(25,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,18),(25,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,18),(25,-1),-0.126534 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,25),(25,15),(25,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,15),(25,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,15),(25,-1),-0.125448 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,25),(25,14),(25,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,14),(25,-1),-0.134751 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,25),(25,13),(25,-1),-0.12653 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,1),(1,1),(1,27),-0.0889923 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,1),(1,1),(1,-1),-0.0106543 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,2),(2,2),(2,3),0.0320109 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,2),(2,2),(2,4),0.085116 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,2),(2,2),(2,5),0.12265 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,2),(2,2),(2,7),0.154544 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,2),(2,2),(2,9),0.0929417 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,2),(2,2),(2,10),0.0826522 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,2),(2,2),(2,12),0.113348 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,2),(2,2),(2,21),-0.125016 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,2),(2,2),(2,26),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,2),(2,2),(2,27),0.0505084 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,2),(2,3),(2,4),0.129755 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,3),(2,5),0.105244 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,3),(2,7),0.12697 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,3),(2,9),0.12925 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,3),(2,10),0.113014 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,3),(2,12),0.119149 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,3),(2,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,3),(2,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,3),(2,27),-0.116211 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,2),(2,4),(2,5),0.131234 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,4),(2,7),0.117221 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,4),(2,9),0.115386 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,4),(2,10),0.130881 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,4),(2,12),0.121372 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,4),(2,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,4),(2,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,4),(2,27),-0.197756 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,2),(2,5),(2,7),0.116618 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,5),(2,9),0.109996 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,5),(2,10),0.124449 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,5),(2,12),0.117621 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,5),(2,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,5),(2,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,5),(2,27),-0.146849 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,2),(2,7),(2,9),0.117264 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,7),(2,10),0.117638 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,7),(2,12),0.119009 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,7),(2,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,7),(2,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,7),(2,27),-0.0757698 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,2),(2,9),(2,10),0.130881 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,9),(2,12),0.121372 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,9),(2,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,9),(2,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,9),(2,27),-0.190439 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,2),(2,10),(2,12),0.119154 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,10),(2,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,10),(2,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,10),(2,27),-0.104446 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,2),(2,12),(2,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,12),(2,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,12),(2,27),-0.127127 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,2),(2,21),(2,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,21),(2,27),-0.136193 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,2),(2,26),(2,27),-0.12497 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,2),(2,2),(2,1),0.00765577 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,2),(2,2),(2,-1),-0.0875743 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,2),(2,1),(2,-1),-0.0673755 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,3),(3,3),(3,4),0.102095 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,3),(3,3),(3,5),0.117698 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,3),(3,3),(3,7),0.170869 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,3),(3,3),(3,27),-0.0933781 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,3),(3,4),(3,5),0.129898 # DEPENDENCYPART_GRANDSIBL
(18,3),(3,4),(3,7),0.11722 # DEPENDENCYPART_GRANDSIBL
(18,3),(3,4),(3,27),-0.183612 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,3),(3,5),(3,7),0.116825 # DEPENDENCYPART_GRANDSIBL
(18,3),(3,5),(3,27),-0.148511 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,3),(3,7),(3,27),-0.0602173 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,3),(3,3),(3,2),-0.0629012 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,3),(3,3),(3,1),0.00532167 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,3),(3,3),(3,-1),-0.209568 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,3),(3,2),(3,1),-0.0434809 # DEPENDENCYPART_GRANDSIBL
(18,3),(3,2),(3,-1),-0.117699 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,3),(3,1),(3,-1),-0.0673566 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,4),(4,4),(4,5),0.0388793 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,4),(4,4),(4,6),0.107027 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,4),(4,4),(4,7),0.176385 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,4),(4,4),(4,9),0.0339319 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,4),(4,4),(4,16),0.0383388 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,4),(4,4),(4,20),-0.127499 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,4),(4,4),(4,21),-0.124984 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,4),(4,4),(4,26),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,4),(4,4),(4,27),-0.162107 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,4),(4,5),(4,6),0.10736 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,5),(4,7),0.130199 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,5),(4,9),0.201239 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,5),(4,16),0.20225 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,5),(4,20),-0.128777 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,5),(4,21),-0.124906 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,5),(4,26),-0.125335 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,5),(4,27),-0.124253 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,4),(4,6),(4,7),0.117857 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,6),(4,9),0.124335 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,6),(4,16),0.124335 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,6),(4,20),-0.12715 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,6),(4,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,6),(4,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,6),(4,27),-0.209438 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,4),(4,7),(4,9),0.115132 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,7),(4,16),0.11641 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,7),(4,20),-0.143505 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,7),(4,21),-0.12681 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,7),(4,26),-0.124894 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,7),(4,27),-0.0790931 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,4),(4,9),(4,16),0.11896 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,9),(4,20),-0.140211 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,9),(4,21),-0.125052 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,9),(4,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,9),(4,27),-0.11317 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,4),(4,16),(4,20),-0.140211 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,16),(4,21),-0.125052 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,16),(4,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,16),(4,27),-0.109712 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,4),(4,20),(4,21),-0.124906 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,20),(4,26),-0.125335 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,20),(4,27),-0.124253 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
