# _root_ However , HomeFed 's loan originations and purchases plunged 26 % in the quarter , to $ 1.4 billion from $ 1.9 billion a year earlier .
#goldHeads=9,9,7,3,7,7,9,7,0,11,9,9,14,12,9,9,16,17,17,9,20,21,21,25,26,20,9,
#predictedHeads=9,9,6,3,6,7,9,7,0,11,9,9,14,12,9,9,16,17,17,9,20,21,21,25,26,20,9,
(10,12),(12,17),(12,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,17),(12,28),-0.056031 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,18),(12,19),-0.0436908 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,18),(12,20),-0.0419989 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,18),(12,28),-0.0178236 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,19),(12,20),-0.0419989 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,19),(12,28),-0.0186694 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,20),(12,28),-0.0257322 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,12),(12,11),0.131066 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,10),0.103737 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,12),(12,12),(12,-1),-0.178491 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,12),(12,11),(12,10),0.118976 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,11),(12,-1),-0.114272 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,10),(12,-1),-0.138393 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,14),(14,14),(14,15),-0.0367844 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,16),-0.0505698 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,17),-0.0474279 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,18),-0.0335167 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,19),-0.0337881 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,20),-0.0770079 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,21),-0.0474279 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,22),-0.0335167 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,23),-0.0337881 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,26),-0.0528781 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,27),-0.0423445 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,28),0.00739059 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,14),(14,15),(14,16),-0.0420143 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,17),-0.0420352 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,18),-0.0427722 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,19),-0.0427722 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,20),-0.043325 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,21),-0.0420352 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,22),-0.0427722 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,23),-0.0427722 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,26),-0.0431686 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,27),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,28),-0.0450103 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,16),(14,17),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,18),-0.0432794 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,19),-0.0432794 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,22),-0.0432794 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,23),-0.0432794 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,26),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,27),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,28),-0.0486801 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,17),(14,18),-0.0420969 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,17),(14,19),-0.0421017 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,17),(14,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,17),(14,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,17),(14,22),-0.0420969 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,17),(14,23),-0.0421017 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,17),(14,26),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,17),(14,27),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,17),(14,28),-0.0464418 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,18),(14,19),-0.0420734 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,18),(14,20),-0.039679 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,18),(14,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,18),(14,22),-0.0420376 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,18),(14,23),-0.0420734 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,18),(14,26),-0.0421943 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,18),(14,27),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,18),(14,28),-0.0390876 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,19),(14,20),-0.039679 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,19),(14,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,19),(14,22),-0.0420376 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,19),(14,23),-0.0420734 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,19),(14,26),-0.0421943 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,19),(14,27),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,19),(14,28),-0.0392228 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,20),(14,21),-0.0419996 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,20),(14,22),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,20),(14,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,20),(14,26),-0.0383381 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,20),(14,27),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,20),(14,28),-0.0770146 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,21),(14,22),-0.0420969 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,21),(14,23),-0.0421017 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,21),(14,26),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,21),(14,27),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,21),(14,28),-0.0464418 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,22),(14,23),-0.0420734 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,22),(14,26),-0.0421943 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,22),(14,27),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,22),(14,28),-0.0390876 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,23),(14,26),-0.0421943 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,23),(14,27),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,23),(14,28),-0.0392228 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,26),(14,27),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,26),(14,28),-0.0495746 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,27),(14,28),-0.0423187 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,14),(14,13),0.156903 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,11),0.0863123 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,10),0.175675 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,14),(14,14),(14,7),-0.125794 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,3),-0.127729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,-1),-0.288019 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,14),(14,13),(14,11),0.119037 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,13),(14,10),0.119139 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,13),(14,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,13),(14,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,13),(14,-1),-0.0761694 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,11),(14,10),0.117796 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,11),(14,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,11),(14,3),-0.124927 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,11),(14,-1),-0.121773 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,10),(14,7),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,10),(14,3),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,10),(14,-1),-0.0770205 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,14),(14,7),(14,3),0.13296 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,7),(14,-1),-0.124585 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,3),(14,-1),-0.120009 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,15),(15,28),-0.0084307 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,15),(15,15),(15,-1),-0.0920774 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,2),(2,2),(2,28),-0.0932152 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,2),(2,2),(2,1),-0.0539688 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,2),(2,-1),-0.00831897 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,2),(2,1),(2,-1),-0.0500546 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,3),(3,4),0.225485 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,5),0.14945 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,6),0.150679 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,7),0.0419323 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,9),0.122043 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,11),-0.141482 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,3),(3,3),(3,12),-0.144064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,15),-0.129725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,27),-0.125132 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,28),0.0223625 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,3),(3,4),(3,5),0.1122 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,4),(3,6),0.1122 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,4),(3,7),0.117145 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,4),(3,9),0.114741 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,4),(3,11),-0.124913 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,4),(3,12),-0.125424 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,4),(3,15),-0.125425 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,4),(3,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,4),(3,28),0.066945 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,5),(3,6),0.115382 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,5),(3,7),0.105275 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,5),(3,9),0.113933 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,5),(3,11),-0.125482 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,5),(3,12),-0.125035 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,5),(3,15),-0.126785 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,5),(3,27),-0.125194 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,5),(3,28),-0.152086 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,6),(3,7),0.105275 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,6),(3,9),0.113933 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,6),(3,11),-0.125482 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,6),(3,12),-0.125035 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,6),(3,15),-0.126785 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,6),(3,27),-0.125194 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,6),(3,28),-0.150553 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,7),(3,9),0.250709 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,7),(3,11),-0.0721873 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,7),(3,12),0.045937 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,7),(3,15),-0.0284009 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,7),(3,27),-0.0118621 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,7),(3,28),-0.218128 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,9),(3,11),-0.124957 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,9),(3,12),-0.124893 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,9),(3,15),-0.125503 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,9),(3,27),-0.124886 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,9),(3,28),-0.175727 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,11),(3,12),-0.125035 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,11),(3,15),-0.126785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,11),(3,27),-0.125194 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,11),(3,28),-0.145404 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,3),(3,12),(3,15),-0.124891 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,12),(3,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,12),(3,28),-0.0886766 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,15),(3,27),-0.124886 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,15),(3,28),-0.0038964 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,27),(3,28),-0.144995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,3),(3,2),0.144134 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,1),-0.0758751 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,-1),0.0978962 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,3),(3,2),(3,1),-0.0523996 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,2),(3,-1),-0.0440047 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,1),(3,-1),-0.0894929 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,5),(5,6),0.15033 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,5),(5,7),0.0419323 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,5),(5,9),0.122043 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,5),(5,11),-0.141482 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,5),(5,5),(5,16),-0.124913 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,5),(5,28),0.0193628 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,5),(5,6),(5,7),0.105275 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,6),(5,9),0.113933 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,6),(5,11),-0.125482 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,6),(5,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,6),(5,28),-0.150565 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,7),(5,9),0.250709 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,7),(5,11),-0.0721873 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,7),(5,16),0.0520782 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,7),(5,28),-0.218128 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,9),(5,11),-0.124957 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,9),(5,16),-0.124906 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,9),(5,28),-0.175727 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,11),(5,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,11),(5,28),-0.145415 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,5),(5,16),(5,28),-0.0930906 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,5),(5,4),-0.0614548 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,5),(5,3),-0.176551 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,5),(5,2),0.144046 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,5),(5,1),-0.0758751 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,5),(5,-1),0.0967574 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,5),(5,4),(5,3),-0.044429 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,4),(5,2),-0.0420252 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,4),(5,1),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,4),(5,-1),-0.0687576 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,3),(5,2),-0.052157 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,3),(5,1),-0.0370943 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,3),(5,-1),0.0186846 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,2),(5,1),-0.0523996 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,2),(5,-1),-0.0441797 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,1),(5,-1),-0.0894929 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,6),(6,6),(6,7),0.0419323 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,8),0.150679 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,9),0.122043 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,11),-0.141482 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,6),(6,6),(6,15),-0.129725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,16),-0.124913 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,28),0.0223622 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,6),(6,7),(6,8),0.347687 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,7),(6,9),0.250709 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,7),(6,11),-0.0721873 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,6),(6,7),(6,15),-0.0284009 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,7),(6,16),0.0520782 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,7),(6,28),-0.218128 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,6),(6,8),(6,9),0.113933 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,8),(6,11),-0.125482 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,6),(6,8),(6,15),-0.126785 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,8),(6,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,8),(6,28),-0.150553 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,6),(6,9),(6,11),-0.124957 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,6),(6,9),(6,15),-0.125503 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,9),(6,16),-0.124906 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,9),(6,28),-0.175727 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,6),(6,11),(6,15),-0.126785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,11),(6,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,11),(6,28),-0.145404 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,6),(6,15),(6,16),-0.12491 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,15),(6,28),-0.0038964 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,6),(6,16),(6,28),-0.0930906 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,6),(6,6),(6,5),-0.176353 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,4),-0.0614548 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,3),-0.176349 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,2),0.144134 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,1),-0.0758751 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,-1),0.0978949 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,6),(6,5),(6,4),-0.0458671 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,5),(6,3),-0.0158877 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,5),(6,2),-0.0517884 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,5),(6,1),-0.0370943 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,5),(6,-1),0.0195923 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,6),(6,4),(6,3),-0.044429 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,4),(6,2),-0.0420252 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,4),(6,1),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,4),(6,-1),-0.0687576 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,6),(6,3),(6,2),-0.0517871 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,3),(6,1),-0.0370943 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,3),(6,-1),0.0195937 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,6),(6,2),(6,1),-0.0523996 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,2),(6,-1),-0.0440047 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,6),(6,1),(6,-1),-0.0894929 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,7),(7,8),0.19869 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,9),0.231002 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,10),0.0505006 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,11),-0.145589 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,7),(7,7),(7,12),-0.127416 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,14),-0.145589 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,15),-0.125566 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,27),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,28),-0.497322 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,7),(7,8),(7,9),0.112864 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,8),(7,10),0.113461 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,8),(7,11),-0.130147 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,8),(7,12),-0.12926 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,8),(7,14),-0.130147 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,8),(7,15),-0.12646 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,8),(7,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,8),(7,28),-0.218712 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,9),(7,10),0.11702 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,9),(7,11),-0.126439 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,9),(7,12),-0.125376 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,9),(7,14),-0.126439 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,9),(7,15),-0.124964 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,9),(7,27),-0.124905 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,9),(7,28),-0.121931 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,10),(7,11),-0.125202 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,10),(7,12),-0.128464 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,10),(7,14),-0.125202 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,10),(7,15),-0.125179 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,10),(7,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
