# _root_ And Fairfax County , Va. , Water Authority 's 7 1\/4 % issue of 2027 was down 3\/4 at 99 7\/8 bid .
#goldHeads=16,5,5,5,8,5,8,13,8,11,13,11,16,13,14,0,16,17,16,21,22,19,16,
#predictedHeads=16,3,16,3,3,5,8,13,8,11,13,11,16,13,14,0,16,17,16,21,19,21,16,
(12,8),(8,4),-1.06885 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.446509 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-1.10829 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.684599 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),0.00540264 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.744982 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),-0.345197 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-2.08312 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.903743 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-1.15782 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.840239 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.927802 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-1.17049 # DEPENDENCYPART_GRANDPAR
(12,8),(8,18),-0.978777 # DEPENDENCYPART_GRANDPAR
(12,8),(8,23),-1.50701 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.855957 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.660694 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.624543 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.365164 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-2.01079 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,15),-0.820827 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.972952 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.776731 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.74058 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.745125 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-2.01084 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,1),-1.53138 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-1.5156 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-1.1924 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-1.8863 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-1.17517 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-1.92574 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-1.37402 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-1.39912 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-1.07123 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-1.35357 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-1.01212 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.30585 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.266848 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.453037 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.352813 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.79603 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.658489 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.55508 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.956133 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),-0.859083 # DEPENDENCYPART_GRANDPAR
(12,13),(13,22),-0.599567 # DEPENDENCYPART_GRANDPAR
(12,13),(13,23),-1.01713 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.24806 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.269246 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.337416 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),0.0759563 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.477679 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.271064 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),-0.129175 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.174365 # DEPENDENCYPART_GRANDPAR
(12,16),(16,1),-1.34649 # DEPENDENCYPART_GRANDPAR
(12,16),(16,2),-1.34715 # DEPENDENCYPART_GRANDPAR
(12,16),(16,3),-1.02395 # DEPENDENCYPART_GRANDPAR
(12,16),(16,4),-1.68335 # DEPENDENCYPART_GRANDPAR
(12,16),(16,5),-1.00672 # DEPENDENCYPART_GRANDPAR
(12,16),(16,6),-1.7228 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-1.20557 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-1.23067 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-1.25527 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.916211 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-1.44389 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),-0.286286 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.520978 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.244114 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.483293 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.262574 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.426505 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.623466 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.47817 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),-0.501366 # DEPENDENCYPART_GRANDPAR
(12,16),(16,23),-1.1685 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.149408 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.398609 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.523594 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.769846 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.653994 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),-0.404618 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),-1.09181 # DEPENDENCYPART_GRANDPAR
(12,22),(22,2),-1.5157 # DEPENDENCYPART_GRANDPAR
(12,22),(22,3),-1.19249 # DEPENDENCYPART_GRANDPAR
(12,22),(22,5),-1.17526 # DEPENDENCYPART_GRANDPAR
(12,22),(22,8),-1.39921 # DEPENDENCYPART_GRANDPAR
(12,22),(22,14),-0.284482 # DEPENDENCYPART_GRANDPAR
(12,22),(22,15),-0.209482 # DEPENDENCYPART_GRANDPAR
(12,22),(22,17),-0.69653 # DEPENDENCYPART_GRANDPAR
(12,22),(22,18),-0.291837 # DEPENDENCYPART_GRANDPAR
(12,22),(22,19),-0.667142 # DEPENDENCYPART_GRANDPAR
(12,22),(22,20),-0.728025 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),-0.624083 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),-1.03445 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.300985 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),0.137104 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),-0.62004 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),0.169398 # DEPENDENCYPART_GRANDPAR
(13,1),(1,8),-0.265454 # DEPENDENCYPART_GRANDPAR
(13,1),(1,13),-1.2383 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,1),(1,16),-0.677002 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.0337971 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),0.573297 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.229717 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),0.664499 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),-0.247523 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),0.174981 # DEPENDENCYPART_GRANDPAR
(13,2),(2,13),-1.28243 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,2),(2,16),-0.692708 # DEPENDENCYPART_GRANDPAR
(13,2),(2,23),-1.13476 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.0492262 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),0.0702534 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.349912 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),0.597144 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),-0.367717 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),0.113246 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),0.130463 # DEPENDENCYPART_GRANDPAR
(13,3),(3,9),1.24394 # DEPENDENCYPART_GRANDPAR
(13,3),(3,10),0.434825 # DEPENDENCYPART_GRANDPAR
(13,3),(3,11),0.382324 # DEPENDENCYPART_GRANDPAR
(13,3),(3,12),0.507319 # DEPENDENCYPART_GRANDPAR
(13,3),(3,13),-1.28244 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,3),(3,14),-0.682645 # DEPENDENCYPART_GRANDPAR
(13,3),(3,16),-0.692708 # DEPENDENCYPART_GRANDPAR
(13,3),(3,19),-0.880356 # DEPENDENCYPART_GRANDPAR
(13,3),(3,23),-1.13476 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.0610303 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),0.00245676 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),0.497392 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.282194 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.435909 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),0.0823437 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),0.0995608 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),1.23058 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),0.429523 # DEPENDENCYPART_GRANDPAR
(13,5),(5,11),0.377023 # DEPENDENCYPART_GRANDPAR
(13,5),(5,12),0.502457 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-1.28243 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,14),-0.682632 # DEPENDENCYPART_GRANDPAR
(13,5),(5,15),-0.720454 # DEPENDENCYPART_GRANDPAR
(13,5),(5,16),-0.692708 # DEPENDENCYPART_GRANDPAR
(13,5),(5,19),-0.880343 # DEPENDENCYPART_GRANDPAR
(13,5),(5,21),-0.902231 # DEPENDENCYPART_GRANDPAR
(13,5),(5,23),-1.13476 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),0.0735187 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),0.548236 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.198578 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),0.594366 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.216384 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),1.23835 # DEPENDENCYPART_GRANDPAR
(13,7),(7,23),-1.13481 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),0.0477348 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),0.522452 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.198855 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),0.568582 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.21666 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),0.0976171 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),1.23621 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),0.433515 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),0.381012 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),0.505947 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-1.28243 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),-0.682633 # DEPENDENCYPART_GRANDPAR
(13,8),(8,15),-0.720454 # DEPENDENCYPART_GRANDPAR
(13,8),(8,16),-0.692708 # DEPENDENCYPART_GRANDPAR
(13,8),(8,17),-0.925691 # DEPENDENCYPART_GRANDPAR
(13,8),(8,18),-0.738245 # DEPENDENCYPART_GRANDPAR
(13,8),(8,23),-1.13476 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),0.230705 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),0.572858 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),0.580179 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.272941 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),0.333467 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),0.247906 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),0.0246699 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),0.0847083 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),0.441001 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.394159 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.998717 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.699031 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.0382511 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),0.0236262 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),0.379919 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.581396 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),1.0802 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),0.0924007 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),0.565491 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),0.13321 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),1.05646 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.868328 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.38759 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.755697 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.758603 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-1.0156 # DEPENDENCYPART_GRANDPAR
(13,12),(12,22),-1.24034 # DEPENDENCYPART_GRANDPAR
(13,14),(14,15),0.146177 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.246948 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.315754 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),0.0861058 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.206785 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.216295 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.0184892 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.389983 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.02834 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.155097 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.411206 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.0646592 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.17224 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.492206 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.110093 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),-0.487222 # DEPENDENCYPART_GRANDPAR
(13,16),(16,2),-0.559594 # DEPENDENCYPART_GRANDPAR
(13,16),(16,3),-0.119484 # DEPENDENCYPART_GRANDPAR
(13,16),(16,4),-0.875593 # DEPENDENCYPART_GRANDPAR
(13,16),(16,5),-0.113228 # DEPENDENCYPART_GRANDPAR
(13,16),(16,6),-0.893398 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-0.544956 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-0.524019 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.0228937 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.149661 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),0.0948037 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.628214 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),-0.0445501 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.191163 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.242332 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.0589597 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),0.0549644 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.375228 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.174017 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-0.380115 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),-0.800534 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.211356 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.200641 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.0611627 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.527255 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.355489 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-0.275049 # DEPENDENCYPART_GRANDPAR
(13,17),(17,23),-0.729654 # DEPENDENCYPART_GRANDPAR
(13,18),(18,1),-0.506322 # DEPENDENCYPART_GRANDPAR
(13,18),(18,10),-0.028349 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),-0.155106 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.235974 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),0.113221 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),-0.103056 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.205672 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),0.00348417 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.241845 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.0665418 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),-0.495525 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.419461 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.388608 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.392697 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.172997 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-0.682483 # DEPENDENCYPART_GRANDPAR
(13,19),(19,23),-0.890192 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),-0.189125 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.288502 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.219429 # DEPENDENCYPART_GRANDPAR
(13,20),(20,22),-0.536098 # DEPENDENCYPART_GRANDPAR
(13,21),(21,14),0.0764984 # DEPENDENCYPART_GRANDPAR
(13,21),(21,15),-0.125987 # DEPENDENCYPART_GRANDPAR
(13,21),(21,17),-0.241959 # DEPENDENCYPART_GRANDPAR
(13,21),(21,18),-0.158628 # DEPENDENCYPART_GRANDPAR
(13,21),(21,19),-0.276366 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.481359 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),-0.530137 # DEPENDENCYPART_GRANDPAR
(13,22),(22,2),-0.726626 # DEPENDENCYPART_GRANDPAR
(13,22),(22,3),-0.286516 # DEPENDENCYPART_GRANDPAR
(13,22),(22,5),-0.280257 # DEPENDENCYPART_GRANDPAR
(13,22),(22,8),-0.691051 # DEPENDENCYPART_GRANDPAR
(13,22),(22,14),0.157499 # DEPENDENCYPART_GRANDPAR
(13,22),(22,15),-0.205636 # DEPENDENCYPART_GRANDPAR
(13,22),(22,17),-0.435736 # DEPENDENCYPART_GRANDPAR
(13,22),(22,18),-0.175133 # DEPENDENCYPART_GRANDPAR
(13,22),(22,19),-0.196843 # DEPENDENCYPART_GRANDPAR
(13,22),(22,20),-0.568 # DEPENDENCYPART_GRANDPAR
(13,22),(22,21),-0.388012 # DEPENDENCYPART_GRANDPAR
(13,22),(22,23),-0.632385 # DEPENDENCYPART_GRANDPAR
(13,23),(23,21),-0.450832 # DEPENDENCYPART_GRANDPAR
(13,23),(23,22),-0.653409 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-1.35825 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-1.25396 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-1.05408 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-1.10702 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.214454 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.446427 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.188188 # DEPENDENCYPART_GRANDPAR
(14,16),(16,1),-0.898204 # DEPENDENCYPART_GRANDPAR
(14,16),(16,2),-1.31247 # DEPENDENCYPART_GRANDPAR
(14,16),(16,3),-1.33073 # DEPENDENCYPART_GRANDPAR
(14,16),(16,4),-1.47496 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-1.34864 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-1.45609 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-1.3165 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-1.30373 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-1.38114 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-1.27687 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-1.12037 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-1.03949 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-1.6195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.0752502 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.45266 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.184205 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.949539 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.484989 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.0972609 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),0.114186 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),-1.57976 # DEPENDENCYPART_GRANDPAR
(14,17),(17,15),0.0498108 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.269036 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.881623 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.585897 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.227892 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),0.0342716 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),-1.4764 # DEPENDENCYPART_GRANDPAR
(14,18),(18,1),-0.880269 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-1.35828 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-1.254 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-1.05412 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-1.15338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),0.335895 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.197941 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.93296 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.428647 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.0697566 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.0303709 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.533241 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.426907 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.433137 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.0349981 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),0.103237 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),-1.50662 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),0.00967218 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.816212 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.089893 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),0.0066991 # DEPENDENCYPART_GRANDPAR
(14,21),(21,14),-1.08133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,21),(21,15),0.446071 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),-0.120015 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),0.0667345 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),-0.790285 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.164906 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),0.0191079 # DEPENDENCYPART_GRANDPAR
(14,22),(22,2),-1.49272 # DEPENDENCYPART_GRANDPAR
(14,22),(22,3),-1.51098 # DEPENDENCYPART_GRANDPAR
(14,22),(22,5),-1.52889 # DEPENDENCYPART_GRANDPAR
(14,22),(22,8),-1.48398 # DEPENDENCYPART_GRANDPAR
(14,22),(22,14),-1.24572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,22),(22,15),0.0364136 # DEPENDENCYPART_GRANDPAR
(14,22),(22,17),-0.554261 # DEPENDENCYPART_GRANDPAR
(14,22),(22,18),-0.244653 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),-0.883325 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),-0.586741 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.187325 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-1.22502 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),-0.456619 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.554596 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.75382 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.99249 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.49365 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-1.48556 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,1),-0.463844 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.556579 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.755805 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.534046 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.457228 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-0.717808 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.540364 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.591562 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.73716 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.615105 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.733383 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.591289 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.608138 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-1.02893 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.78178 # DEPENDENCYPART_GRANDPAR
