# _root_ One customer , Dayna Brunsdon , says she spurned a color portrait for black and white because `` it 's more dramatic .
#goldHeads=2,7,2,5,2,2,0,9,7,12,12,9,9,13,14,15,9,20,20,17,22,20,7,
#predictedHeads=2,7,2,5,2,2,0,9,7,12,12,9,12,13,14,15,9,17,20,17,22,20,7,
(11,20),(20,4),-1.52221 # DEPENDENCYPART_GRANDPAR
(11,20),(20,5),-1.30118 # DEPENDENCYPART_GRANDPAR
(11,20),(20,6),-1.33347 # DEPENDENCYPART_GRANDPAR
(11,20),(20,7),-0.843823 # DEPENDENCYPART_GRANDPAR
(11,20),(20,8),-0.790138 # DEPENDENCYPART_GRANDPAR
(11,20),(20,9),-0.960906 # DEPENDENCYPART_GRANDPAR
(11,20),(20,11),-1.25396 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,20),(20,12),-0.00551794 # DEPENDENCYPART_GRANDPAR
(11,20),(20,13),-0.039819 # DEPENDENCYPART_GRANDPAR
(11,20),(20,14),-0.274497 # DEPENDENCYPART_GRANDPAR
(11,20),(20,15),-0.0288677 # DEPENDENCYPART_GRANDPAR
(11,20),(20,16),-0.364998 # DEPENDENCYPART_GRANDPAR
(11,20),(20,17),-0.279214 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),-0.330013 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.170425 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.315019 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),-0.632489 # DEPENDENCYPART_GRANDPAR
(11,20),(20,23),-1.08273 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),0.00469948 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-0.485257 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),-0.686931 # DEPENDENCYPART_GRANDPAR
(12,1),(1,5),-0.465128 # DEPENDENCYPART_GRANDPAR
(12,1),(1,6),-0.461186 # DEPENDENCYPART_GRANDPAR
(12,1),(1,7),-0.0253507 # DEPENDENCYPART_GRANDPAR
(12,1),(1,9),-0.130062 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.875333 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.603813 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.652207 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),-0.430404 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),-0.579742 # DEPENDENCYPART_GRANDPAR
(12,2),(2,7),0.0888005 # DEPENDENCYPART_GRANDPAR
(12,2),(2,8),-0.0562211 # DEPENDENCYPART_GRANDPAR
(12,2),(2,9),-0.009325 # DEPENDENCYPART_GRANDPAR
(12,2),(2,11),0.209183 # DEPENDENCYPART_GRANDPAR
(12,2),(2,12),-1.28959 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,2),(2,13),-0.465671 # DEPENDENCYPART_GRANDPAR
(12,2),(2,14),-0.57747 # DEPENDENCYPART_GRANDPAR
(12,2),(2,15),-0.617818 # DEPENDENCYPART_GRANDPAR
(12,2),(2,16),-0.832077 # DEPENDENCYPART_GRANDPAR
(12,2),(2,23),-1.16732 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.188125 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.682582 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.196727 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.429752 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.297531 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.519993 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),0.0148076 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),0.0168037 # DEPENDENCYPART_GRANDPAR
(12,4),(4,9),-0.0849504 # DEPENDENCYPART_GRANDPAR
(12,4),(4,12),-1.19975 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,1),-0.682582 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.196727 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.429752 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.527074 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.519993 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),0.0148076 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),0.0168037 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),-0.0849504 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-1.19975 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,14),-0.493166 # DEPENDENCYPART_GRANDPAR
(12,5),(5,15),-0.509175 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.543777 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.646399 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.127501 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.428079 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.618403 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.3966 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.404008 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),0.172827 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.0346997 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),0.13651 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-1.08134 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),-0.534941 # DEPENDENCYPART_GRANDPAR
(12,7),(7,14),-0.456633 # DEPENDENCYPART_GRANDPAR
(12,7),(7,15),-0.405736 # DEPENDENCYPART_GRANDPAR
(12,7),(7,16),-0.710361 # DEPENDENCYPART_GRANDPAR
(12,7),(7,17),-0.815301 # DEPENDENCYPART_GRANDPAR
(12,7),(7,18),-0.511613 # DEPENDENCYPART_GRANDPAR
(12,7),(7,20),-0.704749 # DEPENDENCYPART_GRANDPAR
(12,7),(7,21),-0.681123 # DEPENDENCYPART_GRANDPAR
(12,7),(7,22),-0.995042 # DEPENDENCYPART_GRANDPAR
(12,7),(7,23),-1.11997 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.430965 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.0763264 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.219375 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.610412 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.00639644 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.541552 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.489999 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.268196 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.517481 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.164026 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),0.0649848 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.0289542 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.144623 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.09292 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.476786 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.468069 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.413805 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.721766 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.750015 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-0.551996 # DEPENDENCYPART_GRANDPAR
(12,9),(9,19),-0.535457 # DEPENDENCYPART_GRANDPAR
(12,9),(9,20),-0.69233 # DEPENDENCYPART_GRANDPAR
(12,9),(9,21),-0.662313 # DEPENDENCYPART_GRANDPAR
(12,9),(9,22),-1.00645 # DEPENDENCYPART_GRANDPAR
(12,9),(9,23),-0.99321 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.00286898 # DEPENDENCYPART_GRANDPAR
(12,10),(10,13),-0.511865 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.325122 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.28955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.465335 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.577427 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.617776 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.801331 # DEPENDENCYPART_GRANDPAR
(12,11),(11,20),-0.759271 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.57139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.103798 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.0476539 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.133455 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.162486 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.0753671 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.360446 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),-0.194046 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.490578 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.176898 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.147937 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.150959 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.0129648 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.0715215 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.0756224 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.332579 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),-0.245291 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.428873 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.184535 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.196644 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.0579977 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.128351 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.543139 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),-0.271912 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),-0.427562 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.0147874 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.0825788 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.336671 # DEPENDENCYPART_GRANDPAR
(12,17),(17,13),0.160504 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),-0.0020691 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.188826 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.258382 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.0622471 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.193249 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.228263 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.216894 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),-0.521303 # DEPENDENCYPART_GRANDPAR
(12,20),(20,1),-1.30754 # DEPENDENCYPART_GRANDPAR
(12,20),(20,2),-0.686723 # DEPENDENCYPART_GRANDPAR
(12,20),(20,3),-1.13909 # DEPENDENCYPART_GRANDPAR
(12,20),(20,4),-1.19558 # DEPENDENCYPART_GRANDPAR
(12,20),(20,5),-0.973777 # DEPENDENCYPART_GRANDPAR
(12,20),(20,6),-1.11501 # DEPENDENCYPART_GRANDPAR
(12,20),(20,7),-0.580598 # DEPENDENCYPART_GRANDPAR
(12,20),(20,8),-0.584669 # DEPENDENCYPART_GRANDPAR
(12,20),(20,9),-0.679451 # DEPENDENCYPART_GRANDPAR
(12,20),(20,11),-0.398751 # DEPENDENCYPART_GRANDPAR
(12,20),(20,12),-0.714979 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,20),(20,13),0.305192 # DEPENDENCYPART_GRANDPAR
(12,20),(20,14),-0.0112123 # DEPENDENCYPART_GRANDPAR
(12,20),(20,15),0.0734746 # DEPENDENCYPART_GRANDPAR
(12,20),(20,16),-0.26338 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),-0.0444702 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),-0.220513 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),0.0984899 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.123839 # DEPENDENCYPART_GRANDPAR
(12,20),(20,22),-0.378037 # DEPENDENCYPART_GRANDPAR
(12,20),(20,23),-0.816121 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),-0.0132951 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),-0.534339 # DEPENDENCYPART_GRANDPAR
(12,22),(22,2),-0.771573 # DEPENDENCYPART_GRANDPAR
(12,22),(22,5),-1.01527 # DEPENDENCYPART_GRANDPAR
(12,22),(22,12),-0.481857 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,22),(22,13),0.190903 # DEPENDENCYPART_GRANDPAR
(12,22),(22,14),0.0680083 # DEPENDENCYPART_GRANDPAR
(12,22),(22,16),-0.186718 # DEPENDENCYPART_GRANDPAR
(12,22),(22,17),-0.0714606 # DEPENDENCYPART_GRANDPAR
(12,22),(22,18),-0.15486 # DEPENDENCYPART_GRANDPAR
(12,22),(22,19),-0.006998 # DEPENDENCYPART_GRANDPAR
(12,22),(22,20),0.0851221 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),0.0136291 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),-0.782927 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.776026 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-1.05657 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.741714 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.699669 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-1.03169 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.313526 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.536792 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.394541 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.436323 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.530457 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.49948 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.18168 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.866201 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-1.29602 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.865193 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-1.01962 # DEPENDENCYPART_GRANDPAR
(13,12),(12,20),-0.467502 # DEPENDENCYPART_GRANDPAR
(13,12),(12,21),-1.00099 # DEPENDENCYPART_GRANDPAR
(13,12),(12,22),-1.39996 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-1.1921 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.964193 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.0276537 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.652556 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.244649 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.349768 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.38777 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),0.0215276 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.464622 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.750707 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.664132 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),0.147648 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.436496 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.560479 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.180192 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.463745 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),-0.737645 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.226917 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.338109 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),0.0376384 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.958672 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),0.527912 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.132461 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.615091 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.341316 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.517635 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),0.0571554 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.455262 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-0.80685 # DEPENDENCYPART_GRANDPAR
(13,20),(20,1),-1.60312 # DEPENDENCYPART_GRANDPAR
(13,20),(20,2),-1.5893 # DEPENDENCYPART_GRANDPAR
(13,20),(20,3),-1.59007 # DEPENDENCYPART_GRANDPAR
(13,20),(20,4),-1.46062 # DEPENDENCYPART_GRANDPAR
(13,20),(20,5),-1.41857 # DEPENDENCYPART_GRANDPAR
(13,20),(20,6),-1.56519 # DEPENDENCYPART_GRANDPAR
(13,20),(20,7),-1.01395 # DEPENDENCYPART_GRANDPAR
(13,20),(20,8),-1.22611 # DEPENDENCYPART_GRANDPAR
(13,20),(20,9),-1.05309 # DEPENDENCYPART_GRANDPAR
(13,20),(20,11),-1.36131 # DEPENDENCYPART_GRANDPAR
(13,20),(20,12),-1.12332 # DEPENDENCYPART_GRANDPAR
(13,20),(20,13),-1.12237 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,20),(20,14),0.385549 # DEPENDENCYPART_GRANDPAR
(13,20),(20,15),-0.406159 # DEPENDENCYPART_GRANDPAR
(13,20),(20,16),-0.753371 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),-0.47735 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),-0.658385 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.516928 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.353947 # DEPENDENCYPART_GRANDPAR
(13,20),(20,22),-0.696125 # DEPENDENCYPART_GRANDPAR
(13,20),(20,23),-1.25936 # DEPENDENCYPART_GRANDPAR
(13,21),(21,19),-0.539472 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),-0.830094 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),-0.109041 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-0.291861 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.396771 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.307352 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.237701 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.335396 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.249309 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.265035 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.276263 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.14638 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.160953 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.169642 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.33462 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.356639 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.342805 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.540187 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.701396 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),-0.82858 # DEPENDENCYPART_GRANDPAR
(14,12),(12,21),-0.750223 # DEPENDENCYPART_GRANDPAR
(14,12),(12,22),-0.886725 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.141834 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.29618 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.301096 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.303737 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.508428 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.654528 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-0.851932 # DEPENDENCYPART_GRANDPAR
(14,13),(13,21),-0.702006 # DEPENDENCYPART_GRANDPAR
(14,15),(15,16),0.571828 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.133429 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),0.0796823 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.28518 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.486871 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.294309 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),0.152336 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.0434417 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.0631642 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.329466 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.560518 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.982632 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.287848 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.0118192 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.0623552 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.263455 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.275865 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.307452 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.324709 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.351332 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.334794 # DEPENDENCYPART_GRANDPAR
(14,20),(20,1),-0.736761 # DEPENDENCYPART_GRANDPAR
(14,20),(20,2),-0.797918 # DEPENDENCYPART_GRANDPAR
(14,20),(20,3),-0.961584 # DEPENDENCYPART_GRANDPAR
(14,20),(20,4),-0.806745 # DEPENDENCYPART_GRANDPAR
(14,20),(20,5),-0.737094 # DEPENDENCYPART_GRANDPAR
(14,20),(20,6),-0.900208 # DEPENDENCYPART_GRANDPAR
(14,20),(20,7),-0.76399 # DEPENDENCYPART_GRANDPAR
(14,20),(20,8),-0.745307 # DEPENDENCYPART_GRANDPAR
(14,20),(20,9),-0.775246 # DEPENDENCYPART_GRANDPAR
(14,20),(20,11),-0.668206 # DEPENDENCYPART_GRANDPAR
(14,20),(20,12),-0.722271 # DEPENDENCYPART_GRANDPAR
(14,20),(20,13),-0.682207 # DEPENDENCYPART_GRANDPAR
(14,20),(20,14),-0.929726 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,20),(20,15),0.23805 # DEPENDENCYPART_GRANDPAR
(14,20),(20,16),0.0688282 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),-0.0778944 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),-0.295854 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.1267 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.278998 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),-0.194309 # DEPENDENCYPART_GRANDPAR
(14,20),(20,23),-0.695878 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),-0.259595 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.344646 # DEPENDENCYPART_GRANDPAR
(14,22),(22,2),-0.888348 # DEPENDENCYPART_GRANDPAR
(14,22),(22,5),-0.794092 # DEPENDENCYPART_GRANDPAR
(14,22),(22,12),-0.812702 # DEPENDENCYPART_GRANDPAR
(14,22),(22,13),-0.629138 # DEPENDENCYPART_GRANDPAR
(14,22),(22,14),-0.939873 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,22),(22,16),0.0563974 # DEPENDENCYPART_GRANDPAR
(14,22),(22,17),-0.0739517 # DEPENDENCYPART_GRANDPAR
(14,22),(22,18),-0.290034 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),-0.281496 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),-0.357718 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.108888 # DEPENDENCYPART_GRANDPAR
(15,16),(16,17),0.151007 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),0.021489 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.125822 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.681693 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.953381 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-1.12817 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.623418 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),0.0734017 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.470371 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),0.0685867 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.22275 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),0.111424 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.250827 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),0.0518429 # DEPENDENCYPART_GRANDPAR
(15,20),(20,1),-1.20627 # DEPENDENCYPART_GRANDPAR
(15,20),(20,2),-0.638656 # DEPENDENCYPART_GRANDPAR
(15,20),(20,3),-1.13502 # DEPENDENCYPART_GRANDPAR
(15,20),(20,4),-0.656976 # DEPENDENCYPART_GRANDPAR
(15,20),(20,5),-0.666903 # DEPENDENCYPART_GRANDPAR
(15,20),(20,6),-1.10543 # DEPENDENCYPART_GRANDPAR
(15,20),(20,7),-0.741095 # DEPENDENCYPART_GRANDPAR
(15,20),(20,8),-0.63357 # DEPENDENCYPART_GRANDPAR
(15,20),(20,9),-0.823508 # DEPENDENCYPART_GRANDPAR
(15,20),(20,11),-0.656463 # DEPENDENCYPART_GRANDPAR
(15,20),(20,12),-0.686628 # DEPENDENCYPART_GRANDPAR
(15,20),(20,13),-0.827542 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-0.959908 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-1.15931 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,16),0.709099 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),0.204648 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.235741 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.61906 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),0.0019644 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),0.447526 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),-0.744285 # DEPENDENCYPART_GRANDPAR
