# _root_ Instead , New York City police seized the stolen goods , and Mr. Krisher avoided jail .
#goldHeads=7,7,6,6,6,7,12,10,10,7,12,0,14,15,12,15,12,
#predictedHeads=7,7,6,6,6,7,12,10,10,7,12,0,14,15,12,15,12,
(12,9),(9,9),(9,17),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,18),-0.216634 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,9),(9,10),(9,11),0.063259 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,10),(9,12),-0.147235 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,10),(9,14),-0.147568 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,10),(9,15),-0.149107 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,10),(9,16),-0.147568 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,10),(9,17),-0.144792 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,10),(9,18),-0.0703499 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,11),(9,12),-0.148938 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,11),(9,14),-0.147035 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,11),(9,15),-0.153537 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,11),(9,16),-0.147035 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,11),(9,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,11),(9,18),-0.155134 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,12),(9,14),0.15385 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,12),(9,15),0.0730041 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,12),(9,16),0.0988868 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,12),(9,17),-0.00125725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,12),(9,18),-0.117114 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,9),(9,14),(9,15),-0.149107 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,14),(9,16),-0.147568 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,14),(9,17),-0.144792 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,14),(9,18),-0.0690403 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,15),(9,16),-0.144969 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,15),(9,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,15),(9,18),-0.0551304 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,16),(9,17),-0.144792 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,16),(9,18),-0.0690403 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,17),(9,18),-0.149644 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,9),(9,8),-0.0513192 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,7),0.0386864 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,6),-0.0295228 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,2),-0.0443473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,-1),0.197321 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,9),(9,8),(9,7),-0.0169277 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,8),(9,6),-0.0223885 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,8),(9,2),-0.0198974 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,8),(9,-1),-0.0485121 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,7),(9,6),-0.0119845 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,7),(9,2),-0.0334283 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,7),(9,-1),0.0873226 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,6),(9,2),-0.00736114 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,6),(9,-1),-0.0177283 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,2),(9,-1),-0.0292307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,10),(10,11),0.230971 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,12),-0.150001 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,13),-0.136464 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,14),-0.136463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,15),-0.150747 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,16),-0.136463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,17),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,18),-0.01964 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,10),(10,11),(10,12),-0.149799 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,13),-0.157847 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,14),-0.157847 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,15),-0.147591 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,16),-0.157847 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,18),-0.14924 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,12),(10,13),0.282128 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,14),0.149901 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,15),0.0738146 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,16),0.0949372 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,17),-0.00125725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,18),-0.174785 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,10),(10,13),(10,14),-0.151088 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,13),(10,15),-0.144804 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,13),(10,16),-0.151088 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,13),(10,17),-0.144707 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,13),(10,18),-0.144677 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,14),(10,15),-0.144804 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,14),(10,16),-0.151088 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,14),(10,17),-0.144707 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,14),(10,18),-0.159888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,15),(10,16),-0.145741 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,15),(10,17),-0.144761 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,15),(10,18),-0.169888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,16),(10,17),-0.144707 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,16),(10,18),-0.159888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,17),(10,18),-0.14706 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,10),(10,9),-0.0925355 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,8),0.0667653 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,7),-0.0930669 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,6),-0.0376857 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,5),-0.0408333 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,4),-0.036512 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,3),-0.0286054 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,2),-0.039619 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,1),-0.0191693 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,-1),0.17737 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,10),(10,9),(10,8),-0.0207126 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,9),(10,7),-0.0228352 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,9),(10,6),-0.0331184 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,9),(10,5),-0.0331184 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,9),(10,4),-0.0331184 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,9),(10,3),-0.0385361 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,9),(10,2),-0.0487566 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,9),(10,1),-0.0211038 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,9),(10,-1),-0.00311659 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,8),(10,7),-0.0218609 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,8),(10,6),-0.0259405 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,8),(10,5),-0.0259405 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,8),(10,4),-0.0259405 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,8),(10,3),-0.0259405 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,8),(10,2),-0.0259002 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,8),(10,1),-0.0480517 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,8),(10,-1),0.00460913 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,7),(10,6),-0.0331184 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,7),(10,5),-0.0331184 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,7),(10,4),-0.0331184 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,7),(10,3),-0.0385361 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,7),(10,2),-0.0487566 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,7),(10,1),-0.0211038 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,7),(10,-1),-0.00366051 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,6),(10,5),-0.0105952 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,6),(10,4),-0.00911261 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,6),(10,3),-0.0215497 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,6),(10,2),0.0157416 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,6),(10,1),-0.0279513 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,6),(10,-1),0.00176357 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,5),(10,4),-0.0122379 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,5),(10,3),-0.0246749 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,5),(10,2),0.0157416 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,5),(10,1),-0.0279513 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,5),(10,-1),-0.00530753 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,4),(10,3),-0.0223073 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,4),(10,2),0.0157416 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,4),(10,1),-0.0279513 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,4),(10,-1),0.000472053 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,3),(10,2),0.0154801 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,3),(10,1),-0.028095 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,3),(10,-1),-0.00200201 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,2),(10,1),-0.0190488 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,2),(10,-1),-0.0399925 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,1),(10,-1),-0.0517764 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,11),(11,18),-0.0464494 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,11),(11,11),(11,-1),0.0694301 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,13),(13,13),(13,14),-0.039228 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,15),-0.0956487 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,16),-0.039228 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,17),-0.023758 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,18),0.157895 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,13),(13,14),(13,15),-0.017937 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,14),(13,16),-0.00584777 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,14),(13,17),-0.00760908 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,14),(13,18),0.000220609 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,15),(13,16),-0.0331184 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,15),(13,17),-0.0202515 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,15),(13,18),-0.00622982 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,16),(13,17),-0.00760908 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,16),(13,18),0.000220609 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,17),(13,18),-0.0266097 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,13),(13,-1),-0.0432385 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,14),(14,15),-0.0956376 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,16),-0.0376795 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,17),-0.023758 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,18),0.180862 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,15),(14,16),-0.0331184 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,17),-0.0202515 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,18),-0.0062182 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,16),(14,17),-0.00760908 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,18),0.00176382 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,17),(14,18),-0.0266097 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,14),(14,13),0.0571253 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,12),0.128058 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,11),-0.147623 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,10),-0.136463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,9),-0.150747 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,8),-0.144712 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,3),-0.136463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,-1),-0.0192466 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,13),(14,12),0.0932836 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,13),(14,11),-0.152579 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,13),(14,10),-0.151088 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,13),(14,9),-0.144804 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,13),(14,8),-0.145987 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,13),(14,3),-0.151088 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,13),(14,-1),-0.144677 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,12),(14,11),0.0602842 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,12),(14,10),0.00312833 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,12),(14,9),-0.0386656 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,12),(14,8),-0.0374184 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,12),(14,3),0.175806 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,12),(14,-1),-0.174785 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,11),(14,10),-0.157847 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,11),(14,9),-0.147591 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,11),(14,8),-0.144712 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,11),(14,3),-0.157847 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,11),(14,-1),-0.14924 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,10),(14,9),-0.144804 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,10),(14,8),-0.145987 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,10),(14,3),-0.151088 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,10),(14,-1),-0.159888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,9),(14,8),-0.145157 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,9),(14,3),-0.145741 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,9),(14,-1),-0.165256 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,8),(14,3),-0.144775 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,8),(14,-1),-0.129565 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,3),(14,-1),-0.14985 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,15),(15,16),-0.0225675 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,17),-0.0235284 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,18),0.197352 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,16),(15,17),-0.0249677 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,18),-0.0133507 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,17),(15,18),-0.0429407 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,15),(15,14),0.2416 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,13),0.239715 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,12),0.219286 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,11),-0.144941 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,10),-0.0962775 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,9),-0.162429 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,8),-0.149858 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,7),-0.162455 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,6),-0.0962775 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,2),-0.144941 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,1),-0.148871 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,-1),-0.211996 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,14),(15,13),0.089207 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,12),0.113889 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,11),-0.147761 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,10),-0.147568 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,9),-0.149107 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,8),-0.144752 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,7),-0.149107 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,6),-0.147568 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,2),-0.147761 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,1),-0.146191 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,-1),-0.0690366 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,13),(15,12),0.113889 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,13),(15,11),-0.147761 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,13),(15,10),-0.147568 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,13),(15,9),-0.149107 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,13),(15,8),-0.144752 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,13),(15,7),-0.149107 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,13),(15,6),-0.147568 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,13),(15,2),-0.147761 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,13),(15,1),-0.146191 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,13),(15,-1),-0.0732221 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,12),(15,11),0.0603457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,12),(15,10),0.00707788 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,12),(15,9),-0.039476 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,12),(15,8),-0.0373965 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,12),(15,7),-0.00626502 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,12),(15,6),0.0324309 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,12),(15,2),0.377177 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,12),(15,1),-0.0618352 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,12),(15,-1),-0.117114 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,11),(15,10),-0.147035 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,11),(15,9),-0.153537 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,11),(15,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,11),(15,7),-0.153537 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,11),(15,6),-0.147035 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,11),(15,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,11),(15,1),-0.146105 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,11),(15,-1),-0.155134 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,10),(15,9),-0.149107 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,10),(15,8),-0.144752 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,10),(15,7),-0.149107 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,10),(15,6),-0.147568 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,10),(15,2),-0.147761 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,10),(15,1),-0.146191 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,10),(15,-1),-0.0703461 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,9),(15,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,9),(15,7),-0.145246 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,9),(15,6),-0.144969 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,9),(15,2),-0.145886 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,9),(15,1),-0.144742 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,9),(15,-1),-0.0553144 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,8),(15,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,8),(15,6),-0.14505 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,8),(15,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,8),(15,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,8),(15,-1),-0.180897 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,7),(15,6),-0.144969 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,7),(15,2),-0.145886 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,7),(15,1),-0.144742 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,7),(15,-1),-0.055156 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,6),(15,2),-0.147761 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,6),(15,1),-0.146191 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,6),(15,-1),-0.0690366 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,2),(15,1),-0.146105 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,2),(15,-1),-0.155134 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,1),(15,-1),-0.100207 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,16),(16,17),-0.023758 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,18),0.180862 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,16),(16,17),(16,18),-0.0266097 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,16),(16,15),0.0954555 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,14),0.0411891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,13),0.0571253 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,12),0.128058 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,11),-0.147623 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,8),-0.144712 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,-1),-0.0192466 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,16),(16,15),(16,14),0.120626 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,13),0.120613 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,12),0.105836 # DEPENDENCYPART_GRANDSIBL
