# _root_ Fewer people said they were working up a sweat with such activities as jogging , tennis , swimming and aerobics .
#goldHeads=2,3,0,5,3,5,6,9,6,6,12,10,12,19,19,19,19,19,13,19,3,
#predictedHeads=2,3,0,5,3,5,6,9,6,9,12,10,12,19,19,19,19,19,13,19,3,
(10,19),(19,19),(19,11),0.0307783 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,19),(19,19),(19,10),0.111351 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,19),(19,19),(19,9),-0.125507 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,19),(19,19),(19,8),-0.12524 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,19),(19,19),(19,6),-0.134175 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,19),(19,19),(19,5),-0.134192 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,19),(19,19),(19,4),-0.125041 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,19),(19,19),(19,3),-0.134176 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,19),(19,19),(19,2),-0.125507 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,19),(19,19),(19,-1),-0.180372 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,19),(19,18),(19,17),0.352528 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,18),(19,16),0.0216909 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,18),(19,15),0.352528 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,18),(19,14),0.0216909 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,18),(19,13),0.08787 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,18),(19,12),0.0216909 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,18),(19,11),0.172968 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,18),(19,10),0.0904146 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,19),(19,18),(19,9),-0.127313 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,18),(19,8),-0.127919 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,18),(19,6),-0.128395 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,18),(19,5),-0.128395 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,18),(19,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,18),(19,3),-0.128932 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,18),(19,2),-0.127313 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,18),(19,-1),-0.138616 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,19),(19,17),(19,16),0.269132 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,17),(19,15),0.11018 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,17),(19,14),0.269132 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,17),(19,13),0.0977892 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,17),(19,12),0.269127 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,17),(19,11),0.0308423 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,17),(19,10),0.0979097 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,19),(19,17),(19,9),-0.125778 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,17),(19,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,17),(19,6),-0.135676 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,17),(19,5),-0.13575 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,17),(19,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,17),(19,3),-0.135678 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,17),(19,2),-0.125793 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,17),(19,-1),-0.167235 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,19),(19,16),(19,15),0.352528 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,16),(19,14),0.0216909 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,16),(19,13),0.08787 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,16),(19,12),0.0216909 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,16),(19,11),0.172968 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,16),(19,10),0.0904146 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,19),(19,16),(19,9),-0.127313 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,16),(19,8),-0.127919 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,16),(19,6),-0.128395 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,16),(19,5),-0.128395 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,16),(19,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,16),(19,3),-0.128932 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,16),(19,2),-0.127313 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,16),(19,-1),-0.138616 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,19),(19,15),(19,14),0.269132 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,15),(19,13),0.0977892 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,15),(19,12),0.269127 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,15),(19,11),0.0308423 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,15),(19,10),0.0979097 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,19),(19,15),(19,9),-0.125778 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,15),(19,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,15),(19,6),-0.135676 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,15),(19,5),-0.13575 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,15),(19,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,15),(19,3),-0.135678 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,15),(19,2),-0.125793 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,15),(19,-1),-0.167235 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,19),(19,14),(19,13),0.08787 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,14),(19,12),0.0216909 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,14),(19,11),0.172968 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,14),(19,10),0.0904146 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,19),(19,14),(19,9),-0.127313 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,14),(19,8),-0.127919 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,14),(19,6),-0.128395 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,14),(19,5),-0.128395 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,14),(19,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,14),(19,3),-0.128932 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,14),(19,2),-0.127313 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,14),(19,-1),-0.138616 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,19),(19,13),(19,12),0.108656 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,13),(19,11),0.116598 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,13),(19,10),0.116561 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,19),(19,13),(19,9),-0.125173 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,13),(19,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,13),(19,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,13),(19,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,13),(19,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,13),(19,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,13),(19,2),-0.125173 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,13),(19,-1),-0.20118 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,19),(19,12),(19,11),0.171514 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,12),(19,10),0.0904146 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,19),(19,12),(19,9),-0.127313 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,12),(19,8),-0.127919 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,12),(19,6),-0.128395 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,12),(19,5),-0.128395 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,12),(19,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,12),(19,3),-0.128932 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,12),(19,2),-0.127313 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,12),(19,-1),-0.141682 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,19),(19,11),(19,10),0.115697 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,19),(19,11),(19,9),-0.124898 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,11),(19,8),-0.124924 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,11),(19,6),-0.125241 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,11),(19,5),-0.125241 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,11),(19,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,11),(19,3),-0.125241 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,11),(19,2),-0.124898 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,11),(19,-1),-0.130338 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,19),(19,10),(19,9),-0.125173 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,19),(19,10),(19,8),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,19),(19,10),(19,6),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,19),(19,10),(19,5),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,19),(19,10),(19,4),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,19),(19,10),(19,3),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,19),(19,10),(19,2),-0.125173 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,19),(19,10),(19,-1),-0.200362 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,19),(19,9),(19,8),-0.127919 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,9),(19,6),-0.128395 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,9),(19,5),-0.128395 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,9),(19,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,9),(19,3),-0.128932 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,9),(19,2),-0.127313 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,9),(19,-1),-0.138746 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,19),(19,8),(19,6),-0.124962 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,8),(19,5),-0.124962 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,8),(19,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,8),(19,3),-0.124962 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,8),(19,2),-0.1249 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,8),(19,-1),-0.177035 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,19),(19,6),(19,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,6),(19,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,6),(19,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,6),(19,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,6),(19,-1),0.0650504 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,19),(19,5),(19,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,5),(19,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,5),(19,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,5),(19,-1),0.0696268 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,19),(19,4),(19,3),-0.124907 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,4),(19,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,4),(19,-1),-0.154303 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,19),(19,3),(19,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,3),(19,-1),0.0689287 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,19),(19,2),(19,-1),-0.126368 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,20),(20,20),(20,21),-0.0691174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,20),(20,20),(20,22),0.137618 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,20),(20,21),(20,22),-0.0639595 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,20),(20,20),(20,18),0.170658 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,20),(20,20),(20,16),0.170658 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,20),(20,20),(20,14),0.170658 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,20),(20,20),(20,-1),-0.137725 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,20),(20,18),(20,16),0.138241 # DEPENDENCYPART_GRANDSIBL
(10,20),(20,18),(20,14),0.138241 # DEPENDENCYPART_GRANDSIBL
(10,20),(20,18),(20,-1),-0.145081 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,20),(20,16),(20,14),0.138241 # DEPENDENCYPART_GRANDSIBL
(10,20),(20,16),(20,-1),-0.145081 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,20),(20,14),(20,-1),-0.145081 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,9),(9,10),0.112815 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,11),-0.125033 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,9),(9,9),(9,12),-0.125903 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,13),-0.132304 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,14),-0.125903 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,15),-0.125135 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,16),-0.125903 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,17),-0.125135 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,19),-0.126849 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,22),-0.0655748 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,9),(9,10),(9,11),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,10),(9,12),-0.124888 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,10),(9,13),-0.124912 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,10),(9,14),-0.124888 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,10),(9,15),-0.125221 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,10),(9,16),-0.124888 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,10),(9,17),-0.125221 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,10),(9,19),-0.125027 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,10),(9,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,10),(9,22),-0.136987 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,11),(9,12),-0.124891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,11),(9,13),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,11),(9,14),-0.124891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,11),(9,15),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,11),(9,16),-0.124891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,11),(9,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,11),(9,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,11),(9,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,11),(9,22),-0.150917 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,9),(9,12),(9,13),-0.125161 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,12),(9,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,12),(9,15),-0.124921 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,12),(9,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,12),(9,17),-0.124921 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,12),(9,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,12),(9,21),-0.124966 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,12),(9,22),-0.154561 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,13),(9,14),-0.124888 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,13),(9,15),-0.125224 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,13),(9,16),-0.124888 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,13),(9,17),-0.125224 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,13),(9,19),-0.125027 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,13),(9,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,13),(9,22),-0.136976 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,14),(9,15),-0.124921 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,14),(9,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,14),(9,17),-0.124921 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,14),(9,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,14),(9,21),-0.124966 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,14),(9,22),-0.154561 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,15),(9,16),-0.125994 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,15),(9,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,15),(9,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,15),(9,21),-0.125117 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,15),(9,22),-0.130109 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,16),(9,17),-0.124921 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,16),(9,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,16),(9,21),-0.124966 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,16),(9,22),-0.154561 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,17),(9,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,17),(9,21),-0.125117 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,17),(9,22),-0.130109 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,19),(9,21),0.0484236 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,19),(9,22),-0.131847 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,21),(9,22),-0.125244 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,9),(9,8),-0.0641469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,7),-0.0387253 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,4),-0.0353271 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,-1),-0.0817753 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,9),(9,8),(9,7),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,8),(9,4),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,8),(9,-1),-0.0506149 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,7),(9,4),-0.0425981 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,7),(9,-1),-0.0391037 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,4),(9,-1),-0.0204466 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,13),(13,14),-0.00745697 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,15),-0.0436772 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,16),-0.00745697 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,18),-0.00745697 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,19),-0.0551624 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,20),-0.00745697 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,22),-0.151693 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,13),(13,14),(13,15),-0.0488274 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,14),(13,16),-0.0427555 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,14),(13,18),-0.0427555 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,14),(13,19),-0.0425984 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,14),(13,20),-0.0427555 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,14),(13,22),0.0348017 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,15),(13,16),-0.0437795 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,15),(13,18),-0.0437795 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,15),(13,19),-0.0447034 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,15),(13,20),-0.0437795 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,15),(13,22),-0.0366683 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,16),(13,18),-0.0427555 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,16),(13,19),-0.0425984 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,16),(13,20),-0.0427555 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,16),(13,22),0.0348017 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,18),(13,19),-0.0425984 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,18),(13,20),-0.0427555 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,18),(13,22),0.0348017 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,19),(13,20),0.0135648 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,19),(13,22),-0.0355794 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,20),(13,22),0.0348017 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,13),(13,12),0.0577172 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,11),0.139531 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,13),(13,13),(13,10),-0.125403 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,9),-0.128892 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,-1),-0.0350301 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,13),(13,12),(13,11),0.119164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,12),(13,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,12),(13,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,12),(13,-1),-0.182696 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,11),(13,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,11),(13,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,11),(13,-1),-0.123282 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,13),(13,10),(13,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,10),(13,-1),-0.104418 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,9),(13,-1),-0.182696 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,14),(14,15),-0.068217 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,16),-0.0306313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,17),-0.068217 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,18),-0.0306313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,19),-0.0416229 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,20),-0.0306313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,21),-0.0431689 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,22),-0.0817737 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,14),(14,15),(14,16),-0.0451104 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,15),(14,17),-0.0436819 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,15),(14,18),-0.0451104 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,15),(14,19),-0.0427482 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,15),(14,20),-0.0451104 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,15),(14,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,15),(14,22),-0.0675526 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,16),(14,17),-0.0432325 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,16),(14,18),-0.0417653 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,16),(14,19),-0.0434144 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,16),(14,20),-0.0417653 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,16),(14,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,16),(14,22),-0.0504417 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,17),(14,18),-0.0451104 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,17),(14,19),-0.0427482 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,17),(14,20),-0.0451104 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,17),(14,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
