# _root_ At Donaldson , Lufkin & Jenrette Inc. , head equity trader Dudley Eppel said : `` I think the opening was constructive .
#goldHeads=14,1,2,2,4,5,6,14,13,13,13,13,14,0,14,14,18,14,20,21,18,21,14,
#predictedHeads=14,1,2,2,4,5,6,14,13,13,13,13,14,0,14,14,18,14,20,21,18,21,14,
(10,11),(11,14),-0.307655 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.210093 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.297171 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.263098 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.441902 # DEPENDENCYPART_GRANDPAR
(10,11),(11,21),-0.395093 # DEPENDENCYPART_GRANDPAR
(10,11),(11,22),-0.511444 # DEPENDENCYPART_GRANDPAR
(10,11),(11,23),-0.858821 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.432798 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.0669767 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.798795 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),0.108463 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),-0.414308 # DEPENDENCYPART_GRANDPAR
(11,1),(1,8),-0.0244616 # DEPENDENCYPART_GRANDPAR
(11,1),(1,18),-0.48394 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.523574 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.0658902 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.574228 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),0.152361 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),-0.127739 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),-0.0233751 # DEPENDENCYPART_GRANDPAR
(11,2),(2,10),-0.326992 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),-1.45252 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,2),(2,13),-0.246131 # DEPENDENCYPART_GRANDPAR
(11,2),(2,14),-0.672049 # DEPENDENCYPART_GRANDPAR
(11,2),(2,15),-0.668039 # DEPENDENCYPART_GRANDPAR
(11,2),(2,16),-0.579667 # DEPENDENCYPART_GRANDPAR
(11,2),(2,21),-0.712571 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.544784 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.293641 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),0.0211542 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),0.118122 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.238582 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.149256 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.0604221 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),-0.419589 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),-0.334005 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-1.45252 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,13),-0.246095 # DEPENDENCYPART_GRANDPAR
(11,4),(4,14),-0.672049 # DEPENDENCYPART_GRANDPAR
(11,4),(4,15),-0.668039 # DEPENDENCYPART_GRANDPAR
(11,4),(4,16),-0.579667 # DEPENDENCYPART_GRANDPAR
(11,4),(4,18),-0.454547 # DEPENDENCYPART_GRANDPAR
(11,4),(4,21),-0.712571 # DEPENDENCYPART_GRANDPAR
(11,4),(4,22),-0.853934 # DEPENDENCYPART_GRANDPAR
(11,4),(4,23),-1.03961 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.532366 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.272945 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),0.0345085 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.649192 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.0273019 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.14133 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.0427226 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.41235 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),-0.326767 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.45252 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.36491 # DEPENDENCYPART_GRANDPAR
(11,6),(6,13),-0.246096 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),-0.672049 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.668039 # DEPENDENCYPART_GRANDPAR
(11,6),(6,16),-0.579667 # DEPENDENCYPART_GRANDPAR
(11,6),(6,18),-0.454547 # DEPENDENCYPART_GRANDPAR
(11,6),(6,21),-0.712571 # DEPENDENCYPART_GRANDPAR
(11,6),(6,22),-0.853934 # DEPENDENCYPART_GRANDPAR
(11,6),(6,23),-1.03961 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.435076 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.104712 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),0.0994594 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.480959 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.0904239 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.130954 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.421641 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.337146 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.45298 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,13),-0.246395 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.668196 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.805655 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.407012 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.364587 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.169051 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.744173 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.43723 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.394808 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.285447 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.54396 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,2),-0.994236 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-0.978135 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.91182 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.993168 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.911325 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.866123 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),0.477756 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.10211 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-0.994236 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-1.36315 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.978135 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.91182 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.806902 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.993168 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.911325 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.866124 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.394024 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-1.26544 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-0.924182 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-0.679674 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-1.2931 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-0.57419 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-0.908085 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.840439 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.637159 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.890034 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.808372 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.773385 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.268091 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.386689 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.16374 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),0.0702232 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),0.0131237 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),0.10085 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.216491 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),0.135697 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),-0.307989 # DEPENDENCYPART_GRANDPAR
(11,14),(14,23),-0.661959 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.176869 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.0864371 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.0709642 # DEPENDENCYPART_GRANDPAR
(11,18),(18,1),-1.26502 # DEPENDENCYPART_GRANDPAR
(11,18),(18,2),-0.930455 # DEPENDENCYPART_GRANDPAR
(11,18),(18,3),-0.66397 # DEPENDENCYPART_GRANDPAR
(11,18),(18,4),-1.29934 # DEPENDENCYPART_GRANDPAR
(11,18),(18,5),-0.583039 # DEPENDENCYPART_GRANDPAR
(11,18),(18,8),-0.621454 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-0.885361 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,12),0.149255 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),0.267853 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),-0.151942 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),-0.16859 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.0867591 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),0.292776 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.412168 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.164408 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),-0.161987 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),-0.283843 # DEPENDENCYPART_GRANDPAR
(11,18),(18,23),-0.676266 # DEPENDENCYPART_GRANDPAR
(11,20),(20,16),-0.105314 # DEPENDENCYPART_GRANDPAR
(11,20),(20,17),-0.0177617 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),0.159999 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.174711 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.160532 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),-0.3931 # DEPENDENCYPART_GRANDPAR
(11,21),(21,1),-1.26659 # DEPENDENCYPART_GRANDPAR
(11,21),(21,2),-0.912241 # DEPENDENCYPART_GRANDPAR
(11,21),(21,3),-0.661835 # DEPENDENCYPART_GRANDPAR
(11,21),(21,4),-1.28115 # DEPENDENCYPART_GRANDPAR
(11,21),(21,5),-0.592062 # DEPENDENCYPART_GRANDPAR
(11,21),(21,8),-0.61932 # DEPENDENCYPART_GRANDPAR
(11,21),(21,9),-0.861539 # DEPENDENCYPART_GRANDPAR
(11,21),(21,11),-0.753048 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,21),(21,12),0.193322 # DEPENDENCYPART_GRANDPAR
(11,21),(21,13),0.31192 # DEPENDENCYPART_GRANDPAR
(11,21),(21,14),-0.190939 # DEPENDENCYPART_GRANDPAR
(11,21),(21,15),-0.133376 # DEPENDENCYPART_GRANDPAR
(11,21),(21,16),-0.146439 # DEPENDENCYPART_GRANDPAR
(11,21),(21,17),0.0868238 # DEPENDENCYPART_GRANDPAR
(11,21),(21,18),0.15385 # DEPENDENCYPART_GRANDPAR
(11,21),(21,19),-0.324314 # DEPENDENCYPART_GRANDPAR
(11,21),(21,20),-0.155237 # DEPENDENCYPART_GRANDPAR
(11,21),(21,22),-0.136679 # DEPENDENCYPART_GRANDPAR
(11,21),(21,23),-0.712156 # DEPENDENCYPART_GRANDPAR
(11,22),(22,19),-0.182189 # DEPENDENCYPART_GRANDPAR
(11,22),(22,20),-0.136508 # DEPENDENCYPART_GRANDPAR
(11,22),(22,21),-0.137196 # DEPENDENCYPART_GRANDPAR
(11,22),(22,23),-0.65062 # DEPENDENCYPART_GRANDPAR
(11,23),(23,22),-0.41122 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.790753 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.200581 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.484506 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),-0.544956 # DEPENDENCYPART_GRANDPAR
(12,2),(2,7),-0.278944 # DEPENDENCYPART_GRANDPAR
(12,2),(2,8),-0.0154288 # DEPENDENCYPART_GRANDPAR
(12,2),(2,10),-0.515809 # DEPENDENCYPART_GRANDPAR
(12,2),(2,11),-0.340075 # DEPENDENCYPART_GRANDPAR
(12,2),(2,13),-0.762822 # DEPENDENCYPART_GRANDPAR
(12,2),(2,14),-1.42193 # DEPENDENCYPART_GRANDPAR
(12,2),(2,15),-1.23595 # DEPENDENCYPART_GRANDPAR
(12,2),(2,16),-1.10417 # DEPENDENCYPART_GRANDPAR
(12,2),(2,21),-1.04464 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.793921 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.317037 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.0246636 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.56907 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.329972 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.288763 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.0323651 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),-0.498594 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),-0.51293 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),-0.337195 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-1.83596 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,13),-0.762788 # DEPENDENCYPART_GRANDPAR
(12,6),(6,14),-1.42193 # DEPENDENCYPART_GRANDPAR
(12,6),(6,15),-1.23595 # DEPENDENCYPART_GRANDPAR
(12,6),(6,16),-1.10417 # DEPENDENCYPART_GRANDPAR
(12,6),(6,18),-1.19413 # DEPENDENCYPART_GRANDPAR
(12,6),(6,21),-1.04464 # DEPENDENCYPART_GRANDPAR
(12,6),(6,22),-1.43677 # DEPENDENCYPART_GRANDPAR
(12,6),(6,23),-1.68913 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.912115 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.43553 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.230656 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.687563 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.517326 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.147394 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.554033 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.568914 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),-0.392665 # DEPENDENCYPART_GRANDPAR
(12,7),(7,13),-0.762932 # DEPENDENCYPART_GRANDPAR
(12,7),(7,15),-1.23595 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.686064 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.511234 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.481142 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.232544 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-1.19521 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.515171 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.48508 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.472267 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.0779794 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.519112 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.431257 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.693147 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.518317 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.488229 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.467535 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.498054 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.79492 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.721748 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-1.3798 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-1.1952 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-1.0803 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-1.14282 # DEPENDENCYPART_GRANDPAR
(12,11),(11,20),-1.27817 # DEPENDENCYPART_GRANDPAR
(12,11),(11,21),-0.995332 # DEPENDENCYPART_GRANDPAR
(12,11),(11,22),-1.40974 # DEPENDENCYPART_GRANDPAR
(12,11),(11,23),-1.65569 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-1.08165 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-1.34103 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-1.15528 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-1.11562 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.6868 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-1.17422 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-1.17911 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-1.01253 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.00786 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,16),-0.563583 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.703379 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.706897 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.0544011 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.461913 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-0.412532 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),-0.252539 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),0.142909 # DEPENDENCYPART_GRANDPAR
(13,2),(2,10),-0.461681 # DEPENDENCYPART_GRANDPAR
(13,2),(2,11),-0.380178 # DEPENDENCYPART_GRANDPAR
(13,2),(2,13),-1.61108 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,2),(2,14),-0.901716 # DEPENDENCYPART_GRANDPAR
(13,2),(2,15),-1.23938 # DEPENDENCYPART_GRANDPAR
(13,2),(2,16),-0.822302 # DEPENDENCYPART_GRANDPAR
(13,2),(2,21),-0.74702 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.711464 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.192768 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),0.121599 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.429908 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.365788 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.264216 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),0.113148 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),-0.503906 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),-0.461059 # DEPENDENCYPART_GRANDPAR
(13,4),(4,11),-0.379556 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-1.61104 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,14),-0.901716 # DEPENDENCYPART_GRANDPAR
(13,4),(4,15),-1.23938 # DEPENDENCYPART_GRANDPAR
(13,4),(4,16),-0.822302 # DEPENDENCYPART_GRANDPAR
(13,4),(4,18),-0.994711 # DEPENDENCYPART_GRANDPAR
(13,4),(4,21),-0.74702 # DEPENDENCYPART_GRANDPAR
(13,4),(4,22),-1.28108 # DEPENDENCYPART_GRANDPAR
(13,4),(4,23),-1.40669 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.710065 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.187177 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),0.121231 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.547853 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.198972 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.262358 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),0.125973 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.501649 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),-0.458802 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),-0.377298 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),-0.316109 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-1.61104 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,14),-0.901716 # DEPENDENCYPART_GRANDPAR
(13,6),(6,15),-1.23938 # DEPENDENCYPART_GRANDPAR
(13,6),(6,16),-0.822302 # DEPENDENCYPART_GRANDPAR
(13,6),(6,18),-0.994711 # DEPENDENCYPART_GRANDPAR
(13,6),(6,21),-0.74702 # DEPENDENCYPART_GRANDPAR
(13,6),(6,22),-1.28108 # DEPENDENCYPART_GRANDPAR
(13,6),(6,23),-1.40669 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.828259 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.30567 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.0847622 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.666346 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.546931 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),0.0109443 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.557088 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.514786 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),-0.432768 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-1.61119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,15),-1.23938 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.664897 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.540345 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.455072 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.181258 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-1.19864 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.544281 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.45901 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.47362 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.119978 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.431915 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.300903 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.67198 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.547428 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.462159 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.468888 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.441276 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.384577 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.57001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.859594 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-1.19863 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.798428 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.94341 # DEPENDENCYPART_GRANDPAR
(13,11),(11,20),-1.03108 # DEPENDENCYPART_GRANDPAR
(13,11),(11,21),-0.697716 # DEPENDENCYPART_GRANDPAR
(13,11),(11,22),-1.25406 # DEPENDENCYPART_GRANDPAR
(13,11),(11,23),-1.37326 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.186793 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.428054 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.162879 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.643626 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.61142 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.524552 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.61104 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,15),-1.23938 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.062192 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.197632 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),0.232537 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),-0.399081 # DEPENDENCYPART_GRANDPAR
(14,1),(1,6),-0.0494758 # DEPENDENCYPART_GRANDPAR
(14,1),(1,8),-0.0420144 # DEPENDENCYPART_GRANDPAR
(14,1),(1,18),-0.590192 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),0.141475 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),0.401323 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),0.543782 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),-0.11683 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),0.711648 # DEPENDENCYPART_GRANDPAR
(14,2),(2,8),0.55694 # DEPENDENCYPART_GRANDPAR
(14,2),(2,10),0.275073 # DEPENDENCYPART_GRANDPAR
(14,2),(2,11),0.366138 # DEPENDENCYPART_GRANDPAR
(14,2),(2,13),0.246561 # DEPENDENCYPART_GRANDPAR
(14,2),(2,14),-1.3414 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,2),(2,15),-0.307331 # DEPENDENCYPART_GRANDPAR
(14,2),(2,16),-0.0102124 # DEPENDENCYPART_GRANDPAR
(14,2),(2,21),-0.25759 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),0.0955442 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),0.133299 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),0.0155376 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.173668 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.150206 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),0.196566 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),0.684494 # DEPENDENCYPART_GRANDPAR
(14,4),(4,8),0.503613 # DEPENDENCYPART_GRANDPAR
(14,4),(4,9),0.431623 # DEPENDENCYPART_GRANDPAR
