# _root_ Under the circumstances , it wo n't be easy for GM to exceed its record 1988 fourth-quarter net of $ 1.4 billion , the spokesman acknowledged .
#goldHeads=6,3,1,6,6,26,6,6,8,13,13,13,8,18,18,18,18,13,18,19,20,20,26,25,26,0,26,
#predictedHeads=6,3,1,6,6,26,6,6,8,13,13,13,8,18,18,18,18,13,18,19,20,20,26,25,26,0,26,
(25,16),(16,17),(16,18),0.112611 # DEPENDENCYPART_GRANDSIBL
(25,16),(16,17),(16,19),0.109534 # DEPENDENCYPART_GRANDSIBL
(25,16),(16,17),(16,20),0.10954 # DEPENDENCYPART_GRANDSIBL
(25,16),(16,17),(16,21),0.109348 # DEPENDENCYPART_GRANDSIBL
(25,16),(16,17),(16,22),0.109348 # DEPENDENCYPART_GRANDSIBL
(25,16),(16,17),(16,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,16),(16,17),(16,28),-0.155173 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,16),(16,18),(16,19),0.109514 # DEPENDENCYPART_GRANDSIBL
(25,16),(16,18),(16,20),0.126067 # DEPENDENCYPART_GRANDSIBL
(25,16),(16,18),(16,21),0.109234 # DEPENDENCYPART_GRANDSIBL
(25,16),(16,18),(16,22),0.109233 # DEPENDENCYPART_GRANDSIBL
(25,16),(16,18),(16,25),-0.144703 # DEPENDENCYPART_GRANDSIBL
(25,16),(16,18),(16,28),-0.0770621 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,16),(16,19),(16,20),0.10954 # DEPENDENCYPART_GRANDSIBL
(25,16),(16,19),(16,21),0.109509 # DEPENDENCYPART_GRANDSIBL
(25,16),(16,19),(16,22),0.109508 # DEPENDENCYPART_GRANDSIBL
(25,16),(16,19),(16,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,16),(16,19),(16,28),-0.184136 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,16),(16,20),(16,21),0.108721 # DEPENDENCYPART_GRANDSIBL
(25,16),(16,20),(16,22),0.108721 # DEPENDENCYPART_GRANDSIBL
(25,16),(16,20),(16,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,16),(16,20),(16,28),-0.125245 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,16),(16,21),(16,22),0.108553 # DEPENDENCYPART_GRANDSIBL
(25,16),(16,21),(16,25),-0.144702 # DEPENDENCYPART_GRANDSIBL
(25,16),(16,21),(16,28),-0.173569 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,16),(16,22),(16,25),-0.144702 # DEPENDENCYPART_GRANDSIBL
(25,16),(16,22),(16,28),-0.174233 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,16),(16,25),(16,28),-0.0770617 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,16),(16,16),(16,15),-0.0600181 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,16),(16,16),(16,14),-0.0218014 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,16),(16,16),(16,-1),0.166336 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,16),(16,15),(16,14),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(25,16),(16,15),(16,-1),-0.0594627 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,16),(16,14),(16,-1),-0.0218014 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,20),(20,20),(20,21),0.192369 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,20),(20,20),(20,22),0.192337 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,20),(20,20),(20,23),0.10954 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,20),(20,20),(20,25),-0.144725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,20),(20,20),(20,26),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,20),(20,20),(20,27),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,20),(20,20),(20,28),-0.263138 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,20),(20,21),(20,22),0.0674986 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,21),(20,23),0.108633 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,21),(20,25),-0.144715 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,21),(20,26),-0.145021 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,21),(20,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,21),(20,28),-0.00493675 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,20),(20,22),(20,23),0.108509 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,22),(20,25),-0.144715 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,22),(20,26),-0.145181 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,22),(20,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,22),(20,28),0.00129329 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,20),(20,23),(20,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,23),(20,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,23),(20,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,23),(20,28),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,20),(20,25),(20,26),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,20),(20,25),(20,27),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,20),(20,25),(20,28),-0.137937 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,20),(20,26),(20,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,26),(20,28),-0.14774 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,20),(20,27),(20,28),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,20),(20,20),(20,19),-0.00431011 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,20),(20,20),(20,18),-0.0215916 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,20),(20,20),(20,17),-0.0561334 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,20),(20,20),(20,15),-0.0561334 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,20),(20,20),(20,-1),0.0948367 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,20),(20,19),(20,18),-0.0231709 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,19),(20,17),0.00200089 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,19),(20,15),0.00200089 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,19),(20,-1),-0.0506048 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,20),(20,18),(20,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,18),(20,15),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,18),(20,-1),-0.0293037 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,20),(20,17),(20,15),-0.021142 # DEPENDENCYPART_GRANDSIBL
(25,20),(20,17),(20,-1),-0.0499246 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,20),(20,15),(20,-1),-0.0499246 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,21),(21,21),(21,22),0.0914811 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,21),(21,21),(21,23),0.121571 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,21),(21,21),(21,25),-0.145666 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,21),(21,21),(21,26),-0.144705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,21),(21,21),(21,27),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,21),(21,21),(21,28),-0.0455728 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,21),(21,22),(21,23),0.109522 # DEPENDENCYPART_GRANDSIBL
(25,21),(21,22),(21,25),-0.144702 # DEPENDENCYPART_GRANDSIBL
(25,21),(21,22),(21,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,21),(21,22),(21,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,21),(21,22),(21,28),-0.172147 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,21),(21,23),(21,25),-0.144717 # DEPENDENCYPART_GRANDSIBL
(25,21),(21,23),(21,26),-0.14562 # DEPENDENCYPART_GRANDSIBL
(25,21),(21,23),(21,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,21),(21,23),(21,28),-0.158234 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,21),(21,25),(21,26),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,21),(21,25),(21,27),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,21),(21,25),(21,28),-0.082553 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,21),(21,26),(21,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,21),(21,26),(21,28),-0.149082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,21),(21,27),(21,28),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,21),(21,21),(21,20),-0.0962395 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,21),(21,21),(21,18),-0.0386741 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,21),(21,21),(21,17),-0.0600181 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,21),(21,21),(21,-1),0.156705 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,21),(21,20),(21,18),-0.0194408 # DEPENDENCYPART_GRANDSIBL
(25,21),(21,20),(21,17),-0.0228537 # DEPENDENCYPART_GRANDSIBL
(25,21),(21,20),(21,-1),-0.0858117 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,21),(21,18),(21,17),-0.0194548 # DEPENDENCYPART_GRANDSIBL
(25,21),(21,18),(21,-1),-0.0461498 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,21),(21,17),(21,-1),-0.0594627 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,22),(22,23),0.121567 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,22),(22,24),0.104896 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,22),(22,25),-0.145667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,22),(22,26),-0.144705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,22),(22,28),-0.0570554 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,22),(22,23),(22,24),0.109535 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,23),(22,25),-0.144717 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,23),(22,26),-0.14562 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,23),(22,28),-0.158234 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,24),(22,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,24),(22,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,24),(22,28),-0.162942 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,25),(22,26),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,25),(22,28),-0.0825741 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,22),(22,26),(22,28),-0.149082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,22),(22,21),0.0256426 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,22),(22,20),-0.0962464 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,22),(22,-1),0.130355 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,22),(22,21),(22,20),-0.0203181 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,21),(22,-1),0.120714 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,20),(22,-1),-0.0858184 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,24),(24,24),(24,28),0.112834 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,24),(24,24),(24,-1),0.231967 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,26),(26,26),(26,27),-0.0230578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,26),(26,28),0.0541878 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,26),(26,27),(26,28),-0.0609297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,26),(26,26),(26,25),0.130974 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,26),(26,24),-0.145127 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,26),(26,23),-0.144717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,26),(26,22),-0.146529 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,26),(26,21),-0.146529 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,26),(26,20),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,26),(26,19),-0.175041 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,26),(26,18),-0.193413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,26),(26,17),-0.150693 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,26),(26,16),-0.146529 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,26),(26,15),-0.150693 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,26),(26,13),-0.189763 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,26),(26,12),-0.165357 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,26),(26,11),-0.193413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,26),(26,10),-0.172728 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,26),(26,9),-0.150693 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,26),(26,8),-0.190959 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,26),(26,7),-0.148939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,26),(26,6),-0.149772 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,26),(26,5),-0.14477 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,26),(26,4),-0.144717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,26),(26,3),-0.193413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,26),(26,1),-0.172753 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,26),(26,-1),-0.0200707 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,26),(26,25),(26,24),-0.145141 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,25),(26,23),-0.144936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,25),(26,22),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,25),(26,21),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,25),(26,20),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,25),(26,19),-0.145537 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,25),(26,18),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,25),(26,17),-0.144711 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,25),(26,16),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,25),(26,15),-0.144711 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,25),(26,13),-0.146174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,25),(26,12),-0.145705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,25),(26,11),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,25),(26,10),-0.14595 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,25),(26,9),-0.144711 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,25),(26,8),-0.146239 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,25),(26,7),-0.144728 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,25),(26,6),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,25),(26,5),-0.144718 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,25),(26,4),-0.144936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,25),(26,3),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,25),(26,1),-0.145537 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,25),(26,-1),-0.0825453 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,26),(26,24),(26,23),-0.144738 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,24),(26,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,24),(26,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,24),(26,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,24),(26,19),-0.144715 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,24),(26,18),-0.144878 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,24),(26,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,24),(26,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,24),(26,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,24),(26,13),-0.144811 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,24),(26,12),-0.144866 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,24),(26,11),-0.144878 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,24),(26,10),-0.144723 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,24),(26,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,24),(26,8),-0.144811 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,24),(26,7),-0.144709 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,24),(26,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,24),(26,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,24),(26,4),-0.144738 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,24),(26,3),-0.144878 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,24),(26,1),-0.144715 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,24),(26,-1),-0.163172 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,26),(26,23),(26,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,23),(26,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,23),(26,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,23),(26,19),-0.145222 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,23),(26,18),-0.144819 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,23),(26,17),-0.144776 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,23),(26,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,23),(26,15),-0.144776 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,23),(26,13),-0.145031 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,23),(26,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,23),(26,11),-0.144819 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,23),(26,10),-0.145269 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,23),(26,9),-0.144776 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,23),(26,8),-0.145032 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,23),(26,7),-0.144793 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,23),(26,6),-0.145596 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,23),(26,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,23),(26,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,23),(26,3),-0.144819 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,23),(26,1),-0.145222 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,23),(26,-1),-0.208626 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,26),(26,22),(26,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,22),(26,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,22),(26,19),-0.144742 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,22),(26,18),-0.14471 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,22),(26,17),-0.144704 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,22),(26,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,22),(26,15),-0.144704 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,22),(26,13),-0.144715 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,22),(26,12),-0.144765 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,22),(26,11),-0.14471 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,22),(26,10),-0.144742 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,22),(26,9),-0.144704 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,22),(26,8),-0.144715 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,22),(26,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,22),(26,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,22),(26,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,22),(26,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,22),(26,3),-0.14471 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,22),(26,1),-0.144742 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,22),(26,-1),-0.195596 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,26),(26,21),(26,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,21),(26,19),-0.144742 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,21),(26,18),-0.14471 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,21),(26,17),-0.144704 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,21),(26,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,21),(26,15),-0.144704 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,21),(26,13),-0.144715 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,21),(26,12),-0.144765 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,21),(26,11),-0.14471 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,21),(26,10),-0.144742 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,21),(26,9),-0.144704 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,21),(26,8),-0.144715 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,21),(26,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,21),(26,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,21),(26,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,21),(26,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,21),(26,3),-0.14471 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,21),(26,1),-0.144742 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,21),(26,-1),-0.195581 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,26),(26,20),(26,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,20),(26,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,20),(26,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,20),(26,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,20),(26,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,20),(26,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,20),(26,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,20),(26,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,20),(26,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,20),(26,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,20),(26,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,20),(26,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,20),(26,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,20),(26,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,20),(26,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,20),(26,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,20),(26,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,20),(26,-1),-0.14949 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,26),(26,19),(26,18),-0.144709 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,19),(26,17),-0.144734 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,19),(26,16),-0.144785 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,19),(26,15),-0.144734 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,19),(26,13),-0.144987 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,19),(26,12),-0.144703 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,19),(26,11),-0.144709 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,19),(26,10),-0.145076 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,19),(26,9),-0.144734 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,19),(26,8),-0.144987 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,19),(26,7),-0.144702 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,19),(26,6),-0.144702 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,19),(26,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,19),(26,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,19),(26,3),-0.144709 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,19),(26,1),-0.145076 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,19),(26,-1),-0.218122 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,26),(26,18),(26,17),-0.144711 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,18),(26,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
