# _root_ The explosion sent shards of metal flying , severing the DC-10 's hydraulic or control systems , and led to the crash that killed 112 people .
#goldHeads=2,18,18,7,4,5,3,3,3,11,16,11,14,16,14,9,18,0,18,19,22,20,24,22,26,24,18,
#predictedHeads=2,18,18,3,4,5,3,18,18,11,9,11,14,16,14,9,18,0,18,19,22,20,24,22,26,24,18,
(9,4),(4,8),(4,18),-0.170225 # DEPENDENCYPART_GRANDSIBL
(9,4),(4,8),(4,24),-0.159637 # DEPENDENCYPART_GRANDSIBL
(9,4),(4,8),(4,28),-0.137242 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,4),(4,9),(4,11),-0.142064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,4),(4,9),(4,13),-0.144892 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,4),(4,9),(4,17),-0.161397 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,4),(4,9),(4,18),-0.144786 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,4),(4,9),(4,24),-0.142049 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,4),(4,9),(4,28),-0.137725 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,4),(4,11),(4,13),-0.145686 # DEPENDENCYPART_GRANDSIBL
(9,4),(4,11),(4,17),-0.158908 # DEPENDENCYPART_GRANDSIBL
(9,4),(4,11),(4,18),-0.145518 # DEPENDENCYPART_GRANDSIBL
(9,4),(4,11),(4,24),-0.145067 # DEPENDENCYPART_GRANDSIBL
(9,4),(4,11),(4,28),-0.114437 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,4),(4,13),(4,17),-0.144877 # DEPENDENCYPART_GRANDSIBL
(9,4),(4,13),(4,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,4),(4,13),(4,24),-0.144769 # DEPENDENCYPART_GRANDSIBL
(9,4),(4,13),(4,28),-0.0901672 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,4),(4,17),(4,18),-0.170225 # DEPENDENCYPART_GRANDSIBL
(9,4),(4,17),(4,24),-0.159637 # DEPENDENCYPART_GRANDSIBL
(9,4),(4,17),(4,28),-0.137242 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,4),(4,18),(4,24),-0.0188999 # DEPENDENCYPART_GRANDSIBL
(9,4),(4,18),(4,28),-0.143853 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,4),(4,24),(4,28),-0.137725 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,4),(4,4),(4,3),-0.0320772 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,4),(4,4),(4,2),0.0343799 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,4),(4,4),(4,1),-0.0873228 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,4),(4,4),(4,-1),0.0620414 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,4),(4,3),(4,2),-0.0298479 # DEPENDENCYPART_GRANDSIBL
(9,4),(4,3),(4,1),-0.000544913 # DEPENDENCYPART_GRANDSIBL
(9,4),(4,3),(4,-1),-0.0337927 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,4),(4,2),(4,1),0.0169797 # DEPENDENCYPART_GRANDSIBL
(9,4),(4,2),(4,-1),-0.00488561 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,4),(4,1),(4,-1),0.0438424 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,5),(5,6),0.100146 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,5),(5,7),0.137754 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,5),(5,14),-0.160157 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,5),(5,28),-0.0852402 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,5),(5,6),(5,7),0.108248 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,6),(5,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,6),(5,28),-0.173557 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,7),(5,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,7),(5,28),-0.102175 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,14),(5,28),-0.178685 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,5),(5,2),-0.0103505 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,5),(5,-1),-0.144228 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,5),(5,2),(5,-1),0.0496382 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,6),(6,7),0.131335 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,8),0.0499275 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,11),-0.0538671 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,16),-0.0538671 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,17),-0.144869 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,18),-0.140739 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,28),-0.184709 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,6),(6,7),(6,8),0.158902 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,7),(6,11),-0.142064 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,7),(6,16),-0.142064 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,7),(6,17),-0.161397 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,7),(6,18),-0.144786 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,7),(6,28),-0.137726 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,8),(6,11),-0.16103 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,8),(6,16),-0.16103 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,8),(6,17),-0.144812 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,8),(6,18),-0.170225 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,8),(6,28),-0.137242 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,11),(6,16),-0.139044 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,11),(6,17),-0.158908 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,11),(6,18),-0.145518 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,11),(6,28),-0.114626 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,16),(6,17),-0.158908 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,16),(6,18),-0.145518 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,16),(6,28),-0.115545 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,17),(6,18),-0.170225 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,17),(6,28),-0.137242 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,18),(6,28),-0.143853 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,6),(6,5),-0.0852671 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,4),0.0328728 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,1),-0.0873228 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,-1),0.061895 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,6),(6,5),(6,4),-0.0368337 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,5),(6,1),-0.0257533 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,5),(6,-1),-0.0404114 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,4),(6,1),0.0169797 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,4),(6,-1),-0.00639274 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,1),(6,-1),0.0438424 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,8),(8,9),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,28),-0.110622 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,8),(8,9),(8,28),-0.154908 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,8),(8,8),(8,-1),0.0317814 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,10),(10,10),(10,12),-0.0323843 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,28),-0.0560324 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,10),(10,12),(10,28),-0.0297905 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,10),(10,-1),-0.325252 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,11),(11,11),(11,12),-0.0546368 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,13),-0.00927546 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,14),-0.0008606 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,16),0.0343973 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,28),0.0620414 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,11),(11,12),(11,13),-0.0191164 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,12),(11,14),-0.0236163 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,12),(11,16),-0.0245407 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,12),(11,28),-0.0582579 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,13),(11,14),-0.0296862 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,13),(11,16),-0.0017588 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,13),(11,28),-0.0183695 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,14),(11,16),0.0387434 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,14),(11,28),-0.0159784 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,16),(11,28),-0.00751085 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,11),(11,10),0.0974144 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,9),0.132083 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,-1),-0.184312 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,11),(11,10),(11,9),0.1201 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,10),(11,-1),-0.227039 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,9),(11,-1),-0.137725 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,12),(12,12),(12,13),0.0225909 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,14),-0.00490716 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,15),0.0344914 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,16),0.0335244 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,17),-0.106163 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,18),-0.00419744 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,19),-0.06862 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,20),0.0896641 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,22),0.0320175 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,24),-0.0671048 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,27),-0.0411165 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,28),0.0777657 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,12),(12,13),(12,14),-0.0199688 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,15),-0.0362053 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,16),-0.0362053 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,17),0.00293561 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,18),-0.0141741 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,19),-0.0216775 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,20),-0.0293096 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,22),-0.0362053 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,24),-0.0216775 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,27),-0.0198801 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,28),0.00467026 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,14),(12,15),0.123702 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,14),(12,16),0.0521312 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,14),(12,17),0.0593587 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,14),(12,18),0.134532 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,14),(12,19),0.124867 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,14),(12,20),0.0749111 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,14),(12,22),-0.0535841 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,14),(12,24),0.0978591 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,14),(12,27),0.0107276 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,14),(12,28),-0.0368286 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,15),(12,16),-0.00403225 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,15),(12,17),-0.0546663 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,15),(12,18),0.00483134 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,15),(12,19),-0.0546269 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,15),(12,20),-0.0229547 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,15),(12,22),-0.00403225 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,15),(12,24),-0.0546709 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,15),(12,27),-0.0145716 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,15),(12,28),-0.0245643 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,16),(12,17),-0.0539547 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,16),(12,18),0.00734101 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,16),(12,19),-0.0551536 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,16),(12,20),-0.0227767 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,16),(12,22),-0.00297728 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,16),(12,24),-0.0551976 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,16),(12,27),-0.0145716 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,16),(12,28),-0.0224094 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,17),(12,18),-0.0653749 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,17),(12,19),0.0542729 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,17),(12,20),-5.37378e-05 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,17),(12,22),-0.0531303 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,17),(12,24),0.0549625 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,17),(12,27),-0.0194414 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,17),(12,28),0.104926 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,18),(12,19),0.132061 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,18),(12,20),0.074611 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,18),(12,22),-0.0524654 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,18),(12,24),0.105053 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,18),(12,27),0.0107149 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,18),(12,28),-0.0576246 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,19),(12,20),-0.0221843 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,19),(12,22),-0.0262711 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,19),(12,24),0.00479447 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,19),(12,27),-0.00313387 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,19),(12,28),-0.0378973 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,20),(12,22),-0.0314874 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,20),(12,24),-0.0138998 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,20),(12,27),-0.0195035 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,20),(12,28),-0.0268904 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,22),(12,24),-0.0548425 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,22),(12,27),-0.0145716 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,22),(12,28),-0.0228698 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,24),(12,27),-0.00313387 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,24),(12,28),-0.0360546 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,27),(12,28),-0.0334564 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,12),(12,11),0.14926 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,10),0.08515 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,9),0.13666 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,8),-0.144725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,7),-0.13513 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,6),-0.19042 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,5),-0.0251216 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,4),-0.190318 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,3),-0.13513 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,2),-0.190318 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,-1),-0.246562 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,12),(12,11),(12,10),0.136003 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,9),0.105158 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,8),-0.147789 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,7),-0.143839 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,6),-0.147956 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,5),-0.190854 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,4),-0.147956 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,3),-0.143839 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,2),-0.147956 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,-1),-0.171686 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,10),(12,9),0.107363 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,10),(12,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,10),(12,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,10),(12,6),-0.144737 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,10),(12,5),-0.144775 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,10),(12,4),-0.144737 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,10),(12,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,10),(12,2),-0.144737 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,10),(12,-1),-0.132873 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,9),(12,8),-0.146216 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,9),(12,7),-0.14508 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,9),(12,6),-0.145197 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,9),(12,5),-0.153462 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,9),(12,4),-0.145197 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,9),(12,3),-0.14508 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,9),(12,2),-0.145197 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,9),(12,-1),-0.130243 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,12),(12,8),(12,7),-0.160264 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,8),(12,6),-0.146784 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,8),(12,5),-0.170434 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,8),(12,4),-0.146784 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,8),(12,3),-0.160174 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,8),(12,2),-0.146784 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,8),(12,-1),-0.121116 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,7),(12,6),-0.145197 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,7),(12,5),-0.153462 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,7),(12,4),-0.145197 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,7),(12,3),-0.14508 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,7),(12,2),-0.145197 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,7),(12,-1),-0.130658 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,6),(12,5),-0.190956 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,6),(12,4),-0.147956 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,6),(12,3),-0.143839 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,6),(12,2),-0.147956 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,6),(12,-1),-0.171686 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,5),(12,4),-0.145338 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,5),(12,3),-0.146371 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,5),(12,2),-0.145338 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,5),(12,-1),-0.162051 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,4),(12,3),-0.143839 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,4),(12,2),-0.147956 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,4),(12,-1),-0.171686 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,3),(12,2),-0.145197 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,3),(12,-1),-0.130246 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,2),(12,-1),-0.17169 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,13),(13,14),-0.0279485 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,15),-0.023661 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,16),-0.0242127 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,19),-0.0198015 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,28),-0.0690912 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,13),(13,14),(13,15),0.117984 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,16),0.0459196 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,19),0.133007 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,28),-0.0238368 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,15),(13,16),-0.0205424 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,15),(13,19),-0.0154542 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,15),(13,28),-0.0783623 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,16),(13,19),-0.0154542 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,16),(13,28),-0.0786196 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,19),(13,28),-0.0132923 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,13),(13,11),0.155777 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,10),0.104459 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,-1),-0.246004 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,13),(13,11),(13,10),0.106819 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,11),(13,-1),-0.0470398 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,10),(13,-1),-0.178716 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,14),(14,15),-0.0443857 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,16),-0.0478461 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,17),0.00832096 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,18),-0.0731466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,19),-0.0600919 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,20),0.0144205 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,22),-0.0516585 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,24),-0.0572411 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,26),-0.0517782 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,27),-0.010351 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,28),-0.143892 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,14),(14,15),(14,16),0.0130582 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,17),-0.0828832 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,18),-0.0140009 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,19),-0.0300721 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,20),-0.0368248 # DEPENDENCYPART_GRANDSIBL
