# _root_ With the golden share as protection , Jaguar officials have rebuffed Ford 's overtures , and moved instead to forge an alliance with GM .
#goldHeads=10,4,4,1,4,5,10,9,10,0,16,14,12,11,16,10,16,17,20,17,22,20,22,23,10,
#predictedHeads=10,4,4,1,4,5,10,9,10,16,10,14,12,11,16,0,16,17,20,17,22,20,22,23,16,
(16,18),(18,19),(18,23),0.00249232 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,19),(18,26),-0.0420729 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,20),(18,22),-0.0194579 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,20),(18,23),-0.0196378 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,20),(18,26),-0.0517179 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,22),(18,23),-0.0157227 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,22),(18,26),-0.0363063 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,23),(18,26),0.0370337 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,18),(18,16),0.103801 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,14),-0.144731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,9),-0.144731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,4),-0.144731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,-1),-0.180402 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,18),(18,16),(18,15),0.0507002 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,16),(18,14),-0.00703862 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,16),(18,9),0.0369273 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,16),(18,4),0.151153 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,16),(18,-1),-0.149979 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,18),(18,15),(18,14),-0.14517 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,15),(18,9),-0.14517 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,15),(18,4),-0.14517 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,15),(18,-1),-0.119823 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,14),(18,9),-0.144703 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,14),(18,4),-0.144703 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,14),(18,-1),-0.184317 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,9),(18,4),-0.144703 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,9),(18,-1),-0.184317 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,4),(18,-1),-0.184436 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,19),(19,20),-0.0437258 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,22),0.0159463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,23),-0.00904874 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,24),0.0159463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,26),-0.0543685 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,19),(19,20),(19,22),-0.01945 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,20),(19,23),-0.0194417 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,20),(19,24),-0.01945 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,20),(19,26),-0.0479189 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,22),(19,23),-0.0199907 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,22),(19,24),-0.0194675 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,22),(19,26),0.0156891 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,23),(19,24),-0.0194417 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,23),(19,26),-0.0125196 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,24),(19,26),0.0156891 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,19),(19,18),0.0928611 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,-1),-0.0671483 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,19),(19,18),(19,-1),-0.161407 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,20),(20,21),-0.0500306 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,20),(20,22),-0.022569 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,20),(20,23),-0.053105 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,20),(20,24),-0.022575 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,20),(20,25),-0.0235284 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,20),(20,26),0.197352 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,20),(20,21),(20,22),-0.0223856 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,21),(20,23),-0.0267403 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,21),(20,24),-0.0223856 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,21),(20,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,21),(20,26),-0.0459901 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,22),(20,23),-0.0626421 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,22),(20,24),-0.00613078 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,22),(20,25),-0.0249677 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,22),(20,26),-0.0133498 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,23),(20,24),-0.0119885 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,23),(20,25),-0.0204279 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,23),(20,26),-0.0850608 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,24),(20,25),-0.0249677 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,24),(20,26),-0.0133567 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,25),(20,26),-0.0429407 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,20),(20,19),0.017396 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,20),(20,18),0.0920997 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,20),(20,16),0.219286 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,20),(20,15),-0.144941 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,20),(20,14),-0.0962775 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,20),(20,10),-0.162464 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,20),(20,7),-0.144941 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,20),(20,6),-0.0962856 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,20),(20,5),-0.140333 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,20),(20,4),-0.0962912 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,20),(20,-1),-0.211996 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,20),(20,19),(20,18),0.142641 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,19),(20,16),0.107286 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,19),(20,15),-0.14686 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,19),(20,14),-0.145061 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,19),(20,10),-0.145293 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,19),(20,7),-0.14686 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,19),(20,6),-0.145061 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,19),(20,5),-0.146711 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,19),(20,4),-0.145061 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,19),(20,-1),-0.0720815 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,18),(20,16),0.0900591 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,18),(20,15),-0.144721 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,18),(20,14),-0.148407 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,18),(20,10),-0.146184 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,18),(20,7),-0.144721 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,18),(20,6),-0.148407 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,18),(20,5),-0.146977 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,18),(20,4),-0.148407 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,18),(20,-1),-0.100207 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,16),(20,15),0.049671 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,16),(20,14),-0.00824472 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,16),(20,10),-0.0616609 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,16),(20,7),0.331065 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,16),(20,6),0.175519 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,16),(20,5),0.0319361 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,16),(20,4),0.149947 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,16),(20,-1),-0.117114 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,20),(20,15),(20,14),-0.147035 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,15),(20,10),-0.153622 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,15),(20,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,15),(20,6),-0.147035 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,15),(20,5),-0.159383 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,15),(20,4),-0.147036 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,15),(20,-1),-0.155134 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,14),(20,10),-0.149107 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,14),(20,7),-0.147761 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,14),(20,6),-0.147568 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,14),(20,5),-0.165284 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,14),(20,4),-0.147568 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,14),(20,-1),-0.069085 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,10),(20,7),-0.145886 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,10),(20,6),-0.144969 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,10),(20,5),-0.145617 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,10),(20,4),-0.144969 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,10),(20,-1),-0.0379942 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,7),(20,6),-0.147035 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,7),(20,5),-0.159383 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,7),(20,4),-0.147036 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,7),(20,-1),-0.155134 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,6),(20,5),-0.165284 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,6),(20,4),-0.147568 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,6),(20,-1),-0.0692425 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,5),(20,4),-0.150919 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,5),(20,-1),-0.0796205 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,4),(20,-1),-0.0693688 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,21),(21,23),-0.0200092 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,21),(21,26),-0.0752056 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,21),(21,23),(21,26),-0.0159515 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,21),(21,-1),-0.122145 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,22),(22,22),(22,23),-0.0650007 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,22),(22,22),(22,24),-0.0391504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,22),(22,22),(22,25),-0.023758 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,22),(22,22),(22,26),0.180851 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,22),(22,23),(22,24),-0.0320758 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,23),(22,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,23),(22,26),-0.110452 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,22),(22,24),(22,25),-0.00760908 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,24),(22,26),-0.000196524 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,22),(22,25),(22,26),-0.0266097 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,22),(22,22),(22,21),0.0774016 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,22),(22,22),(22,19),0.0733627 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,22),(22,22),(22,18),0.102671 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,22),(22,22),(22,-1),-0.0192846 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,22),(22,21),(22,19),0.109248 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,21),(22,18),0.108109 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,21),(22,-1),-0.118627 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,22),(22,19),(22,18),0.109527 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,19),(22,-1),-0.180814 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,22),(22,18),(22,-1),-0.173397 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,23),(23,23),(23,24),0.0218722 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,23),(23,23),(23,26),-0.117998 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,23),(23,24),(23,26),-0.0150865 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,23),(23,23),(23,22),0.0607161 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,23),(23,23),(23,21),0.113829 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,23),(23,23),(23,-1),-0.0869513 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,23),(23,22),(23,21),0.109186 # DEPENDENCYPART_GRANDSIBL
(16,23),(23,22),(23,-1),-0.170801 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,23),(23,21),(23,-1),-0.161466 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,24),(24,24),(24,25),-0.023758 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,24),(24,26),0.183015 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,24),(24,25),(24,26),-0.0266097 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,24),(24,24),(24,23),0.159971 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,24),(24,22),0.0411291 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,24),(24,21),0.0774016 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,24),(24,-1),-0.0167314 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,24),(24,23),(24,22),0.110788 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,23),(24,21),0.1081 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,23),(24,-1),-0.0435721 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,24),(24,22),(24,21),0.106669 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,22),(24,-1),-0.159889 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,24),(24,21),(24,-1),-0.118627 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,25),(25,25),(25,26),-0.023829 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,25),(25,25),(25,23),0.108959 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,25),(25,25),(25,-1),-0.105648 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,25),(25,23),(25,-1),-0.14529 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,14),(14,15),0.0499275 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,16),0.118138 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,17),-0.125871 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,18),-0.145925 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,19),-0.14731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,20),-0.125783 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,22),-0.0538681 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,26),-0.182152 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,14),(14,15),(14,16),0.202385 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,15),(14,17),-0.159637 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,15),(14,18),-0.144989 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,15),(14,19),-0.144973 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,15),(14,20),-0.159637 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,15),(14,22),-0.16103 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,15),(14,26),-0.137711 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,16),(14,17),0.0432464 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,16),(14,18),0.0707713 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,16),(14,19),0.0187089 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,16),(14,20),0.0170553 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,16),(14,22),-0.0461646 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,16),(14,26),-0.141182 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,17),(14,18),-0.144713 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,17),(14,19),-0.144768 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,17),(14,20),-0.142049 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,17),(14,22),-0.142064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,17),(14,26),-0.13894 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,14),(14,18),(14,19),-0.144808 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,18),(14,20),-0.145353 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,18),(14,22),-0.144852 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,18),(14,26),-0.123591 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,19),(14,20),-0.144823 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,19),(14,22),-0.144848 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,19),(14,26),-0.0583595 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,20),(14,22),-0.142064 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,20),(14,26),-0.138442 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,22),(14,26),-0.115412 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,14),(14,13),-0.0793206 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,12),0.0367444 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,11),-0.0318499 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,9),0.0367018 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,8),0.0372877 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,6),0.0344252 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,-1),0.0606355 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,14),(14,13),(14,12),-0.0145359 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,13),(14,11),-0.0208388 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,13),(14,9),-0.0145359 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,13),(14,8),-0.0145359 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,13),(14,6),-0.0145359 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,13),(14,-1),-0.087709 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,12),(14,11),-0.00548317 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,12),(14,9),-0.0159165 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,12),(14,8),-0.0158401 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,12),(14,6),-0.0133117 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,12),(14,-1),-0.00428867 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,11),(14,9),-0.0298481 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,11),(14,8),-0.0298479 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,11),(14,6),-0.0298479 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,11),(14,-1),-0.0331333 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,9),(14,8),-0.0158401 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,9),(14,6),-0.0133117 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,9),(14,-1),-0.00394188 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,8),(14,6),-0.0133117 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,8),(14,-1),-0.00591021 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,6),(14,-1),-0.00520705 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,18),(18,19),-0.000141413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,20),-0.0337651 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,22),0.0115546 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,23),-0.0349229 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,26),0.0827786 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,18),(18,19),(18,20),-0.00292437 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,19),(18,22),-0.0230093 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,19),(18,23),-0.0334558 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,19),(18,26),0.0451443 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,20),(18,22),-0.0146425 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,20),(18,23),-0.00829785 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,20),(18,26),-0.0535284 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,22),(18,23),-0.0471133 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,22),(18,26),0.0602391 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,23),(18,26),-0.0454772 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,18),(18,16),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,14),-0.1487 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,9),-0.1487 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,4),-0.1487 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,-1),-0.0529608 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,18),(18,16),(18,15),0.226571 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,16),(18,14),-0.0882784 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,16),(18,9),-0.183284 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,16),(18,4),-0.25902 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,16),(18,-1),-0.165103 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,15),(18,14),-0.14632 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,15),(18,9),-0.14632 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,15),(18,4),-0.14632 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,15),(18,-1),-0.194735 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,14),(18,9),-0.144923 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,14),(18,4),-0.144923 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,14),(18,-1),-0.14534 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,9),(18,4),-0.144923 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,9),(18,-1),-0.14534 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,4),(18,-1),-0.146098 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,19),(19,19),(19,20),-0.047364 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,22),0.0791369 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,23),-0.0193246 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,24),0.0790397 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,26),-0.106813 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,19),(19,20),(19,22),-0.0260582 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,20),(19,23),-0.0196264 # DEPENDENCYPART_GRANDSIBL
