# _root_ Murata said , however , it will invest about 1.4 billion yen ( $ 9.9 million ) in the new company .
#goldHeads=2,0,2,2,2,7,2,7,12,9,9,8,14,12,14,14,14,8,21,21,18,2,
#predictedHeads=2,0,2,2,7,7,2,7,12,9,9,8,14,12,14,14,14,8,21,21,18,2,
(10,12),(12,12),(12,-1),-0.281926 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,12),(12,11),(12,10),0.109529 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,11),(12,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,11),(12,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,11),(12,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,11),(12,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,11),(12,-1),-0.0931151 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,10),(12,9),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,10),(12,8),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,10),(12,5),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,10),(12,3),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,10),(12,-1),-0.0919266 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,12),(12,9),(12,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,9),(12,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,9),(12,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,9),(12,-1),-0.145759 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,8),(12,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,8),(12,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,8),(12,-1),-0.146453 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,5),(12,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,5),(12,-1),-0.151116 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,3),(12,-1),-0.151116 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,14),(14,15),-0.0221619 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,16),-0.0222001 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,18),-0.0275725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,20),-0.0204465 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,21),-0.0201405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,23),0.161058 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,14),(14,15),(14,16),-0.010404 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,17),0.00331561 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,18),-0.0212248 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,21),-0.0194416 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,23),-0.043738 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,16),(14,17),0.0106049 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,18),-0.0212281 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,21),-0.0194416 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,23),-0.0461234 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,17),(14,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,17),(14,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,17),(14,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,17),(14,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,17),(14,23),0.0131325 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,18),(14,20),-0.0197476 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,18),(14,21),-0.0195102 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,18),(14,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,18),(14,23),-0.0297039 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,20),(14,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,20),(14,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,20),(14,23),-0.0210468 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,21),(14,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,21),(14,23),-0.0201921 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,22),(14,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,14),(14,13),0.143265 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,12),0.109486 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,11),0.0808413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,9),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,-1),-0.0079583 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,14),(14,13),(14,12),0.10954 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,13),(14,11),0.108673 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,13),(14,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,13),(14,-1),-0.110109 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,12),(14,11),0.10954 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,12),(14,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,12),(14,-1),-0.144949 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,11),(14,9),-0.144918 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,11),(14,-1),-0.180571 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,9),(14,-1),-0.151418 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,15),(15,16),-0.025326 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,17),-0.012988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,18),-0.0227721 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,21),-0.0280064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,22),-0.0238737 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,23),0.038693 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,15),(15,16),(15,17),-0.0194695 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,16),(15,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,16),(15,21),-0.0194407 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,16),(15,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,16),(15,23),-0.0271142 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,17),(15,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,17),(15,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,17),(15,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,17),(15,23),-0.0133232 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,18),(15,21),-0.0195212 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,18),(15,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,18),(15,23),-0.022609 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,21),(15,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,21),(15,23),-0.0316339 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,22),(15,23),-0.0238737 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,15),(15,14),0.156668 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,13),0.108962 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,12),0.122923 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,11),0.102398 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,-1),-0.160741 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,15),(15,14),(15,13),0.117248 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,14),(15,12),0.109438 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,14),(15,11),0.10954 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,14),(15,-1),-0.10622 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,13),(15,12),0.10954 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,13),(15,11),0.10954 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,13),(15,-1),-0.13858 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,12),(15,11),0.109538 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,12),(15,-1),-0.132497 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,11),(15,-1),-0.151082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,16),(16,16),(16,17),-0.0134933 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,16),(16,16),(16,18),-0.0238408 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,16),(16,16),(16,21),-0.0280067 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,16),(16,16),(16,23),0.0190807 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,16),(16,17),(16,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,17),(16,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,17),(16,23),-0.0138285 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,16),(16,18),(16,21),-0.0195212 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,18),(16,23),-0.0236751 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,16),(16,21),(16,23),-0.0316505 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,16),(16,16),(16,15),0.102051 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,16),(16,16),(16,14),0.156646 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,16),(16,16),(16,13),0.108846 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,16),(16,16),(16,-1),-0.18264 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,16),(16,15),(16,14),0.108286 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,15),(16,13),0.108587 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,15),(16,-1),-0.15073 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,16),(16,14),(16,13),0.116849 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,14),(16,-1),-0.106222 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,16),(16,13),(16,-1),-0.139411 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,17),(17,17),(17,23),-0.0125671 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,17),(17,17),(17,-1),-0.136427 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,18),(18,18),(18,19),-0.027045 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,18),(18,18),(18,20),-0.0114193 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,18),(18,18),(18,21),0.0383897 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,18),(18,18),(18,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,18),(18,18),(18,23),-0.108819 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,18),(18,19),(18,20),-0.0198143 # DEPENDENCYPART_GRANDSIBL
(10,18),(18,19),(18,21),-0.0194456 # DEPENDENCYPART_GRANDSIBL
(10,18),(18,19),(18,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,18),(18,19),(18,23),-0.0246345 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,18),(18,20),(18,21),-0.019975 # DEPENDENCYPART_GRANDSIBL
(10,18),(18,20),(18,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,18),(18,20),(18,23),-0.010332 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,18),(18,21),(18,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,18),(18,21),(18,23),0.0286033 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,18),(18,22),(18,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,18),(18,18),(18,16),0.0954957 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,18),(18,18),(18,-1),-0.204416 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,18),(18,16),(18,-1),-0.155583 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,22),(22,22),(22,23),-0.0394655 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,22),(22,22),(22,21),0.109494 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,22),(22,22),(22,-1),-0.164248 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,22),(22,21),(22,-1),-0.144748 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,10),(10,11),-0.144703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,12),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,14),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,15),-0.144703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,16),-0.144703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,17),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,18),-0.145335 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,22),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,23),-0.154471 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,10),(10,11),(10,12),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,11),(10,14),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,11),(10,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,11),(10,16),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,11),(10,17),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,11),(10,18),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,11),(10,22),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,11),(10,23),-0.151082 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,10),(10,12),(10,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,12),(10,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,12),(10,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,12),(10,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,12),(10,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,12),(10,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,12),(10,23),-0.132497 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,14),(10,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,14),(10,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,14),(10,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,14),(10,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,14),(10,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,14),(10,23),-0.106248 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,15),(10,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,15),(10,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,15),(10,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,15),(10,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,15),(10,23),-0.150728 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,16),(10,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,16),(10,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,16),(10,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,16),(10,23),-0.15073 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,17),(10,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,17),(10,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,17),(10,23),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,18),(10,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,18),(10,23),-0.147248 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,22),(10,23),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,10),(10,9),-0.03268 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,-1),0.0479421 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,10),(10,9),(10,-1),-0.0168027 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,12),(12,12),(12,13),-0.0214797 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,14),-0.0228779 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,15),-0.0141139 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,16),-0.0141225 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,17),-0.0229505 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,18),-0.046822 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,20),-0.0255905 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,21),-0.0150133 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,22),-0.0195483 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,23),0.017342 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,12),(12,13),(12,14),-0.0194858 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,13),(12,15),-0.0194467 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,13),(12,16),-0.0194467 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,13),(12,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,13),(12,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,13),(12,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,13),(12,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,13),(12,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,13),(12,23),-0.0214325 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,12),(12,14),(12,15),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,14),(12,16),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,14),(12,17),-0.0202228 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,14),(12,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,14),(12,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,14),(12,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,14),(12,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,14),(12,23),-0.0228928 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,12),(12,15),(12,16),-0.0194412 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,15),(12,17),-0.0196321 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,15),(12,18),-0.0169485 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,15),(12,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,15),(12,21),-0.0195627 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,15),(12,22),-0.0194609 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,15),(12,23),-0.0185865 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,12),(12,16),(12,17),-0.0196395 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,16),(12,18),-0.0169485 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,16),(12,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,16),(12,21),-0.0195627 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,16),(12,22),-0.0194609 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,16),(12,23),-0.0185879 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,12),(12,17),(12,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,17),(12,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,17),(12,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,17),(12,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,17),(12,23),-0.020582 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,12),(12,18),(12,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,18),(12,21),-0.0199276 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,18),(12,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,18),(12,23),-0.0477167 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,12),(12,20),(12,21),-0.0195734 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,20),(12,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,20),(12,23),-0.0253262 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,12),(12,21),(12,22),-0.0194811 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,21),(12,23),-0.0129243 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,12),(12,22),(12,23),-0.0196196 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,12),(12,12),(12,11),0.165304 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,10),-0.145883 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,9),-0.144707 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,8),-0.145766 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,5),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,3),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,-1),-0.266886 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,12),(12,11),(12,10),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,11),(12,9),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,11),(12,8),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,11),(12,5),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,11),(12,3),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,11),(12,-1),-0.0931346 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,12),(12,10),(12,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,10),(12,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,10),(12,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,10),(12,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,10),(12,-1),-0.0919461 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,12),(12,9),(12,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,9),(12,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,9),(12,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,9),(12,-1),-0.145763 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,12),(12,8),(12,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,8),(12,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,8),(12,-1),-0.146458 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,12),(12,5),(12,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,5),(12,-1),-0.151116 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,12),(12,3),(12,-1),-0.151116 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,14),(14,15),-0.018463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,16),-0.0185012 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,18),-0.0280672 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,20),-0.0204465 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,21),-0.0201405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,23),0.153825 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,14),(14,15),(14,16),-0.00670504 # DEPENDENCYPART_GRANDSIBL
