# _root_ Most Wall Street firms , in pulling back , have merely stopped such trading for their own accounts .
#goldHeads=4,4,4,10,10,10,6,7,10,0,12,10,12,13,12,18,18,15,10,
#predictedHeads=4,4,4,10,10,10,6,7,10,0,10,10,12,13,14,18,18,15,10,
(11,18),(18,19),(18,20),-0.0434817 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,18),(18,17),0.121991 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,16),0.118565 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,15),0.127036 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,14),0.124168 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,13),0.124538 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,12),0.12419 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,11),0.1195 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,18),(18,18),(18,8),-0.125032 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,-1),-0.173776 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,18),(18,17),(18,16),0.113436 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,17),(18,15),0.115001 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,17),(18,14),0.123659 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,17),(18,13),0.118983 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,17),(18,12),0.123659 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,17),(18,11),0.11809 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,17),(18,8),-0.124929 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,17),(18,-1),-0.111852 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,16),(18,15),0.119109 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,16),(18,14),0.119157 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,16),(18,13),0.119164 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,16),(18,12),0.119157 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,16),(18,11),0.118558 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,16),(18,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,16),(18,-1),-0.125815 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,15),(18,14),0.113656 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,15),(18,13),0.118137 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,15),(18,12),0.113662 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,15),(18,11),0.117815 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,15),(18,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,15),(18,-1),-0.114128 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,14),(18,13),0.123767 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,14),(18,12),0.118207 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,14),(18,11),0.11901 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,14),(18,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,14),(18,-1),-0.121003 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,13),(18,12),0.123649 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,13),(18,11),0.11809 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,13),(18,8),-0.124929 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,13),(18,-1),-0.114156 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,12),(18,11),0.11901 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,12),(18,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,12),(18,-1),-0.120995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,11),(18,8),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,11),(18,-1),-0.144689 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,18),(18,8),(18,-1),-0.144691 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,19),(19,19),(19,20),-0.135314 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,19),(19,19),(19,15),0.119157 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,19),(19,19),(19,-1),-0.216206 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,19),(19,15),(19,-1),-0.124915 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,2),(2,2),(2,3),0.0208823 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,2),(2,2),(2,4),0.0329318 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,2),(2,2),(2,5),0.04076 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,2),(2,2),(2,6),0.173045 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,2),(2,2),(2,7),0.174783 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,2),(2,2),(2,8),0.132255 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,2),(2,2),(2,9),0.04076 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,2),(2,2),(2,20),-0.166409 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,2),(2,3),(2,4),0.119212 # DEPENDENCYPART_GRANDSIBL
(12,2),(2,3),(2,5),0.160944 # DEPENDENCYPART_GRANDSIBL
(12,2),(2,3),(2,6),0.122488 # DEPENDENCYPART_GRANDSIBL
(12,2),(2,3),(2,7),0.126525 # DEPENDENCYPART_GRANDSIBL
(12,2),(2,3),(2,8),0.126892 # DEPENDENCYPART_GRANDSIBL
(12,2),(2,3),(2,9),0.160944 # DEPENDENCYPART_GRANDSIBL
(12,2),(2,3),(2,20),-0.116412 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,2),(2,4),(2,5),0.159514 # DEPENDENCYPART_GRANDSIBL
(12,2),(2,4),(2,6),0.122439 # DEPENDENCYPART_GRANDSIBL
(12,2),(2,4),(2,7),0.126525 # DEPENDENCYPART_GRANDSIBL
(12,2),(2,4),(2,8),0.126892 # DEPENDENCYPART_GRANDSIBL
(12,2),(2,4),(2,9),0.159514 # DEPENDENCYPART_GRANDSIBL
(12,2),(2,4),(2,20),-0.111609 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,2),(2,5),(2,6),0.0657772 # DEPENDENCYPART_GRANDSIBL
(12,2),(2,5),(2,7),0.131827 # DEPENDENCYPART_GRANDSIBL
(12,2),(2,5),(2,8),0.0976277 # DEPENDENCYPART_GRANDSIBL
(12,2),(2,5),(2,9),0.085871 # DEPENDENCYPART_GRANDSIBL
(12,2),(2,5),(2,20),-0.12281 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,2),(2,6),(2,7),0.125729 # DEPENDENCYPART_GRANDSIBL
(12,2),(2,6),(2,8),0.135312 # DEPENDENCYPART_GRANDSIBL
(12,2),(2,6),(2,9),0.109314 # DEPENDENCYPART_GRANDSIBL
(12,2),(2,6),(2,20),-0.0267786 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,2),(2,7),(2,8),0.118983 # DEPENDENCYPART_GRANDSIBL
(12,2),(2,7),(2,9),0.178584 # DEPENDENCYPART_GRANDSIBL
(12,2),(2,7),(2,20),-0.0823143 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,2),(2,8),(2,9),0.0710255 # DEPENDENCYPART_GRANDSIBL
(12,2),(2,8),(2,20),-0.0568844 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,2),(2,9),(2,20),-0.12281 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,2),(2,2),(2,-1),0.0435418 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,4),(4,4),(4,5),0.0434811 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,4),(4,6),0.175769 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,4),(4,7),0.178322 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,4),(4,8),0.132497 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,4),(4,9),0.0434811 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,4),(4,10),0.182516 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,4),(4,11),0.148557 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,4),(4,12),-0.0936977 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,4),(4,4),(4,13),-0.129013 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,4),(4,14),-0.0937034 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,4),(4,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,4),(4,20),-0.153045 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,4),(4,5),(4,6),0.0657772 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,5),(4,7),0.134221 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,5),(4,8),0.0976277 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,5),(4,9),0.085871 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,5),(4,10),0.137048 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,5),(4,11),0.0976277 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,5),(4,12),-0.141133 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,4),(4,5),(4,13),-0.125574 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,5),(4,14),-0.141133 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,5),(4,19),-0.125335 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,5),(4,20),-0.118561 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,4),(4,6),(4,7),0.126117 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,6),(4,8),0.134503 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,6),(4,9),0.108971 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,6),(4,10),0.129454 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,6),(4,11),0.13241 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,6),(4,12),-0.118811 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,4),(4,6),(4,13),-0.125379 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,6),(4,14),-0.118811 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,6),(4,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,6),(4,20),-0.0228547 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,4),(4,7),(4,8),0.118983 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,7),(4,9),0.182666 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,7),(4,10),0.128202 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,7),(4,11),0.118984 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,7),(4,12),-0.122561 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,4),(4,7),(4,13),-0.125823 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,7),(4,14),-0.122561 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,7),(4,19),-0.124894 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,7),(4,20),-0.0798067 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,4),(4,8),(4,9),0.0710255 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,8),(4,10),0.114121 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,8),(4,11),0.113149 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,8),(4,12),-0.1254 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,4),(4,8),(4,13),-0.125038 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,8),(4,14),-0.1254 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,8),(4,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,8),(4,20),-0.0597824 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,4),(4,9),(4,10),0.137048 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,9),(4,11),0.0976277 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,9),(4,12),-0.141133 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,4),(4,9),(4,13),-0.125574 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,9),(4,14),-0.141133 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,9),(4,19),-0.125335 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,9),(4,20),-0.118561 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,4),(4,10),(4,11),0.118948 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,10),(4,12),-0.122561 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,4),(4,10),(4,13),-0.125823 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,10),(4,14),-0.122561 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,10),(4,19),-0.124894 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,10),(4,20),-0.0728247 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,4),(4,11),(4,12),-0.1254 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,4),(4,11),(4,13),-0.125038 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,11),(4,14),-0.1254 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,11),(4,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,11),(4,20),-0.051331 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,4),(4,12),(4,13),-0.125823 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,12),(4,14),-0.122561 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,12),(4,19),-0.124894 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,12),(4,20),-0.0799605 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,4),(4,13),(4,14),-0.125614 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,13),(4,19),-0.130349 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,13),(4,20),-0.0631828 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,4),(4,14),(4,19),-0.124894 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,14),(4,20),-0.0770026 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,4),(4,19),(4,20),-0.139005 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,4),(4,4),(4,3),0.0262169 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,4),(4,2),0.0326529 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,4),(4,1),-0.042377 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,4),(4,-1),0.0453419 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,4),(4,3),(4,2),-0.0334859 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,3),(4,1),-0.0400213 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,3),(4,-1),-0.0143066 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,4),(4,2),(4,1),-0.0361367 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,2),(4,-1),-0.00164445 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,4),(4,1),(4,-1),-0.0113202 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,5),(5,6),0.121533 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,7),0.104262 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,20),-0.0815567 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,5),(5,6),(5,7),0.119164 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,6),(5,20),-0.122934 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,7),(5,20),-0.140197 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,5),(5,-1),0.00631909 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,6),(6,6),(6,7),0.162601 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,8),0.1642 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,9),0.122919 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,10),0.158402 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,11),0.162014 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,14),-0.122252 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,15),-0.0745975 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,20),0.0436421 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,6),(6,7),(6,8),0.118565 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,7),(6,9),0.11891 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,7),(6,10),0.119156 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,7),(6,11),0.118567 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,7),(6,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,7),(6,15),-0.124897 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,7),(6,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,7),(6,20),-0.0711441 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,8),(6,9),0.113213 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,8),(6,10),0.11824 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,8),(6,11),0.116288 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,8),(6,14),-0.124888 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,8),(6,15),-0.124998 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,8),(6,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,8),(6,20),-0.0911126 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,9),(6,10),0.116753 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,9),(6,11),0.116761 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,9),(6,14),-0.12491 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,9),(6,15),-0.12492 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,9),(6,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,9),(6,20),-0.14938 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,10),(6,11),0.118567 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,10),(6,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,10),(6,15),-0.124897 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,10),(6,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,10),(6,20),-0.0752459 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,11),(6,14),-0.124888 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,11),(6,15),-0.124998 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,11),(6,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,11),(6,20),-0.0934406 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,14),(6,15),-0.124897 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,14),(6,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,14),(6,20),-0.0592034 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,15),(6,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,15),(6,20),-0.0898595 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,19),(6,20),-0.124993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,6),(6,5),-0.0569139 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,4),0.017726 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,-1),-0.0901814 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,6),(6,5),(6,4),-0.0619158 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,5),(6,-1),0.0362925 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,4),(6,-1),0.0172032 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,7),(7,8),0.0513058 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,9),0.0866949 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,10),0.120888 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,11),0.0431752 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,12),-0.106812 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,7),(7,7),(7,13),-0.130751 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,14),-0.106813 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,15),0.0259577 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,18),-0.177989 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,20),-0.24329 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,7),(7,8),(7,9),0.131586 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,8),(7,10),0.112844 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,8),(7,11),0.125161 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,8),(7,12),-0.127387 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,8),(7,13),-0.124976 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,8),(7,14),-0.127387 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,8),(7,15),-0.127577 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,8),(7,18),-0.126476 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,8),(7,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,8),(7,20),-0.105701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,9),(7,10),0.171432 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,9),(7,11),0.13596 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,9),(7,12),-0.149349 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,9),(7,13),-0.125036 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,9),(7,14),-0.149349 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,9),(7,15),-0.177288 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,9),(7,18),-0.126165 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,9),(7,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,9),(7,20),-0.121766 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,10),(7,11),0.118518 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,10),(7,12),-0.125112 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,10),(7,13),-0.124891 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,10),(7,14),-0.125112 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,10),(7,15),-0.135123 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,10),(7,18),-0.125594 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,10),(7,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,10),(7,20),-0.11085 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,11),(7,12),-0.127387 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,11),(7,13),-0.124976 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,11),(7,14),-0.127387 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,11),(7,15),-0.127576 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,11),(7,18),-0.126476 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,11),(7,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,11),(7,20),-0.0990154 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,12),(7,13),-0.124891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,12),(7,14),-0.125109 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,12),(7,15),-0.135036 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,12),(7,18),-0.125469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,12),(7,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,12),(7,20),-0.121786 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,7),(7,13),(7,14),-0.125626 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,13),(7,15),-0.127004 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,13),(7,18),-0.124888 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,13),(7,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,13),(7,20),-0.12771 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,14),(7,15),-0.135038 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,14),(7,18),-0.125469 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,14),(7,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,14),(7,20),-0.117335 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,15),(7,18),-0.125474 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,15),(7,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,15),(7,20),-0.138329 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,18),(7,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,18),(7,20),-0.121605 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,19),(7,20),-0.14435 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,7),(7,6),-0.0706071 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,5),-0.124099 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
