# _root_ And some carriers are facing other unexpected headaches : USAir , for example , blamed some of its loss on merger expenses and on disruptions caused by Hurricane Hugo last month .
#goldHeads=4,3,4,0,4,8,8,5,4,15,15,15,12,15,4,15,16,19,17,23,22,20,15,23,24,25,26,29,27,31,26,4,
#predictedHeads=4,3,4,0,4,8,8,5,4,15,15,15,12,15,4,15,16,19,17,23,22,20,15,23,24,25,26,29,27,31,26,4,
(23,15),(15,10),(15,7),-0.0201575 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,10),(15,6),-0.0205851 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,10),(15,5),0.0167445 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,10),(15,4),0.015498 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,10),(15,3),-0.00613058 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,10),(15,2),-0.0170166 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,10),(15,1),-0.038411 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,10),(15,-1),-0.0135199 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,15),(15,9),(15,8),-0.0208158 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,9),(15,7),-0.0195007 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,9),(15,6),-0.0195007 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,9),(15,5),-0.00701493 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,9),(15,4),-0.00701493 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,9),(15,3),-0.0208158 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,9),(15,2),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,9),(15,1),-0.0179487 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,9),(15,-1),-0.01698 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,15),(15,8),(15,7),-0.0201575 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,8),(15,6),-0.0205851 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,8),(15,5),0.0167445 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,8),(15,4),0.015498 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,8),(15,3),-0.00613058 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,8),(15,2),-0.0170166 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,8),(15,1),-0.038411 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,8),(15,-1),-0.0134521 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,15),(15,7),(15,6),-0.0208227 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,7),(15,5),-0.027114 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,7),(15,4),-0.0291715 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,7),(15,3),-0.0345303 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,7),(15,2),-0.0205626 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,7),(15,1),-0.0246979 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,7),(15,-1),0.000647157 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,15),(15,6),(15,5),-0.0273738 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,6),(15,4),-0.0294313 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,6),(15,3),-0.0345854 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,6),(15,2),-0.0208966 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,6),(15,1),-0.0246979 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,6),(15,-1),-0.00398467 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,15),(15,5),(15,4),-0.0262402 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,5),(15,3),-0.0119845 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,5),(15,2),-0.0194856 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,5),(15,1),-0.0215324 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,5),(15,-1),0.0877865 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,15),(15,4),(15,3),-0.0119858 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,4),(15,2),-0.0194862 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,4),(15,1),-0.0215324 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,4),(15,-1),0.0899503 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,15),(15,3),(15,2),-0.0170166 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,3),(15,1),-0.038411 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,3),(15,-1),-0.0134784 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,15),(15,2),(15,1),-0.0231111 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,2),(15,-1),-0.0512782 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,15),(15,1),(15,-1),-0.0319471 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,16),(16,16),(16,17),0.0548943 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,16),(16,16),(16,20),0.0615316 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,16),(16,16),(16,23),-0.145017 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,16),(16,16),(16,24),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,16),(16,16),(16,26),-0.144729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,16),(16,16),(16,33),-0.101381 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,16),(16,17),(16,20),0.10954 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,17),(16,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,17),(16,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,17),(16,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,17),(16,33),-0.198165 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,16),(16,20),(16,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,20),(16,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,20),(16,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,20),(16,33),-0.191833 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,16),(16,23),(16,24),0.0673864 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,16),(16,23),(16,26),0.115096 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,16),(16,23),(16,33),-0.148927 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,16),(16,24),(16,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,24),(16,33),-0.191833 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,16),(16,26),(16,33),-0.138902 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,16),(16,16),(16,-1),-0.0540943 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,17),(17,17),(17,19),0.0660703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,17),(17,17),(17,20),0.109373 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,17),(17,17),(17,21),0.0648619 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,17),(17,17),(17,22),0.0657858 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,17),(17,17),(17,23),-0.151455 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,17),(17,17),(17,24),-0.145523 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,17),(17,17),(17,25),-0.11869 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,17),(17,17),(17,27),-0.145523 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,17),(17,17),(17,33),-0.0680256 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,17),(17,19),(17,20),0.112995 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,19),(17,21),0.107953 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,19),(17,22),0.107953 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,19),(17,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,19),(17,24),-0.146258 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,19),(17,25),-0.144703 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,19),(17,27),-0.146031 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,19),(17,33),-0.166618 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,17),(17,20),(17,21),0.116185 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,20),(17,22),0.116185 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,20),(17,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,20),(17,24),-0.144962 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,20),(17,25),-0.144904 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,20),(17,27),-0.144962 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,20),(17,33),-0.147858 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,17),(17,21),(17,22),0.107953 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,21),(17,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,21),(17,24),-0.146258 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,21),(17,25),-0.144703 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,21),(17,27),-0.146031 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,21),(17,33),-0.167823 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,17),(17,22),(17,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,22),(17,24),-0.146258 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,22),(17,25),-0.144703 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,22),(17,27),-0.146031 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,22),(17,33),-0.166899 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,17),(17,23),(17,24),0.0673817 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,17),(17,23),(17,25),0.175484 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,17),(17,23),(17,27),-0.0193189 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,17),(17,23),(17,33),-0.160218 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,17),(17,24),(17,25),-0.144904 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,24),(17,27),-0.144962 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,24),(17,33),-0.147858 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,17),(17,25),(17,27),-0.146031 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,25),(17,33),-0.166617 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,17),(17,27),(17,33),-0.145883 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,17),(17,17),(17,16),-0.03928 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,17),(17,17),(17,-1),-0.144566 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,17),(17,16),(17,-1),-0.0394569 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,18),(18,18),(18,33),-0.154271 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,18),(18,18),(18,-1),-0.085928 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,19),(19,19),(19,20),0.170266 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,21),0.045828 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,22),0.0437944 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,23),-0.150001 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,24),-0.0774247 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,25),-0.136463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,26),-0.150747 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,27),-0.0751878 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,29),-0.136463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,30),-0.14549 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,32),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,33),-0.0193135 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,19),(19,20),(19,21),0.11076 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,20),(19,22),0.11076 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,20),(19,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,20),(19,24),-0.155707 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,20),(19,25),-0.145205 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,20),(19,26),-0.147279 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,20),(19,27),-0.155662 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,20),(19,29),-0.145205 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,20),(19,30),-0.144709 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,20),(19,32),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,20),(19,33),-0.0363903 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,21),(19,22),0.180494 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,21),(19,23),-0.144704 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,21),(19,24),-0.139147 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,21),(19,25),-0.151088 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,21),(19,26),-0.144804 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,21),(19,27),-0.139173 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,21),(19,29),-0.151088 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,21),(19,30),-0.145969 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,21),(19,32),-0.144707 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,21),(19,33),-0.160405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,22),(19,23),-0.144704 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,22),(19,24),-0.139147 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,22),(19,25),-0.151088 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,22),(19,26),-0.144804 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,22),(19,27),-0.139173 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,22),(19,29),-0.151088 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,22),(19,30),-0.145969 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,22),(19,32),-0.144707 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,22),(19,33),-0.159944 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,23),(19,24),0.067322 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,23),(19,25),0.170349 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,23),(19,26),0.115086 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,23),(19,27),-0.0193852 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,23),(19,29),0.128321 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,23),(19,30),-0.087966 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,23),(19,32),0.0869298 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,23),(19,33),-0.174786 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,19),(19,24),(19,25),-0.145205 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,24),(19,26),-0.147279 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,24),(19,27),-0.155662 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,24),(19,29),-0.145205 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,24),(19,30),-0.144709 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,24),(19,32),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,24),(19,33),-0.0363903 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,25),(19,26),-0.144804 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,25),(19,27),-0.139173 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,25),(19,29),-0.151088 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,25),(19,30),-0.145969 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,25),(19,32),-0.144707 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,25),(19,33),-0.15992 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,26),(19,27),-0.144828 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,26),(19,29),-0.145741 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,26),(19,30),-0.144895 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,26),(19,32),-0.144761 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,26),(19,33),-0.167617 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,27),(19,29),-0.145228 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,27),(19,30),-0.144709 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,27),(19,32),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,27),(19,33),-0.0410485 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,29),(19,30),-0.145969 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,29),(19,32),-0.144707 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,29),(19,33),-0.159923 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,30),(19,32),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,30),(19,33),-0.191637 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,32),(19,33),-0.14706 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,19),(19,18),0.0257377 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,17),-0.0647353 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,16),0.0407493 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,4),-0.105827 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,-1),0.18363 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,19),(19,18),(19,17),-0.0194985 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,18),(19,16),-0.0194565 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,18),(19,4),-0.0212041 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,18),(19,-1),0.00452489 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,17),(19,16),-0.0210743 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,17),(19,4),-0.00424152 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,17),(19,-1),-0.103788 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,16),(19,4),-0.0211238 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,16),(19,-1),0.00985319 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,4),(19,-1),-0.0170877 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,20),(20,20),(20,21),0.0879524 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,20),(20,20),(20,22),0.0888763 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,20),(20,20),(20,23),-0.150817 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,20),(20,20),(20,24),-0.145531 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,20),(20,20),(20,25),-0.117834 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,20),(20,20),(20,27),-0.145531 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,20),(20,20),(20,29),-0.117834 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,20),(20,20),(20,33),-0.079018 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,20),(20,21),(20,22),0.107962 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,21),(20,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,21),(20,24),-0.146337 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,21),(20,25),-0.144703 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,21),(20,27),-0.14611 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,21),(20,29),-0.144703 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,21),(20,33),-0.146569 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,20),(20,22),(20,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,22),(20,24),-0.146337 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,22),(20,25),-0.144703 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,22),(20,27),-0.14611 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,22),(20,29),-0.144703 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,22),(20,33),-0.145645 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,20),(20,23),(20,24),0.0673817 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,20),(20,23),(20,25),0.175485 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,20),(20,23),(20,27),-0.0193189 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,20),(20,23),(20,29),0.133456 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,20),(20,23),(20,33),-0.159485 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,20),(20,24),(20,25),-0.144904 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,24),(20,27),-0.144962 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,24),(20,29),-0.144904 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,24),(20,33),-0.147704 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,20),(20,25),(20,27),-0.14611 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,25),(20,29),-0.144703 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,25),(20,33),-0.145363 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,20),(20,27),(20,29),-0.144904 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,27),(20,33),-0.145729 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,20),(20,29),(20,33),-0.146684 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,20),(20,20),(20,19),0.0400473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,20),(20,20),(20,-1),-0.121805 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,20),(20,19),(20,-1),0.00151041 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,21),(21,22),0.0411461 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,24),-0.0774247 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,26),-0.150747 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,33),-0.0167102 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,21),(21,22),(21,24),-0.139147 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,22),(21,26),-0.144804 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,22),(21,33),-0.159955 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,24),(21,26),-0.147279 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,24),(21,33),-0.0366707 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,26),(21,33),-0.167563 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,21),(21,18),0.0262422 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,16),0.0367825 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,-1),0.183829 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,21),(21,18),(21,16),-0.0194565 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,18),(21,-1),0.00518017 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,16),(21,-1),0.00517293 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,22),(22,22),(22,23),-0.150001 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,22),(22,24),-0.0774247 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,22),(22,25),-0.136463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,22),(22,26),-0.150747 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,22),(22,33),-0.019086 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,22),(22,23),(22,24),0.067322 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,23),(22,25),0.170349 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,23),(22,26),0.115086 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,23),(22,33),-0.174785 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,22),(22,24),(22,25),-0.145205 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,24),(22,26),-0.147279 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,24),(22,33),-0.0346638 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,22),(22,25),(22,26),-0.144804 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,25),(22,33),-0.159888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,22),(22,26),(22,33),-0.167563 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,22),(22,22),(22,21),-0.0348058 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,22),(22,20),-0.0484311 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,22),(22,19),-0.0351619 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,22),(22,18),0.025426 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,22),(22,17),-0.0661695 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,22),(22,16),0.0386563 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,22),(22,-1),0.178589 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,22),(22,21),(22,20),-0.031675 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,21),(22,19),-0.00584777 # DEPENDENCYPART_GRANDSIBL
