# _root_ Directors of Bergen Bank and Den Norske Creditbank , two of Norway 's leading banks , announced they had agreed to the formal merger of the banks .
#goldHeads=17,1,4,5,2,8,8,5,5,5,10,15,12,15,11,5,0,19,17,19,20,24,24,21,24,27,25,17,
#predictedHeads=17,1,4,5,2,8,8,5,8,8,10,15,12,15,11,8,0,19,17,19,20,24,24,21,24,27,25,17,
(10,12),(12,13),(12,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,13),(12,29),-0.0242929 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,14),(12,15),-0.0195734 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,14),(12,16),-0.0194829 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,14),(12,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,14),(12,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,14),(12,29),-0.0253261 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,15),(12,16),-0.0163503 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,15),(12,17),-0.0202863 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,15),(12,19),-0.0206231 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,15),(12,29),-0.0129611 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,16),(12,17),-0.0245729 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,16),(12,19),-0.0245729 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,16),(12,29),-0.029232 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,17),(12,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,17),(12,29),-0.0459425 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,19),(12,29),-0.0463888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,12),(12,11),0.107009 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,10),0.165876 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,-1),-0.282176 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,12),(12,11),(12,10),0.109514 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,11),(12,-1),-0.152292 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,10),(12,-1),-0.0918178 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,14),(14,14),(14,29),-0.00822493 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,14),(14,14),(14,12),0.101386 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,-1),-0.132844 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,14),(14,12),(14,-1),-0.152474 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,16),(16,16),(16,29),0.0325871 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,16),(16,16),(16,-1),-0.092546 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,17),(17,17),(17,18),-0.0232303 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,19),-0.00803322 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,20),-0.00802178 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,21),-0.0282504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,23),-0.0275481 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,24),-0.021287 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,25),-0.00978156 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,27),-0.021287 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,28),-0.0199301 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,29),-0.00533076 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,17),(17,18),(17,19),-0.0194406 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,18),(17,20),-0.0194406 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,18),(17,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,18),(17,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,18),(17,24),-0.0200739 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,18),(17,25),-0.0196012 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,18),(17,27),-0.0200739 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,18),(17,28),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,18),(17,29),-0.0198798 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,17),(17,19),(17,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,19),(17,21),-0.0194564 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,19),(17,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,19),(17,24),-0.0197207 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,19),(17,25),-0.0194411 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,19),(17,27),-0.0197207 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,19),(17,28),-0.0212866 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,19),(17,29),-0.00735231 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,17),(17,20),(17,21),-0.0194564 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,20),(17,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,20),(17,24),-0.0197207 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,20),(17,25),-0.0194411 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,20),(17,27),-0.0197207 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,20),(17,28),-0.0212866 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,20),(17,29),-0.00735006 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,17),(17,21),(17,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,21),(17,24),-0.0197124 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,21),(17,25),-0.0239358 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,21),(17,27),-0.0197124 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,21),(17,28),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,21),(17,29),-0.0313448 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,17),(17,23),(17,24),-0.0196955 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,23),(17,25),-0.0194406 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,23),(17,27),-0.0196955 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,23),(17,28),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,23),(17,29),-0.0276229 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,17),(17,24),(17,25),-0.0176666 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,24),(17,27),-0.0201269 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,24),(17,28),-0.0199399 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,24),(17,29),-0.0390211 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,17),(17,25),(17,27),-0.0181123 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,25),(17,28),-0.0195074 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,25),(17,29),-0.0143788 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,17),(17,27),(17,28),-0.0199399 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,27),(17,29),-0.0390211 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,17),(17,28),(17,29),-0.0230542 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,17),(17,17),(17,16),0.103395 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,15),0.104882 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,14),0.115866 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,12),0.104882 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,11),0.106142 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,10),0.108518 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,9),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,8),-0.145643 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,7),-0.145643 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,6),-0.145643 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,5),-0.145452 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,4),-0.145643 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,3),-0.145643 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,2),-0.144843 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,1),-0.145643 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,-1),-0.212308 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,17),(17,16),(17,15),0.109486 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,16),(17,14),0.109538 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,16),(17,12),0.109486 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,16),(17,11),0.108474 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,16),(17,10),0.108968 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,16),(17,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,16),(17,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,16),(17,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,16),(17,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,16),(17,5),-0.144705 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,16),(17,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,16),(17,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,16),(17,2),-0.144702 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,16),(17,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,16),(17,-1),-0.152531 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,17),(17,15),(17,14),0.109538 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,15),(17,12),0.109514 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,15),(17,11),0.104903 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,15),(17,10),0.109538 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,15),(17,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,15),(17,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,15),(17,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,15),(17,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,15),(17,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,15),(17,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,15),(17,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,15),(17,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,15),(17,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,15),(17,-1),-0.149103 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,17),(17,14),(17,12),0.109348 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,14),(17,11),0.109515 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,14),(17,10),0.10954 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,14),(17,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,14),(17,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,14),(17,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,14),(17,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,14),(17,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,14),(17,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,14),(17,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,14),(17,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,14),(17,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,14),(17,-1),-0.13797 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,17),(17,12),(17,11),0.104903 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,12),(17,10),0.109538 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,12),(17,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,12),(17,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,12),(17,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,12),(17,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,12),(17,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,12),(17,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,12),(17,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,12),(17,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,12),(17,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,12),(17,-1),-0.149103 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,17),(17,11),(17,10),0.10954 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,11),(17,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,11),(17,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,11),(17,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,11),(17,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,11),(17,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,11),(17,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,11),(17,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,11),(17,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,11),(17,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,11),(17,-1),-0.158465 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,17),(17,10),(17,9),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,10),(17,8),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,10),(17,7),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,10),(17,6),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,10),(17,5),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,10),(17,4),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,10),(17,3),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,10),(17,2),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,10),(17,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,10),(17,-1),-0.146733 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,17),(17,9),(17,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,9),(17,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,9),(17,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,9),(17,5),-0.144705 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,9),(17,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,9),(17,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,9),(17,2),-0.144702 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,9),(17,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,9),(17,-1),-0.152531 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,17),(17,8),(17,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,8),(17,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,8),(17,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,8),(17,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,8),(17,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,8),(17,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,8),(17,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,8),(17,-1),-0.149103 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,17),(17,7),(17,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,7),(17,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,7),(17,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,7),(17,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,7),(17,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,7),(17,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,7),(17,-1),-0.149103 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,17),(17,6),(17,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,6),(17,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,6),(17,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,6),(17,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,6),(17,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,6),(17,-1),-0.149103 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,17),(17,5),(17,4),-0.0899148 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,5),(17,3),-0.0885176 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,5),(17,2),-0.0669635 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,5),(17,1),-0.0841187 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,5),(17,-1),-0.146555 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,17),(17,4),(17,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,4),(17,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,4),(17,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,4),(17,-1),-0.149189 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,17),(17,3),(17,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,3),(17,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,3),(17,-1),-0.149103 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,17),(17,2),(17,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,2),(17,-1),-0.158465 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,17),(17,1),(17,-1),-0.149106 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,25),(25,25),(25,26),-0.0287733 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,25),(25,25),(25,27),0.0762376 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,25),(25,25),(25,28),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,25),(25,25),(25,29),-0.106913 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,25),(25,26),(25,27),-0.019448 # DEPENDENCYPART_GRANDSIBL
(10,25),(25,26),(25,28),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,25),(25,26),(25,29),-0.0261641 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,25),(25,27),(25,28),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,25),(25,27),(25,29),0.0662772 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,25),(25,28),(25,29),-0.0194405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,25),(25,25),(25,23),0.124034 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,25),(25,25),(25,21),0.10954 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,25),(25,25),(25,-1),-0.194412 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,25),(25,23),(25,21),0.10954 # DEPENDENCYPART_GRANDSIBL
(10,25),(25,23),(25,-1),-0.130209 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,25),(25,21),(25,-1),-0.144705 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,9),(9,29),-0.16384 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,9),(9,9),(9,-1),-0.0378749 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,10),(10,10),(10,11),-0.144945 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,12),-0.144883 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,14),-0.144751 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,16),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,17),-0.14771 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,25),-0.144945 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,29),-0.138761 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,10),(10,11),(10,12),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,11),(10,14),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,11),(10,16),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,11),(10,17),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,11),(10,25),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,11),(10,29),-0.165441 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,10),(10,12),(10,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,12),(10,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,12),(10,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,12),(10,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,12),(10,29),-0.137617 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,14),(10,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,14),(10,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,14),(10,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,14),(10,29),-0.114871 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,16),(10,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,16),(10,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,16),(10,29),-0.144986 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,17),(10,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,17),(10,29),-0.150725 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,25),(10,29),-0.165441 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,10),(10,9),-0.0155145 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,8),-0.0203855 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,7),-0.0203855 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,-1),0.0439435 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,10),(10,9),(10,8),-0.00350901 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,9),(10,7),-0.00350901 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,9),(10,-1),-0.0212568 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,8),(10,7),-0.0227464 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,8),(10,-1),-0.0210519 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,7),(10,-1),-0.0210519 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,12),(12,12),(12,13),-0.0592256 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,14),-0.00199494 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,15),-0.164023 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,16),-0.0481224 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,17),-0.00894075 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,19),-0.00735849 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,29),0.266942 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,12),(12,13),(12,14),-0.0242421 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,13),(12,15),-0.0149604 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,13),(12,16),-0.00942871 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,13),(12,17),-0.0206921 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,13),(12,19),-0.0206921 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,13),(12,29),-0.111641 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,12),(12,14),(12,15),-0.0133456 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,14),(12,16),0.0257146 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,14),(12,17),-0.023412 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,14),(12,19),-0.0236266 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,14),(12,29),-0.0335912 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,12),(12,15),(12,16),-0.0679263 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,15),(12,17),-0.0387822 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,15),(12,19),-0.0375103 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,15),(12,29),-0.0784671 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,12),(12,16),(12,17),0.0209405 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,16),(12,19),0.0162796 # DEPENDENCYPART_GRANDSIBL
