# _root_ `` With the decline in stock prices and continued low or stable interest rates , stocks are representing a better value all the time , '' Renaissance President Frank W. Terrizzi said yesterday .
#goldHeads=32,17,4,8,4,7,5,2,14,11,14,11,14,8,17,17,32,17,21,21,18,24,24,18,32,32,31,31,31,31,32,0,32,32,
#predictedHeads=32,8,4,2,4,7,5,17,8,11,14,11,14,9,17,17,32,17,21,21,18,24,24,21,32,32,31,31,31,31,32,0,32,32,
(24,27),(27,26),(27,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,27),(27,26),(27,-1),-0.156988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,27),(27,24),(27,23),-0.145039 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,27),(27,24),(27,19),-0.145184 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,27),(27,24),(27,-1),-0.174602 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,27),(27,23),(27,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,27),(27,23),(27,-1),-0.157718 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,27),(27,19),(27,-1),-0.087329 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,28),(28,28),(28,29),-0.121581 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,28),(28,28),(28,30),-0.127628 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,28),(28,28),(28,31),-0.127454 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,28),(28,28),(28,35),0.120348 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,28),(28,29),(28,30),-0.00320182 # DEPENDENCYPART_GRANDSIBL
(24,28),(28,29),(28,31),-0.00277211 # DEPENDENCYPART_GRANDSIBL
(24,28),(28,29),(28,35),0.0337312 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,28),(28,30),(28,31),-0.0029461 # DEPENDENCYPART_GRANDSIBL
(24,28),(28,30),(28,35),0.0274282 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,28),(28,31),(28,35),0.0278579 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,28),(28,28),(28,27),0.173267 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,28),(28,28),(28,23),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,28),(28,28),(28,19),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,28),(28,28),(28,-1),-0.0119331 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,28),(28,27),(28,23),-0.145039 # DEPENDENCYPART_GRANDSIBL
(24,28),(28,27),(28,19),-0.145184 # DEPENDENCYPART_GRANDSIBL
(24,28),(28,27),(28,-1),-0.166985 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,28),(28,23),(28,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,28),(28,23),(28,-1),-0.157836 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,28),(28,19),(28,-1),-0.0874468 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,29),(29,29),(29,30),-0.129951 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,29),(29,29),(29,31),-0.129777 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,29),(29,29),(29,33),-0.13171 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,29),(29,29),(29,35),0.141052 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,29),(29,30),(29,31),-0.00157185 # DEPENDENCYPART_GRANDSIBL
(24,29),(29,30),(29,33),-0.00157185 # DEPENDENCYPART_GRANDSIBL
(24,29),(29,30),(29,35),0.0252637 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,29),(29,31),(29,33),-0.00139786 # DEPENDENCYPART_GRANDSIBL
(24,29),(29,31),(29,35),0.0256934 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,29),(29,33),(29,35),0.024305 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,29),(29,29),(29,28),0.159726 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,29),(29,29),(29,27),0.1581 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,29),(29,29),(29,24),0.154864 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,29),(29,29),(29,23),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,29),(29,29),(29,-1),-0.0163469 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,29),(29,28),(29,27),0.0897483 # DEPENDENCYPART_GRANDSIBL
(24,29),(29,28),(29,24),0.0897326 # DEPENDENCYPART_GRANDSIBL
(24,29),(29,28),(29,23),-0.145039 # DEPENDENCYPART_GRANDSIBL
(24,29),(29,28),(29,-1),-0.17444 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,29),(29,27),(29,24),0.0910644 # DEPENDENCYPART_GRANDSIBL
(24,29),(29,27),(29,23),-0.145039 # DEPENDENCYPART_GRANDSIBL
(24,29),(29,27),(29,-1),-0.175507 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,29),(29,24),(29,23),-0.145039 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,29),(29,24),(29,-1),-0.174376 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,29),(29,23),(29,-1),-0.157718 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,30),(30,30),(30,31),-0.129668 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,30),(30,30),(30,33),-0.131601 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,30),(30,30),(30,35),0.141598 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,30),(30,31),(30,33),-0.00139786 # DEPENDENCYPART_GRANDSIBL
(24,30),(30,31),(30,35),0.025802 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,30),(30,33),(30,35),0.0244136 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,30),(30,30),(30,29),0.158041 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,30),(30,30),(30,28),0.159697 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,30),(30,30),(30,27),0.15807 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,30),(30,30),(30,23),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,30),(30,30),(30,-1),-0.0156568 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,30),(30,29),(30,28),0.0896891 # DEPENDENCYPART_GRANDSIBL
(24,30),(30,29),(30,27),0.0910394 # DEPENDENCYPART_GRANDSIBL
(24,30),(30,29),(30,23),-0.145039 # DEPENDENCYPART_GRANDSIBL
(24,30),(30,29),(30,-1),-0.175841 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,30),(30,28),(30,27),0.0897539 # DEPENDENCYPART_GRANDSIBL
(24,30),(30,28),(30,23),-0.145039 # DEPENDENCYPART_GRANDSIBL
(24,30),(30,28),(30,-1),-0.17444 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,30),(30,27),(30,23),-0.145039 # DEPENDENCYPART_GRANDSIBL
(24,30),(30,27),(30,-1),-0.175507 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,30),(30,23),(30,-1),-0.157718 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,31),(31,31),(31,33),-0.131552 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,31),(31,31),(31,35),0.138086 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,31),(31,33),(31,35),0.0244625 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,31),(31,31),(31,30),0.158081 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,31),(31,31),(31,29),0.158076 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,31),(31,31),(31,28),0.159732 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,31),(31,31),(31,27),0.158106 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,31),(31,31),(31,24),0.154869 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,31),(31,31),(31,23),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,31),(31,31),(31,-1),-0.019158 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,31),(31,30),(31,29),0.0906826 # DEPENDENCYPART_GRANDSIBL
(24,31),(31,30),(31,28),0.0896895 # DEPENDENCYPART_GRANDSIBL
(24,31),(31,30),(31,27),0.0910398 # DEPENDENCYPART_GRANDSIBL
(24,31),(31,30),(31,24),0.0910241 # DEPENDENCYPART_GRANDSIBL
(24,31),(31,30),(31,23),-0.145039 # DEPENDENCYPART_GRANDSIBL
(24,31),(31,30),(31,-1),-0.175474 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,31),(31,29),(31,28),0.0896891 # DEPENDENCYPART_GRANDSIBL
(24,31),(31,29),(31,27),0.0910394 # DEPENDENCYPART_GRANDSIBL
(24,31),(31,29),(31,24),0.0910237 # DEPENDENCYPART_GRANDSIBL
(24,31),(31,29),(31,23),-0.145039 # DEPENDENCYPART_GRANDSIBL
(24,31),(31,29),(31,-1),-0.175835 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,31),(31,28),(31,27),0.0897539 # DEPENDENCYPART_GRANDSIBL
(24,31),(31,28),(31,24),0.0897382 # DEPENDENCYPART_GRANDSIBL
(24,31),(31,28),(31,23),-0.145039 # DEPENDENCYPART_GRANDSIBL
(24,31),(31,28),(31,-1),-0.174434 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,31),(31,27),(31,24),0.09107 # DEPENDENCYPART_GRANDSIBL
(24,31),(31,27),(31,23),-0.145039 # DEPENDENCYPART_GRANDSIBL
(24,31),(31,27),(31,-1),-0.175501 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,31),(31,24),(31,23),-0.145039 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,31),(31,24),(31,-1),-0.17437 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,31),(31,23),(31,-1),-0.157718 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,32),(32,32),(32,33),-0.0170014 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,32),(32,32),(32,34),-0.0230578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,32),(32,32),(32,35),0.0436927 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,32),(32,33),(32,34),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,33),(32,35),-0.0249435 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,32),(32,34),(32,35),-0.0609297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,32),(32,32),(32,31),0.136268 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,32),(32,32),(32,30),0.136338 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,32),(32,32),(32,29),0.136092 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,32),(32,32),(32,28),0.135962 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,32),(32,32),(32,27),0.135117 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,32),(32,32),(32,26),0.106224 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,32),(32,32),(32,25),0.112387 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,32),(32,32),(32,24),0.13626 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,32),(32,32),(32,23),-0.145127 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,32),(32,32),(32,21),-0.194948 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,32),(32,32),(32,19),-0.145309 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,32),(32,32),(32,18),-0.189908 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,32),(32,32),(32,17),-0.193672 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,32),(32,32),(32,16),-0.194948 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,32),(32,32),(32,15),-0.144722 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,32),(32,32),(32,14),-0.194948 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,32),(32,32),(32,13),-0.194948 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,32),(32,32),(32,11),-0.172626 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,32),(32,32),(32,9),-0.189908 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,32),(32,32),(32,8),-0.177573 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,32),(32,32),(32,7),-0.194948 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,32),(32,32),(32,5),-0.176617 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,32),(32,32),(32,2),-0.173816 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,32),(32,32),(32,1),-0.148609 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,32),(32,32),(32,-1),-0.0608444 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,32),(32,31),(32,30),0.0935531 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,31),(32,29),0.0935531 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,31),(32,28),0.0935494 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,31),(32,27),0.0935531 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,31),(32,26),0.108244 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,31),(32,25),0.0635154 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,31),(32,24),0.093553 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,31),(32,23),-0.145141 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,31),(32,21),-0.144891 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,31),(32,19),-0.145141 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,31),(32,18),-0.146174 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,31),(32,17),-0.146174 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,31),(32,16),-0.144891 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,31),(32,15),-0.144939 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,31),(32,14),-0.144891 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,31),(32,13),-0.144891 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,31),(32,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,31),(32,9),-0.146174 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,31),(32,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,31),(32,7),-0.144891 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,31),(32,5),-0.145537 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,31),(32,2),-0.145545 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,31),(32,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,31),(32,-1),-0.0802463 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,32),(32,30),(32,29),0.0935531 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,30),(32,28),0.0935494 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,30),(32,27),0.0935531 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,30),(32,26),0.108244 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,30),(32,25),0.0635154 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,30),(32,24),0.093553 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,30),(32,23),-0.145141 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,30),(32,21),-0.144891 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,30),(32,19),-0.145141 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,30),(32,18),-0.146174 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,30),(32,17),-0.146174 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,30),(32,16),-0.144891 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,30),(32,15),-0.144939 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,30),(32,14),-0.144891 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,30),(32,13),-0.144891 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,30),(32,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,30),(32,9),-0.146174 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,30),(32,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,30),(32,7),-0.144891 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,30),(32,5),-0.145537 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,30),(32,2),-0.145545 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,30),(32,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,30),(32,-1),-0.0801763 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,32),(32,29),(32,28),0.0935084 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,29),(32,27),0.093512 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,29),(32,26),0.108244 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,29),(32,25),0.0635137 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,29),(32,24),0.093512 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,29),(32,23),-0.145141 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,29),(32,21),-0.144891 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,29),(32,19),-0.145141 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,29),(32,18),-0.146174 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,29),(32,17),-0.146174 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,29),(32,16),-0.144891 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,29),(32,15),-0.144939 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,29),(32,14),-0.144891 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,29),(32,13),-0.144891 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,29),(32,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,29),(32,9),-0.146174 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,29),(32,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,29),(32,7),-0.144891 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,29),(32,5),-0.145537 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,29),(32,2),-0.145545 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,29),(32,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,29),(32,-1),-0.0803593 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,32),(32,28),(32,27),0.0935524 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,28),(32,26),0.108228 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,28),(32,25),0.0635145 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,28),(32,24),0.0935524 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,28),(32,23),-0.145141 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,28),(32,21),-0.144891 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,28),(32,19),-0.145141 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,28),(32,18),-0.146174 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,28),(32,17),-0.146174 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,28),(32,16),-0.144891 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,28),(32,15),-0.144939 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,28),(32,14),-0.144891 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,28),(32,13),-0.144891 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,28),(32,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,28),(32,9),-0.146174 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,28),(32,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,28),(32,7),-0.144891 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,28),(32,5),-0.145537 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,28),(32,2),-0.145545 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,28),(32,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,28),(32,-1),-0.0809796 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,32),(32,27),(32,26),0.108244 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,27),(32,25),0.0635154 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,27),(32,24),0.093553 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,27),(32,23),-0.145141 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,27),(32,21),-0.144891 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,27),(32,19),-0.145141 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,27),(32,18),-0.146174 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,27),(32,17),-0.146174 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,27),(32,16),-0.144891 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,27),(32,15),-0.144939 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,27),(32,14),-0.144891 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,27),(32,13),-0.144891 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,27),(32,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,27),(32,9),-0.146174 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,27),(32,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,27),(32,7),-0.144891 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,27),(32,5),-0.145537 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,27),(32,2),-0.145545 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,27),(32,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,27),(32,-1),-0.0801853 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,32),(32,26),(32,25),0.12991 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,26),(32,24),0.103443 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,26),(32,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,26),(32,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,26),(32,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,26),(32,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,26),(32,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,26),(32,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,26),(32,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,26),(32,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,26),(32,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,26),(32,11),-0.14499 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,26),(32,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,26),(32,8),-0.14499 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,26),(32,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,26),(32,5),-0.145923 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,26),(32,2),-0.145919 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,26),(32,1),-0.14484 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,26),(32,-1),-0.170282 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,32),(32,25),(32,24),0.119586 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,25),(32,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,25),(32,21),-0.144819 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,25),(32,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,25),(32,18),-0.14511 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,25),(32,17),-0.14511 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,25),(32,16),-0.144819 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,25),(32,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,25),(32,14),-0.144819 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,25),(32,13),-0.144819 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,25),(32,11),-0.145472 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,25),(32,9),-0.14511 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,25),(32,8),-0.145857 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,25),(32,7),-0.144819 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,25),(32,5),-0.145241 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,25),(32,2),-0.145417 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,25),(32,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,25),(32,-1),-0.207365 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,32),(32,24),(32,23),-0.145141 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,32),(32,24),(32,21),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,32),(32,24),(32,19),-0.145141 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,32),(32,24),(32,18),-0.146174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,32),(32,24),(32,17),-0.146174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,32),(32,24),(32,16),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,32),(32,24),(32,15),-0.144939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,32),(32,24),(32,14),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,32),(32,24),(32,13),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,32),(32,24),(32,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,32),(32,24),(32,9),-0.146174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,32),(32,24),(32,8),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,32),(32,24),(32,7),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,32),(32,24),(32,5),-0.145537 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,32),(32,24),(32,2),-0.145545 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,32),(32,24),(32,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,32),(32,24),(32,-1),-0.080549 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,32),(32,23),(32,21),-0.144878 # DEPENDENCYPART_GRANDSIBL
(24,32),(32,23),(32,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
