# _root_ Kemper Financial Services Inc. , charging that program trading is ruining the stock market , cut off four big Wall Street firms from doing any of its stock-trading business .
#goldHeads=4,4,4,16,16,16,10,9,10,6,10,14,14,11,16,0,16,22,22,22,22,16,16,23,24,25,29,29,26,16,
#predictedHeads=4,4,4,16,4,4,10,9,10,6,10,14,14,11,4,0,16,22,22,22,22,16,16,23,24,25,29,29,26,16,
(16,14),(14,14),(14,19),-0.129016 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,22),-0.0068886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,25),-0.132416 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,31),-0.137854 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,14),(14,15),(14,16),-0.141136 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,15),(14,18),-0.125664 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,15),(14,19),-0.125574 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,15),(14,22),-0.142534 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,15),(14,25),-0.125368 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,15),(14,31),-0.124629 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,16),(14,18),-0.125142 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,16),(14,19),-0.125823 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,16),(14,22),-0.125411 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,16),(14,25),-0.129337 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,16),(14,31),-0.0744834 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,14),(14,18),(14,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,18),(14,22),-0.124886 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,18),(14,25),-0.128614 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,18),(14,31),-0.0529473 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,19),(14,22),-0.127188 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,19),(14,25),-0.132973 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,19),(14,31),-0.0602344 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,22),(14,25),-0.119983 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,22),(14,31),-0.106044 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,25),(14,31),-0.166387 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,14),(14,13),0.0132311 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,12),-0.121888 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,11),-0.0288441 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,10),-0.0394922 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,9),-0.00128302 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,8),0.000884336 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,7),-0.0799623 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,6),-0.0252402 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,5),0.0334534 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,4),0.00617032 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,-1),0.0802924 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,14),(14,13),(14,12),0.000599305 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,13),(14,11),-0.0151998 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,13),(14,10),-0.0155138 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,13),(14,9),-0.0488561 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,13),(14,8),-0.0468855 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,13),(14,7),-0.0269976 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,13),(14,6),-0.0151998 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,13),(14,5),-0.0556282 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,13),(14,4),-0.0476678 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,13),(14,-1),-0.0271986 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,12),(14,11),-0.0474462 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,12),(14,10),-0.0477015 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,12),(14,9),-0.0639168 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,12),(14,8),-0.0639165 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,12),(14,7),-0.0347954 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,12),(14,6),-0.0474462 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,12),(14,5),-0.0178897 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,12),(14,4),-0.0639165 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,12),(14,-1),0.0758369 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,11),(14,10),-0.00632216 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,11),(14,9),-0.0597648 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,11),(14,8),-0.0597647 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,11),(14,7),-0.0276279 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,11),(14,6),-0.0119079 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,11),(14,5),-0.0669851 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,11),(14,4),-0.0597651 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,11),(14,-1),-0.0799408 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,10),(14,9),-0.0598443 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,10),(14,8),-0.0598442 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,10),(14,7),-0.0316273 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,10),(14,6),-0.0120151 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,10),(14,5),-0.0745177 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,10),(14,4),-0.0598446 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,10),(14,-1),-0.0813596 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,9),(14,8),-0.0415641 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,9),(14,7),-0.0346843 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,9),(14,6),-0.014423 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,9),(14,5),-0.0554164 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,9),(14,4),-0.0423464 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,9),(14,-1),-0.0267753 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,8),(14,7),-0.0337724 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,8),(14,6),-0.0152107 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,8),(14,5),-0.0553744 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,8),(14,4),-0.0435406 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,8),(14,-1),-0.0265115 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,7),(14,6),-0.0468692 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,7),(14,5),-0.0298755 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,7),(14,4),-0.0473316 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,7),(14,-1),0.0552003 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,6),(14,5),-0.0669903 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,6),(14,4),-0.0597651 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,6),(14,-1),-0.0765713 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,5),(14,4),-0.0870773 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,5),(14,-1),-0.0281624 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,4),(14,-1),-0.0313945 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,15),(15,31),-0.0728255 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,15),(15,15),(15,-1),0.0149695 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,17),(17,17),(17,22),-0.0242318 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,31),0.102807 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,17),(17,22),(17,31),-0.0267022 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,17),(17,-1),-0.0441959 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,18),(18,18),(18,19),-0.0334198 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,20),-0.104344 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,21),-0.104344 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,22),-0.104344 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,23),-0.0124339 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,24),-0.0424553 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,26),0.00536682 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,29),-0.104344 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,31),-0.161587 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,18),(18,19),(18,20),-0.0438546 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,19),(18,21),-0.0438546 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,19),(18,22),-0.0438546 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,19),(18,23),-0.0455306 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,19),(18,24),-0.0423961 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,19),(18,26),-0.0452297 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,19),(18,29),-0.0438546 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,19),(18,31),-0.0344396 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,20),(18,21),-0.0430319 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,20),(18,22),-0.0430319 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,20),(18,23),-0.0458365 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,20),(18,24),-0.042861 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,20),(18,26),-0.0449446 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,20),(18,29),-0.0430319 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,20),(18,31),-0.102126 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,21),(18,22),-0.0430319 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,21),(18,23),-0.0458365 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,21),(18,24),-0.042861 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,21),(18,26),-0.0449446 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,21),(18,29),-0.0430319 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,21),(18,31),-0.102126 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,22),(18,23),-0.0458365 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,22),(18,24),-0.042861 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,22),(18,26),-0.0449446 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,22),(18,29),-0.0430319 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,22),(18,31),-0.102126 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,23),(18,24),-0.0439345 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,23),(18,26),-0.048289 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,23),(18,29),-0.046575 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,23),(18,31),-0.025204 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,24),(18,26),-0.0422328 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,24),(18,29),-0.0420659 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,24),(18,31),-0.0472432 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,26),(18,29),-0.0489196 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,26),(18,31),0.00292751 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,29),(18,31),-0.102126 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,18),(18,17),0.118543 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,14),-0.125129 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,-1),-0.387401 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,18),(18,17),(18,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,17),(18,-1),-0.126839 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,14),(18,-1),-0.0973663 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,19),(19,20),-0.0226192 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,21),-0.0226144 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,23),-0.100186 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,24),-0.0359711 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,26),-0.120826 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,31),-0.078768 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,19),(19,20),(19,21),-0.0429081 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,20),(19,23),-0.0235433 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,20),(19,24),-0.0406071 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,20),(19,26),-0.0298359 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,20),(19,31),-0.0682152 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,21),(19,23),-0.0235442 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,21),(19,24),-0.0406071 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,21),(19,26),-0.0298369 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,21),(19,31),-0.0682094 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,23),(19,24),-0.0464352 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,23),(19,26),-0.0407173 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,23),(19,31),-0.00406222 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,24),(19,26),-0.0346534 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,24),(19,31),-0.0348166 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,26),(19,31),-0.00106073 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,19),(19,18),0.117997 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,14),-0.119189 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,-1),-0.201179 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,19),(19,18),(19,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,18),(19,-1),-0.126161 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,14),(19,-1),-0.0202445 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,20),(20,21),0.0077248 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,20),(20,22),0.00200372 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,20),(20,23),-0.0866675 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,20),(20,24),-0.0287667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,20),(20,26),-0.0832083 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,20),(20,29),-0.00219059 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,20),(20,31),0.061631 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,20),(20,21),(20,22),-0.0413924 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,21),(20,23),-0.0692222 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,21),(20,24),-0.013375 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,21),(20,26),-0.0688575 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,21),(20,29),-0.0436431 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,21),(20,31),-0.0238588 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,22),(20,23),-0.0692217 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,22),(20,24),-0.0121776 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,22),(20,26),-0.068857 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,22),(20,29),-0.0482545 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,22),(20,31),-0.0269592 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,23),(20,24),-0.0548804 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,23),(20,26),0.0125903 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,23),(20,29),-0.0649179 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,23),(20,31),-0.0640988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,24),(20,26),-0.0126688 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,24),(20,29),-0.0601376 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,24),(20,31),-0.0739118 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,26),(20,29),-0.0535995 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,26),(20,31),-0.0202885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,29),(20,31),-0.0215887 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,20),(20,19),0.133778 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,20),(20,18),0.156095 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,20),(20,-1),-0.144375 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,20),(20,19),(20,18),0.131413 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,19),(20,-1),-0.056465 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,18),(20,-1),-0.0526331 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,21),(21,22),0.00965313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,21),(21,23),-0.087906 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,21),(21,24),-0.0312578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,21),(21,26),-0.0844468 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,21),(21,29),0.00545883 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,21),(21,31),0.0669653 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,21),(21,22),(21,23),-0.0691903 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,22),(21,24),-0.0121776 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,22),(21,26),-0.0688256 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,22),(21,29),-0.047766 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,22),(21,31),-0.0158591 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,23),(21,24),-0.0542839 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,23),(21,26),0.008216 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,23),(21,29),-0.0649179 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,23),(21,31),-0.065903 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,24),(21,26),-0.0126695 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,24),(21,29),-0.0601376 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,24),(21,31),-0.0768928 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,26),(21,29),-0.0535995 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,26),(21,31),-0.0220928 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,29),(21,31),-0.0104886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,21),(21,20),0.0537984 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,21),(21,19),0.133399 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,21),(21,18),0.156095 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,21),(21,-1),-0.133028 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,21),(21,20),(21,19),0.130384 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,20),(21,18),0.11123 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,20),(21,-1),-0.0981917 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,19),(21,18),0.131413 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,19),(21,-1),-0.0564651 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,18),(21,-1),-0.0526331 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,22),(22,22),(22,23),-0.0905823 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,22),(22,22),(22,24),-0.0381231 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,22),(22,22),(22,25),-0.111324 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,22),(22,22),(22,26),-0.0871231 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,22),(22,22),(22,29),0.00987887 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,22),(22,22),(22,30),-0.0190753 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,22),(22,22),(22,31),0.0634311 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,22),(22,23),(22,24),-0.0534051 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,23),(22,25),-0.0488356 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,23),(22,26),0.00821603 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,23),(22,29),-0.0649179 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,23),(22,30),-0.0440562 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,23),(22,31),-0.07055 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,22),(22,24),(22,25),-0.0189452 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,24),(22,26),-0.0126698 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,24),(22,29),-0.0601614 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,24),(22,30),-0.0434198 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,24),(22,31),-0.0811401 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,22),(22,25),(22,26),-0.0428252 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,25),(22,29),-0.055939 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,25),(22,30),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,25),(22,31),0.0339007 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,22),(22,26),(22,29),-0.0535995 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,26),(22,30),-0.0443275 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,26),(22,31),-0.0267397 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,22),(22,29),(22,30),-0.0396058 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,29),(22,31),-0.0147459 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,22),(22,30),(22,31),-0.0468059 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,22),(22,22),(22,21),0.0364016 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,22),(22,22),(22,20),0.0467317 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,22),(22,22),(22,19),0.127235 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,22),(22,22),(22,18),0.155851 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,22),(22,22),(22,15),-0.127499 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,22),(22,22),(22,14),-0.00816321 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,22),(22,22),(22,13),-0.00688992 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,22),(22,22),(22,-1),-0.131012 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,22),(22,21),(22,20),0.119498 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,21),(22,19),0.131889 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,21),(22,18),0.11123 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,21),(22,15),-0.140211 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,21),(22,14),-0.107199 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,21),(22,13),-0.10657 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,21),(22,-1),-0.113759 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,22),(22,20),(22,19),0.129156 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,20),(22,18),0.11123 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,20),(22,15),-0.140211 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,20),(22,14),-0.107199 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,20),(22,13),-0.10657 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,20),(22,-1),-0.106742 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,22),(22,19),(22,18),0.132026 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,19),(22,15),-0.125188 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,19),(22,14),-0.12666 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,19),(22,13),-0.12666 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,19),(22,-1),-0.0614206 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,22),(22,18),(22,15),-0.124926 # DEPENDENCYPART_GRANDSIBL
