# _root_ In the diversifed businesses segment , which includes herbicides , profit grew to $ 64 million from $ 27 million .
#goldHeads=12,5,5,5,1,5,8,5,8,5,12,0,12,13,14,14,12,17,18,18,12,
#predictedHeads=12,5,5,5,1,5,8,5,8,12,12,0,12,13,14,14,12,17,18,18,12,
(9,12),(12,6),(12,4),-0.125259 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,6),(12,3),-0.127089 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,6),(12,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,6),(12,1),-0.125601 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,6),(12,-1),-0.188082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,5),(12,4),-0.124895 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,5),(12,3),-0.125221 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,5),(12,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,5),(12,1),-0.1268 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,5),(12,-1),-0.0310875 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,4),(12,3),-0.125221 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,4),(12,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,4),(12,1),-0.1268 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,4),(12,-1),-0.0312881 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,3),(12,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,3),(12,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,3),(12,-1),-0.146226 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,2),(12,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,2),(12,-1),-0.134194 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,1),(12,-1),-0.185147 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,13),(13,14),-0.0718374 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,15),-0.0356056 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,16),-0.0314532 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,17),-0.0558149 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,21),-0.042037 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,22),-0.227521 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,13),(13,14),(13,15),-0.0420025 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,16),-0.0420025 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,17),-0.0342547 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,22),-0.0732301 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,15),(13,16),-0.0459825 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,15),(13,17),-0.03099 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,15),(13,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,15),(13,22),-0.03984 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,16),(13,17),-0.0309931 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,16),(13,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,16),(13,22),-0.0359299 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,17),(13,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,17),(13,22),-0.0167532 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,21),(13,22),-0.0420471 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,13),(13,10),0.114122 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,-1),-0.0618549 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,13),(13,10),(13,-1),-0.128976 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,14),(14,15),-0.0658755 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,16),-0.065986 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,17),-0.0379058 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,18),-0.0431158 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,19),-0.0658755 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,20),-0.065986 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,22),0.0906113 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,14),(14,15),(14,16),-0.0212638 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,17),-0.0542064 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,18),-0.0220037 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,19),-0.0345742 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,20),-0.0212638 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,22),-0.0523025 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,16),(14,17),-0.0545799 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,16),(14,18),-0.0221877 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,16),(14,19),-0.0318721 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,16),(14,20),-0.0185617 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,16),(14,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,16),(14,22),-0.0513085 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,17),(14,18),-0.0420001 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,17),(14,19),-0.0441655 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,17),(14,20),-0.0441657 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,17),(14,21),-0.044185 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,17),(14,22),-0.090056 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,18),(14,19),-0.0430686 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,18),(14,20),-0.0430686 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,18),(14,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,18),(14,22),-0.00791068 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,19),(14,20),-0.0212638 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,19),(14,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,19),(14,22),-0.0523025 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,20),(14,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,20),(14,22),-0.0513085 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,21),(14,22),-0.0449236 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,14),(14,13),0.139129 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,11),0.102619 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,-1),-0.257756 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,14),(14,13),(14,11),0.116966 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,13),(14,-1),-0.14755 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,11),(14,-1),-0.12088 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,21),(21,21),(21,22),-0.00516393 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,21),(21,21),(21,-1),-0.0509464 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,1),(1,1),(1,2),0.1498 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,1),(1,1),(1,3),0.118585 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,1),(1,1),(1,4),0.0621554 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,1),(1,1),(1,5),0.061565 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,1),(1,1),(1,6),0.105855 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,1),(1,1),(1,8),0.118585 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,1),(1,1),(1,9),0.0621554 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,1),(1,1),(1,10),0.105855 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,1),(1,1),(1,22),-0.0654909 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,1),(1,2),(1,3),0.119156 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,2),(1,4),0.141889 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,2),(1,5),0.141889 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,2),(1,6),0.119157 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,2),(1,8),0.119156 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,2),(1,9),0.141889 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,2),(1,10),0.119157 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,2),(1,22),-0.145018 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,1),(1,3),(1,4),0.119141 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,3),(1,5),0.119141 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,3),(1,6),0.11769 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,3),(1,8),0.119164 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,3),(1,9),0.119141 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,3),(1,10),0.11769 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,3),(1,22),-0.124007 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,1),(1,4),(1,5),0.118903 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,4),(1,6),0.116582 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,4),(1,8),0.119145 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,4),(1,9),0.118903 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,4),(1,10),0.116582 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,4),(1,22),-0.140757 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,1),(1,5),(1,6),0.116582 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,5),(1,8),0.119145 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,5),(1,9),0.118903 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,5),(1,10),0.116582 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,5),(1,22),-0.141332 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,1),(1,6),(1,8),0.119134 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,6),(1,9),0.116221 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,6),(1,10),0.119164 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,6),(1,22),-0.11174 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,1),(1,8),(1,9),0.119141 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,8),(1,10),0.11769 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,8),(1,22),-0.124007 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,1),(1,9),(1,10),0.116582 # DEPENDENCYPART_GRANDSIBL
(11,1),(1,9),(1,22),-0.140742 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,1),(1,10),(1,22),-0.11174 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,1),(1,1),(1,-1),-0.366876 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,2),(2,2),(2,3),0.130678 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,2),(2,5),0.115247 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,2),(2,6),0.119309 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,2),(2,22),0.140127 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,2),(2,3),(2,5),0.119164 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,3),(2,6),0.119159 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,3),(2,22),-0.116516 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,2),(2,5),(2,6),0.118865 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,5),(2,22),-0.131135 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,2),(2,6),(2,22),-0.129666 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,2),(2,2),(2,1),-0.0511016 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,2),(2,-1),0.204236 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,2),(2,1),(2,-1),-0.0588212 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,5),(5,6),0.165783 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,5),(5,8),0.125486 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,5),(5,9),0.154657 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,5),(5,10),0.165783 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,5),(5,11),-0.141583 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,5),(5,5),(5,12),-0.15429 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,5),(5,13),-0.124912 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,5),(5,15),-0.125914 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,5),(5,16),-0.125917 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,5),(5,17),-0.143858 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,5),(5,21),-0.125132 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,5),(5,22),0.0315613 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,5),(5,6),(5,8),0.119868 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,6),(5,9),0.112775 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,6),(5,10),0.115514 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,6),(5,11),-0.129532 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,6),(5,12),-0.127045 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,6),(5,13),-0.12491 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,6),(5,15),-0.124905 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,6),(5,16),-0.124905 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,6),(5,17),-0.125395 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,6),(5,21),-0.124886 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,6),(5,22),-0.00338759 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,8),(5,9),0.129526 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,8),(5,10),0.12322 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,8),(5,11),-0.124957 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,8),(5,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,8),(5,13),-0.124906 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,8),(5,15),-0.124887 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,8),(5,16),-0.124887 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,8),(5,17),-0.124893 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,8),(5,21),-0.124886 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,8),(5,22),-0.174674 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,9),(5,10),0.122624 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,9),(5,11),-0.125452 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,9),(5,12),-0.125545 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,9),(5,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,9),(5,15),-0.125238 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,9),(5,16),-0.125238 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,9),(5,17),-0.125035 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,9),(5,21),-0.125194 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,9),(5,22),-0.143513 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,10),(5,11),-0.129532 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,10),(5,12),-0.127045 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,10),(5,13),-0.12491 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,10),(5,15),-0.124905 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,10),(5,16),-0.124905 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,10),(5,17),-0.125395 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,10),(5,21),-0.124886 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,10),(5,22),-0.00338759 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,11),(5,12),-0.125545 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,11),(5,13),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,11),(5,15),-0.125238 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,11),(5,16),-0.125238 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,11),(5,17),-0.125035 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,11),(5,21),-0.125194 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,11),(5,22),-0.144637 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,5),(5,12),(5,13),-0.124906 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,12),(5,15),-0.124887 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,12),(5,16),-0.124887 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,12),(5,17),-0.124893 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,12),(5,21),-0.124886 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,12),(5,22),-0.174046 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,13),(5,15),-0.124896 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,13),(5,16),-0.124896 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,13),(5,17),-0.126059 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,13),(5,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,13),(5,22),-0.0910425 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,15),(5,16),-0.125415 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,15),(5,17),-0.12519 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,15),(5,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,15),(5,22),-0.124144 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,16),(5,17),-0.12519 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,16),(5,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,16),(5,22),-0.11544 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,17),(5,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,17),(5,22),-0.105054 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,21),(5,22),-0.144995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,5),(5,4),-0.181014 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,5),(5,3),0.0468384 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,5),(5,2),-0.0382806 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,5),(5,1),-0.0414936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,5),(5,-1),0.0970689 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,5),(5,4),(5,3),-0.0429856 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,4),(5,2),-0.01466 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,4),(5,1),-0.0314911 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,4),(5,-1),0.00510383 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,3),(5,2),-0.0319263 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,3),(5,1),-0.0531006 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,3),(5,-1),-0.0126696 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,2),(5,1),-0.0444761 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,2),(5,-1),-0.00664185 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,1),(5,-1),-0.127598 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,6),(6,6),(6,22),-0.097044 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,6),(6,6),(6,1),-0.0588733 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,-1),-0.0121811 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,6),(6,1),(6,-1),-0.0625933 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,7),(7,22),-0.229532 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,7),(7,7),(7,-1),-0.160406 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,8),(8,8),(8,9),0.163202 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,10),0.139982 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,11),-0.175298 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,8),(8,8),(8,12),-0.169974 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,13),-0.150708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,14),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,17),-0.156528 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,22),0.0424988 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,8),(8,9),(8,10),0.0566773 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,9),(8,11),-0.124895 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,9),(8,12),-0.125221 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,9),(8,13),-0.126828 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,9),(8,14),-0.125468 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,9),(8,17),-0.126312 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,9),(8,21),-0.124886 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,9),(8,22),-0.0313977 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,10),(8,11),-0.125259 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,10),(8,12),-0.127089 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,10),(8,13),-0.125205 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,10),(8,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,10),(8,17),-0.125601 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,10),(8,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,10),(8,22),-0.188141 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,11),(8,12),-0.125221 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,11),(8,13),-0.126828 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,11),(8,14),-0.125468 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,11),(8,17),-0.126312 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,11),(8,21),-0.124886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,11),(8,22),-0.0344785 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,8),(8,12),(8,13),-0.124888 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,12),(8,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,12),(8,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,12),(8,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,12),(8,22),-0.146232 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,13),(8,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,13),(8,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,13),(8,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,13),(8,22),-0.0819124 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,14),(8,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,14),(8,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,14),(8,22),-0.131572 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,17),(8,21),-0.124968 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,17),(8,22),-0.187625 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,21),(8,22),-0.127823 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,8),(8,7),-0.0681639 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,6),-0.0754946 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,5),-0.0306288 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,3),-0.0412932 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,2),-0.0388569 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,1),0.00254525 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
