# _root_ Abby Joseph Cohen , a market strategist at Drexel Burnham Lambert , is n't nearly so sanguine about the market 's chances of surging to new highs anytime soon .
#goldHeads=3,3,13,3,7,7,3,7,11,11,8,3,0,13,17,17,13,17,20,22,20,18,22,23,24,27,25,24,28,13,
#predictedHeads=3,3,13,3,7,7,3,7,11,11,8,3,0,13,17,17,13,17,20,22,20,18,22,23,24,27,25,24,28,13,
(13,1),(1,8),(1,12),0.0789355 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,8),(1,13),-0.141587 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,8),(1,31),-0.0342648 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,11),(1,12),0.157447 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,11),(1,13),-0.145111 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,11),(1,31),-0.109486 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,12),(1,13),-0.159745 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,12),(1,31),-0.140339 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,13),(1,31),-0.138513 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,1),(1,1),(1,-1),0.00201601 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,2),(2,2),(2,3),0.00832498 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,4),0.046058 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,6),-0.00725035 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,7),0.00832498 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,8),0.159781 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,11),0.00820315 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,12),0.046058 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,13),-0.135922 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,31),-0.182428 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,2),(2,3),(2,4),0.15743 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,3),(2,6),0.0964586 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,3),(2,7),0.0964118 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,3),(2,8),0.0915981 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,3),(2,11),0.0964118 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,3),(2,12),0.15743 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,3),(2,13),-0.145111 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,3),(2,31),-0.109497 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,4),(2,6),0.207628 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,4),(2,7),0.207644 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,4),(2,8),0.0732531 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,4),(2,11),0.207644 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,4),(2,12),0.0794293 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,4),(2,13),-0.159745 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,4),(2,31),-0.140347 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,6),(2,7),0.0967958 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,6),(2,8),0.0900627 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,6),(2,11),0.0967957 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,6),(2,12),0.157423 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,6),(2,13),-0.145111 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,6),(2,31),-0.121934 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,7),(2,8),0.0915981 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,7),(2,11),0.0964118 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,7),(2,12),0.15743 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,7),(2,13),-0.145111 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,7),(2,31),-0.109497 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,8),(2,11),0.120827 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,8),(2,12),0.0789355 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,8),(2,13),-0.141587 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,8),(2,31),-0.0342648 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,11),(2,12),0.15743 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,11),(2,13),-0.145111 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,11),(2,31),-0.109497 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,12),(2,13),-0.159745 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,12),(2,31),-0.140347 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,13),(2,31),-0.138515 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,2),(2,2),(2,1),0.021517 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,-1),0.00329685 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,2),(2,1),(2,-1),-0.0161495 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,3),(3,4),0.0463514 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,6),-0.00788699 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,7),0.00768834 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,8),0.159781 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,9),0.0070806 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,10),0.00768527 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,11),0.00756651 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,12),0.0463514 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,13),-0.135922 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,18),-0.0529117 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,30),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,31),-0.183395 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,3),(3,4),(3,6),0.207928 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,7),0.207944 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,8),0.0732531 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,9),0.207944 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,10),0.207944 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,11),0.207944 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,12),0.0794293 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,13),-0.159745 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,18),-0.150374 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,30),-0.144938 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,31),-0.139756 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,6),(3,7),0.0967958 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,6),(3,8),0.0900627 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,6),(3,9),0.0967957 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,6),(3,10),0.0966739 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,6),(3,11),0.0967957 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,6),(3,12),0.158023 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,6),(3,13),-0.145111 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,6),(3,18),-0.142519 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,6),(3,30),-0.144958 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,6),(3,31),-0.122215 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,7),(3,8),0.0915981 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,7),(3,9),0.0964118 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,7),(3,10),0.09629 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,7),(3,11),0.0964118 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,7),(3,12),0.15803 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,7),(3,13),-0.145111 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,7),(3,18),-0.142497 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,7),(3,30),-0.144958 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,7),(3,31),-0.109778 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,8),(3,9),0.120827 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,8),(3,10),0.120827 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,8),(3,11),0.120827 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,8),(3,12),0.0789352 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,8),(3,13),-0.141587 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,8),(3,18),-0.144404 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,8),(3,30),-0.144742 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,8),(3,31),-0.0342648 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,9),(3,10),0.0962899 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,9),(3,11),0.0964118 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,9),(3,12),0.15803 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,9),(3,13),-0.145111 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,9),(3,18),-0.142497 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,9),(3,30),-0.144958 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,9),(3,31),-0.109819 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,10),(3,11),0.0964106 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,10),(3,12),0.15803 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,10),(3,13),-0.145111 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,10),(3,18),-0.142497 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,10),(3,30),-0.144958 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,10),(3,31),-0.109778 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,11),(3,12),0.15803 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,11),(3,13),-0.145111 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,11),(3,18),-0.142497 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,11),(3,30),-0.144958 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,11),(3,31),-0.109778 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,12),(3,13),-0.159745 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,12),(3,18),-0.150374 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,12),(3,30),-0.144938 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,12),(3,31),-0.139756 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,13),(3,18),-0.147318 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,13),(3,30),-0.14471 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,13),(3,31),-0.138513 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,3),(3,18),(3,30),-0.144742 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,18),(3,31),0.0027808 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,30),(3,31),-0.14799 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,3),(3,2),0.0205545 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,1),0.0207814 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,-1),0.0019205 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,3),(3,2),(3,1),-0.016819 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,2),(3,-1),-0.0161036 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,1),(3,-1),-0.0168831 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,4),(4,31),-0.0983405 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,4),(4,4),(4,-1),0.0438915 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,5),(5,5),(5,6),0.107176 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,8),0.138232 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,31),-0.348842 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,5),(5,6),(5,8),0.109451 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,6),(5,31),-0.147311 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,8),(5,31),-0.104771 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,5),(5,4),-0.0247871 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,-1),-0.0645788 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,5),(5,4),(5,-1),-0.0278621 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,6),(6,6),(6,8),0.160995 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,6),(6,6),(6,11),0.0123854 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,6),(6,6),(6,12),0.0454077 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,6),(6,6),(6,17),-0.156363 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,6),(6,6),(6,31),-0.185077 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,6),(6,8),(6,11),0.120827 # DEPENDENCYPART_GRANDSIBL
(13,6),(6,8),(6,12),0.0789328 # DEPENDENCYPART_GRANDSIBL
(13,6),(6,8),(6,17),-0.146364 # DEPENDENCYPART_GRANDSIBL
(13,6),(6,8),(6,31),-0.0275875 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,6),(6,11),(6,12),0.157408 # DEPENDENCYPART_GRANDSIBL
(13,6),(6,11),(6,17),-0.145686 # DEPENDENCYPART_GRANDSIBL
(13,6),(6,11),(6,31),-0.111272 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,6),(6,12),(6,17),-0.147018 # DEPENDENCYPART_GRANDSIBL
(13,6),(6,12),(6,31),-0.140499 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,6),(6,17),(6,31),-0.100319 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,6),(6,6),(6,5),-0.138529 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,6),(6,6),(6,4),0.0636318 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,6),(6,6),(6,-1),-0.00286275 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,6),(6,5),(6,4),-0.0178362 # DEPENDENCYPART_GRANDSIBL
(13,6),(6,5),(6,-1),0.0447283 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,6),(6,4),(6,-1),-0.0678186 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,7),(7,7),(7,8),0.159781 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,7),(7,7),(7,9),0.00707924 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,7),(7,7),(7,10),0.00768391 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,7),(7,7),(7,11),0.00756516 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,7),(7,7),(7,12),0.0460601 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,7),(7,7),(7,13),-0.135922 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,7),(7,7),(7,15),-0.145959 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,7),(7,7),(7,16),-0.14596 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,7),(7,7),(7,17),-0.156363 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,7),(7,7),(7,31),-0.182267 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,7),(7,8),(7,9),0.120827 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,8),(7,10),0.120827 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,8),(7,11),0.120827 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,8),(7,12),0.0789355 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,8),(7,13),-0.141587 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,8),(7,15),-0.144771 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,8),(7,16),-0.144771 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,8),(7,17),-0.146356 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,8),(7,31),-0.0342648 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,7),(7,9),(7,10),0.0962886 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,9),(7,11),0.0964104 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,9),(7,12),0.157446 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,9),(7,13),-0.145111 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,9),(7,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,9),(7,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,9),(7,17),-0.145686 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,9),(7,31),-0.109528 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,7),(7,10),(7,11),0.0964092 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,10),(7,12),0.157446 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,10),(7,13),-0.145111 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,10),(7,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,10),(7,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,10),(7,17),-0.145686 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,10),(7,31),-0.109487 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,7),(7,11),(7,12),0.157446 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,11),(7,13),-0.145111 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,11),(7,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,11),(7,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,11),(7,17),-0.145686 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,11),(7,31),-0.109487 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,7),(7,12),(7,13),-0.159745 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,12),(7,15),-0.144982 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,12),(7,16),-0.144981 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,12),(7,17),-0.14701 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,12),(7,31),-0.140339 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,7),(7,13),(7,15),-0.144713 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,7),(7,13),(7,16),-0.144713 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,7),(7,13),(7,17),-0.144991 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,7),(7,13),(7,31),-0.138513 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,7),(7,15),(7,16),-0.144703 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,15),(7,17),-0.144768 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,15),(7,31),-0.116859 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,7),(7,16),(7,17),-0.144768 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,16),(7,31),-0.126831 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,7),(7,17),(7,31),-0.094986 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,7),(7,7),(7,6),0.0286443 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,7),(7,7),(7,5),-0.144218 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,7),(7,7),(7,4),0.0651471 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,7),(7,7),(7,3),0.021517 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,7),(7,7),(7,2),0.0212902 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,7),(7,7),(7,1),0.021517 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,7),(7,7),(7,-1),0.00201601 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,7),(7,6),(7,5),-0.0216146 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,6),(7,4),-0.0566396 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,6),(7,3),-0.0148998 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,6),(7,2),-0.0139079 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,6),(7,1),-0.0148998 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,6),(7,-1),-0.0146197 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,7),(7,5),(7,4),-0.0178071 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,5),(7,3),-0.040643 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,5),(7,2),-0.040643 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,5),(7,1),-0.040643 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,5),(7,-1),0.0359122 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,7),(7,4),(7,3),-0.0485492 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,4),(7,2),-0.0485492 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,4),(7,1),-0.0485492 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,4),(7,-1),-0.0678142 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,7),(7,3),(7,2),-0.0158271 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,3),(7,1),-0.016819 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,3),(7,-1),-0.0161475 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,7),(7,2),(7,1),-0.016819 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,2),(7,-1),-0.015368 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,7),(7,1),(7,-1),-0.0161475 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,8),(8,9),0.139353 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,10),0.13934 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,11),0.138855 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,12),0.0995126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,14),-0.146686 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,15),-0.146686 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,16),-0.146686 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,31),0.00702912 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,8),(8,9),(8,10),0.103768 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,9),(8,11),0.103768 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,9),(8,12),0.115008 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,9),(8,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,9),(8,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,9),(8,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,9),(8,31),-0.134095 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,10),(8,11),0.103768 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,10),(8,12),0.115008 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,10),(8,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,10),(8,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,10),(8,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,10),(8,31),-0.134108 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,11),(8,12),0.115008 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,11),(8,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,11),(8,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,11),(8,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,11),(8,31),-0.134593 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,12),(8,14),-0.144712 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,12),(8,15),-0.144712 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,12),(8,16),-0.144712 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,12),(8,31),-0.159782 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,14),(8,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,14),(8,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,14),(8,31),-0.108256 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,15),(8,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,15),(8,31),-0.105116 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,16),(8,31),-0.110978 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,8),(8,7),0.0469032 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,-1),-0.0608171 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,8),(8,7),(8,-1),0.115598 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,9),(9,9),(9,10),0.00768527 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,9),(9,9),(9,31),-0.177767 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,9),(9,10),(9,31),-0.109486 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,9),(9,9),(9,-1),0.00944903 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
