# _root_ Like others , Mr. Gabelli says that if futures cause investors to lose confidence in stocks , they will move away from stocks -- as many have already done .
#goldHeads=6,1,6,5,6,0,19,10,10,19,13,13,10,13,14,15,19,19,6,19,20,21,22,20,27,27,20,27,27,6,
#predictedHeads=6,1,6,5,6,0,19,10,10,19,13,13,10,13,14,15,19,19,6,19,20,21,22,20,27,27,20,27,27,6,
(21,27),(27,2),(27,-1),-0.164767 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,27),(27,1),(27,-1),-0.0500269 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,28),(28,28),(28,29),-0.0321229 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,28),(28,28),(28,31),0.0495834 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,28),(28,29),(28,31),-0.0265928 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,28),(28,28),(28,26),0.10698 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,28),(28,28),(28,25),0.0898762 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,28),(28,28),(28,23),0.0987195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,28),(28,28),(28,-1),-0.105102 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,28),(28,26),(28,25),0.10949 # DEPENDENCYPART_GRANDSIBL
(21,28),(28,26),(28,23),0.10954 # DEPENDENCYPART_GRANDSIBL
(21,28),(28,26),(28,-1),-0.147458 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,28),(28,25),(28,23),0.10954 # DEPENDENCYPART_GRANDSIBL
(21,28),(28,25),(28,-1),-0.165555 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,28),(28,23),(28,-1),-0.156948 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,21),(21,21),(21,22),-0.144724 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,21),(21,23),-0.15232 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,21),(21,24),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,21),(21,25),-0.144724 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,21),(21,26),-0.145309 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,21),(21,27),-0.14689 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,21),(21,28),-0.145923 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,21),(21,31),-0.209786 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,21),(21,22),(21,23),-0.144705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,22),(21,24),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,22),(21,25),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,22),(21,26),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,22),(21,27),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,22),(21,28),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,22),(21,31),-0.157253 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,21),(21,23),(21,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,23),(21,25),-0.144722 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,23),(21,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,23),(21,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,23),(21,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,23),(21,31),-0.0547112 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,21),(21,24),(21,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,24),(21,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,24),(21,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,24),(21,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,24),(21,31),-0.149198 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,21),(21,25),(21,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,25),(21,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,25),(21,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,25),(21,31),-0.157833 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,21),(21,26),(21,27),-0.144926 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,26),(21,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,26),(21,31),-0.16695 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,21),(21,27),(21,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,27),(21,31),-0.148735 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,21),(21,28),(21,31),-0.133183 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,21),(21,21),(21,20),-0.0515043 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,21),(21,16),-0.0237649 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,21),(21,14),-0.0237649 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,21),(21,12),-0.0239432 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,21),(21,-1),0.00439477 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,21),(21,20),(21,16),-0.0195812 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,20),(21,14),-0.0195812 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,20),(21,12),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,20),(21,-1),-0.0178365 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,21),(21,16),(21,14),-0.0195969 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,16),(21,12),-0.019441 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,16),(21,-1),0.0263088 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,21),(21,14),(21,12),-0.019441 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,14),(21,-1),0.0263088 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,21),(21,12),(21,-1),-0.0260893 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,23),(23,23),(23,24),-0.00312565 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,23),(23,25),-0.0864697 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,23),(23,26),-0.0091817 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,23),(23,27),-0.00529626 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,23),(23,28),0.0500445 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,23),(23,29),-0.00965426 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,23),(23,30),-0.0435225 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,23),(23,31),0.214488 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,23),(23,24),(23,25),-0.0157018 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,24),(23,26),-0.0200882 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,24),(23,27),-0.0350555 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,24),(23,28),-0.0232201 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,24),(23,29),-0.0350535 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,24),(23,30),-0.0197742 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,24),(23,31),-0.0584024 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,23),(23,25),(23,26),-0.0189999 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,25),(23,27),-0.00875986 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,25),(23,28),-0.0235929 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,25),(23,29),-0.00749866 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,25),(23,30),-0.022805 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,25),(23,31),-0.0459359 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,23),(23,26),(23,27),-0.02026 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,26),(23,28),-0.0195414 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,26),(23,29),-0.0199564 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,26),(23,30),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,26),(23,31),-0.0198416 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,23),(23,27),(23,28),-0.014678 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,27),(23,29),-0.0195964 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,27),(23,30),-0.0203658 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,27),(23,31),-0.0193006 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,23),(23,28),(23,29),-0.0211111 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,28),(23,30),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,28),(23,31),0.0725645 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,23),(23,29),(23,30),-0.0203658 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,29),(23,31),-0.0222129 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,23),(23,30),(23,31),-0.0422145 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,23),(23,23),(23,22),0.136471 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,23),(23,21),-0.144738 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,23),(23,-1),-0.181765 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,23),(23,22),(23,21),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,22),(23,-1),-0.141533 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,23),(23,21),(23,-1),-0.167891 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,24),(24,24),(24,31),-0.0027791 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,24),(24,24),(24,22),0.108609 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,24),(24,24),(24,5),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,24),(24,24),(24,-1),-0.133526 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,24),(24,22),(24,5),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,24),(24,22),(24,-1),-0.145673 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,24),(24,5),(24,-1),-0.145823 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,25),(25,25),(25,26),-0.000762848 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,25),(25,25),(25,27),-0.0356754 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,25),(25,25),(25,28),-0.0113832 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,25),(25,25),(25,31),0.0248306 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,25),(25,26),(25,27),-0.0194617 # DEPENDENCYPART_GRANDSIBL
(22,25),(25,26),(25,28),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(22,25),(25,26),(25,31),-0.00947323 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,25),(25,27),(25,28),-0.019443 # DEPENDENCYPART_GRANDSIBL
(22,25),(25,27),(25,31),-0.0338922 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,25),(25,28),(25,31),-0.0235508 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,25),(25,25),(25,24),0.120662 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,25),(25,25),(25,23),0.126812 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,25),(25,25),(25,22),0.105848 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,25),(25,25),(25,-1),-0.0484583 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,25),(25,24),(25,23),0.115368 # DEPENDENCYPART_GRANDSIBL
(22,25),(25,24),(25,22),0.10954 # DEPENDENCYPART_GRANDSIBL
(22,25),(25,24),(25,-1),-0.145242 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,25),(25,23),(25,22),0.107879 # DEPENDENCYPART_GRANDSIBL
(22,25),(25,23),(25,-1),-0.134069 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,25),(25,22),(25,-1),-0.152691 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,26),(26,26),(26,27),-0.015566 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,28),-0.0372245 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,29),-0.015248 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,31),0.018984 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,26),(26,27),(26,28),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,27),(26,29),-0.019445 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,27),(26,31),-0.0172083 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,28),(26,29),-0.0213421 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,28),(26,31),-0.0274003 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,29),(26,31),-0.0166162 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,26),(26,25),0.110736 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,23),0.0961733 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,22),0.106536 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,21),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,-1),-0.167889 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,26),(26,25),(26,23),0.109497 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,25),(26,22),0.109164 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,25),(26,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,25),(26,-1),-0.150841 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,23),(26,22),0.108513 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,23),(26,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,23),(26,-1),-0.158989 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,22),(26,21),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,22),(26,-1),-0.154509 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,26),(26,21),(26,-1),-0.173591 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,27),(27,27),(27,28),-0.0558095 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,27),(27,27),(27,29),-0.0423402 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,27),(27,27),(27,30),-0.0227869 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,27),(27,27),(27,31),-0.0100062 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,27),(27,28),(27,29),-0.0356087 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,28),(27,30),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,28),(27,31),-0.00905465 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,27),(27,29),(27,30),-0.0197473 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,29),(27,31),-0.0602186 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,27),(27,30),(27,31),-0.0264462 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,27),(27,27),(27,26),0.0964172 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,27),(27,27),(27,25),0.122861 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,27),(27,27),(27,24),0.109371 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,27),(27,27),(27,23),0.107569 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,27),(27,27),(27,22),0.120776 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,27),(27,27),(27,21),-0.144764 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,27),(27,27),(27,20),-0.124644 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,27),(27,27),(27,19),-0.144741 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,27),(27,27),(27,17),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,27),(27,27),(27,16),-0.153688 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,27),(27,27),(27,15),-0.145942 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,27),(27,27),(27,14),-0.153688 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,27),(27,27),(27,13),-0.124644 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,27),(27,27),(27,11),-0.153688 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,27),(27,27),(27,10),-0.124644 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,27),(27,27),(27,9),-0.153688 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,27),(27,27),(27,8),-0.145696 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,27),(27,27),(27,7),-0.145696 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,27),(27,27),(27,6),-0.124644 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,27),(27,27),(27,3),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,27),(27,27),(27,2),-0.153688 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,27),(27,27),(27,1),-0.145696 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,27),(27,27),(27,-1),-0.173336 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,27),(27,26),(27,25),0.109043 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,26),(27,24),0.10954 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,26),(27,23),0.109495 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,26),(27,22),0.109043 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,26),(27,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,26),(27,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,26),(27,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,26),(27,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,26),(27,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,26),(27,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,26),(27,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,26),(27,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,26),(27,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,26),(27,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,26),(27,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,26),(27,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,26),(27,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,26),(27,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,26),(27,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,26),(27,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,26),(27,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,26),(27,-1),-0.162959 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,27),(27,25),(27,24),0.109539 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,25),(27,23),0.110588 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,25),(27,22),0.108685 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,25),(27,21),-0.144906 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,25),(27,20),-0.144729 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,25),(27,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,25),(27,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,25),(27,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,25),(27,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,25),(27,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,25),(27,13),-0.144729 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,25),(27,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,25),(27,10),-0.144729 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,25),(27,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,25),(27,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,25),(27,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,25),(27,6),-0.144729 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,25),(27,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,25),(27,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,25),(27,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,25),(27,-1),-0.163457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,27),(27,24),(27,23),0.10952 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,24),(27,22),0.10954 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,24),(27,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,24),(27,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,24),(27,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,24),(27,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,24),(27,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,24),(27,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,24),(27,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,24),(27,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,24),(27,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,24),(27,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,24),(27,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,24),(27,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,24),(27,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,24),(27,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,24),(27,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,24),(27,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,24),(27,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,24),(27,-1),-0.144891 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,27),(27,23),(27,22),0.104009 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,23),(27,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,23),(27,20),-0.144722 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,23),(27,19),-0.144709 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,23),(27,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,23),(27,16),-0.144732 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,23),(27,15),-0.147589 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,23),(27,14),-0.144732 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,23),(27,13),-0.144722 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,23),(27,11),-0.144732 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,23),(27,10),-0.144722 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,23),(27,9),-0.144732 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,23),(27,8),-0.147408 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,23),(27,7),-0.148954 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,23),(27,6),-0.144722 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,23),(27,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,23),(27,2),-0.144732 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,23),(27,1),-0.147408 # DEPENDENCYPART_GRANDSIBL
(22,27),(27,23),(27,-1),-0.131652 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,27),(27,22),(27,21),-0.144906 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,27),(27,22),(27,20),-0.144729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,27),(27,22),(27,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,27),(27,22),(27,17),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,27),(27,22),(27,16),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,27),(27,22),(27,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,27),(27,22),(27,14),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,27),(27,22),(27,13),-0.144729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,27),(27,22),(27,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,27),(27,22),(27,10),-0.144729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,27),(27,22),(27,9),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,27),(27,22),(27,8),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,27),(27,22),(27,7),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,27),(27,22),(27,6),-0.144729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,27),(27,22),(27,3),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,27),(27,22),(27,2),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,27),(27,22),(27,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,27),(27,22),(27,-1),-0.160861 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,27),(27,21),(27,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
