# _root_ This program , combined with cash grants to needy students , would reduce program costs and much more effectively target the intended beneficiaries .
#goldHeads=2,12,2,2,4,7,5,7,10,8,2,0,16,15,13,12,20,17,17,16,23,23,20,12,
#predictedHeads=2,12,2,2,4,7,5,7,10,8,2,0,12,15,16,13,16,17,20,16,23,23,20,12,
(14,23),(23,19),(23,18),0.123165 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,19),(23,17),0.123109 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,19),(23,-1),-0.119379 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,23),(23,18),(23,17),0.123095 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,18),(23,-1),-0.096639 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,23),(23,17),(23,-1),-0.119429 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,4),(4,4),(4,5),0.207963 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,4),(4,4),(4,6),0.169316 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,4),(4,4),(4,7),0.16999 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,4),(4,4),(4,8),0.150389 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,4),(4,4),(4,9),0.0475249 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,4),(4,4),(4,10),0.169988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,4),(4,4),(4,11),0.139982 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,4),(4,4),(4,12),0.108137 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,4),(4,4),(4,13),0.16686 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,4),(4,4),(4,16),-0.162738 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,4),(4,4),(4,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,4),(4,4),(4,25),0.0597126 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,4),(4,5),(4,6),0.109511 # DEPENDENCYPART_GRANDSIBL
(15,4),(4,5),(4,7),0.109511 # DEPENDENCYPART_GRANDSIBL
(15,4),(4,5),(4,8),0.118912 # DEPENDENCYPART_GRANDSIBL
(15,4),(4,5),(4,9),0.118134 # DEPENDENCYPART_GRANDSIBL
(15,4),(4,5),(4,10),0.109511 # DEPENDENCYPART_GRANDSIBL
(15,4),(4,5),(4,11),0.167209 # DEPENDENCYPART_GRANDSIBL
(15,4),(4,5),(4,12),0.118842 # DEPENDENCYPART_GRANDSIBL
(15,4),(4,5),(4,13),0.118276 # DEPENDENCYPART_GRANDSIBL
(15,4),(4,5),(4,16),-0.124896 # DEPENDENCYPART_GRANDSIBL
(15,4),(4,5),(4,24),-0.124968 # DEPENDENCYPART_GRANDSIBL
(15,4),(4,5),(4,25),-0.168973 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,4),(4,6),(4,7),0.0946112 # DEPENDENCYPART_GRANDSIBL
(15,4),(4,6),(4,8),0.0990938 # DEPENDENCYPART_GRANDSIBL
(15,4),(4,6),(4,9),0.116178 # DEPENDENCYPART_GRANDSIBL
(15,4),(4,6),(4,10),0.0946101 # DEPENDENCYPART_GRANDSIBL
(15,4),(4,6),(4,11),0.0567249 # DEPENDENCYPART_GRANDSIBL
(15,4),(4,6),(4,12),0.120294 # DEPENDENCYPART_GRANDSIBL
(15,4),(4,6),(4,13),0.110875 # DEPENDENCYPART_GRANDSIBL
(15,4),(4,6),(4,16),-0.125032 # DEPENDENCYPART_GRANDSIBL
(15,4),(4,6),(4,24),-0.124886 # DEPENDENCYPART_GRANDSIBL
(15,4),(4,6),(4,25),-0.0301652 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,4),(4,7),(4,8),0.0990938 # DEPENDENCYPART_GRANDSIBL
(15,4),(4,7),(4,9),0.116178 # DEPENDENCYPART_GRANDSIBL
(15,4),(4,7),(4,10),0.0946101 # DEPENDENCYPART_GRANDSIBL
(15,4),(4,7),(4,11),0.0567249 # DEPENDENCYPART_GRANDSIBL
(15,4),(4,7),(4,12),0.120294 # DEPENDENCYPART_GRANDSIBL
(15,4),(4,7),(4,13),0.110875 # DEPENDENCYPART_GRANDSIBL
(15,4),(4,7),(4,16),-0.125032 # DEPENDENCYPART_GRANDSIBL
(15,4),(4,7),(4,24),-0.124886 # DEPENDENCYPART_GRANDSIBL
(15,4),(4,7),(4,25),-0.0297534 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,4),(4,8),(4,9),0.115841 # DEPENDENCYPART_GRANDSIBL
(15,4),(4,8),(4,10),0.133335 # DEPENDENCYPART_GRANDSIBL
(15,4),(4,8),(4,11),0.114206 # DEPENDENCYPART_GRANDSIBL
(15,4),(4,8),(4,12),0.119114 # DEPENDENCYPART_GRANDSIBL
(15,4),(4,8),(4,13),0.11753 # DEPENDENCYPART_GRANDSIBL
(15,4),(4,8),(4,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,4),(4,8),(4,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,4),(4,8),(4,25),-0.080515 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,4),(4,9),(4,10),0.118059 # DEPENDENCYPART_GRANDSIBL
(15,4),(4,9),(4,11),0.120713 # DEPENDENCYPART_GRANDSIBL
(15,4),(4,9),(4,12),0.119164 # DEPENDENCYPART_GRANDSIBL
(15,4),(4,9),(4,13),0.118029 # DEPENDENCYPART_GRANDSIBL
(15,4),(4,9),(4,16),-0.124908 # DEPENDENCYPART_GRANDSIBL
(15,4),(4,9),(4,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,4),(4,9),(4,25),-0.20362 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,4),(4,10),(4,11),0.0567249 # DEPENDENCYPART_GRANDSIBL
(15,4),(4,10),(4,12),0.120294 # DEPENDENCYPART_GRANDSIBL
(15,4),(4,10),(4,13),0.110875 # DEPENDENCYPART_GRANDSIBL
(15,4),(4,10),(4,16),-0.125032 # DEPENDENCYPART_GRANDSIBL
(15,4),(4,10),(4,24),-0.124886 # DEPENDENCYPART_GRANDSIBL
(15,4),(4,10),(4,25),-0.0297595 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,4),(4,11),(4,12),0.121079 # DEPENDENCYPART_GRANDSIBL
(15,4),(4,11),(4,13),0.127791 # DEPENDENCYPART_GRANDSIBL
(15,4),(4,11),(4,16),-0.124954 # DEPENDENCYPART_GRANDSIBL
(15,4),(4,11),(4,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,4),(4,11),(4,25),-0.188082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,4),(4,12),(4,13),0.119144 # DEPENDENCYPART_GRANDSIBL
(15,4),(4,12),(4,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,4),(4,12),(4,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,4),(4,12),(4,25),-0.142942 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,4),(4,13),(4,16),-0.124982 # DEPENDENCYPART_GRANDSIBL
(15,4),(4,13),(4,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,4),(4,13),(4,25),-0.146347 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,4),(4,16),(4,24),0.157932 # DEPENDENCYPART_GRANDSIBL
(15,4),(4,16),(4,25),-0.12992 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,4),(4,24),(4,25),-0.127823 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,4),(4,4),(4,3),-0.0734363 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,4),(4,4),(4,2),-0.0420903 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,4),(4,4),(4,1),-0.0326291 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,4),(4,4),(4,-1),0.0838306 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,4),(4,3),(4,2),-0.0356703 # DEPENDENCYPART_GRANDSIBL
(15,4),(4,3),(4,1),-0.0437436 # DEPENDENCYPART_GRANDSIBL
(15,4),(4,3),(4,-1),-0.0933136 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,4),(4,2),(4,1),-0.0429121 # DEPENDENCYPART_GRANDSIBL
(15,4),(4,2),(4,-1),-0.067639 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,4),(4,1),(4,-1),-0.025509 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,6),(6,6),(6,7),0.152143 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,6),(6,8),0.166253 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,6),(6,9),0.091129 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,6),(6,10),0.15214 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,6),(6,25),0.0478757 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,6),(6,7),(6,8),0.117362 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,7),(6,9),0.150819 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,7),(6,10),0.111193 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,7),(6,25),-0.143148 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,6),(6,8),(6,9),0.118795 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,8),(6,10),0.121164 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,8),(6,25),-0.0918858 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,6),(6,9),(6,10),0.135373 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,9),(6,25),-0.157728 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,6),(6,10),(6,25),-0.143163 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,6),(6,6),(6,4),0.0490961 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,6),(6,-1),0.124486 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,6),(6,4),(6,-1),-0.012654 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,9),(9,9),(9,12),0.115406 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,9),(9,9),(9,25),0.0219609 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,9),(9,12),(9,25),-0.134139 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,9),(9,9),(9,8),0.0040679 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,9),(9,9),(9,7),-0.043398 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,9),(9,9),(9,6),-0.043398 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,9),(9,9),(9,5),0.0592872 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,9),(9,9),(9,2),-0.0435308 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,9),(9,9),(9,-1),0.0443536 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,9),(9,8),(9,7),-0.0424166 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,8),(9,6),-0.0424166 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,8),(9,5),-0.05317 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,8),(9,2),-0.0424166 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,8),(9,-1),0.0204537 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,9),(9,7),(9,6),-0.0178255 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,7),(9,5),-0.0492026 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,7),(9,2),-0.0178255 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,7),(9,-1),0.00335245 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,9),(9,6),(9,5),-0.0492026 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,6),(9,2),-0.0178255 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,6),(9,-1),0.00335245 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,9),(9,5),(9,2),-0.0442755 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,5),(9,-1),0.0488609 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,9),(9,2),(9,-1),0.00321705 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,10),(10,11),0.165133 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,12),0.117755 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,13),0.126926 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,15),-0.141313 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,10),(10,10),(10,16),-0.139422 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,19),-0.124906 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,23),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,25),0.0429518 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,10),(10,11),(10,12),0.119148 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,11),(10,13),0.119864 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,11),(10,15),-0.129532 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,11),(10,16),-0.131545 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,11),(10,19),-0.126135 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,11),(10,23),-0.129532 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,11),(10,25),-0.00403098 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,12),(10,13),0.119164 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,12),(10,15),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,12),(10,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,12),(10,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,12),(10,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,12),(10,25),-0.137746 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,13),(10,15),-0.124957 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,13),(10,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,13),(10,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,13),(10,23),-0.124957 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,13),(10,25),-0.17273 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,15),(10,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,15),(10,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,15),(10,23),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,15),(10,25),-0.143559 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,10),(10,16),(10,19),0.150128 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,16),(10,23),0.0438589 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,16),(10,25),-0.217982 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,19),(10,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,19),(10,25),-0.122134 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,23),(10,25),-0.143558 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,10),(10,9),-0.0685303 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,8),-0.0896731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,7),-0.181316 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,6),-0.181475 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,5),-0.0266764 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,4),0.0490988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,3),0.138943 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,-1),0.115882 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,10),(10,9),(10,8),-0.0427735 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,9),(10,7),-0.0605472 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,9),(10,6),-0.0605472 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,9),(10,5),-0.0438394 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,9),(10,4),-0.0395049 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,9),(10,3),-0.0325485 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,9),(10,-1),-0.0524506 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,8),(10,7),-0.0264659 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,8),(10,6),-0.0264659 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,8),(10,5),-0.0433264 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,8),(10,4),-0.0471187 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,8),(10,3),-0.0479514 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,8),(10,-1),-0.0974931 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,7),(10,6),-0.0133075 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,7),(10,5),-0.0336927 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,7),(10,4),-0.0430356 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,7),(10,3),-0.051748 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,7),(10,-1),0.00401493 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,6),(10,5),-0.0336927 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,6),(10,4),-0.0430356 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,6),(10,3),-0.05176 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,6),(10,-1),0.00401118 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,5),(10,4),-0.0378262 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,5),(10,3),-0.077462 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,5),(10,-1),-0.0611959 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,4),(10,3),-0.0559388 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,4),(10,-1),-0.0126502 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,3),(10,-1),-0.0437628 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,11),(11,25),-0.105256 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,11),(11,11),(11,-1),-0.0204 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,13),(13,13),(13,14),0.172021 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,15),-0.175308 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,13),(13,13),(13,16),-0.162738 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,17),-0.135796 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,18),-0.136654 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,19),-0.135796 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,20),-0.16998 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,23),-0.175298 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,25),0.0461943 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,13),(13,14),(13,15),-0.124895 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,14),(13,16),-0.125032 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,14),(13,17),-0.125333 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,14),(13,18),-0.125333 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,14),(13,19),-0.125333 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,14),(13,20),-0.125221 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,14),(13,23),-0.124895 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,14),(13,24),-0.124886 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,14),(13,25),-0.0275829 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,15),(13,16),-0.125032 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,15),(13,17),-0.125333 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,15),(13,18),-0.125333 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,15),(13,19),-0.125333 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,15),(13,20),-0.125221 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,15),(13,23),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,15),(13,24),-0.124886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,15),(13,25),-0.0289329 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,13),(13,16),(13,17),0.18262 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,16),(13,18),0.19784 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,16),(13,19),0.150034 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,16),(13,20),0.127125 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,16),(13,23),0.0438655 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,16),(13,24),0.157932 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,16),(13,25),-0.1296 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,17),(13,18),-0.124922 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,17),(13,19),-0.124922 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,17),(13,20),-0.124909 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,17),(13,23),-0.125077 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,17),(13,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,17),(13,25),-0.215003 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,18),(13,19),-0.124922 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,18),(13,20),-0.124896 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,18),(13,23),-0.125074 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,18),(13,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,18),(13,25),-0.221662 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,19),(13,20),-0.124896 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,19),(13,23),-0.125074 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,19),(13,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,19),(13,25),-0.213522 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,20),(13,23),-0.124893 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,20),(13,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,20),(13,25),-0.146363 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,23),(13,24),-0.124886 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,23),(13,25),-0.0280617 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,24),(13,25),-0.127823 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,13),(13,12),-0.027561 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,11),-0.0734363 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,8),-0.060439 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,5),-0.0215135 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,3),-0.0734363 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,2),-0.0377299 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,-1),0.0688298 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,13),(13,12),(13,11),-0.0443722 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,12),(13,8),-0.0423092 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,12),(13,5),-0.03709 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,12),(13,3),-0.0443722 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,12),(13,2),-0.0374931 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,12),(13,-1),-0.0304123 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,11),(13,8),-0.0217459 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,11),(13,5),-0.0622456 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,11),(13,3),-0.0295576 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,11),(13,2),-0.0356703 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,11),(13,-1),-0.0935488 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,8),(13,5),-0.0594813 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,8),(13,3),-0.0532386 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,8),(13,2),-0.0635733 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,8),(13,-1),-0.0490004 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,5),(13,3),-0.0164235 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,5),(13,2),-0.0465543 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,5),(13,-1),-0.00332779 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,3),(13,2),-0.0356703 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,3),(13,-1),-0.0935488 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,2),(13,-1),-0.0603344 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,14),(14,17),-0.124906 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,18),-0.124906 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,20),-0.154297 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,23),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,25),0.0601074 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,14),(14,17),(14,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
