# _root_ He added : `` Every paper company management has to be saying to itself , ` Before someone comes after me , I 'm going to go after somebody . ' ''
#goldHeads=2,0,2,2,8,8,8,9,2,11,9,11,12,13,12,12,19,19,24,19,20,24,24,12,24,27,25,27,28,2,2,2,
#predictedHeads=2,0,2,2,8,8,8,9,2,11,9,11,12,13,12,12,19,19,24,19,20,24,24,12,24,27,25,27,28,2,12,2,
(19,2),(2,10),(2,17),0.0478869 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,10),(2,19),-0.135735 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,10),(2,20),-0.108963 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,10),(2,22),-0.144916 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,10),(2,24),-0.135735 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,10),(2,25),-0.135739 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,10),(2,28),-0.108963 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,10),(2,30),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,10),(2,31),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,10),(2,32),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,10),(2,33),-0.218477 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,2),(2,11),(2,12),0.0999746 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,11),(2,13),0.0960819 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,11),(2,15),0.189572 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,11),(2,16),0.11584 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,11),(2,17),0.11919 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,11),(2,19),-0.145081 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,11),(2,20),-0.151925 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,11),(2,22),-0.146214 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,11),(2,24),-0.145081 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,11),(2,25),-0.145084 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,11),(2,28),-0.151925 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,11),(2,30),-0.144704 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,11),(2,31),-0.144752 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,11),(2,32),-0.144803 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,11),(2,33),-0.152206 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,2),(2,12),(2,13),0.09626 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,12),(2,15),0.19684 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,12),(2,16),0.116002 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,12),(2,17),0.119687 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,12),(2,19),-0.145081 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,12),(2,20),-0.151839 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,12),(2,22),-0.146214 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,12),(2,24),-0.145081 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,12),(2,25),-0.145084 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,12),(2,28),-0.151839 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,12),(2,30),-0.144704 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,12),(2,31),-0.144752 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,12),(2,32),-0.144803 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,12),(2,33),-0.152429 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,2),(2,13),(2,15),0.073301 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,13),(2,16),0.100843 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,13),(2,17),0.0478869 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,13),(2,19),-0.135735 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,13),(2,20),-0.108963 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,13),(2,22),-0.144916 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,13),(2,24),-0.135735 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,13),(2,25),-0.135739 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,13),(2,28),-0.108963 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,13),(2,30),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,13),(2,31),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,13),(2,32),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,13),(2,33),-0.218477 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,2),(2,15),(2,16),0.0984754 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,15),(2,17),0.0620551 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,15),(2,19),-0.160423 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,15),(2,20),-0.17132 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,15),(2,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,15),(2,24),-0.160423 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,15),(2,25),-0.160424 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,15),(2,28),-0.17132 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,15),(2,30),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,15),(2,31),-0.145172 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,15),(2,32),-0.145408 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,15),(2,33),-0.117283 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,2),(2,16),(2,17),0.124499 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,16),(2,19),-0.146507 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,16),(2,20),-0.14704 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,16),(2,22),-0.144711 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,16),(2,24),-0.146507 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,16),(2,25),-0.146511 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,16),(2,28),-0.14704 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,16),(2,30),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,16),(2,31),-0.144729 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,16),(2,32),-0.144758 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,16),(2,33),-0.12132 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,2),(2,17),(2,19),-0.14645 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,17),(2,20),-0.147937 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,17),(2,22),-0.146036 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,17),(2,24),-0.146384 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,17),(2,25),-0.146388 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,17),(2,28),-0.147937 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,17),(2,30),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,17),(2,31),-0.144853 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,17),(2,32),-0.145005 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,17),(2,33),-0.108711 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,2),(2,19),(2,20),-0.151839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,2),(2,19),(2,22),-0.146214 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,2),(2,19),(2,24),-0.145081 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,2),(2,19),(2,25),-0.145084 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,2),(2,19),(2,28),-0.151839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,2),(2,19),(2,30),-0.144704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,2),(2,19),(2,31),-0.144752 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,2),(2,19),(2,32),-0.144803 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,2),(2,19),(2,33),-0.14423 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,2),(2,20),(2,22),-0.146036 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,20),(2,24),-0.146401 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,20),(2,25),-0.146404 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,20),(2,28),-0.147792 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,20),(2,30),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,20),(2,31),-0.144853 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,20),(2,32),-0.145005 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,20),(2,33),-0.103698 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,2),(2,22),(2,24),-0.160423 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,22),(2,25),-0.160424 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,22),(2,28),-0.17132 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,22),(2,30),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,22),(2,31),-0.145172 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,22),(2,32),-0.145408 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,22),(2,33),-0.117283 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,2),(2,24),(2,25),-0.145084 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,24),(2,28),-0.151839 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,24),(2,30),-0.144704 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,24),(2,31),-0.144752 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,24),(2,32),-0.144803 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,24),(2,33),-0.141214 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,2),(2,25),(2,28),-0.151839 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,25),(2,30),-0.144704 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,25),(2,31),-0.144752 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,25),(2,32),-0.144803 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,25),(2,33),-0.143804 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,2),(2,28),(2,30),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,28),(2,31),-0.144853 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,28),(2,32),-0.145005 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,28),(2,33),-0.103698 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,2),(2,30),(2,31),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,30),(2,32),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,30),(2,33),-0.142848 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,2),(2,31),(2,32),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,31),(2,33),-0.139431 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,2),(2,32),(2,33),-0.137491 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,2),(2,2),(2,1),-0.0316112 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,2),(2,2),(2,-1),0.0791871 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,2),(2,1),(2,-1),-0.12721 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,3),(3,3),(3,6),0.10264 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,3),(3,3),(3,7),0.10264 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,3),(3,3),(3,8),0.10264 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,3),(3,3),(3,11),0.0994505 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,3),(3,3),(3,33),-0.131738 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,3),(3,6),(3,7),0.10954 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,6),(3,8),0.10954 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,6),(3,11),0.10954 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,6),(3,33),-0.151802 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,3),(3,7),(3,8),0.10954 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,7),(3,11),0.10954 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,7),(3,33),-0.151802 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,3),(3,8),(3,11),0.10954 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,8),(3,33),-0.151802 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,3),(3,11),(3,33),-0.154791 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,3),(3,3),(3,2),-0.0324462 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,3),(3,3),(3,-1),0.013426 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,3),(3,2),(3,-1),-0.0283161 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,4),(4,4),(4,33),-0.127516 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,4),(4,4),(4,-1),-0.00367705 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,8),(8,8),(8,9),0.124718 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,8),(8,8),(8,10),0.151608 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,8),(8,8),(8,11),0.1345 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,8),(8,8),(8,12),0.131812 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,8),(8,8),(8,13),0.151608 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,8),(8,8),(8,16),0.122022 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,8),(8,8),(8,18),0.0264839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,8),(8,8),(8,19),-0.125783 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,8),(8,8),(8,33),-0.186095 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,8),(8,9),(8,10),0.0949588 # DEPENDENCYPART_GRANDSIBL
(19,8),(8,9),(8,11),0.112727 # DEPENDENCYPART_GRANDSIBL
(19,8),(8,9),(8,12),0.112825 # DEPENDENCYPART_GRANDSIBL
(19,8),(8,9),(8,13),0.0949588 # DEPENDENCYPART_GRANDSIBL
(19,8),(8,9),(8,16),0.118511 # DEPENDENCYPART_GRANDSIBL
(19,8),(8,9),(8,18),0.112566 # DEPENDENCYPART_GRANDSIBL
(19,8),(8,9),(8,19),-0.142049 # DEPENDENCYPART_GRANDSIBL
(19,8),(8,9),(8,33),-0.156958 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,8),(8,10),(8,11),0.105642 # DEPENDENCYPART_GRANDSIBL
(19,8),(8,10),(8,12),0.105642 # DEPENDENCYPART_GRANDSIBL
(19,8),(8,10),(8,13),0.109538 # DEPENDENCYPART_GRANDSIBL
(19,8),(8,10),(8,16),0.109494 # DEPENDENCYPART_GRANDSIBL
(19,8),(8,10),(8,18),0.0927015 # DEPENDENCYPART_GRANDSIBL
(19,8),(8,10),(8,19),-0.144823 # DEPENDENCYPART_GRANDSIBL
(19,8),(8,10),(8,33),-0.0576969 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,8),(8,11),(8,12),0.112811 # DEPENDENCYPART_GRANDSIBL
(19,8),(8,11),(8,13),0.0949583 # DEPENDENCYPART_GRANDSIBL
(19,8),(8,11),(8,16),0.118511 # DEPENDENCYPART_GRANDSIBL
(19,8),(8,11),(8,18),0.112755 # DEPENDENCYPART_GRANDSIBL
(19,8),(8,11),(8,19),-0.142049 # DEPENDENCYPART_GRANDSIBL
(19,8),(8,11),(8,33),-0.137204 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,8),(8,12),(8,13),0.0949588 # DEPENDENCYPART_GRANDSIBL
(19,8),(8,12),(8,16),0.118511 # DEPENDENCYPART_GRANDSIBL
(19,8),(8,12),(8,18),0.112748 # DEPENDENCYPART_GRANDSIBL
(19,8),(8,12),(8,19),-0.142049 # DEPENDENCYPART_GRANDSIBL
(19,8),(8,12),(8,33),-0.138426 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,8),(8,13),(8,16),0.109494 # DEPENDENCYPART_GRANDSIBL
(19,8),(8,13),(8,18),0.0927015 # DEPENDENCYPART_GRANDSIBL
(19,8),(8,13),(8,19),-0.144823 # DEPENDENCYPART_GRANDSIBL
(19,8),(8,13),(8,33),-0.0576969 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,8),(8,16),(8,18),0.110868 # DEPENDENCYPART_GRANDSIBL
(19,8),(8,16),(8,19),-0.144758 # DEPENDENCYPART_GRANDSIBL
(19,8),(8,16),(8,33),-0.149089 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,8),(8,18),(8,19),-0.145067 # DEPENDENCYPART_GRANDSIBL
(19,8),(8,18),(8,33),-0.108902 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,8),(8,19),(8,33),-0.137999 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,8),(8,8),(8,7),0.0274149 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,8),(8,8),(8,6),0.0349818 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,8),(8,8),(8,5),-0.0828912 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,8),(8,8),(8,4),-0.0658207 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,8),(8,8),(8,3),-0.0116544 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,8),(8,8),(8,2),-0.0339064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,8),(8,8),(8,-1),0.0644216 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,8),(8,7),(8,6),-0.017887 # DEPENDENCYPART_GRANDSIBL
(19,8),(8,7),(8,5),-0.0163306 # DEPENDENCYPART_GRANDSIBL
(19,8),(8,7),(8,4),-0.0130588 # DEPENDENCYPART_GRANDSIBL
(19,8),(8,7),(8,3),-0.0248504 # DEPENDENCYPART_GRANDSIBL
(19,8),(8,7),(8,2),-0.00554841 # DEPENDENCYPART_GRANDSIBL
(19,8),(8,7),(8,-1),-0.013959 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,8),(8,6),(8,5),-0.0143429 # DEPENDENCYPART_GRANDSIBL
(19,8),(8,6),(8,4),-0.013042 # DEPENDENCYPART_GRANDSIBL
(19,8),(8,6),(8,3),-0.0248504 # DEPENDENCYPART_GRANDSIBL
(19,8),(8,6),(8,2),-0.00548887 # DEPENDENCYPART_GRANDSIBL
(19,8),(8,6),(8,-1),-0.00599363 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,8),(8,5),(8,4),-0.0229113 # DEPENDENCYPART_GRANDSIBL
(19,8),(8,5),(8,3),-0.0229576 # DEPENDENCYPART_GRANDSIBL
(19,8),(8,5),(8,2),-0.0203518 # DEPENDENCYPART_GRANDSIBL
(19,8),(8,5),(8,-1),0.00932375 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,8),(8,4),(8,3),-0.0214456 # DEPENDENCYPART_GRANDSIBL
(19,8),(8,4),(8,2),-0.0206954 # DEPENDENCYPART_GRANDSIBL
(19,8),(8,4),(8,-1),-0.0512006 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,8),(8,3),(8,2),-0.00983656 # DEPENDENCYPART_GRANDSIBL
(19,8),(8,3),(8,-1),-0.075487 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,8),(8,2),(8,-1),-0.0328725 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,9),(9,9),(9,10),0.190288 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,9),(9,9),(9,11),0.135187 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,9),(9,9),(9,12),0.146753 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,9),(9,9),(9,13),0.190288 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,9),(9,9),(9,15),0.114879 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,9),(9,9),(9,16),0.0853735 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,9),(9,9),(9,17),-0.0328289 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,9),(9,9),(9,19),-0.136172 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,9),(9,9),(9,22),-0.144725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,9),(9,9),(9,24),-0.136172 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,9),(9,9),(9,25),-0.136172 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,9),(9,9),(9,30),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,9),(9,9),(9,31),-0.145273 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,9),(9,9),(9,32),-0.145087 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,9),(9,9),(9,33),-0.269548 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,9),(9,10),(9,11),0.126162 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,10),(9,12),0.128289 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,10),(9,13),0.0976952 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,10),(9,15),0.073501 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,10),(9,16),0.100843 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,10),(9,17),0.0478209 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,10),(9,19),-0.135682 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,10),(9,22),-0.144916 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,10),(9,24),-0.135682 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,10),(9,25),-0.135686 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,10),(9,30),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,10),(9,31),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,10),(9,32),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,10),(9,33),-0.221156 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,9),(9,11),(9,12),0.104511 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,11),(9,13),0.0960466 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,11),(9,15),0.194891 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,11),(9,16),0.115861 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,11),(9,17),0.121182 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,11),(9,19),-0.145075 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,11),(9,22),-0.146214 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,11),(9,24),-0.145075 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,11),(9,25),-0.145078 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,11),(9,30),-0.144704 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,11),(9,31),-0.144752 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,11),(9,32),-0.144803 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,11),(9,33),-0.140049 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,9),(9,12),(9,13),0.0962247 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,12),(9,15),0.202159 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,12),(9,16),0.116023 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,12),(9,17),0.121679 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,12),(9,19),-0.145075 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,12),(9,22),-0.146214 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,12),(9,24),-0.145075 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,12),(9,25),-0.145078 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,12),(9,30),-0.144704 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,12),(9,31),-0.144752 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,12),(9,32),-0.144803 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,12),(9,33),-0.140273 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,9),(9,13),(9,15),0.073501 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,13),(9,16),0.100843 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,13),(9,17),0.0478209 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,13),(9,19),-0.135682 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,13),(9,22),-0.144916 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,13),(9,24),-0.135682 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,13),(9,25),-0.135686 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,13),(9,30),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,13),(9,31),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,13),(9,32),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,13),(9,33),-0.221156 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,9),(9,15),(9,16),0.0985085 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,15),(9,17),0.0686049 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,15),(9,19),-0.160173 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,15),(9,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,15),(9,24),-0.160173 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,15),(9,25),-0.160173 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,15),(9,30),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,15),(9,31),-0.145172 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,15),(9,32),-0.145408 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,15),(9,33),-0.132652 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,9),(9,16),(9,17),0.123466 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,16),(9,19),-0.146431 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,16),(9,22),-0.144711 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,16),(9,24),-0.146431 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,16),(9,25),-0.146435 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,16),(9,30),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,16),(9,31),-0.144729 # DEPENDENCYPART_GRANDSIBL
(19,9),(9,16),(9,32),-0.144758 # DEPENDENCYPART_GRANDSIBL
