# _root_ But shortly before then , some of Wall Street 's sharpest traders say , they sensed a turn .
#goldHeads=13,3,13,3,13,13,6,9,12,9,12,7,0,13,16,13,18,16,13,
#predictedHeads=16,3,16,3,16,13,6,9,12,9,12,7,0,13,16,0,18,16,16,
(13,12),(12,7),0.200201 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.300646 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.313454 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.763193 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.111032 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.22198 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.744283 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.357199 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.39353 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),0.345237 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.111764 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),0.0993426 # DEPENDENCYPART_GRANDPAR
(13,16),(16,2),-0.196022 # DEPENDENCYPART_GRANDPAR
(13,16),(16,3),-0.0435892 # DEPENDENCYPART_GRANDPAR
(13,16),(16,4),-0.132169 # DEPENDENCYPART_GRANDPAR
(13,16),(16,5),-0.188316 # DEPENDENCYPART_GRANDPAR
(13,16),(16,6),0.00501413 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),0.18342 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.490499 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.755241 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.10122 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.328161 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.652336 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),-0.212598 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.508226 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.117297 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),0.266498 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),0.417994 # DEPENDENCYPART_GRANDPAR
(13,18),(18,9),-0.708259 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),-0.225186 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.8758 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),-0.397071 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),-0.0169444 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.0994031 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),0.450144 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),0.0451328 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-0.915869 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.699533 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.715065 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.8142 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.69107 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,17),0.377108 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.112369 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.38103 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),-0.433562 # DEPENDENCYPART_GRANDPAR
(16,1),(1,4),-0.510116 # DEPENDENCYPART_GRANDPAR
(16,1),(1,5),-0.249624 # DEPENDENCYPART_GRANDPAR
(16,1),(1,13),-0.288694 # DEPENDENCYPART_GRANDPAR
(16,1),(1,16),-1.24197 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,2),(2,1),-0.352152 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),0.125731 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),-0.00828774 # DEPENDENCYPART_GRANDPAR
(16,2),(2,5),0.123633 # DEPENDENCYPART_GRANDPAR
(16,2),(2,6),0.140622 # DEPENDENCYPART_GRANDPAR
(16,2),(2,7),0.292503 # DEPENDENCYPART_GRANDPAR
(16,2),(2,19),-0.801391 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),-0.342352 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),0.0945376 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),-0.00106891 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),-0.0770168 # DEPENDENCYPART_GRANDPAR
(16,3),(3,6),0.174273 # DEPENDENCYPART_GRANDPAR
(16,3),(3,7),0.0954438 # DEPENDENCYPART_GRANDPAR
(16,3),(3,9),0.00850407 # DEPENDENCYPART_GRANDPAR
(16,3),(3,11),0.093758 # DEPENDENCYPART_GRANDPAR
(16,3),(3,12),0.0135624 # DEPENDENCYPART_GRANDPAR
(16,3),(3,13),0.190506 # DEPENDENCYPART_GRANDPAR
(16,3),(3,14),-0.238403 # DEPENDENCYPART_GRANDPAR
(16,3),(3,16),-1.2847 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,3),(3,19),-0.816003 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),-0.388177 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),-0.125771 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),0.00640806 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),0.0908247 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),0.077502 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),0.200422 # DEPENDENCYPART_GRANDPAR
(16,4),(4,9),-0.0243294 # DEPENDENCYPART_GRANDPAR
(16,4),(4,13),-0.00171003 # DEPENDENCYPART_GRANDPAR
(16,4),(4,16),-1.18129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,4),(4,19),-0.801875 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.236644 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),-0.254115 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.0214309 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),0.108355 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.115473 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),0.0455039 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),0.611004 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),-0.0388047 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),0.0901348 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),-0.854449 # DEPENDENCYPART_GRANDPAR
(16,6),(6,11),0.142963 # DEPENDENCYPART_GRANDPAR
(16,6),(6,12),0.0370366 # DEPENDENCYPART_GRANDPAR
(16,6),(6,13),0.171928 # DEPENDENCYPART_GRANDPAR
(16,6),(6,14),0.108207 # DEPENDENCYPART_GRANDPAR
(16,6),(6,16),-1.18568 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,6),(6,18),0.0243099 # DEPENDENCYPART_GRANDPAR
(16,6),(6,19),-0.781394 # DEPENDENCYPART_GRANDPAR
(16,7),(7,1),-0.548105 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),0.00889734 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.0599281 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.0753079 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.0405606 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.185838 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.0406367 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),-0.907115 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),0.0141331 # DEPENDENCYPART_GRANDPAR
(16,7),(7,12),-0.10739 # DEPENDENCYPART_GRANDPAR
(16,7),(7,13),0.115214 # DEPENDENCYPART_GRANDPAR
(16,7),(7,14),-0.291457 # DEPENDENCYPART_GRANDPAR
(16,7),(7,16),-1.28173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,7),(7,18),-0.12961 # DEPENDENCYPART_GRANDPAR
(16,7),(7,19),-0.815772 # DEPENDENCYPART_GRANDPAR
(16,9),(9,1),-0.422989 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),-0.213114 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),-0.33457 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),0.00581645 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.118597 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.00865942 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),0.120457 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.565259 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),0.0680592 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),0.0307054 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),0.052399 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-1.27199 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,18),-0.139074 # DEPENDENCYPART_GRANDPAR
(16,9),(9,19),-0.85982 # DEPENDENCYPART_GRANDPAR
(16,10),(10,1),-0.298966 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),0.00350293 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),0.0959964 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),0.0474635 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),0.0234504 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-0.34651 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.0651629 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),0.0675009 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.156858 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.00366307 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),0.049337 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),0.0973862 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),0.0268373 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.890059 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),0.00539862 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),0.0884088 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),0.0326306 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-1.18804 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,18),0.00867021 # DEPENDENCYPART_GRANDPAR
(16,12),(12,2),-0.110364 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),-0.111442 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),0.180426 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),0.067766 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.104036 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),0.0233301 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-1.11069 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),0.064362 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),0.210298 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),0.197194 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-1.19415 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,18),0.00412617 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),-0.788804 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),-0.395746 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-0.168628 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.0944536 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.258381 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.0280668 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.0734303 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.0853991 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.219264 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.0997196 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.952555 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),0.0155657 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.158269 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.135528 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.357091 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.08295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,18),0.110738 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.600752 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),0.0046911 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-0.637566 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.424691 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.40891 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.789932 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.325868 # DEPENDENCYPART_GRANDPAR
(16,18),(18,17),0.634508 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.50619 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.299349 # DEPENDENCYPART_GRANDPAR
(18,9),(9,1),-0.351418 # DEPENDENCYPART_GRANDPAR
(18,9),(9,2),-0.738124 # DEPENDENCYPART_GRANDPAR
(18,9),(9,4),-0.736802 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),-1.09042 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.576331 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),0.0165487 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.0765386 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),0.239759 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.297677 # DEPENDENCYPART_GRANDPAR
(18,9),(9,12),-0.297135 # DEPENDENCYPART_GRANDPAR
(18,9),(9,14),-0.381047 # DEPENDENCYPART_GRANDPAR
(18,9),(9,16),-0.0780503 # DEPENDENCYPART_GRANDPAR
(18,9),(9,18),-1.43086 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,9),(9,19),-0.755355 # DEPENDENCYPART_GRANDPAR
(18,11),(11,1),-0.294543 # DEPENDENCYPART_GRANDPAR
(18,11),(11,2),-0.558308 # DEPENDENCYPART_GRANDPAR
(18,11),(11,3),-0.49912 # DEPENDENCYPART_GRANDPAR
(18,11),(11,4),-0.533095 # DEPENDENCYPART_GRANDPAR
(18,11),(11,5),-1.26383 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),-0.483457 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),0.0113758 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.552398 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.633138 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.338185 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),0.062008 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),-0.36735 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),-0.127734 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-1.34545 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,1),-0.299181 # DEPENDENCYPART_GRANDPAR
(18,13),(13,2),-0.543893 # DEPENDENCYPART_GRANDPAR
(18,13),(13,3),-0.453791 # DEPENDENCYPART_GRANDPAR
(18,13),(13,4),-0.521034 # DEPENDENCYPART_GRANDPAR
(18,13),(13,5),-1.1397 # DEPENDENCYPART_GRANDPAR
(18,13),(13,6),-0.450388 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),0.030413 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.33032 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.557292 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.570509 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.349957 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.328418 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.44765 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),0.339311 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.0992176 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-1.3673 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),-0.666625 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.33106 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,18),-0.931718 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,9),-0.440048 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.381979 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.0871777 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.476927 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),0.0261978 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.312613 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.83298 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
