# _root_ Now the Journal , flush with ads and hugely profitable , is even with La Presse in weekend circulation and outsells it 3 to 2 every weekday .
#goldHeads=20,3,20,20,8,5,6,20,10,8,20,20,12,13,16,14,12,19,17,0,20,21,21,23,24,27,21,20,
#predictedHeads=20,3,12,3,8,5,6,3,10,8,3,20,12,12,16,14,16,19,17,0,20,23,21,21,24,27,25,20,
(15,17),(17,20),(17,29),0.0304705 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,21),(17,23),-0.0420224 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,21),(17,24),-0.0424279 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,21),(17,27),-0.044723 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,21),(17,29),-0.0126015 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,23),(17,24),-0.0576204 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,23),(17,27),-0.0505396 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,23),(17,29),-0.0427038 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,24),(17,27),-0.0475119 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,24),(17,29),-0.0604532 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,27),(17,29),0.0373974 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,17),(17,-1),-0.0757895 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,19),(19,19),(19,20),-0.0502667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,19),(19,21),0.0469241 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,19),(19,23),-0.146204 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,19),(19,24),-0.0891037 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,19),(19,25),-0.142767 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,19),(19,27),-0.182988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,19),(19,29),0.0960889 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,19),(19,20),(19,21),0.213303 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,20),(19,23),0.141896 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,20),(19,24),0.418437 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,20),(19,25),0.147002 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,20),(19,27),0.0706512 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,20),(19,29),-0.0336977 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,21),(19,23),-0.0425768 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,21),(19,24),-0.0422727 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,21),(19,25),-0.0425768 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,21),(19,27),-0.0484081 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,21),(19,29),-0.0125759 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,23),(19,24),-0.0089675 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,23),(19,25),-0.028121 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,23),(19,27),-0.0533444 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,23),(19,29),-0.144863 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,24),(19,25),-0.0211668 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,24),(19,27),-0.0264659 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,24),(19,29),-0.0970356 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,25),(19,27),-0.0533936 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,25),(19,29),-0.148613 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,27),(19,29),0.00288881 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,19),(19,18),0.152137 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,19),(19,17),0.207992 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,19),(19,16),0.152137 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,19),(19,15),0.156475 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,19),(19,19),(19,14),-0.14394 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,19),(19,13),-0.124906 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,19),(19,10),-0.126121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,19),(19,-1),0.0206657 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,19),(19,18),(19,17),0.112463 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,18),(19,16),0.111201 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,18),(19,15),0.111178 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,18),(19,14),-0.125035 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,18),(19,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,18),(19,10),-0.125126 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,18),(19,-1),-0.143163 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,17),(19,16),0.116268 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,17),(19,15),0.116268 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,17),(19,14),-0.126496 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,17),(19,13),-0.125162 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,17),(19,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,17),(19,-1),-0.0811493 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,16),(19,15),0.111178 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,16),(19,14),-0.125035 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,16),(19,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,16),(19,10),-0.125126 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,16),(19,-1),-0.143163 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,15),(19,14),-0.125035 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,15),(19,13),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,15),(19,10),-0.125126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,15),(19,-1),-0.138782 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,19),(19,14),(19,13),-0.125162 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,14),(19,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,14),(19,-1),-0.0801408 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,13),(19,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,13),(19,-1),-0.123258 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,10),(19,-1),-0.157391 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,10),(10,11),0.123894 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,10),(10,10),(10,12),0.117108 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,10),(10,10),(10,13),0.117273 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,10),(10,10),(10,14),0.105886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,10),(10,10),(10,16),-0.126863 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,10),(10,10),(10,29),0.00838768 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,10),(10,11),(10,12),0.119033 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,11),(10,13),0.116731 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,11),(10,14),0.118179 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,11),(10,16),-0.124886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,11),(10,29),-0.111979 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,12),(10,13),0.119162 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,12),(10,14),0.119156 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,12),(10,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,12),(10,29),-0.145139 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,13),(10,14),0.118462 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,13),(10,16),-0.124894 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,13),(10,29),-0.119005 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,14),(10,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,14),(10,29),-0.168365 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,16),(10,29),-0.121302 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,10),(10,10),(10,9),-0.0567787 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,10),(10,10),(10,8),-0.0181773 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,10),(10,10),(10,7),-0.043398 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,10),(10,10),(10,6),0.0566467 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,10),(10,10),(10,5),-0.0751505 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,10),(10,10),(10,-1),0.0360809 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,10),(10,9),(10,8),-0.0442082 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,9),(10,7),-0.0439344 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,9),(10,6),-0.0403288 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,9),(10,5),-0.041602 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,9),(10,-1),-0.0190795 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,8),(10,7),0.274216 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,8),(10,6),0.221938 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,8),(10,5),0.264564 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,8),(10,-1),-0.0285421 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,7),(10,6),-0.0492026 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,7),(10,5),-0.0422944 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,7),(10,-1),0.00335246 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,6),(10,5),-0.0367004 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,6),(10,-1),0.0462204 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,5),(10,-1),-0.0270662 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,11),(11,11),(11,29),-0.0857044 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,11),(11,11),(11,-1),-0.000833973 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,13),(13,13),(13,14),0.107572 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,15),0.107878 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,16),-0.128567 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,13),(13,13),(13,17),-0.107155 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,19),-0.128567 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,20),-0.126942 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,21),-0.125254 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,29),-0.176684 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,13),(13,14),(13,15),0.122648 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,14),(13,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,14),(13,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,14),(13,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,14),(13,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,14),(13,21),-0.124889 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,14),(13,29),-0.114546 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,15),(13,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,15),(13,17),-0.124889 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,15),(13,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,15),(13,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,15),(13,21),-0.124941 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,15),(13,29),-0.134473 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,16),(13,17),-0.124889 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,16),(13,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,16),(13,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,16),(13,21),-0.124941 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,16),(13,29),-0.134473 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,13),(13,17),(13,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,17),(13,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,17),(13,21),-0.124889 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,17),(13,29),-0.112289 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,19),(13,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,19),(13,21),-0.124941 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,19),(13,29),-0.134473 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,20),(13,21),0.0685724 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,20),(13,29),-0.0899895 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,21),(13,29),-0.0895475 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,13),(13,12),-0.0555784 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,11),-0.0472326 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,10),-0.0234067 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,7),0.00598422 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,6),-0.0620959 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,3),0.00612589 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,-1),-0.000767793 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,13),(13,12),(13,11),-0.037284 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,12),(13,10),-0.0421422 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,12),(13,7),-0.0437249 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,12),(13,6),-0.0405998 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,12),(13,3),-0.0437249 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,12),(13,-1),-0.032646 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,11),(13,10),-0.0437696 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,11),(13,7),-0.0383847 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,11),(13,6),-0.0518736 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,11),(13,3),-0.0383847 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,11),(13,-1),-0.00936678 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,10),(13,7),-0.0395313 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,10),(13,6),-0.0471636 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,10),(13,3),-0.0395313 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,10),(13,-1),-0.0113608 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,7),(13,6),-0.0338004 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,7),(13,3),-0.04301 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,7),(13,-1),-0.0940731 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,6),(13,3),-0.0503053 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,6),(13,-1),-0.0411049 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,3),(13,-1),-0.0939315 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,14),(14,15),0.0554974 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,16),-0.14601 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,14),(14,14),(14,17),-0.125829 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,18),-0.14601 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,19),-0.14601 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,20),-0.139363 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,21),-0.126134 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,24),-0.132635 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,29),-0.0456104 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,14),(14,15),(14,16),-0.125348 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,15),(14,17),-0.124911 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,15),(14,18),-0.125348 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,15),(14,19),-0.125348 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,15),(14,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,15),(14,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,15),(14,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,15),(14,29),-0.148931 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,16),(14,17),-0.124911 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,16),(14,18),-0.125348 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,16),(14,19),-0.125348 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,16),(14,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,16),(14,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,16),(14,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,16),(14,29),-0.14893 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,14),(14,17),(14,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,17),(14,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,17),(14,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,17),(14,21),-0.124894 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,17),(14,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,17),(14,29),-0.150401 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,18),(14,19),-0.125348 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,18),(14,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,18),(14,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,18),(14,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,18),(14,29),-0.14893 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,19),(14,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,19),(14,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,19),(14,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,19),(14,29),-0.14893 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,20),(14,21),0.0685724 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,20),(14,24),0.204635 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,20),(14,29),-0.148848 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,21),(14,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,21),(14,29),-0.110463 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,24),(14,29),-0.151434 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,14),(14,13),-0.0758284 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,-1),-0.373557 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,14),(14,13),(14,-1),-0.0283537 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,15),(15,16),-0.141313 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,15),(15,15),(15,17),-0.144064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,19),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,29),0.0264301 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,15),(15,16),(15,17),-0.125035 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,16),(15,19),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,16),(15,29),-0.143932 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,15),(15,17),(15,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,17),(15,29),-0.0811493 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,19),(15,29),-0.143942 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,15),(15,13),-0.0754086 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,-1),0.104333 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,15),(15,13),(15,-1),-0.0867128 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,17),(17,18),0.0824646 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,19),0.0866242 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,20),0.0500925 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,21),-0.0248819 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,23),-0.00981478 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,24),-0.0771272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,27),0.0856504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,29),-0.362224 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,17),(17,18),(17,19),-0.0842748 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,18),(17,20),-0.0629664 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,18),(17,21),-0.0519586 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,18),(17,23),-0.0389284 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,18),(17,24),-0.0245302 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,18),(17,27),-0.0842748 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,18),(17,29),0.0342115 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,19),(17,20),-0.0629664 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,19),(17,21),-0.0519586 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,19),(17,23),-0.0389284 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,19),(17,24),-0.0245302 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,19),(17,27),-0.0842748 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,19),(17,29),0.0383712 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,20),(17,21),0.149312 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,20),(17,23),0.0342783 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,20),(17,24),0.287253 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,20),(17,27),-0.0677437 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,20),(17,29),0.0304705 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,21),(17,23),-0.0420224 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,21),(17,24),-0.0424279 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,21),(17,27),-0.044723 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,21),(17,29),-0.0126015 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,23),(17,24),-0.0576204 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,23),(17,27),-0.0505396 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,23),(17,29),-0.0427038 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,24),(17,27),-0.0475119 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,24),(17,29),-0.0604532 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,27),(17,29),0.0373974 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,17),(17,-1),-0.0757895 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,18),(18,18),(18,21),0.0467794 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,23),-0.146204 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,24),-0.0891037 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,25),-0.142767 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,29),0.0977945 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,18),(18,21),(18,23),-0.0425768 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,21),(18,24),-0.0422727 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,21),(18,25),-0.0425768 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,21),(18,29),-0.0127207 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,23),(18,24),-0.0089675 # DEPENDENCYPART_GRANDSIBL
