# _root_ While some assets have been written down , others are undervalued in the accounts , Mr. Bond maintained .
#goldHeads=4,3,4,10,4,5,6,10,10,18,10,11,14,12,18,17,18,0,18,
#predictedHeads=4,3,4,10,4,5,6,10,10,18,10,11,14,12,18,17,18,0,18,
(12,11),(11,8),(11,-1),-0.0262517 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,3),(11,1),0.0179217 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,3),(11,-1),-0.05169 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,1),(11,-1),0.010822 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,13),(13,14),-0.0110561 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,20),-0.0738497 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,13),(13,14),(13,20),-0.0109872 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,13),(13,-1),-0.211491 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,14),(14,15),-0.043171 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,16),-0.15708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,17),-0.157075 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,18),-0.0208658 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,19),-0.0444142 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,20),0.207988 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,15),(14,16),-0.0407629 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,17),-0.0407546 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,18),0.034032 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,19),-0.0222787 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,20),-0.0172953 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,16),(14,17),-0.0326279 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,18),-0.0351039 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,19),-0.0207797 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,20),-0.0956224 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,17),(14,18),-0.0351039 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,17),(14,19),-0.0207797 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,17),(14,20),-0.0956095 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,18),(14,19),-0.0204149 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,20),-0.0411457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,19),(14,20),-0.0423372 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,14),(14,13),0.0888663 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,12),0.134278 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,-1),-0.140566 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,13),(14,12),0.107137 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,13),(14,-1),-0.074718 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,12),(14,-1),-0.134724 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,15),(15,20),-0.0233206 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,15),(15,-1),-0.149212 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,16),(16,16),(16,17),-0.157311 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,18),-0.0218272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,20),0.190053 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,16),(16,17),(16,18),-0.0351039 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,20),-0.095785 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,18),(16,20),-0.0403293 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,16),(16,14),0.172157 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,13),0.0863295 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,-1),-0.14406 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,16),(16,14),(16,13),0.0652819 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,-1),-0.121138 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,13),(16,-1),-0.0785942 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,17),(17,18),-0.0217927 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,19),-0.0444142 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,20),0.197772 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,17),(17,18),(17,19),-0.0204149 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,18),(17,20),-0.0402876 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,19),(17,20),-0.0423372 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,17),(17,16),0.149951 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,15),-0.0119085 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,14),0.171409 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,13),0.0863297 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,-1),-0.137627 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,17),(17,16),(17,15),0.0658444 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,16),(17,14),0.116955 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,16),(17,13),0.0685954 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,16),(17,-1),-0.126001 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,15),(17,14),0.0193359 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,15),(17,13),0.100327 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,15),(17,-1),-0.152817 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,14),(17,13),0.0668026 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,14),(17,-1),-0.120421 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,13),(17,-1),-0.0772255 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,18),(18,19),-0.0220538 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,20),-0.0176375 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,18),(18,19),(18,20),-0.0256441 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,18),(18,17),0.107998 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,16),0.107849 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,15),0.0940836 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,14),0.107756 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,13),0.0851456 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,12),0.128861 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,11),-0.124625 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,10),-0.117674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,9),-0.153481 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,8),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,6),-0.124625 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,5),-0.124625 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,4),-0.124678 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,3),-0.153481 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,2),-0.144709 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,1),-0.145696 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,-1),-0.139171 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,18),(18,17),(18,16),0.100229 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,17),(18,15),0.100335 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,17),(18,14),0.100316 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,17),(18,13),0.101067 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,17),(18,12),0.102582 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,17),(18,11),-0.144722 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,17),(18,10),-0.144722 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,17),(18,9),-0.144737 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,17),(18,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,17),(18,6),-0.144722 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,17),(18,5),-0.144722 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,17),(18,4),-0.144725 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,17),(18,3),-0.144737 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,17),(18,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,17),(18,1),-0.147632 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,17),(18,-1),-0.144508 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,16),(18,15),0.100335 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,16),(18,14),0.100316 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,16),(18,13),0.101067 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,16),(18,12),0.102582 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,16),(18,11),-0.144722 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,16),(18,10),-0.144722 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,16),(18,9),-0.144737 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,16),(18,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,16),(18,6),-0.144722 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,16),(18,5),-0.144722 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,16),(18,4),-0.144725 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,16),(18,3),-0.144737 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,16),(18,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,16),(18,1),-0.147632 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,16),(18,-1),-0.144754 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,15),(18,14),0.0870946 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,15),(18,13),0.10954 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,15),(18,12),0.101033 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,15),(18,11),-0.144949 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,15),(18,10),-0.144949 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,15),(18,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,15),(18,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,15),(18,6),-0.144949 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,15),(18,5),-0.144949 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,15),(18,4),-0.144949 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,15),(18,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,15),(18,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,15),(18,1),-0.147192 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,15),(18,-1),-0.153755 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,14),(18,13),0.101067 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,14),(18,12),0.102582 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,14),(18,11),-0.144722 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,14),(18,10),-0.144722 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,14),(18,9),-0.144737 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,14),(18,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,14),(18,6),-0.144722 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,14),(18,5),-0.144722 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,14),(18,4),-0.144725 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,14),(18,3),-0.144737 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,14),(18,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,14),(18,1),-0.147632 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,14),(18,-1),-0.144756 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,13),(18,12),0.108556 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,13),(18,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,13),(18,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,13),(18,9),-0.14471 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,13),(18,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,13),(18,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,13),(18,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,13),(18,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,13),(18,3),-0.14471 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,13),(18,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,13),(18,1),-0.14471 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,13),(18,-1),-0.18249 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,12),(18,11),-0.144729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,12),(18,10),-0.144729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,12),(18,9),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,12),(18,8),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,12),(18,6),-0.144729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,12),(18,5),-0.144729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,12),(18,4),-0.144729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,12),(18,3),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,12),(18,2),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,12),(18,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,12),(18,-1),-0.15781 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,18),(18,11),(18,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,11),(18,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,11),(18,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,11),(18,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,11),(18,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,11),(18,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,11),(18,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,11),(18,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,11),(18,1),-0.144712 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,11),(18,-1),-0.134915 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,10),(18,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,10),(18,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,10),(18,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,10),(18,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,10),(18,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,10),(18,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,10),(18,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,10),(18,1),-0.144712 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,10),(18,-1),-0.128007 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,9),(18,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,9),(18,6),-0.144722 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,9),(18,5),-0.144722 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,9),(18,4),-0.144725 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,9),(18,3),-0.144737 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,9),(18,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,9),(18,1),-0.147632 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,9),(18,-1),-0.145914 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,8),(18,6),-0.144949 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,8),(18,5),-0.144949 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,8),(18,4),-0.144949 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,8),(18,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,8),(18,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,8),(18,1),-0.147192 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,8),(18,-1),-0.153755 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,6),(18,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,6),(18,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,6),(18,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,6),(18,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,6),(18,1),-0.144712 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,6),(18,-1),-0.134915 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,5),(18,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,5),(18,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,5),(18,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,5),(18,1),-0.144712 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,5),(18,-1),-0.134915 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,4),(18,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,4),(18,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,4),(18,1),-0.144712 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,4),(18,-1),-0.135009 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,3),(18,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,3),(18,1),-0.147632 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,3),(18,-1),-0.144681 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,2),(18,1),-0.14471 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,2),(18,-1),-0.179086 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,1),(18,-1),-0.163039 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,14),(14,15),-0.0198775 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,16),-0.0224172 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,17),-0.0224172 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,18),-0.0213805 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,19),-0.0204647 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,20),-0.0482842 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,14),(14,15),(14,16),-0.0196552 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,15),(14,17),-0.0196552 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,15),(14,18),-0.0194698 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,15),(14,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,15),(14,20),-0.0194471 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,16),(14,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,16),(14,18),-0.0194439 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,16),(14,19),-0.0196028 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,16),(14,20),-0.0222016 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,17),(14,18),-0.0194439 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,17),(14,19),-0.0196028 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,17),(14,20),-0.0222016 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,18),(14,19),-0.019443 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,18),(14,20),-0.0215649 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,19),(14,20),-0.0207118 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,14),(14,13),0.106033 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,12),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,-1),-0.169751 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,14),(14,13),(14,12),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,13),(14,-1),-0.148209 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,14),(14,12),(14,-1),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,12),(12,13),0.11701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,14),-0.162254 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,16),-0.162254 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,17),-0.162254 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,18),-0.148812 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,20),-0.14516 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,12),(12,13),(12,14),-0.144702 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,13),(12,15),-0.145875 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,13),(12,16),-0.144702 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,13),(12,17),-0.144702 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,13),(12,18),-0.144786 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,13),(12,20),-0.167237 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,14),(12,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,14),(12,16),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,14),(12,17),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,14),(12,18),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,14),(12,20),-0.193078 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,12),(12,15),(12,16),-0.144704 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,15),(12,17),-0.144704 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,15),(12,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,15),(12,20),-0.14734 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,16),(12,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,16),(12,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,16),(12,20),-0.193421 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,17),(12,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,17),(12,20),-0.193265 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,18),(12,20),-0.156228 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,12),(12,11),0.00130494 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,9),0.129051 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,-1),-0.350558 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,12),(12,11),(12,9),-0.0212902 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,11),(12,-1),0.00200397 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,9),(12,-1),0.0578931 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,13),(13,14),-0.144963 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,20),0.0959028 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,13),(13,14),(13,20),-0.154196 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,13),(13,13),(13,-1),0.2151 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,15),(15,15),(15,20),-0.0484126 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,15),(15,15),(15,-1),-0.188849 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,16),(16,16),(16,17),-0.137023 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,18),0.0471535 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,20),0.194211 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,16),(16,17),(16,18),-0.0207482 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,17),(16,20),0.0242344 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
