# _root_ Burmah , which owns the Castrol brand of lubricant oils , reported a 17 % rise in net income to # 43.5 million ( $ 68.3 million ) in the first half .
#goldHeads=12,1,4,1,7,7,4,7,10,8,1,0,16,15,16,12,16,19,17,16,20,21,21,25,21,25,25,25,16,32,32,29,12,
#predictedHeads=12,1,4,1,7,7,4,7,10,8,1,0,16,15,16,12,16,19,17,16,20,21,21,25,21,25,25,25,16,32,32,29,12,
(7,12),(12,17),-0.0736325 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.578892 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-0.239354 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),-0.241413 # DEPENDENCYPART_GRANDPAR
(7,12),(12,21),0.127217 # DEPENDENCYPART_GRANDPAR
(7,12),(12,24),-0.036799 # DEPENDENCYPART_GRANDPAR
(7,12),(12,28),-0.0832648 # DEPENDENCYPART_GRANDPAR
(7,12),(12,29),-0.403944 # DEPENDENCYPART_GRANDPAR
(7,12),(12,32),-0.0808968 # DEPENDENCYPART_GRANDPAR
(7,12),(12,33),-1.61471 # DEPENDENCYPART_GRANDPAR
(7,14),(14,8),0.133432 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.133198 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.0640477 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.826471 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.358682 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.389122 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.132089 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.324459 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.101772 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.111685 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.112845 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-0.415311 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,8),0.24907 # DEPENDENCYPART_GRANDPAR
(7,16),(16,9),-0.0850999 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),-0.0455887 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),-0.287511 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),0.0829511 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.460634 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.440979 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.142127 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.592726 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.304045 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),-0.301471 # DEPENDENCYPART_GRANDPAR
(7,16),(16,21),0.0867073 # DEPENDENCYPART_GRANDPAR
(7,16),(16,22),-0.572052 # DEPENDENCYPART_GRANDPAR
(7,16),(16,23),-0.531131 # DEPENDENCYPART_GRANDPAR
(7,16),(16,25),-0.494522 # DEPENDENCYPART_GRANDPAR
(7,16),(16,28),0.0339307 # DEPENDENCYPART_GRANDPAR
(7,16),(16,29),-0.472439 # DEPENDENCYPART_GRANDPAR
(7,16),(16,32),-0.185907 # DEPENDENCYPART_GRANDPAR
(7,16),(16,33),-1.49255 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.184241 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.575681 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-0.257744 # DEPENDENCYPART_GRANDPAR
(7,17),(17,20),-0.369791 # DEPENDENCYPART_GRANDPAR
(7,17),(17,21),0.118611 # DEPENDENCYPART_GRANDPAR
(7,17),(17,22),-0.239113 # DEPENDENCYPART_GRANDPAR
(7,17),(17,23),-0.136956 # DEPENDENCYPART_GRANDPAR
(7,17),(17,25),-0.551612 # DEPENDENCYPART_GRANDPAR
(7,19),(19,13),0.0566485 # DEPENDENCYPART_GRANDPAR
(7,19),(19,14),-0.429123 # DEPENDENCYPART_GRANDPAR
(7,19),(19,15),-0.453672 # DEPENDENCYPART_GRANDPAR
(7,19),(19,16),-0.179642 # DEPENDENCYPART_GRANDPAR
(7,19),(19,17),-0.173315 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-0.533442 # DEPENDENCYPART_GRANDPAR
(7,19),(19,20),-0.309508 # DEPENDENCYPART_GRANDPAR
(7,19),(19,21),0.105995 # DEPENDENCYPART_GRANDPAR
(7,19),(19,22),-0.544084 # DEPENDENCYPART_GRANDPAR
(7,19),(19,23),-0.503173 # DEPENDENCYPART_GRANDPAR
(7,19),(19,25),-0.468148 # DEPENDENCYPART_GRANDPAR
(7,19),(19,28),0.0415527 # DEPENDENCYPART_GRANDPAR
(7,19),(19,29),-0.502849 # DEPENDENCYPART_GRANDPAR
(7,19),(19,32),-0.146548 # DEPENDENCYPART_GRANDPAR
(7,20),(20,1),-0.902662 # DEPENDENCYPART_GRANDPAR
(7,20),(20,17),-0.406704 # DEPENDENCYPART_GRANDPAR
(7,20),(20,18),-0.705484 # DEPENDENCYPART_GRANDPAR
(7,20),(20,19),-0.575327 # DEPENDENCYPART_GRANDPAR
(7,20),(20,21),0.244759 # DEPENDENCYPART_GRANDPAR
(7,20),(20,22),-0.309817 # DEPENDENCYPART_GRANDPAR
(7,20),(20,23),-0.245026 # DEPENDENCYPART_GRANDPAR
(7,20),(20,24),0.0143508 # DEPENDENCYPART_GRANDPAR
(7,20),(20,25),-0.29816 # DEPENDENCYPART_GRANDPAR
(7,20),(20,29),-0.533396 # DEPENDENCYPART_GRANDPAR
(7,20),(20,32),-0.133239 # DEPENDENCYPART_GRANDPAR
(7,21),(21,1),-0.887503 # DEPENDENCYPART_GRANDPAR
(7,21),(21,18),-0.454093 # DEPENDENCYPART_GRANDPAR
(7,21),(21,19),-0.244747 # DEPENDENCYPART_GRANDPAR
(7,21),(21,20),-0.271549 # DEPENDENCYPART_GRANDPAR
(7,21),(21,22),-0.292046 # DEPENDENCYPART_GRANDPAR
(7,21),(21,23),-0.181512 # DEPENDENCYPART_GRANDPAR
(7,21),(21,24),-0.0875309 # DEPENDENCYPART_GRANDPAR
(7,21),(21,25),-0.439135 # DEPENDENCYPART_GRANDPAR
(7,21),(21,26),-0.367366 # DEPENDENCYPART_GRANDPAR
(7,21),(21,27),-0.207311 # DEPENDENCYPART_GRANDPAR
(7,21),(21,28),-0.106982 # DEPENDENCYPART_GRANDPAR
(7,21),(21,29),-0.558696 # DEPENDENCYPART_GRANDPAR
(7,21),(21,32),-0.174884 # DEPENDENCYPART_GRANDPAR
(7,21),(21,33),-1.54501 # DEPENDENCYPART_GRANDPAR
(7,29),(29,24),-0.0380583 # DEPENDENCYPART_GRANDPAR
(7,29),(29,25),-0.402037 # DEPENDENCYPART_GRANDPAR
(7,29),(29,28),-0.0729762 # DEPENDENCYPART_GRANDPAR
(7,29),(29,30),-0.332199 # DEPENDENCYPART_GRANDPAR
(7,29),(29,31),-0.362776 # DEPENDENCYPART_GRANDPAR
(7,29),(29,32),-0.309123 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.827299 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-1.10811 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.480298 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.421086 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.698189 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.908873 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.0436926 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.49502 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.76652 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.660227 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.87293 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.413178 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.0688515 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.978542 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.907853 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-1.82572 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-1.6904 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-1.2498 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-1.27272 # DEPENDENCYPART_GRANDPAR
(8,7),(7,19),-1.43798 # DEPENDENCYPART_GRANDPAR
(8,7),(7,20),-1.03702 # DEPENDENCYPART_GRANDPAR
(8,7),(7,21),-1.19405 # DEPENDENCYPART_GRANDPAR
(8,7),(7,29),-1.01988 # DEPENDENCYPART_GRANDPAR
(8,7),(7,33),-2.60664 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.137492 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-1.5455 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.799072 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-1.77725 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-1.50754 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-1.34549 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.14881 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.453989 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.211717 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.303237 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-1.01578 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.883996 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.35903 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.661753 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.546971 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.597905 # DEPENDENCYPART_GRANDPAR
(8,10),(10,33),-2.14089 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-1.38015 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-1.53586 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-0.637457 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-1.04616 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-1.34219 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-1.14122 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-1.49179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.12724 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.410559 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.455899 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.652456 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-1.04361 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.722078 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.196403 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.496069 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.916909 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.399898 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.525155 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),-0.61143 # DEPENDENCYPART_GRANDPAR
(8,12),(12,24),-0.345703 # DEPENDENCYPART_GRANDPAR
(8,12),(12,28),-0.759939 # DEPENDENCYPART_GRANDPAR
(8,12),(12,29),-0.243235 # DEPENDENCYPART_GRANDPAR
(8,12),(12,32),-0.808952 # DEPENDENCYPART_GRANDPAR
(8,12),(12,33),-2.27575 # DEPENDENCYPART_GRANDPAR
(8,16),(16,7),-1.36783 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-1.06416 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,9),0.658701 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),0.888954 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),0.0281163 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.452236 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-1.01464 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.0733953 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.505964 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.923518 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.404503 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.45145 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),-0.569783 # DEPENDENCYPART_GRANDPAR
(8,16),(16,22),-1.16953 # DEPENDENCYPART_GRANDPAR
(8,16),(16,23),-1.39807 # DEPENDENCYPART_GRANDPAR
(8,16),(16,25),-0.333612 # DEPENDENCYPART_GRANDPAR
(8,16),(16,28),-0.736913 # DEPENDENCYPART_GRANDPAR
(8,16),(16,29),-0.25313 # DEPENDENCYPART_GRANDPAR
(8,16),(16,32),-0.85199 # DEPENDENCYPART_GRANDPAR
(8,16),(16,33),-2.02469 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.378932 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.156409 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.0884808 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),-0.0506054 # DEPENDENCYPART_GRANDPAR
(10,1),(1,7),-0.0962664 # DEPENDENCYPART_GRANDPAR
(10,1),(1,8),0.0931984 # DEPENDENCYPART_GRANDPAR
(10,1),(1,9),0.124709 # DEPENDENCYPART_GRANDPAR
(10,1),(1,10),-1.09989 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,1),(1,11),-0.877283 # DEPENDENCYPART_GRANDPAR
(10,1),(1,12),-0.847294 # DEPENDENCYPART_GRANDPAR
(10,1),(1,14),-0.548514 # DEPENDENCYPART_GRANDPAR
(10,1),(1,16),-0.690272 # DEPENDENCYPART_GRANDPAR
(10,1),(1,21),-0.64155 # DEPENDENCYPART_GRANDPAR
(10,1),(1,33),-0.882797 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.36471 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.524466 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.144647 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.11503 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.301061 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),0.0292326 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.179314 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.169601 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.232818 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.411952 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.118768 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.308302 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.0953546 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),0.0936281 # DEPENDENCYPART_GRANDPAR
(10,6),(6,11),-0.877283 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.343879 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.348387 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.335272 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.114851 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.35349 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.237709 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.0239322 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.159123 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.16333 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.920677 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.93333 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.632538 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.884185 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.798899 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-1.09988 # DEPENDENCYPART_GRANDPAR
(10,7),(7,19),-0.821521 # DEPENDENCYPART_GRANDPAR
(10,7),(7,20),-0.96269 # DEPENDENCYPART_GRANDPAR
(10,7),(7,21),-0.715527 # DEPENDENCYPART_GRANDPAR
(10,7),(7,29),-1.71463 # DEPENDENCYPART_GRANDPAR
(10,7),(7,33),-0.980235 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.442089 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),0.0242297 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.0763249 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.16506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.756517 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.892454 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.738417 # DEPENDENCYPART_GRANDPAR
(10,9),(9,11),-0.784724 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-0.81357 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-0.987425 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.641062 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-0.620089 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.707401 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.600927 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.817353 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.498291 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.71847 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.310358 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.238163 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.0608331 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.21126 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.110417 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.0796725 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.233324 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.121239 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.15128 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.129144 # DEPENDENCYPART_GRANDPAR
(10,12),(12,24),-0.267309 # DEPENDENCYPART_GRANDPAR
(10,12),(12,28),-0.108479 # DEPENDENCYPART_GRANDPAR
(10,12),(12,29),-0.694422 # DEPENDENCYPART_GRANDPAR
(10,12),(12,32),-0.389934 # DEPENDENCYPART_GRANDPAR
(10,12),(12,33),-0.54873 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-0.782182 # DEPENDENCYPART_GRANDPAR
(10,14),(14,11),-0.154775 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.0349548 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.337338 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.184621 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.183327 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.027178 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.0396964 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),0.050454 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.14687 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),0.0689109 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-0.814628 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-0.941318 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.620663 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.593633 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),-0.209447 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),0.347855 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.0365705 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.00212996 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.153618 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.270892 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.100251 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.296509 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.134995 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-0.221564 # DEPENDENCYPART_GRANDPAR
(10,16),(16,23),-0.272734 # DEPENDENCYPART_GRANDPAR
(10,16),(16,25),-0.613726 # DEPENDENCYPART_GRANDPAR
(10,16),(16,28),-0.014727 # DEPENDENCYPART_GRANDPAR
(10,16),(16,29),-0.768368 # DEPENDENCYPART_GRANDPAR
(10,16),(16,32),-0.390934 # DEPENDENCYPART_GRANDPAR
(10,16),(16,33),-0.38029 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.121208 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.174667 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.0575267 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.252181 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.124707 # DEPENDENCYPART_GRANDPAR
(10,17),(17,22),-0.10354 # DEPENDENCYPART_GRANDPAR
(10,17),(17,23),-0.148846 # DEPENDENCYPART_GRANDPAR
(10,17),(17,25),-0.654756 # DEPENDENCYPART_GRANDPAR
(10,19),(19,13),0.278787 # DEPENDENCYPART_GRANDPAR
(10,19),(19,14),-0.0609752 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),-0.0596806 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),-0.10645 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.389715 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.181951 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.342027 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),-0.153353 # DEPENDENCYPART_GRANDPAR
(10,19),(19,22),-0.231255 # DEPENDENCYPART_GRANDPAR
(10,19),(19,23),-0.282432 # DEPENDENCYPART_GRANDPAR
(10,19),(19,25),-0.624248 # DEPENDENCYPART_GRANDPAR
(10,19),(19,28),-0.0403853 # DEPENDENCYPART_GRANDPAR
(10,19),(19,29),-0.839098 # DEPENDENCYPART_GRANDPAR
(10,19),(19,32),-0.398238 # DEPENDENCYPART_GRANDPAR
(10,20),(20,1),-0.833116 # DEPENDENCYPART_GRANDPAR
(10,20),(20,17),-0.489795 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),-0.358406 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),-0.304049 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),-0.0897439 # DEPENDENCYPART_GRANDPAR
(10,20),(20,22),-0.139234 # DEPENDENCYPART_GRANDPAR
(10,20),(20,23),-0.184287 # DEPENDENCYPART_GRANDPAR
(10,20),(20,24),-0.277627 # DEPENDENCYPART_GRANDPAR
(10,20),(20,25),-0.63345 # DEPENDENCYPART_GRANDPAR
(10,20),(20,29),-0.91364 # DEPENDENCYPART_GRANDPAR
(10,20),(20,32),-0.444531 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),0.775827 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-0.301184 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),0.269123 # DEPENDENCYPART_GRANDPAR
(12,1),(1,6),0.217945 # DEPENDENCYPART_GRANDPAR
(12,1),(1,7),0.211012 # DEPENDENCYPART_GRANDPAR
(12,1),(1,8),0.231893 # DEPENDENCYPART_GRANDPAR
(12,1),(1,9),-0.113009 # DEPENDENCYPART_GRANDPAR
(12,1),(1,10),0.139028 # DEPENDENCYPART_GRANDPAR
(12,1),(1,11),0.736802 # DEPENDENCYPART_GRANDPAR
(12,1),(1,12),-0.949631 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,1),(1,14),-0.731674 # DEPENDENCYPART_GRANDPAR
(12,1),(1,16),-0.105851 # DEPENDENCYPART_GRANDPAR
(12,1),(1,21),-0.848877 # DEPENDENCYPART_GRANDPAR
(12,1),(1,33),-0.920543 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),0.543349 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),0.0719228 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),0.567495 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),0.45866 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),0.0911786 # DEPENDENCYPART_GRANDPAR
(12,3),(3,7),0.108214 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),0.661909 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),0.565999 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.517154 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.15731 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),0.0542506 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),0.101394 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),-0.0910561 # DEPENDENCYPART_GRANDPAR
(12,4),(4,9),-0.311002 # DEPENDENCYPART_GRANDPAR
(12,4),(4,10),-0.0661448 # DEPENDENCYPART_GRANDPAR
(12,4),(4,11),0.371836 # DEPENDENCYPART_GRANDPAR
(12,4),(4,12),-0.764784 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,4),(4,16),0.238474 # DEPENDENCYPART_GRANDPAR
(12,4),(4,17),0.0276532 # DEPENDENCYPART_GRANDPAR
(12,4),(4,19),-0.100624 # DEPENDENCYPART_GRANDPAR
(12,4),(4,20),-0.0959976 # DEPENDENCYPART_GRANDPAR
(12,4),(4,21),-0.669068 # DEPENDENCYPART_GRANDPAR
(12,4),(4,28),-0.438473 # DEPENDENCYPART_GRANDPAR
(12,4),(4,29),0.53462 # DEPENDENCYPART_GRANDPAR
(12,4),(4,33),-0.802317 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),0.702988 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.562471 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),0.0485938 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),0.0106207 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),0.21077 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),0.230693 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),0.731947 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),0.661664 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),0.630548 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.452984 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),0.0892267 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.00141293 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),0.0821506 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),0.106685 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.14346 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.0190391 # DEPENDENCYPART_GRANDPAR
