# _root_ `` All this may not be obvious to the public , which is concerned about advances in treatment , but I am convinced this basic research will begin showing results there soon . ''
#goldHeads=20,3,4,20,4,4,6,7,10,8,10,13,10,13,14,15,16,17,20,0,22,20,22,26,26,27,23,27,28,29,29,29,20,20,
#predictedHeads=20,3,4,20,4,4,6,7,10,8,10,13,10,13,14,15,16,17,20,0,22,20,22,26,26,27,23,27,28,29,29,31,20,20,
(20,14),(14,15),(14,23),-0.127092 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,15),(14,27),-0.125271 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,15),(14,31),-0.125814 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,15),(14,32),-0.125814 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,15),(14,33),-0.128284 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,15),(14,35),-0.0995482 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,14),(14,16),(14,17),0.0941695 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,16),(14,18),0.133831 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,16),(14,19),0.122203 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,16),(14,20),-0.126158 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,14),(14,16),(14,22),-0.127572 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,16),(14,23),-0.127572 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,16),(14,27),-0.125606 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,16),(14,31),-0.126569 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,16),(14,32),-0.126396 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,16),(14,33),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,16),(14,35),-0.0622002 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,14),(14,17),(14,18),0.108573 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,17),(14,19),0.113077 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,17),(14,20),-0.125893 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,14),(14,17),(14,22),-0.127789 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,17),(14,23),-0.127789 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,17),(14,27),-0.125271 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,17),(14,31),-0.12623 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,17),(14,32),-0.12623 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,17),(14,33),-0.129984 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,17),(14,35),-0.0865662 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,14),(14,18),(14,19),0.1222 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,18),(14,20),-0.126158 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,14),(14,18),(14,22),-0.127572 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,18),(14,23),-0.127572 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,18),(14,27),-0.125606 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,18),(14,31),-0.126569 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,18),(14,32),-0.126396 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,18),(14,33),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,18),(14,35),-0.0675842 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,14),(14,19),(14,20),-0.127564 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,14),(14,19),(14,22),-0.131735 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,19),(14,23),-0.131735 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,19),(14,27),-0.129378 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,19),(14,31),-0.126371 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,19),(14,32),-0.126371 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,19),(14,33),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,19),(14,35),-0.115558 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,14),(14,20),(14,22),0.129575 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,14),(14,20),(14,23),0.141444 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,14),(14,20),(14,27),-0.077985 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,14),(14,20),(14,31),0.0234387 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,14),(14,20),(14,32),0.076311 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,14),(14,20),(14,33),-0.00205378 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,14),(14,20),(14,35),-0.126507 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,14),(14,22),(14,23),-0.117365 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,22),(14,27),-0.126132 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,22),(14,31),-0.124889 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,22),(14,32),-0.124889 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,22),(14,33),-0.124889 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,22),(14,35),0.0113028 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,14),(14,23),(14,27),-0.126132 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,23),(14,31),-0.124889 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,23),(14,32),-0.124889 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,23),(14,33),-0.124889 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,23),(14,35),0.0117327 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,14),(14,27),(14,31),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,27),(14,32),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,27),(14,33),-0.125742 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,27),(14,35),-0.0911326 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,14),(14,31),(14,32),-0.125288 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,31),(14,33),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,31),(14,35),-0.113467 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,14),(14,32),(14,33),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,32),(14,35),-0.0994529 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,14),(14,33),(14,35),-0.133158 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,14),(14,14),(14,13),0.0232341 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,14),(14,14),(14,12),-0.105892 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,14),(14,14),(14,11),-0.0580307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,14),(14,14),(14,-1),0.0986676 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,14),(14,13),(14,12),-0.0420593 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,13),(14,11),-0.0456349 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,13),(14,-1),0.0272711 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,14),(14,12),(14,11),-0.0443519 # DEPENDENCYPART_GRANDSIBL
(20,14),(14,12),(14,-1),-0.0819283 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,14),(14,11),(14,-1),-0.0565783 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,15),(15,16),0.105313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,17),0.0899588 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,18),0.105313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,35),-0.0696245 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,15),(15,16),(15,17),0.130931 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,16),(15,18),0.11835 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,16),(15,35),-0.0990728 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,17),(15,18),0.123127 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,17),(15,35),-0.129352 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,18),(15,35),-0.0990728 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,15),(15,14),-0.0564737 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,12),-0.0517125 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,8),-0.0357289 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,-1),-0.0912331 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,15),(15,14),(15,12),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,14),(15,8),-0.0419997 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,14),(15,-1),-0.0550738 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,12),(15,8),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,12),(15,-1),-0.0517069 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,8),(15,-1),-0.0493457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,16),(16,17),0.193827 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,16),(16,18),0.0404443 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,16),(16,19),0.214665 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,16),(16,20),-0.126515 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,16),(16,16),(16,22),-0.128304 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,16),(16,35),-0.00808191 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,16),(16,17),(16,18),0.118355 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,17),(16,19),0.121864 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,17),(16,20),-0.125181 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,17),(16,22),-0.126239 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,17),(16,35),-0.044653 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,18),(16,19),0.0989653 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,18),(16,20),-0.124894 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,18),(16,22),-0.124932 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,18),(16,35),-0.171155 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,19),(16,20),-0.128691 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,19),(16,22),-0.126414 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,19),(16,35),-0.129745 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,20),(16,22),0.130242 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,20),(16,35),-0.138078 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,16),(16,22),(16,35),-0.145447 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,16),(16,15),-0.0495802 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,16),(16,14),-0.132964 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,16),(16,-1),0.0410692 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,16),(16,15),(16,14),-0.033946 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,15),(16,-1),-0.0741194 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,14),(16,-1),-0.0336971 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,17),(17,17),(17,18),0.114229 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,17),(17,17),(17,20),-0.130437 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,17),(17,17),(17,35),-0.0652048 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,17),(17,18),(17,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,17),(17,18),(17,35),-0.0807421 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,17),(17,20),(17,35),-0.12264 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,17),(17,17),(17,16),0.00459689 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,17),(17,17),(17,15),-0.0588872 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,17),(17,17),(17,12),-0.0542522 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,17),(17,17),(17,-1),-0.0754522 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,17),(17,16),(17,15),-0.0448773 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,16),(17,12),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,16),(17,-1),-0.0663008 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,17),(17,15),(17,12),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,15),(17,-1),-0.0594076 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,17),(17,12),(17,-1),-0.0542437 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,18),(18,18),(18,19),0.214664 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,18),(18,18),(18,22),-0.128304 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,18),(18,18),(18,35),-0.0012329 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,18),(18,19),(18,22),-0.126414 # DEPENDENCYPART_GRANDSIBL
(20,18),(18,19),(18,35),-0.129747 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,18),(18,22),(18,35),-0.145619 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,18),(18,18),(18,17),-0.067963 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,18),(18,18),(18,16),-0.0157426 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,18),(18,18),(18,15),-0.049932 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,18),(18,18),(18,12),-0.0513018 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,18),(18,18),(18,-1),0.0440186 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,18),(18,17),(18,16),-0.0474645 # DEPENDENCYPART_GRANDSIBL
(20,18),(18,17),(18,15),-0.023465 # DEPENDENCYPART_GRANDSIBL
(20,18),(18,17),(18,12),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(20,18),(18,17),(18,-1),-0.0883108 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,18),(18,16),(18,15),-0.0480913 # DEPENDENCYPART_GRANDSIBL
(20,18),(18,16),(18,12),-0.0419994 # DEPENDENCYPART_GRANDSIBL
(20,18),(18,16),(18,-1),-0.0169117 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,18),(18,15),(18,12),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(20,18),(18,15),(18,-1),-0.0744712 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,18),(18,12),(18,-1),-0.0503935 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,19),(19,35),-0.0434274 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,19),(19,19),(19,-1),0.0428456 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,21),(21,21),(21,26),-0.0365259 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,35),-0.0428254 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,21),(21,26),(21,35),-0.0359386 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,21),(21,-1),-0.0727483 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,22),(22,22),(22,23),0.0195405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,24),-0.0518855 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,25),-0.0435708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,26),-0.128494 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,27),0.0559261 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,28),0.019953 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,29),0.0216585 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,30),-0.128202 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,31),-0.0183256 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,32),-0.022088 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,33),-0.0496788 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,34),-0.0551369 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,35),0.100992 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,22),(22,23),(22,24),-0.0455842 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,23),(22,25),-0.0321643 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,23),(22,26),-0.0180101 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,23),(22,27),-0.046023 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,23),(22,28),-0.0539647 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,23),(22,29),-0.0539647 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,23),(22,30),-0.0180101 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,23),(22,31),-0.047932 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,23),(22,32),-0.0479319 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,23),(22,33),-0.0456013 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,23),(22,34),-0.0458246 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,23),(22,35),0.0225696 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,22),(22,24),(22,25),-0.041999 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,24),(22,26),-0.0439689 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,24),(22,27),-0.0419992 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,24),(22,28),-0.032338 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,24),(22,29),-0.032338 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,24),(22,30),-0.0439689 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,24),(22,31),-0.0387189 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,24),(22,32),-0.0387189 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,24),(22,33),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,24),(22,34),-0.041999 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,24),(22,35),-0.079855 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,22),(22,25),(22,26),-0.050588 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,25),(22,27),-0.0328836 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,25),(22,28),-0.055227 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,25),(22,29),-0.055227 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,25),(22,30),-0.050588 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,25),(22,31),-0.0495985 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,25),(22,32),-0.0495985 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,25),(22,33),-0.0357392 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,25),(22,34),-0.0353498 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,25),(22,35),-0.04674 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,22),(22,26),(22,27),-0.0525884 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,26),(22,28),-0.026663 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,26),(22,29),-0.026663 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,26),(22,30),-0.0251814 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,26),(22,31),-0.0520339 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,26),(22,32),-0.0498844 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,26),(22,33),-0.0445331 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,26),(22,34),-0.0428241 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,26),(22,35),-0.0205577 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,22),(22,27),(22,28),-0.0449992 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,27),(22,29),-0.0449992 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,27),(22,30),-0.0421475 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,27),(22,31),-0.0420663 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,27),(22,32),-0.0420663 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,27),(22,33),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,27),(22,34),-0.0420209 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,27),(22,35),0.0530723 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,22),(22,28),(22,29),-0.0539647 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,28),(22,30),-0.0180101 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,28),(22,31),-0.047932 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,28),(22,32),-0.0479319 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,28),(22,33),-0.0456013 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,28),(22,34),-0.0458246 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,28),(22,35),0.0245991 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,22),(22,29),(22,30),-0.0180101 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,29),(22,31),-0.047932 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,29),(22,32),-0.0479319 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,29),(22,33),-0.0456013 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,29),(22,34),-0.0458246 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,29),(22,35),0.0237713 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,22),(22,30),(22,31),-0.0520339 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,30),(22,32),-0.0498844 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,30),(22,33),-0.0445331 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,30),(22,34),-0.0428241 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,30),(22,35),-0.0223442 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,22),(22,31),(22,32),-0.0332822 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,31),(22,33),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,31),(22,34),-0.0461083 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,31),(22,35),-0.00343637 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,22),(22,32),(22,33),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,32),(22,34),-0.0461083 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,32),(22,35),-0.00659036 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,22),(22,33),(22,34),-0.0470889 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,33),(22,35),-0.0332615 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,22),(22,34),(22,35),-0.0663426 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,22),(22,22),(22,21),0.0536917 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,20),0.214023 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,22),(22,22),(22,19),-0.125268 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,18),-0.0686936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,17),-0.117716 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,16),-0.0686936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,15),-0.117396 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,14),-0.133863 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,13),-0.135273 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,11),-0.125268 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,10),-0.0686938 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,7),-0.127825 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,6),-0.134306 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,5),-0.132484 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,4),-0.13075 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,3),-0.124919 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,2),-0.124919 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,1),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,-1),-0.190016 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,22),(22,21),(22,20),0.123533 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,22),(22,21),(22,19),-0.124994 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,21),(22,18),-0.125805 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,21),(22,17),-0.125145 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,21),(22,16),-0.125805 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,21),(22,15),-0.125141 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,21),(22,14),-0.125824 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,21),(22,13),-0.125824 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,21),(22,11),-0.124994 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,21),(22,10),-0.125805 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,21),(22,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,21),(22,6),-0.125824 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,21),(22,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,21),(22,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
