# _root_ In 1987 , despite a barrage of ads from most of the major investment firms , individuals ran from the market en masse .
#goldHeads=18,1,18,18,6,4,6,7,8,9,10,15,15,15,11,18,18,0,18,21,19,18,22,18,
#predictedHeads=18,1,18,18,6,4,6,7,6,9,10,15,15,15,11,18,18,0,18,21,19,23,19,18,
(10,18),(18,1),-0.876369 # DEPENDENCYPART_GRANDPAR
(10,18),(18,2),-1.0816 # DEPENDENCYPART_GRANDPAR
(10,18),(18,3),-1.01624 # DEPENDENCYPART_GRANDPAR
(10,18),(18,4),-0.824947 # DEPENDENCYPART_GRANDPAR
(10,18),(18,6),-0.940365 # DEPENDENCYPART_GRANDPAR
(10,18),(18,7),-0.770224 # DEPENDENCYPART_GRANDPAR
(10,18),(18,8),-0.976876 # DEPENDENCYPART_GRANDPAR
(10,18),(18,9),-0.714131 # DEPENDENCYPART_GRANDPAR
(10,18),(18,10),-0.602861 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,18),(18,11),0.138152 # DEPENDENCYPART_GRANDPAR
(10,18),(18,12),0.0187438 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),-0.11583 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),-0.000415597 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),-0.207058 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.244574 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.309711 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.142075 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),-0.138009 # DEPENDENCYPART_GRANDPAR
(10,18),(18,21),-0.0901377 # DEPENDENCYPART_GRANDPAR
(10,18),(18,22),-0.235329 # DEPENDENCYPART_GRANDPAR
(10,18),(18,23),-0.238859 # DEPENDENCYPART_GRANDPAR
(10,18),(18,24),-0.578572 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.1056 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),0.0880708 # DEPENDENCYPART_GRANDPAR
(10,19),(19,22),-0.183131 # DEPENDENCYPART_GRANDPAR
(10,19),(19,23),-0.181248 # DEPENDENCYPART_GRANDPAR
(10,21),(21,20),-0.0895245 # DEPENDENCYPART_GRANDPAR
(10,21),(21,22),-0.190561 # DEPENDENCYPART_GRANDPAR
(10,21),(21,23),-0.180683 # DEPENDENCYPART_GRANDPAR
(10,22),(22,4),-0.812868 # DEPENDENCYPART_GRANDPAR
(10,22),(22,15),-0.184553 # DEPENDENCYPART_GRANDPAR
(10,22),(22,17),-0.301581 # DEPENDENCYPART_GRANDPAR
(10,22),(22,19),-0.199296 # DEPENDENCYPART_GRANDPAR
(10,22),(22,20),-0.163418 # DEPENDENCYPART_GRANDPAR
(10,22),(22,21),-0.195053 # DEPENDENCYPART_GRANDPAR
(10,22),(22,23),-0.198981 # DEPENDENCYPART_GRANDPAR
(10,22),(22,24),-0.462637 # DEPENDENCYPART_GRANDPAR
(10,23),(23,1),-0.867131 # DEPENDENCYPART_GRANDPAR
(10,23),(23,4),-0.812868 # DEPENDENCYPART_GRANDPAR
(10,23),(23,6),-0.971011 # DEPENDENCYPART_GRANDPAR
(10,23),(23,9),-0.696768 # DEPENDENCYPART_GRANDPAR
(10,23),(23,11),0.135302 # DEPENDENCYPART_GRANDPAR
(10,23),(23,15),-0.184433 # DEPENDENCYPART_GRANDPAR
(10,23),(23,17),-0.301461 # DEPENDENCYPART_GRANDPAR
(10,23),(23,19),-0.199292 # DEPENDENCYPART_GRANDPAR
(10,23),(23,20),-0.163418 # DEPENDENCYPART_GRANDPAR
(10,23),(23,21),-0.193116 # DEPENDENCYPART_GRANDPAR
(10,23),(23,22),-0.197441 # DEPENDENCYPART_GRANDPAR
(10,23),(23,24),-0.462637 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-1.0179 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-1.03441 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.432376 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),-0.436546 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),-0.505715 # DEPENDENCYPART_GRANDPAR
(11,1),(1,9),-0.361918 # DEPENDENCYPART_GRANDPAR
(11,1),(1,10),0.165214 # DEPENDENCYPART_GRANDPAR
(11,1),(1,11),-1.48944 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,1),(1,24),-1.49481 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.369226 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.939818 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.475607 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.0837997 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.469501 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.0918618 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.48341 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,13),-0.293603 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.719051 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.690258 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.816986 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-1.26259 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.386404 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-0.758617 # DEPENDENCYPART_GRANDPAR
(11,9),(9,22),-0.623031 # DEPENDENCYPART_GRANDPAR
(11,9),(9,24),-1.49513 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.62076 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.353232 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.48964 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),0.303625 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.22505 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.555967 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.753198 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-1.12828 # DEPENDENCYPART_GRANDPAR
(11,10),(10,18),-0.288333 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-0.772036 # DEPENDENCYPART_GRANDPAR
(11,10),(10,21),-1.11267 # DEPENDENCYPART_GRANDPAR
(11,10),(10,22),-0.568331 # DEPENDENCYPART_GRANDPAR
(11,10),(10,23),-0.594081 # DEPENDENCYPART_GRANDPAR
(11,13),(13,12),1.03383 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.244257 # DEPENDENCYPART_GRANDPAR
(11,14),(14,12),1.06745 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.612357 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.300668 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.469803 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),0.185846 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),-0.400281 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),-1.18021 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-1.79876 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-1.76084 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-1.47291 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-1.47629 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.94109 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.547194 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.799346 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),1.06265 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.675596 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.622379 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.290925 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.444393 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),0.149651 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.208331 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.455853 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.115318 # DEPENDENCYPART_GRANDPAR
(11,15),(15,23),-0.117706 # DEPENDENCYPART_GRANDPAR
(11,15),(15,24),-1.13444 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),-0.547165 # DEPENDENCYPART_GRANDPAR
(11,17),(17,12),1.04759 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),0.647118 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),0.282392 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),0.253968 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),0.20123 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.146375 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),-0.398636 # DEPENDENCYPART_GRANDPAR
(11,17),(17,22),-0.0664328 # DEPENDENCYPART_GRANDPAR
(11,17),(17,23),-0.0688211 # DEPENDENCYPART_GRANDPAR
(11,18),(18,1),-1.09532 # DEPENDENCYPART_GRANDPAR
(11,18),(18,2),-1.60806 # DEPENDENCYPART_GRANDPAR
(11,18),(18,3),-1.52978 # DEPENDENCYPART_GRANDPAR
(11,18),(18,4),-1.03825 # DEPENDENCYPART_GRANDPAR
(11,18),(18,6),-1.2658 # DEPENDENCYPART_GRANDPAR
(11,18),(18,7),-0.896799 # DEPENDENCYPART_GRANDPAR
(11,18),(18,8),-1.29776 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),-0.92035 # DEPENDENCYPART_GRANDPAR
(11,18),(18,10),-0.406916 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-1.18501 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,12),0.485891 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),0.129054 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),-0.0800129 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),-0.199146 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.465915 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.758494 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.193742 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.444697 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),-0.361132 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),-0.185492 # DEPENDENCYPART_GRANDPAR
(11,18),(18,23),-0.20386 # DEPENDENCYPART_GRANDPAR
(11,18),(18,24),-1.34339 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.427657 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),-0.335437 # DEPENDENCYPART_GRANDPAR
(11,19),(19,22),-0.109896 # DEPENDENCYPART_GRANDPAR
(11,19),(19,23),-0.12285 # DEPENDENCYPART_GRANDPAR
(11,22),(22,4),-0.979485 # DEPENDENCYPART_GRANDPAR
(11,22),(22,15),0.0632252 # DEPENDENCYPART_GRANDPAR
(11,22),(22,17),-0.507773 # DEPENDENCYPART_GRANDPAR
(11,22),(22,19),-0.196006 # DEPENDENCYPART_GRANDPAR
(11,22),(22,20),-0.550362 # DEPENDENCYPART_GRANDPAR
(11,22),(22,21),-0.260237 # DEPENDENCYPART_GRANDPAR
(11,22),(22,23),-0.119221 # DEPENDENCYPART_GRANDPAR
(11,22),(22,24),-1.10942 # DEPENDENCYPART_GRANDPAR
(11,23),(23,1),-1.03942 # DEPENDENCYPART_GRANDPAR
(11,23),(23,4),-0.979485 # DEPENDENCYPART_GRANDPAR
(11,23),(23,6),-1.24963 # DEPENDENCYPART_GRANDPAR
(11,23),(23,9),-0.856564 # DEPENDENCYPART_GRANDPAR
(11,23),(23,11),-1.01613 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,23),(23,15),0.0633505 # DEPENDENCYPART_GRANDPAR
(11,23),(23,17),-0.507648 # DEPENDENCYPART_GRANDPAR
(11,23),(23,19),-0.195997 # DEPENDENCYPART_GRANDPAR
(11,23),(23,20),-0.550357 # DEPENDENCYPART_GRANDPAR
(11,23),(23,21),-0.258299 # DEPENDENCYPART_GRANDPAR
(11,23),(23,22),0.0349878 # DEPENDENCYPART_GRANDPAR
(11,23),(23,24),-1.10938 # DEPENDENCYPART_GRANDPAR
(11,24),(24,23),-0.0677943 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-1.15064 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.21665 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,16),-0.237108 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.111232 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.373524 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.822176 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.786298 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.55447 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,10),-0.841487 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-1.29262 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-1.0177 # DEPENDENCYPART_GRANDPAR
(14,17),(17,15),0.246753 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.42088 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.0944618 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),0.114597 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.449679 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.201096 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),-0.165535 # DEPENDENCYPART_GRANDPAR
(14,18),(18,1),-1.53925 # DEPENDENCYPART_GRANDPAR
(14,18),(18,2),-2.56315 # DEPENDENCYPART_GRANDPAR
(14,18),(18,3),-1.79001 # DEPENDENCYPART_GRANDPAR
(14,18),(18,4),-1.66133 # DEPENDENCYPART_GRANDPAR
(14,18),(18,6),-1.09384 # DEPENDENCYPART_GRANDPAR
(14,18),(18,7),-1.44736 # DEPENDENCYPART_GRANDPAR
(14,18),(18,8),-1.16407 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-1.32033 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-0.807387 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-1.29102 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-1.1359 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.92206 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.90868 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),0.260794 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.388995 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.00463869 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),0.190206 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.573787 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.35985 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.179386 # DEPENDENCYPART_GRANDPAR
(14,18),(18,23),-0.154512 # DEPENDENCYPART_GRANDPAR
(14,18),(18,24),-0.926633 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.384531 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.268027 # DEPENDENCYPART_GRANDPAR
(14,21),(21,23),-0.229746 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-1.03974 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),-0.579965 # DEPENDENCYPART_GRANDPAR
(15,1),(1,4),-0.673961 # DEPENDENCYPART_GRANDPAR
(15,1),(1,6),-0.207959 # DEPENDENCYPART_GRANDPAR
(15,1),(1,7),-0.577411 # DEPENDENCYPART_GRANDPAR
(15,1),(1,9),-0.362428 # DEPENDENCYPART_GRANDPAR
(15,1),(1,10),0.322503 # DEPENDENCYPART_GRANDPAR
(15,1),(1,11),-0.130353 # DEPENDENCYPART_GRANDPAR
(15,1),(1,24),-1.11132 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.366684 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),-0.458701 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),-0.661458 # DEPENDENCYPART_GRANDPAR
(15,2),(2,6),0.0365035 # DEPENDENCYPART_GRANDPAR
(15,2),(2,7),-0.392925 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-1.12819 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.667854 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),-0.54506 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-1.11354 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.427593 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.505351 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.000547013 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.19171 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.260702 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),-0.170705 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),0.535108 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),0.255348 # DEPENDENCYPART_GRANDPAR
(15,6),(6,15),-1.09574 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,16),-0.841729 # DEPENDENCYPART_GRANDPAR
(15,6),(6,18),-0.84894 # DEPENDENCYPART_GRANDPAR
(15,6),(6,19),-1.03937 # DEPENDENCYPART_GRANDPAR
(15,6),(6,21),-1.07875 # DEPENDENCYPART_GRANDPAR
(15,6),(6,22),-0.65681 # DEPENDENCYPART_GRANDPAR
(15,6),(6,23),-0.670731 # DEPENDENCYPART_GRANDPAR
(15,6),(6,24),-1.1995 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.345042 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.208997 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.19799 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),0.360562 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),0.0580293 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-1.07859 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,16),-0.79293 # DEPENDENCYPART_GRANDPAR
(15,8),(8,17),-0.531852 # DEPENDENCYPART_GRANDPAR
(15,8),(8,18),-0.797693 # DEPENDENCYPART_GRANDPAR
(15,8),(8,19),-0.923296 # DEPENDENCYPART_GRANDPAR
(15,8),(8,21),-0.986693 # DEPENDENCYPART_GRANDPAR
(15,8),(8,24),-1.13365 # DEPENDENCYPART_GRANDPAR
(15,9),(9,1),-0.492996 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),-0.613435 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.132396 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.197951 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.169483 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),0.383994 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.0507906 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),-0.0297342 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),-0.118135 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-1.09027 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,16),-0.672772 # DEPENDENCYPART_GRANDPAR
(15,9),(9,17),-0.544022 # DEPENDENCYPART_GRANDPAR
(15,9),(9,18),-0.803535 # DEPENDENCYPART_GRANDPAR
(15,9),(9,19),-0.934335 # DEPENDENCYPART_GRANDPAR
(15,9),(9,22),-0.586856 # DEPENDENCYPART_GRANDPAR
(15,9),(9,24),-1.11501 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.197477 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.136685 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),0.345638 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),0.194389 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),0.146726 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-1.00309 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),-0.644465 # DEPENDENCYPART_GRANDPAR
(15,10),(10,17),-0.456833 # DEPENDENCYPART_GRANDPAR
(15,10),(10,18),-0.741477 # DEPENDENCYPART_GRANDPAR
(15,10),(10,19),-0.977789 # DEPENDENCYPART_GRANDPAR
(15,10),(10,21),-0.900852 # DEPENDENCYPART_GRANDPAR
(15,10),(10,22),-0.567627 # DEPENDENCYPART_GRANDPAR
(15,10),(10,23),-0.581548 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.515563 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.147874 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),0.433677 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.233577 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.150421 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.110362 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.09677 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.677307 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),-0.550521 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.806956 # DEPENDENCYPART_GRANDPAR
(15,11),(11,19),-0.914129 # DEPENDENCYPART_GRANDPAR
(15,11),(11,22),-0.589801 # DEPENDENCYPART_GRANDPAR
(15,11),(11,23),-0.603722 # DEPENDENCYPART_GRANDPAR
(15,11),(11,24),-1.11808 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.109842 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.175174 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.162902 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.23219 # DEPENDENCYPART_GRANDPAR
(15,14),(14,16),-0.845319 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.544923 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.852734 # DEPENDENCYPART_GRANDPAR
(15,14),(14,21),-1.08243 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-0.100192 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.724364 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.669403 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.581822 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),-0.106677 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.256103 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.299231 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.384579 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),-0.0789696 # DEPENDENCYPART_GRANDPAR
(15,17),(17,23),-0.087599 # DEPENDENCYPART_GRANDPAR
(15,18),(18,1),-1.33865 # DEPENDENCYPART_GRANDPAR
(15,18),(18,2),-1.48929 # DEPENDENCYPART_GRANDPAR
(15,18),(18,3),-1.01776 # DEPENDENCYPART_GRANDPAR
(15,18),(18,4),-1.2229 # DEPENDENCYPART_GRANDPAR
(15,18),(18,6),-0.666191 # DEPENDENCYPART_GRANDPAR
(15,18),(18,7),-1.03501 # DEPENDENCYPART_GRANDPAR
(15,18),(18,8),-0.718424 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-0.889003 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-0.0528986 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.587952 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.555999 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.559633 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.511736 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.624819 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),-0.21184 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.0678051 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.193599 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.492699 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.393737 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.10059 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.119905 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),-0.846506 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.490827 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.244055 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.0936911 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.107594 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.353043 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.108405 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),-0.114312 # DEPENDENCYPART_GRANDPAR
(15,22),(22,4),-1.205 # DEPENDENCYPART_GRANDPAR
(15,22),(22,15),-0.595051 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,22),(22,17),-0.052637 # DEPENDENCYPART_GRANDPAR
(15,22),(22,19),-0.374898 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),-0.423902 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.414402 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.0721008 # DEPENDENCYPART_GRANDPAR
(15,22),(22,24),-0.700543 # DEPENDENCYPART_GRANDPAR
(15,23),(23,1),-1.32304 # DEPENDENCYPART_GRANDPAR
(15,23),(23,4),-1.205 # DEPENDENCYPART_GRANDPAR
(15,23),(23,6),-0.69431 # DEPENDENCYPART_GRANDPAR
(15,23),(23,9),-0.865766 # DEPENDENCYPART_GRANDPAR
(15,23),(23,11),-0.56125 # DEPENDENCYPART_GRANDPAR
(15,23),(23,15),-0.59378 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,23),(23,17),-0.0513665 # DEPENDENCYPART_GRANDPAR
(15,23),(23,19),-0.373743 # DEPENDENCYPART_GRANDPAR
(15,23),(23,20),-0.422752 # DEPENDENCYPART_GRANDPAR
(15,23),(23,21),-0.411314 # DEPENDENCYPART_GRANDPAR
(15,23),(23,22),-0.113162 # DEPENDENCYPART_GRANDPAR
(15,23),(23,24),-0.694621 # DEPENDENCYPART_GRANDPAR
(15,24),(24,23),-0.111424 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),-0.343802 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.351891 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-0.093194 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),-0.097328 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),-0.0934163 # DEPENDENCYPART_GRANDPAR
(17,10),(10,15),-0.23966 # DEPENDENCYPART_GRANDPAR
(17,10),(10,16),0.211205 # DEPENDENCYPART_GRANDPAR
