# _root_ During the takeover , Mr. Hahn said he would put his account up for review if WPP 's bid were successful , but he did n't .
#goldHeads=7,3,1,7,6,7,23,9,7,9,12,10,10,13,14,20,19,17,20,10,20,23,0,25,23,25,23,
#predictedHeads=7,3,1,7,6,7,23,9,7,9,12,10,10,10,14,20,19,17,20,10,20,23,0,25,23,25,23,
(23,20),(20,15),(20,3),-0.0131786 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,15),(20,1),-0.0342103 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,15),(20,-1),-0.011201 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,20),(20,14),(20,12),-0.0135827 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,14),(20,10),-0.0228532 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,14),(20,9),-0.0205413 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,14),(20,8),-0.0220834 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,14),(20,7),-0.0228532 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,14),(20,6),-0.0135827 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,14),(20,5),-0.0135834 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,14),(20,4),-0.0398633 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,14),(20,3),-0.0135827 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,14),(20,1),-0.0102657 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,14),(20,-1),-0.0883054 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,20),(20,12),(20,10),0.00577078 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,12),(20,9),-0.026518 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,12),(20,8),-0.0198135 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,12),(20,7),0.0047151 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,12),(20,6),-0.0131786 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,12),(20,5),-0.0132442 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,12),(20,4),-0.0167881 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,12),(20,3),-0.0131786 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,12),(20,1),-0.0342236 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,12),(20,-1),-0.0120185 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,20),(20,10),(20,9),-0.0201097 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,10),(20,8),-0.0198456 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,10),(20,7),-0.0281932 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,10),(20,6),0.00294405 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,10),(20,5),0.00294405 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,10),(20,4),-0.0292096 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,10),(20,3),0.00294405 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,10),(20,1),-0.0115428 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,10),(20,-1),0.0618802 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,20),(20,9),(20,8),-0.0194443 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,9),(20,7),-0.0206564 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,9),(20,6),-0.0196941 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,9),(20,5),-0.0196941 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,9),(20,4),-0.0108885 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,9),(20,3),-0.0196941 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,9),(20,1),-0.0195145 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,9),(20,-1),0.0231918 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,20),(20,8),(20,7),-0.0167914 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,8),(20,6),-0.0172532 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,8),(20,5),-0.0172533 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,8),(20,4),-0.0377715 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,8),(20,3),-0.0172532 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,8),(20,1),-0.0118965 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,8),(20,-1),0.00857769 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,20),(20,7),(20,6),0.00281695 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,7),(20,5),0.00281695 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,7),(20,4),-0.0293678 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,7),(20,3),0.00281695 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,7),(20,1),-0.0115428 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,7),(20,-1),0.0660468 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,20),(20,6),(20,5),-0.0132442 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,6),(20,4),-0.0167881 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,6),(20,3),-0.0131786 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,6),(20,1),-0.0342103 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,6),(20,-1),-0.0110876 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,20),(20,5),(20,4),-0.0167919 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,5),(20,3),-0.0131801 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,5),(20,1),-0.0342103 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,5),(20,-1),-0.0118661 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,20),(20,4),(20,3),0.00290795 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,4),(20,1),-0.00681056 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,4),(20,-1),-0.025764 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,20),(20,3),(20,1),-0.0347972 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,3),(20,-1),-0.00875891 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,20),(20,1),(20,-1),-0.0742655 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,21),(21,22),0.0975922 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,23),-0.145838 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,25),-0.144787 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,26),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,28),-0.187841 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,21),(21,22),(21,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,22),(21,25),-0.144702 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,22),(21,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,22),(21,28),-0.146442 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,23),(21,25),0.0692721 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,23),(21,26),0.0713211 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,23),(21,28),-0.148871 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,21),(21,25),(21,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,25),(21,28),-0.167949 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,26),(21,28),-0.125032 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,21),(21,19),-0.0185104 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,17),-0.0185104 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,15),-0.0185104 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,12),-0.0185104 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,-1),-0.00799191 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,21),(21,19),(21,17),-0.0195341 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,19),(21,15),-0.0195341 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,19),(21,12),-0.0195341 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,19),(21,-1),-0.0149602 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,17),(21,15),-0.0195341 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,17),(21,12),-0.0195341 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,17),(21,-1),-0.0149602 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,15),(21,12),-0.0195341 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,15),(21,-1),-0.0149602 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,12),(21,-1),-0.0149602 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,22),(22,22),(22,28),-0.0534524 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,22),(22,22),(22,-1),0.0632698 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,24),(24,24),(24,25),-0.0215915 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,24),(24,24),(24,28),-0.0465339 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,24),(24,25),(24,28),-0.0224987 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,24),(24,24),(24,-1),-0.11276 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,25),(25,25),(25,26),0.0203029 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,25),(25,27),-0.0224038 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,25),(25,28),0.135519 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,25),(25,26),(25,27),-0.0196868 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,26),(25,28),-0.0228952 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,25),(25,27),(25,28),-0.0394054 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,25),(25,25),(25,24),0.0734778 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,25),(25,23),0.164001 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,25),(25,22),-0.144886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,25),(25,21),-0.145111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,25),(25,20),-0.159087 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,25),(25,19),-0.104906 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,25),(25,16),-0.139215 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,25),(25,14),-0.139235 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,25),(25,12),-0.104899 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,25),(25,10),-0.158568 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,25),(25,9),-0.15085 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,25),(25,8),-0.146441 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,25),(25,7),-0.158391 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,25),(25,6),-0.104899 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,25),(25,4),-0.144886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,25),(25,3),-0.104899 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,25),(25,1),-0.139215 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,25),(25,-1),-0.233285 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,25),(25,24),(25,23),0.113078 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,24),(25,22),-0.145265 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,24),(25,21),-0.144715 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,24),(25,20),-0.144897 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,24),(25,19),-0.144914 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,24),(25,16),-0.144862 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,24),(25,14),-0.144869 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,24),(25,12),-0.144914 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,24),(25,10),-0.144897 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,24),(25,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,24),(25,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,24),(25,7),-0.144897 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,24),(25,6),-0.144914 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,24),(25,4),-0.145265 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,24),(25,3),-0.144914 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,24),(25,1),-0.144862 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,24),(25,-1),-0.171486 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,25),(25,23),(25,22),0.0272438 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,23),(25,21),-0.0462705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,23),(25,20),-0.0678634 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,23),(25,19),-0.0304373 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,23),(25,16),0.0759594 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,23),(25,14),-0.0339462 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,23),(25,12),0.013695 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,23),(25,10),-0.113286 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,23),(25,9),-0.1276 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,23),(25,8),0.0208362 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,23),(25,7),-0.16237 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,23),(25,6),0.023672 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,23),(25,4),0.0890212 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,23),(25,3),0.100056 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,23),(25,1),-0.0767457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,23),(25,-1),-0.138549 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,25),(25,22),(25,21),-0.145919 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,22),(25,20),-0.151526 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,22),(25,19),-0.14717 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,22),(25,16),-0.154846 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,22),(25,14),-0.155769 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,22),(25,12),-0.14717 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,22),(25,10),-0.151519 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,22),(25,9),-0.149911 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,22),(25,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,22),(25,7),-0.151519 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,22),(25,6),-0.14717 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,22),(25,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,22),(25,3),-0.14717 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,22),(25,1),-0.154846 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,22),(25,-1),-0.157179 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,25),(25,21),(25,20),-0.145375 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,21),(25,19),-0.144769 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,21),(25,16),-0.144746 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,21),(25,14),-0.144746 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,21),(25,12),-0.144769 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,21),(25,10),-0.145375 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,21),(25,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,21),(25,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,21),(25,7),-0.145375 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,21),(25,6),-0.144769 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,21),(25,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,21),(25,3),-0.144769 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,21),(25,1),-0.144746 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,21),(25,-1),-0.158678 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,25),(25,20),(25,19),-0.144851 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,20),(25,16),-0.14632 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,20),(25,14),-0.146323 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,20),(25,12),-0.144851 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,20),(25,10),-0.144978 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,20),(25,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,20),(25,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,20),(25,7),-0.144978 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,20),(25,6),-0.144851 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,20),(25,4),-0.145662 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,20),(25,3),-0.144851 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,20),(25,1),-0.14632 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,20),(25,-1),-0.0406257 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,25),(25,19),(25,16),-0.155152 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,19),(25,14),-0.155289 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,19),(25,12),-0.146331 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,19),(25,10),-0.146993 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,19),(25,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,19),(25,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,19),(25,7),-0.146993 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,19),(25,6),-0.146331 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,19),(25,4),-0.146963 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,19),(25,3),-0.146331 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,19),(25,1),-0.155152 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,19),(25,-1),-0.0669105 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,25),(25,16),(25,14),-0.145492 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,16),(25,12),-0.147847 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,16),(25,10),-0.145584 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,16),(25,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,16),(25,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,16),(25,7),-0.145584 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,16),(25,6),-0.147847 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,16),(25,4),-0.145589 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,16),(25,3),-0.147847 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,16),(25,1),-0.145491 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,16),(25,-1),-0.124827 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,25),(25,14),(25,12),-0.14786 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,14),(25,10),-0.14556 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,14),(25,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,14),(25,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,14),(25,7),-0.14556 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,14),(25,6),-0.14786 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,14),(25,4),-0.145589 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,14),(25,3),-0.14786 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,14),(25,1),-0.145491 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,14),(25,-1),-0.134598 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,25),(25,12),(25,10),-0.146993 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,12),(25,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,12),(25,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,12),(25,7),-0.146993 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,12),(25,6),-0.146331 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,12),(25,4),-0.146963 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,12),(25,3),-0.146331 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,12),(25,1),-0.155152 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,12),(25,-1),-0.0592428 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,25),(25,10),(25,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,10),(25,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,10),(25,7),-0.144978 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,10),(25,6),-0.144851 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,10),(25,4),-0.145662 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,10),(25,3),-0.144851 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,10),(25,1),-0.14632 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,10),(25,-1),-0.0364324 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,25),(25,9),(25,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,9),(25,7),-0.145316 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,9),(25,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,9),(25,4),-0.144702 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,9),(25,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,9),(25,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,9),(25,-1),-0.174031 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,25),(25,8),(25,7),-0.144897 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,8),(25,6),-0.144914 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,8),(25,4),-0.145265 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,8),(25,3),-0.144914 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,8),(25,1),-0.144862 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,8),(25,-1),-0.171486 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,25),(25,7),(25,6),-0.14486 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,7),(25,4),-0.145662 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,7),(25,3),-0.14486 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,7),(25,1),-0.14632 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,7),(25,-1),-0.0353067 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,25),(25,6),(25,4),-0.146963 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,6),(25,3),-0.146331 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,6),(25,1),-0.155152 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,6),(25,-1),-0.063273 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,25),(25,4),(25,3),-0.14717 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,4),(25,1),-0.154846 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,4),(25,-1),-0.157179 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,25),(25,3),(25,1),-0.155152 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,3),(25,-1),-0.0633524 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,25),(25,1),(25,-1),-0.121898 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,26),(26,26),(26,27),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,26),(26,26),(26,28),0.0822488 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,26),(26,27),(26,28),-0.0194405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,26),(26,26),(26,24),0.103626 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,26),(26,26),(26,21),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,26),(26,26),(26,19),-0.144725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,26),(26,26),(26,3),-0.144725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,26),(26,26),(26,-1),-0.160659 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,26),(26,24),(26,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,24),(26,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,24),(26,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,24),(26,-1),-0.149639 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,26),(26,21),(26,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,21),(26,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,21),(26,-1),-0.142677 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,26),(26,19),(26,3),-0.144702 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,19),(26,-1),-0.177196 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,26),(26,3),(26,-1),-0.177196 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,27),(27,27),(27,28),-0.00297298 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,27),(27,27),(27,-1),-0.0917113 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,25),(25,25),(25,26),-0.00466212 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
