# _root_ These procedures consume millions of man-hours of labor and produce tons of paper , and each year , their end product -- the Five Year Defense Plan -- promptly melts away .
#goldHeads=2,9,9,3,4,5,6,7,15,9,10,11,12,15,0,17,30,30,21,21,30,27,27,27,27,27,21,27,30,15,30,15,
#predictedHeads=2,9,9,3,4,5,6,7,15,9,10,11,12,15,0,17,11,11,21,21,30,27,27,27,27,27,21,27,30,15,30,15,
(9,30),(30,18),(30,17),0.0808086 # DEPENDENCYPART_GRANDSIBL
(9,30),(30,18),(30,15),0.0977666 # DEPENDENCYPART_GRANDSIBL
(9,30),(30,18),(30,14),0.108941 # DEPENDENCYPART_GRANDSIBL
(9,30),(30,18),(30,13),0.0808075 # DEPENDENCYPART_GRANDSIBL
(9,30),(30,18),(30,10),0.0955339 # DEPENDENCYPART_GRANDSIBL
(9,30),(30,18),(30,9),0.0977666 # DEPENDENCYPART_GRANDSIBL
(9,30),(30,18),(30,8),-0.147035 # DEPENDENCYPART_GRANDSIBL
(9,30),(30,18),(30,6),-0.147035 # DEPENDENCYPART_GRANDSIBL
(9,30),(30,18),(30,3),-0.153537 # DEPENDENCYPART_GRANDSIBL
(9,30),(30,18),(30,-1),-0.155134 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,30),(30,17),(30,15),0.113889 # DEPENDENCYPART_GRANDSIBL
(9,30),(30,17),(30,14),0.063254 # DEPENDENCYPART_GRANDSIBL
(9,30),(30,17),(30,13),0.0924816 # DEPENDENCYPART_GRANDSIBL
(9,30),(30,17),(30,10),0.0962636 # DEPENDENCYPART_GRANDSIBL
(9,30),(30,17),(30,9),0.113889 # DEPENDENCYPART_GRANDSIBL
(9,30),(30,17),(30,8),-0.147568 # DEPENDENCYPART_GRANDSIBL
(9,30),(30,17),(30,6),-0.147568 # DEPENDENCYPART_GRANDSIBL
(9,30),(30,17),(30,3),-0.149107 # DEPENDENCYPART_GRANDSIBL
(9,30),(30,17),(30,-1),-0.066293 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,30),(30,15),(30,14),0.353393 # DEPENDENCYPART_GRANDSIBL
(9,30),(30,15),(30,13),0.354938 # DEPENDENCYPART_GRANDSIBL
(9,30),(30,15),(30,10),0.362788 # DEPENDENCYPART_GRANDSIBL
(9,30),(30,15),(30,9),0.265106 # DEPENDENCYPART_GRANDSIBL
(9,30),(30,15),(30,8),0.137546 # DEPENDENCYPART_GRANDSIBL
(9,30),(30,15),(30,6),0.150468 # DEPENDENCYPART_GRANDSIBL
(9,30),(30,15),(30,3),0.050078 # DEPENDENCYPART_GRANDSIBL
(9,30),(30,15),(30,-1),-0.117114 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,30),(30,14),(30,13),0.0808075 # DEPENDENCYPART_GRANDSIBL
(9,30),(30,14),(30,10),0.0955339 # DEPENDENCYPART_GRANDSIBL
(9,30),(30,14),(30,9),0.0977666 # DEPENDENCYPART_GRANDSIBL
(9,30),(30,14),(30,8),-0.147035 # DEPENDENCYPART_GRANDSIBL
(9,30),(30,14),(30,6),-0.147035 # DEPENDENCYPART_GRANDSIBL
(9,30),(30,14),(30,3),-0.153537 # DEPENDENCYPART_GRANDSIBL
(9,30),(30,14),(30,-1),-0.155134 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,30),(30,13),(30,10),0.096468 # DEPENDENCYPART_GRANDSIBL
(9,30),(30,13),(30,9),0.113889 # DEPENDENCYPART_GRANDSIBL
(9,30),(30,13),(30,8),-0.147568 # DEPENDENCYPART_GRANDSIBL
(9,30),(30,13),(30,6),-0.147568 # DEPENDENCYPART_GRANDSIBL
(9,30),(30,13),(30,3),-0.149107 # DEPENDENCYPART_GRANDSIBL
(9,30),(30,13),(30,-1),-0.0690439 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,30),(30,10),(30,9),0.101003 # DEPENDENCYPART_GRANDSIBL
(9,30),(30,10),(30,8),-0.144969 # DEPENDENCYPART_GRANDSIBL
(9,30),(30,10),(30,6),-0.144969 # DEPENDENCYPART_GRANDSIBL
(9,30),(30,10),(30,3),-0.145246 # DEPENDENCYPART_GRANDSIBL
(9,30),(30,10),(30,-1),-0.0551983 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,30),(30,9),(30,8),0.137546 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,30),(30,9),(30,6),0.150468 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,30),(30,9),(30,3),0.050078 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,30),(30,9),(30,-1),-0.117114 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,30),(30,8),(30,6),-0.147568 # DEPENDENCYPART_GRANDSIBL
(9,30),(30,8),(30,3),-0.149107 # DEPENDENCYPART_GRANDSIBL
(9,30),(30,8),(30,-1),-0.0714988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,30),(30,6),(30,3),-0.149107 # DEPENDENCYPART_GRANDSIBL
(9,30),(30,6),(30,-1),-0.0690366 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,30),(30,3),(30,-1),-0.0551304 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,32),(32,32),(32,33),-0.023829 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,32),(32,32),(32,-1),-0.105648 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,2),(2,2),(2,3),0.131088 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,2),(2,4),0.0233882 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,2),(2,5),0.1315 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,2),(2,7),0.1315 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,2),(2,33),-0.187855 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,2),(2,3),(2,4),0.112756 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,3),(2,5),0.0974645 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,3),(2,7),0.0974645 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,3),(2,33),-0.13872 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,4),(2,5),0.0899076 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,4),(2,7),0.0899076 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,4),(2,33),-0.11693 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,5),(2,7),0.0727064 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,5),(2,33),-0.0625545 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,7),(2,33),-0.0625545 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,2),(2,1),-0.0837752 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,2),(2,-1),0.0638192 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,2),(2,1),(2,-1),0.0113151 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,3),(3,3),(3,4),0.160991 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,3),(3,3),(3,5),-0.0399974 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,3),(3,3),(3,6),0.161588 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,3),(3,3),(3,7),-0.0399974 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,3),(3,3),(3,8),0.161587 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,3),(3,3),(3,9),0.0158323 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,3),(3,3),(3,10),-0.135041 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,3),(3,3),(3,14),-0.144725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,3),(3,3),(3,15),-0.166243 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,3),(3,3),(3,32),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,3),(3,3),(3,33),-0.241226 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,3),(3,4),(3,5),0.209431 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,4),(3,6),0.0983767 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,4),(3,7),0.209431 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,4),(3,8),0.0983765 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,4),(3,9),0.0851362 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,4),(3,10),-0.143839 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,4),(3,14),-0.147788 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,4),(3,15),-0.145897 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,4),(3,32),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,4),(3,33),-0.157519 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,3),(3,5),(3,6),0.105285 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,5),(3,7),0.118274 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,5),(3,8),0.105285 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,5),(3,9),0.109423 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,5),(3,10),-0.146371 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,5),(3,14),-0.146036 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,5),(3,15),-0.147985 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,5),(3,32),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,5),(3,33),-0.152617 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,3),(3,6),(3,7),0.210024 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,6),(3,8),0.0983765 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,6),(3,9),0.0851362 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,6),(3,10),-0.143839 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,6),(3,14),-0.147788 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,6),(3,15),-0.145897 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,6),(3,32),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,6),(3,33),-0.157515 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,3),(3,7),(3,8),0.105285 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,7),(3,9),0.109423 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,7),(3,10),-0.146371 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,7),(3,14),-0.146036 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,7),(3,15),-0.147985 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,7),(3,32),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,7),(3,33),-0.152617 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,3),(3,8),(3,9),0.0851362 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,8),(3,10),-0.143839 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,8),(3,14),-0.147788 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,8),(3,15),-0.145897 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,8),(3,32),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,8),(3,33),-0.157515 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,3),(3,9),(3,10),-0.0169218 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,9),(3,14),-0.200544 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,9),(3,15),-0.187187 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,9),(3,32),0.0480754 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,9),(3,33),-0.206136 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,3),(3,10),(3,14),-0.146214 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,3),(3,10),(3,15),-0.144757 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,3),(3,10),(3,32),-0.144704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,3),(3,10),(3,33),-0.142295 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,3),(3,14),(3,15),-0.15206 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,14),(3,32),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,14),(3,33),-0.118072 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,3),(3,15),(3,32),0.0480754 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,15),(3,33),-0.206136 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,3),(3,32),(3,33),-0.142848 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,3),(3,3),(3,2),0.0378194 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,3),(3,3),(3,1),-0.0353236 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,3),(3,3),(3,-1),0.0828548 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,3),(3,2),(3,1),-0.0216461 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,2),(3,-1),-0.0322642 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,3),(3,1),(3,-1),-0.0384784 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,4),(4,5),0.131314 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,6),0.0233875 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,7),0.131314 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,8),0.0229509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,9),0.117787 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,10),-0.125787 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,11),-0.0538685 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,12),-0.0848766 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,14),-0.144869 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,18),-0.144869 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,22),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,28),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,30),-0.125786 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,32),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,33),-0.185333 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,4),(4,5),(4,6),0.113438 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,7),0.0727062 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,8),0.113124 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,9),0.124031 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,10),-0.141433 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,11),-0.145853 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,12),-0.145003 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,14),-0.149429 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,18),-0.149429 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,22),-0.144885 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,28),-0.144885 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,30),-0.141433 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,32),-0.144742 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,33),-0.0627385 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,6),(4,7),0.0899096 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,6),(4,8),0.104443 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,6),(4,9),0.137431 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,6),(4,10),-0.145067 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,6),(4,11),-0.139044 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,6),(4,12),-0.142303 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,6),(4,14),-0.158908 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,6),(4,18),-0.158908 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,6),(4,22),-0.144957 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,6),(4,28),-0.144957 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,6),(4,30),-0.145067 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,6),(4,32),-0.144958 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,6),(4,33),-0.116913 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,7),(4,8),0.113124 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,7),(4,9),0.124031 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,7),(4,10),-0.141433 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,7),(4,11),-0.145853 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,7),(4,12),-0.145003 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,7),(4,14),-0.149429 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,7),(4,18),-0.149429 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,7),(4,22),-0.144885 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,7),(4,28),-0.144885 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,7),(4,30),-0.141433 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,7),(4,32),-0.144742 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,7),(4,33),-0.0627385 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,8),(4,9),0.137431 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,8),(4,10),-0.145067 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,8),(4,11),-0.139044 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,8),(4,12),-0.142303 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,8),(4,14),-0.158908 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,8),(4,18),-0.158908 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,8),(4,22),-0.144957 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,8),(4,28),-0.144957 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,8),(4,30),-0.145067 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,8),(4,32),-0.144958 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,8),(4,33),-0.115734 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,9),(4,10),-0.0172849 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,9),(4,11),-0.00958449 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,9),(4,12),0.112078 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,9),(4,14),-0.200474 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,9),(4,18),-0.0849679 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,9),(4,22),0.426891 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,9),(4,28),0.527181 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,9),(4,30),0.0416617 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,9),(4,32),0.0480754 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,9),(4,33),-0.141756 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,10),(4,11),-0.142064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,10),(4,12),-0.14671 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,10),(4,14),-0.161397 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,10),(4,18),-0.161397 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,10),(4,22),-0.148299 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,10),(4,28),-0.148299 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,10),(4,30),-0.142049 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,10),(4,32),-0.144708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,10),(4,33),-0.138958 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,4),(4,11),(4,12),-0.142303 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,11),(4,14),-0.158908 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,11),(4,18),-0.158908 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,11),(4,22),-0.144957 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,11),(4,28),-0.144957 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,11),(4,30),-0.145067 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,11),(4,32),-0.144958 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,11),(4,33),-0.116913 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,12),(4,14),-0.149429 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,12),(4,18),-0.149429 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,12),(4,22),-0.144885 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,12),(4,28),-0.144885 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,12),(4,30),-0.141433 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,12),(4,32),-0.144742 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,12),(4,33),-0.0627385 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,14),(4,18),-0.144812 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,14),(4,22),-0.14507 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,14),(4,28),-0.14507 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,14),(4,30),-0.159637 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,14),(4,32),-0.144938 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,14),(4,33),-0.137244 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,18),(4,22),-0.14507 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,18),(4,28),-0.14507 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,18),(4,30),-0.159637 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,18),(4,32),-0.144938 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,18),(4,33),-0.137244 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,22),(4,28),-0.14503 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,22),(4,30),-0.145396 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,22),(4,32),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,22),(4,33),-0.165244 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,28),(4,30),-0.145396 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,28),(4,32),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,28),(4,33),-0.165244 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,30),(4,32),-0.144708 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,30),(4,33),-0.138956 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,32),(4,33),-0.14799 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,4),(4,2),0.0381054 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,1),-0.0837754 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,-1),0.0720463 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,4),(4,2),(4,1),-0.0065173 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,2),(4,-1),-0.000617836 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,1),(4,-1),0.0113113 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,6),(6,7),0.1315 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,8),0.0229553 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,9),0.117787 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,10),-0.125784 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,11),-0.0538685 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,12),-0.0848766 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,14),-0.144869 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,15),-0.140739 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,18),-0.144869 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,31),-0.145925 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,32),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,33),-0.186967 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,6),(6,7),(6,8),0.113124 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,9),0.124031 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,10),-0.141433 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,11),-0.145853 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,12),-0.145003 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,14),-0.149429 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,15),-0.1418 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,18),-0.149429 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,31),-0.144771 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,32),-0.144742 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,33),-0.0625534 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,8),(6,9),0.137431 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,10),-0.145067 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,11),-0.139044 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,12),-0.142303 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,14),-0.158908 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,15),-0.145518 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,18),-0.158908 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,31),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,32),-0.144958 # DEPENDENCYPART_GRANDSIBL
